trajectory,season,diurnal,engine,saf_level,water_injection,contrail_atr20_cocip_sum,contrail_atr20_cocip_sum_baseline
sfo_dfw,2023-11-06,daytime,GTF2035,20,0,8.02091178640287e-16,-4.163537826635878e-15
sfo_dfw,2023-11-06,daytime,GTF2035,100,0,1.2572171878549815e-15,-4.163537826635878e-15
sfo_dfw,2023-11-06,daytime,GTF2035_wi,100,15,3.4248222310436865e-15,-4.163537826635878e-15
hel_kef,2023-11-06,daytime,GTF2035,100,0,-2.786756276849224e-12,5.83216775449584e-12
hel_kef,2023-11-06,daytime,GTF2035_wi,20,15,-3.7043489341853233e-13,5.83216775449584e-12
hel_kef,2023-11-06,daytime,GTF2035_wi,100,15,-2.7143491991083607e-12,5.83216775449584e-12
