,Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,fuel_flow_corrected,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_level,cocip_waypoint,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_ef,cocip_persistent_1,cocip_cocip,cocip_contrail_age,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact,accf_sac_contrails_atr20
9,9,10,a35da8,FFT4000,37.94581604003906,-121.35457140334108,218.6388887,7543.8,0.7072930100926289,34610D,249.33354,15.264977,-4.0805726,205.47471723012785,66821.87327259712,0.34193986658142383,0.9906370195275672,57.36763275304119,70.939371840344,1953.6751566374096,0.0001394709483435,38012.54249929331,0.1197658185924166,0.4780636062753433,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.649120402630075,35.469978542479346,17.822646601823735,36.28235539,1450000000000000.0,18.4672325354574,807.659940468063,1537.73237247542,0.0139470948344,0.021785632905609,0.463330958759259,35.469685920172,21.2677300111841,21.26476419435561,0.0139470948343499,0.8405517109567384,1023568486178621.6,0.9906370195275672,0.018822128883423304,1.6761120859444727e-05,3.16,35.8,2023-08-06 17:10:00,0.00013947094834351273,0.11976580530968797,0.0,380.1254249929332,9,0.00013947094834351273,15.264977,-4.0805726,0.11976580530968797,0.0,0.0,0.5311151189203426,935.2982152148043,13320.675217992797,0.22390606277383615,0.9746107300112795,2.674613911244594,236.4473426880387,0.09480965078677565,inf,0.0,226.84050763648744,0.0,0.0,0.0,0 days,0.00015484412,4.7648615e-07,78293.62,0.1157491,-317.5765,0.0,0.0,1.0,-5.938045055018121e-13,2.4601903e-12,2.4766664e-16,0.0,0.0,0.0,7.479999999999999e-16,2.5258680427220724e-14,1.8663856764311024e-12,1271.5617435129975,2.0880261788121606e-12,1.4049293461901522e-13,0.0,0.00015484412,4.7648615e-07,78293.62,0.1157491,-317.5765,0.0,0.0,0.0,-5.938045055018121e-13,2.4601903e-12,2.4766664e-16,0.0,0.0,0.0,7.479999999999999e-16,2.5258680427220724e-14,1.8663856764311024e-12,1271.5617435129975,2.0880261788121606e-12,1.4049293461901522e-13,0.0
10,10,11,a35da8,FFT4000,37.97252073126324,-121.20660533075748,223.268888696,8115.3,0.710924184512044,34610D,245.09302,17.116776,-3.725481,209.3240720503532,66764.50563984408,0.3387066396974473,0.9147178687995964,56.12999692717416,63.6902769577634,1691.487352563183,5.159582509157808e-05,35009.59958577092,0.0625362157036651,0.4677499743931179,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6669771056825842,31.84414909707145,17.610112911912616,36.28235539,1450000000000000.0,16.9501452504841,792.592726092716,1504.48046498109,0.00515958250916,0.0211002759078499,0.416958271653661,31.8451384788817,19.7607971324461,19.759777610416663,0.0051595825091578,0.7787725266815805,920094665395133.8,0.9147178687995964,0.017519969242465867,1.4650913575849772e-05,3.16,35.8,2023-08-06 17:11:00,5.159582509157808e-05,0.0625361854107747,0.0,350.0959958577092,10,5.159582509157808e-05,17.116776,-3.725481,0.0625361854107747,0.0,0.0,0.4976209423007549,940.1001452902511,13525.487442010117,0.21982915632785585,0.9755383857276878,2.4510932145399518,235.4890143629669,0.04747057497020969,inf,0.0,225.7958387374612,0.0,0.0,0.0,0 days,5.1132734e-05,7.809156e-07,84008.22,0.061875347,-318.6054,0.0,0.0,1.0000000000000002,-5.613287853727543e-13,2.1645023e-12,2.7113308e-16,0.0,0.0,0.0,7.480000000000002e-16,2.186038829305607e-14,1.6031734787124695e-12,1271.3376294621885,1.5415310345996263e-12,1.2972601992745383e-13,0.0,5.1132734e-05,7.809156e-07,84008.22,0.061875347,-318.6054,0.0,0.0,0.0,-5.613287853727543e-13,2.1645023e-12,2.7113308e-16,0.0,0.0,0.0,7.480000000000002e-16,2.186038829305607e-14,1.6031734787124695e-12,1271.3376294621885,1.5415310345996263e-12,1.2972601992745383e-13,0.0
11,11,12,a35da8,FFT4000,37.9991455078125,-121.05612896858378,228.92777758,8610.6,0.7145502211605113,34610D,241.61986,19.932272,-2.2836406,211.1459646928169,66708.3756429169,0.334891749893842,0.8374656548609878,52.18554606387895,57.1570896429302,1404.9352045457986,3.216661873585643e-05,32565.17889669939,0.0520233183771664,0.4348795505323245,0.9494584942306566,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6776004319212566,28.57800135079487,16.353703566025686,36.28235539,1449999999999999.8,15.5027997578063,777.195077920867,1469.97950404881,0.00321666187359,0.0203923217658149,0.373373490041962,28.5785448214651,18.3095134693232,18.30892453312828,0.0032166618735856,0.7185631696727071,818154044615577.4,0.8374656548609878,0.016280998882954655,1.2593197916323456e-05,3.16,35.8,2023-08-06 17:12:00,3.216661873585643e-05,0.05202332403324672,0.0,325.65178896699393,11,3.216661873585643e-05,19.932272,-2.2836406,0.05202332403324672,0.0,0.0,0.4695299379380641,944.8952833986673,13789.79851488002,0.18899475410859606,0.9819780969652181,2.2668391347555445,234.63903354181423,0.038155270181592406,inf,0.0,224.9907980962253,0.0,0.0,0.0,0 days,4.207415e-05,1.0330667e-06,89221.92,0.06713947,-318.819,0.0,0.0,1.0,-5.317066635321003e-13,2.0189985e-12,2.9056973e-16,0.0,0.0,0.0,7.480000000000001e-16,2.037336371970474e-14,1.4872918455254243e-12,1271.1141860801165,1.2167335937785075e-12,1.187700491449092e-13,0.0,4.207415e-05,1.0330667e-06,89221.92,0.06713947,-318.819,0.0,0.0,0.0,-5.317066635321003e-13,2.0189985e-12,2.9056973e-16,0.0,0.0,0.0,7.480000000000001e-16,2.037336371970474e-14,1.4872918455254243e-12,1271.1141860801165,1.2167335937785075e-12,1.187700491449092e-13,0.0
12,12,13,a35da8,FFT4000,38.022471282441735,-120.90161530867866,234.586666464,9022.08,0.7181955327554372,34610D,238.85504,23.285154,-0.33367676,211.64887821307883,66656.19009685302,0.33175034472669024,0.7698869968513331,47.01327251411889,51.9282677301464,1249.751674725994,3.0689643610499115e-05,30641.22174213943,0.0627110147124093,0.3917772709509907,0.8714741037065806,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6831341522124348,25.9645313591999,14.608018481524136,36.28235539,1450000000000000.0,14.2864901929524,763.518861200547,1439.61904978648,0.00306896436105,0.0197798559826903,0.337650589615258,25.9641338650732,17.0704271007202,17.06990323147356,0.0030689643610499,0.6681006717788077,737318064541988.8,0.7698869968513331,0.015225768729179029,1.0953818046050699e-05,3.16,35.8,2023-08-06 17:13:00,3.0689643610499115e-05,0.06271099950980233,0.0,306.4122174213943,12,3.0689643610499115e-05,23.285154,-0.33367676,0.06271099950980233,0.0,0.0,0.44690387144735955,949.7159120342563,14258.692014686909,0.19134145978850414,0.9815235329659724,2.122884418232443,233.93131373772397,0.04475188282637364,inf,0.0,224.37100262462306,0.0,0.0,0.0,0 days,3.3801625e-05,1.2561317e-06,93325.41,0.06810237,-319.41034,0.0,0.0,1.0000000000000002,-5.083973612111891e-13,1.907012e-12,3.077643e-16,0.0,0.0,0.0,7.48e-16,1.9237756482348567e-14,1.3986147817724794e-12,1270.91625372108,9.836839326089658e-13,1.0918598980305356e-13,0.0,3.3801625e-05,1.2561317e-06,93325.41,0.06810237,-319.41034,0.0,0.0,0.0,-5.083973612111891e-13,1.907012e-12,3.077643e-16,0.0,0.0,0.0,7.48e-16,1.9237756482348567e-14,1.3986147817724794e-12,1270.91625372108,9.836839326089658e-13,1.0918598980305356e-13,0.0
13,13,14,a35da8,FFT4000,38.04689025878906,-120.74184985871008,238.702222016,9387.84,0.7218553945783063,34610D,236.71246,27.527597,1.6370021,209.95764441269503,66609.17682433891,0.3280922861190114,0.7119187420954428,42.84694660248035,47.871407123419,1148.4081423225416,3.143687270165918e-05,29009.29964007814,0.0767846054470669,0.3570578883540029,0.8101547479198158,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6807354286311117,23.93546908796076,13.685542118016016,36.28235539,1450000000000000.0,13.2428456579854,752.356370083488,1415.87235299031,0.00314368727017,0.0193178986915331,0.308510667013899,23.9357035617095,15.970197998249,15.969695960949991,0.0031436872701659,0.6290843468547894,661832175732181.8,0.7119187420954428,0.01444180345297502,9.509398169595188e-06,3.16,35.8,2023-08-06 17:14:00,3.143687270165918e-05,0.0767846807886144,0.0,290.09299640078143,13,3.143687270165918e-05,27.527597,1.6370021,0.0767846807886144,0.0,0.0,0.4269318683368149,954.5557834142882,14295.735991181517,0.1904424205437031,0.981698367349898,1.9988808707818992,233.28677705461342,0.05364551672822915,inf,0.0,223.81608795277825,0.0,0.0,0.0,0 days,2.90255e-05,1.6077614e-06,97125.37,0.06913945,-319.92972,0.0,0.0,0.9999999999999998,-4.868167347437632e-13,1.8612722e-12,3.348691e-16,0.0,0.0,0.0,7.48e-16,1.895078936530413e-14,1.3744554042809555e-12,1270.7089583370623,8.478787681194165e-13,1.0096488553896938e-13,0.0,2.90255e-05,1.6077614e-06,97125.37,0.06913945,-319.92972,0.0,0.0,0.0,-4.868167347437632e-13,1.8612722e-12,3.348691e-16,0.0,0.0,0.0,7.48e-16,1.895078936530413e-14,1.3744554042809555e-12,1270.7089583370623,8.478787681194165e-13,1.0096488553896938e-13,0.0
14,14,15,a35da8,FFT4000,38.07125802767479,-120.581578793733,242.303333124,9723.12,0.7254895243296711,34610D,235.2611,32.80528,3.9958284,206.1960109372037,66566.32987773643,0.3234380001006098,0.6634796483028188,39.48242838035254,44.7836852047724,969.1085517946412,2.957605900448541e-05,27575.891396228108,0.0806122338613194,0.3290202365029378,0.7651031195783179,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6705982611520263,22.39210218058975,13.133191501797729,36.28235539,1450000000000000.0,12.3431366855955,743.845392568549,1399.77800680578,0.00295760590045,0.019032647231014,0.285091603845733,22.3918426023862,14.9790830663415,14.97864005719936,0.0029576059004485,0.6003580061609505,607409370834812.5,0.6634796483028188,0.013797475822791233,8.478042881681776e-06,3.16,35.8,2023-08-06 17:15:00,2.9576059004485413e-05,0.08061222834715434,0.0,275.75891396228116,14,2.9576059004485413e-05,32.80528,3.9958284,0.08061222834715434,0.0,0.0,0.4083399633744058,959.3616296661756,14788.072584274614,0.18839771791575474,0.9820928163285463,1.8870376122326902,232.67434627096378,0.055516930999675314,inf,0.0,223.2648920597147,0.0,0.0,0.0,0 days,2.7143822e-05,1.993356e-06,100643.71,0.07306489,-318.3895,0.0,0.0,1.0,-4.668403856938405e-13,1.8476889e-12,3.6459202e-16,0.0,0.0,0.0,7.479999999999998e-16,1.9063622637786832e-14,1.380848508759354e-12,1270.5020976588348,7.58445769332513e-13,9.40952145060244e-14,0.0,2.7143822e-05,1.993356e-06,100643.71,0.07306489,-318.3895,0.0,0.0,0.0,-4.668403856938405e-13,1.8476889e-12,3.6459202e-16,0.0,0.0,0.0,7.479999999999998e-16,1.9063622637786832e-14,1.380848508759354e-12,1270.5020976588348,7.58445769332513e-13,9.40952145060244e-14,0.0
15,15,16,a35da8,FFT4000,38.09619140625,-120.4156494140625,247.962222008,10005.06,0.7291416128335565,34610D,234.17177,37.7114,6.1649265,202.16095918001307,66526.84744935608,0.3199945478220423,0.7774281783032537,49.32077576440414,52.9525654701162,1709.3696124799037,2.7166066383616303e-05,26415.41479283012,0.0801022759262831,0.4110064647033678,0.9772817981330436,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.659002750092733,26.476268579508933,16.013883659857395,36.28235538999999,1450000000000000.0,13.6959865468638,783.599942616752,1506.25313193781,0.00271660663836,0.0214087312511041,0.341538539148604,26.4762827350581,15.9532358616997,15.95280248680834,0.0027166066383616,0.7432735487353676,752237851053908.9,0.7774281783032537,0.01600425123090686,1.1751977181220274e-05,3.16,35.8,2023-08-06 17:16:00,2.7166066383616296e-05,0.08010224725665083,0.0,264.15414792830126,15,2.7166066383616296e-05,37.7114,6.1649265,0.08010224725665083,0.0,0.0,0.3929753820741393,964.1912259775354,14510.865225449119,0.18653836870329094,0.9824476764701086,1.7984680833827231,232.16612218614964,0.054574836458868695,inf,0.0,222.7982985000023,0.0,0.0,0.0,0 days,2.5642381e-05,2.3018654e-06,103492.086,0.07627425,-316.26953,0.0,0.0,1.0000000000000002,-4.5067176986364375e-13,1.8364772e-12,3.8837297e-16,0.0,0.0,0.0,7.480000000000003e-16,1.915184392789123e-14,1.3858054583895442e-12,1270.290435457558,1.0345444519209639e-12,1.1025548618951014e-13,0.0,2.5642381e-05,2.3018654e-06,103492.086,0.07627425,-316.26953,0.0,0.0,0.0,-4.5067176986364375e-13,1.8364772e-12,3.8837297e-16,0.0,0.0,0.0,7.480000000000003e-16,1.915184392789123e-14,1.3858054583895442e-12,1270.290435457558,1.0345444519209639e-12,1.1025548618951014e-13,0.0
16,16,17,a35da8,FFT4000,38.12040710449219,-120.25278294340092,242.303333124,10500.36,0.732737342047119,34610D,231.84421,45.156414,8.795471,194.30926222270537,66477.52667359167,0.31078365984265927,0.7025679134995435,43.63760521368496,48.354224693801,1081.617880225386,2.341970899221372e-05,24472.62643199162,0.0832840786745588,0.3636467101140413,0.8933443399746973,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6365794180371076,24.177158787342897,14.088863203105593,36.28235539,1450000000000000.0,12.3369964233591,769.065651578479,1479.73068539814,0.00234197089922,0.0209369682337578,0.303926997541843,24.1771123469005,14.5162849820732,14.51594502286502,0.0023419708992213,0.6881842022190982,674477871694894.9,0.7025679134995435,0.014823591569074663,1.0171871856831345e-05,3.16,35.8,2023-08-06 17:17:00,2.3419708992213717e-05,0.08328404812739491,0.0,244.72626431991623,16,2.3419708992213717e-05,45.156414,8.795471,0.08328404812739491,0.0,0.0,0.3677280639309094,968.9462967765076,14519.612737697322,0.18637483826834314,0.9824787120647699,1.6439223780317747,231.2237036093039,0.0554530496031777,inf,0.0,221.94143945459865,0.0,0.0,0.0,0 days,2.2423867e-05,2.5617635e-06,108441.734,0.07980292,-313.4505,0.0,0.0,1.0,-4.225826714998531e-13,1.834402e-12,4.0840678e-16,0.0,0.0,0.0,7.480000000000001e-16,1.951005817489423e-14,1.4118193378037328e-12,1270.0848657237996,8.822103093412327e-13,9.963874354683608e-14,0.0,2.2423867e-05,2.5617635e-06,108441.734,0.07980292,-313.4505,0.0,0.0,0.0,-4.225826714998531e-13,1.834402e-12,4.0840678e-16,0.0,0.0,0.0,7.480000000000001e-16,1.951005817489423e-14,1.4118193378037328e-12,1270.0848657237996,8.822103093412327e-13,9.963874354683608e-14,0.0
17,17,18,a35da8,FFT4000,38.14462435447563,-120.08970177691916,242.303333124,10812.78,0.7363035577998016,34610D,230.10117,48.6442,9.217899,190.54194404566925,66433.88906837799,0.3058233427365026,0.6741003009498114,41.75359935261455,46.557108385947,897.3190115377632,2.022579127552849e-05,23307.885885565418,0.0837521134822128,0.3479466612717879,0.8699215374603584,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6265970867042165,23.278449309039257,13.487534943292316,36.28235538999999,1450000000000000.0,11.7620702382224,765.218271098211,1476.53530901739,0.00202257912755,0.0209382699918363,0.290158793724738,23.2785541929735,13.8578208150849,13.85754053536244,0.0020225791275528,0.6741848840697673,647437958757181.6,0.6741003009498114,0.014439716250756218,9.66375075774465e-06,3.16,35.8,2023-08-06 17:18:00,2.0225791275528492e-05,0.08375210306868995,0.0,233.0788588556542,17,2.0225791275528492e-05,48.6442,9.217899,0.08375210306868995,0.0,0.0,0.3528795614108092,973.6623420116042,14313.643873324601,0.1822393447548044,0.983254199697789,1.5544901437263698,230.64184921817431,0.05481404959011821,0.9982292161147986,0.0,221.40771924382662,0.0,0.0,0.0,0 days,1.902936e-05,2.3544444e-06,111686.29,0.07811655,-309.25726,0.0,0.0,1.0,-4.041759693738633e-13,1.8611703e-12,3.9242592e-16,0.0,0.0,0.0,7.479999999999998e-16,2.0081352432346545e-14,1.4569943463271375e-12,1269.8792828171388,8.509269863734904e-13,9.560144396094299e-14,0.0,1.902936e-05,2.3544444e-06,111686.29,0.07811655,-309.25726,0.0,0.0,0.0,-4.041759693738633e-13,1.8611703e-12,3.9242592e-16,0.0,0.0,0.0,7.479999999999998e-16,2.0081352432346545e-14,1.4569943463271375e-12,1269.8792828171388,8.509269863734904e-13,9.560144396094299e-14,0.0
18,18,19,a35da8,FFT4000,38.16796875,-119.92874470162896,237.158888684,11071.86,0.7398228999834745,34610D,228.60506,50.762108,9.291177,187.24688695042528,66392.13546902536,0.31770489546713265,0.469277275492044,28.026650870578003,34.262595871604,0.0,1.6569328678986897e-05,22376.69483036539,0.0784634582623714,0.2335554239214833,0.5920320866616777,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.6177729377911843,17.131667132454314,11.04231214288528,29.09836547513024,1557929102169707.0,9.18627530726238,708.641793884941,1340.82425691783,0.0016569328679,0.0181089547900735,0.206897864061753,17.131297935802,11.4251687333807,11.424979429141388,0.0016569328678986,0.4946550266361559,420840395776153.6,0.469277275492044,0.011522072147255749,5.006488691430824e-06,3.16,35.8,2023-08-06 17:19:00,1.65693286789869e-05,0.07846350124530113,0.0,223.76694830365398,18,1.65693286789869e-05,50.762108,9.291177,0.07846350124530113,0.0,0.0,0.3409985630696103,978.3164052470893,14289.239228676091,0.1825428225058992,0.9831979037567055,1.5183692838651754,230.3983959672595,0.05060132880403248,0.9802446812827585,0.0,221.1706632901618,0.0,0.0,0.0,0 days,1.6325419e-05,2.1738608e-06,114310.49,0.07619452,-305.61734,0.0,0.0,1.0,-3.8929331944033104e-13,1.8872382e-12,3.785059e-16,0.0,0.0,0.0,7.48e-16,2.059979064854061e-14,1.49794497889522e-12,1269.681109668271,4.859675005800552e-13,6.655327863210208e-14,0.0,1.6325419e-05,2.1738608e-06,114310.49,0.07619452,-305.61734,0.0,0.0,0.0,-3.8929331944033104e-13,1.8872382e-12,3.785059e-16,0.0,0.0,0.0,7.48e-16,2.059979064854061e-14,1.49794497889522e-12,1269.681109668271,4.859675005800552e-13,6.655327863210208e-14,0.0
19,19,20,a35da8,FFT4000,38.19131624900688,-119.76799342943276,239.21666646,11071.86,0.743309097520511,34610D,228.56935,50.928745,9.292099,186.3739854159837,66364.1088181548,0.31848672464707856,0.4536833713914491,27.143813458685152,33.3610985158628,-26.37619909501753,1.6722399827362598e-05,22376.69483036539,0.0795219604692581,0.2261984454890429,0.5726429194259686,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.6149410699725062,16.680486765578866,10.882187870524588,27.57373356681749,1580834500834435.8,8.9988388592871,704.497074825015,1330.83744193982,0.00167223998274,0.0179052751969961,0.201237143404622,16.6805492579314,11.2389863428842,11.238798403203724,0.0016722399827362,0.4831198869679569,406654974916666.9,0.4536833713914491,0.011316372155835409,4.7162513163098955e-06,3.16,35.8,2023-08-06 17:20:00,1.6722399827362598e-05,0.07952194636502487,0.0,223.76694830365398,19,1.6722399827362598e-05,50.928745,9.292099,0.07952194636502487,0.0,0.0,0.3410518381858375,982.9266411031675,14235.327156951067,0.18048965743871478,0.9835768823826918,1.520111351458699,230.41025468861164,0.051265893248073874,0.9791296601306114,0.0,221.18379358350907,0.0,0.0,0.0,0 days,1.6549742e-05,2.1722894e-06,114299.586,0.07781779,-302.7659,0.0,0.0,1.0,-3.893630057922789e-13,1.8871543e-12,3.783848e-16,0.0,0.0,0.0,7.479999999999999e-16,2.0597672193600897e-14,1.4977913375132068e-12,1269.4829101735972,4.613841254407746e-13,6.434173867743242e-14,0.0,1.6549742e-05,2.1722894e-06,114299.586,0.07781779,-302.7659,0.0,0.0,0.0,-3.893630057922789e-13,1.8871543e-12,3.783848e-16,0.0,0.0,0.0,7.479999999999999e-16,2.0597672193600897e-14,1.4977913375132068e-12,1269.4829101735972,4.613841254407746e-13,6.434173867743242e-14,0.0
20,20,21,a35da8,FFT4000,38.21431305448888,-119.6077363387398,238.187777572,11064.24,0.7467609311195369,34610D,228.58292,51.136295,9.277659,185.04233859052417,66336.9650046961,0.31576159826817946,0.4736062505239187,28.266696821001908,34.7765957787652,0.0,1.6998970293111264e-05,22403.598795491587,0.0808052101157327,0.2355558068416825,0.5951063608682496,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.6105291651392157,17.38840714247949,11.076331892738796,29.600399292796595,1550386767082709.2,9.22749860032921,709.329729026155,1343.92618401619,0.00169989702931,0.0181885331336188,0.208469319050129,17.3882978893826,11.4615795302814,11.461384698543393,0.0016998970293111,0.4965683770387089,426560622425332.6,0.4736062505239187,0.011559835986726252,5.0949090549368635e-06,3.16,35.8,2023-08-06 17:21:00,1.699897029311126e-05,0.08080515080506773,0.0,224.03598795491598,20,1.699897029311126e-05,51.136295,9.277659,0.08080515080506773,0.0,0.0,0.3414416207505282,987.4914372023438,14181.644557338737,0.17788276968939634,0.98405168576027,1.5158779255730086,230.3814156429469,0.052100105536990404,0.9801188145754566,0.0,221.1603115505136,0.0,0.0,0.0,0 days,1.6768845e-05,2.168732e-06,114202.45,0.07935512,-301.15814,0.0,0.0,1.0,-3.899216566549622e-13,1.8853736e-12,3.7811058e-16,0.0,0.0,0.0,7.48e-16,2.0566985422889696e-14,1.4954519105431245e-12,1269.2876877549438,4.91238956354854e-13,6.716721733430259e-14,0.0,1.6768845e-05,2.168732e-06,114202.45,0.07935512,-301.15814,0.0,0.0,0.0,-3.899216566549622e-13,1.8853736e-12,3.7811058e-16,0.0,0.0,0.0,7.48e-16,2.0566985422889696e-14,1.4954519105431245e-12,1269.2876877549438,4.91238956354854e-13,6.716721733430259e-14,0.0
21,21,22,a35da8,FFT4000,38.236890889830505,-119.4479569144871,237.673333128,11064.24,0.7501788201081274,34610D,228.57521,51.42826,9.2467575,184.45868801365475,66308.6983078751,0.31540264021930237,0.4729142838347016,28.22558097839392,34.7960606781624,-26.379826270815908,1.7060825977358642e-05,22403.598795491587,0.0811726992062675,0.2352131748199492,0.5938871387386699,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.6086137621721084,17.398033681424636,11.066801005667037,29.563242508105738,1550944994259907.2,9.21617138068029,709.090685044972,1343.67557776809,0.00170608259774,0.0181870505781992,0.208218129219383,17.3980303390812,11.4487023788769,11.448507057890286,0.0017060825977358,0.4959035252667568,426286235242116.94,0.4729142838347016,0.011547784207702836,5.08458188856831e-06,3.16,35.8,2023-08-06 17:22:00,1.7060825977358645e-05,0.08117282768723437,0.0,224.03598795491598,21,1.7060825977358645e-05,51.42826,9.2467575,0.08117282768723437,0.0,0.0,0.3414531378126628,992.0113480205791,14281.705469231392,0.1763859980374423,0.9843210755116114,1.5150831792363366,230.37599369279022,0.0523331964918631,0.9800636049038859,0.0,221.15615982329027,0.0,0.0,0.0,0 days,1.6812826e-05,2.1530832e-06,114189.336,0.079602264,-302.42978,0.0,0.0,0.9999999999999999,-3.900036019990686e-13,1.8852084e-12,3.7690433e-16,0.0,0.0,0.0,7.479999999999999e-16,2.056256490295579e-14,1.4952046599118373e-12,1269.0960220200307,4.89928815475409e-13,6.706908206486445e-14,0.0,1.6812826e-05,2.1530832e-06,114189.336,0.079602264,-302.42978,0.0,0.0,0.0,-3.900036019990686e-13,1.8852084e-12,3.7690433e-16,0.0,0.0,0.0,7.479999999999999e-16,2.056256490295579e-14,1.4952046599118373e-12,1269.0960220200307,4.89928815475409e-13,6.706908206486445e-14,0.0
22,22,23,a35da8,FFT4000,38.25943486899918,-119.2869561839952,238.187777572,11056.62,0.7535756010070892,34610D,228.63995,51.669598,9.163082,184.27603203324347,66280.47272689671,0.313447976064129,0.4914468600230764,29.29260608708877,35.9711747433352,52.76009625439938,1.7068218005060547e-05,22430.535107814052,0.0806883341646238,0.2441050507257397,0.6161574831371849,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.607924969868852,17.986542177409373,11.251775214982043,31.41078942874185,1523188262593577.2,9.43279303438944,713.79138252601,1355.45470611873,0.00170682180051,0.0184335117083998,0.214945612996546,17.9855873716676,11.6605894957389,11.660390473652273,0.001706821800506,0.5091811348012504,450549556455892.5,0.4914468600230764,0.011734160383165052,5.517895566166608e-06,3.16,35.8,2023-08-06 17:23:00,1.7068218005060547e-05,0.08068847168063895,0.0,224.30535107814052,22,1.7068218005060547e-05,51.669598,9.163082,0.08068847168063895,0.0,0.0,0.34176687442112996,996.5033481182504,14204.791438625893,0.17533023539868406,0.9845096792591944,1.5125860652419894,230.35894135654792,0.05205409926596986,0.981911989568337,0.0,221.13960950925264,0.0,0.0,0.0,0 days,1.6891856e-05,2.15739e-06,114097.234,0.07865773,-309.42596,0.0,0.0,1.0000000000000002,-3.905333536929568e-13,1.8834173e-12,3.7723631e-16,0.0,0.0,0.0,7.48e-16,2.05327260673738e-14,1.4928838267042453e-12,1268.903731921744,5.165422476364731e-13,6.969738684596071e-14,0.0,1.6891856e-05,2.15739e-06,114097.234,0.07865773,-309.42596,0.0,0.0,0.0,-3.905333536929568e-13,1.8834173e-12,3.7723631e-16,0.0,0.0,0.0,7.48e-16,2.05327260673738e-14,1.4928838267042453e-12,1268.903731921744,5.165422476364731e-13,6.969738684596071e-14,0.0
