,flight_id,total_flight_distance_flown,total_contrails_formed,total_persistent_contrails_formed,mean_lifetime_contrail_altitude,mean_lifetime_rhi,mean_lifetime_n_ice_per_m,mean_lifetime_r_ice_vol,mean_lifetime_contrail_width,mean_lifetime_contrail_depth,mean_lifetime_tau_contrail,mean_lifetime_tau_cirrus,mean_contrail_lifetime,max_contrail_lifetime,mean_lifetime_rf_sw,mean_lifetime_rf_lw,mean_lifetime_rf_net,total_energy_forcing,mean_lifetime_olr,mean_lifetime_sdr,mean_lifetime_rsr
0,34610D,2988727.327558976,2352190.5953247016,1089723.3122865441,11718.815406674235,1.0438352729007518,270679252155.69916,1.2003931770127995e-05,8638.93795096677,415.5886604889753,0.038398902571129476,0.4733243,2.0256250000000002,5.433333333333334,-2.2946954,2.0191092,-0.27558628,-19148927558398.766,229.08476,1225.4918383684262,234.62772540966944
