Unnamed: 0,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,time,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem
0,0,141.68274619362572,42.55723571777344,2674.6200000000003,885974.0,TVJ571,127.067777668,0.8359910329243758,34610D,285.00638,13.522608,6.125644,157.16931564382554,69038.37801938549,0.2915057836934805,1.0960097686410584,65.76058611846351,87674.49981677855,1817.3355848834929,2023-08-06 01:00:00,0.0095007454846726,0.7305820758235784,0.7168310546852961,0.5480048843205292,0.6723808460663375,0.015905641276813,0.001211740728506,0.0002692757174457,0.0001020027754487,1370041083498376.2,207.7376915482262,81.34584502853936,0.0789127033421562,0.0016104633335133,0.0013152117223692,1.045964292953253,0.0796847805301693,0.0177077290067042,0.0067077622992182,9.009470465722803e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.4644058314094959,43.83724990838928,15.90564127681306,102.00277544872635,1370041083498376.2,17.3408195339931,753.349345140174,1444.31143901844,0.950074548467,0.0203289580658149,0.665646503170552,43.8373581512777,32.7437589774903,32.435596629272084,0.95007454846726,0.81086205987028,19.546185558377857,911241859088337.9,32.58899317972547
1,1,141.59485556862572,42.52262878417969,3200.4,885974.0,TVJ571,149.703333204,0.8370510566048478,34610D,281.90997,14.089136,4.747349,168.2208340664578,68972.61743326703,0.2990463145011746,1.1156117628201558,66.93670576920935,92920.3512861869,2188.78155878111,2023-08-06 01:01:00,0.0084584718108213,0.6833994069049528,0.7562343492520546,0.5578058814100779,0.7067137809187282,0.0165913189956718,0.0012512048297492,0.000278045517722,0.0001062740997665,1251179921747516.2,211.4530535249324,82.80070503651197,0.0803240469230512,0.0016392662637357,0.0013387341153841,1.1105682379363802,0.0837515295459407,0.018611451010209,0.0071136381469583,8.374986228635587e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.4997833308269508,46.46017564309345,16.591318995671845,106.27409976650732,1251179921747516.2,18.203854259652,769.441013244639,1482.16610383585,0.845847181082,0.021105782977997,0.715495954371711,46.4605710770277,33.9004696067244,33.61612853115468,0.84584718108213,0.8890934110560079,21.982920870721447,850011657436777.2,35.641545646793304
2,2,141.49248296564275,42.48133850097656,3832.86,885974.0,TVJ571,164.107777636,0.8380761001148875,34610D,277.76813,14.254452,3.2187164,178.8624795463913,68905.68072749782,0.301400325835047,1.079865556199207,64.79193337195242,99941.3339885426,2586.8631147419337,2023-08-06 01:02:00,0.0071523259471488,0.6299442896063308,0.815569624981658,0.5399327780996035,0.706713780918728,0.0167195666299851,0.0012947793967066,0.0002877287548236,0.0001010088830311,1141242881371770.2,204.6777175219977,80.14762158110516,0.0777503200463429,0.0015867412254355,0.001295838667439,1.0832930470979172,0.0838912604027929,0.0186425023117317,0.0065445608193323,7.394333273105474e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.5353468187851064,49.970666994271305,16.719566629985152,101.00888303119258,1141242881371770.2,19.1693524554777,786.657529219273,1532.61561412032,0.715232594715,0.0222762212620006,0.781054470274582,49.9702028166532,35.0622514064774,34.813255654753185,0.71523259471488,0.9782404885830939,25.071160691177553,696011280501026.8,40.24684910839819
3,3,141.3869268243963,42.43862915039063,4579.62,885974.0,TVJ571,165.136666524,0.8390904970515701,34610D,272.9897,14.694075,3.7558966,190.70476468893656,68840.88879412587,0.3126870713113926,1.0366282190822051,62.19769314493231,75519.06931370148,1348.0745343645674,2023-08-06 01:03:00,0.0054972503048191,0.5712403748956332,0.8370926778229157,0.5183141095411026,0.706713780918728,0.0168908005547576,0.0013510125190544,0.0003002250042343,9.489522343365216e-05,1022531716663435.8,196.4825126448412,76.93854642028127,0.0746372317739187,0.0015232088117126,0.0012439538628986,1.0505688298770677,0.0840298620951098,0.0186733026878021,0.005902263988046,6.359911394399324e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.5757654885622556,37.75953465685074,16.89080055475763,94.89522343365216,1022531716663435.8,15.7690709165827,754.646144469721,1458.97320915448,0.549725030482,0.02068900697577,0.61357981269363,37.7590720436306,29.657286761623,29.49514456914956,0.5497250304819099,0.8169290875711214,20.63122184039764,830474404842016.2,29.805458133536927
4,4,141.27568444540336,42.39354020458157,4968.240000000001,885974.0,TVJ571,186.743333172,0.8400880559172832,34610D,270.72195,15.20865,4.2127566,202.78803586422907,68778.69110098093,0.318813883411343,1.006762139484534,60.40572836907205,70485.39728274201,1350.519067180577,2023-08-06 01:04:00,0.0046542052818424,0.5424921360051816,0.8126975709139193,0.503381069742267,0.706713780918728,0.0169491246382818,0.0013854097088305,0.0003078688241845,9.125641379532604e-05,985108461317947.0,190.82169591789852,74.72188599254213,0.0724868740428864,0.0014793239600589,0.0012081145673814,1.0238242189935989,0.0836866825514952,0.0185970405669989,0.0055124101436561,5.950619412844642e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6148055882985302,35.24269864137101,16.949124638281834,91.25641379532604,985108461317947.0,15.2182826450243,752.181315268257,1453.940312474,0.465420528184,0.020574109484804,0.590259137006064,35.2422025312147,28.6894136264818,28.556505786419685,0.46542052818424,0.8054132935072764,20.486989760092772,793350126834821.9,28.2814406986261
5,5,141.15009654651988,42.34245300292969,5356.860000000001,885974.0,TVJ571,201.662222048,0.8410490571785069,34610D,268.62436,16.612959,4.743417,210.6148322874092,68718.28537261186,0.3234261832506063,0.9778132979906656,58.668797879439936,74990.04765896569,2017.8333813576248,2023-08-06 01:05:00,0.0038007127605085,0.5149267974234382,0.7521131947546671,0.4889066489953328,0.706713780918728,0.0169907823223247,0.0014240701102188,0.000316460024493,8.760150632808825e-05,937191411467296.6,185.3347325011508,72.57330297686721,0.0704025574553279,0.0014367868868434,0.0011733759575887,0.9968287738820346,0.0835484814625785,0.0185663292139063,0.005139475068697,5.498389349372186e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6410227739321721,37.49502382948285,16.990782322324797,87.60150632808825,937191411467296.6,15.9016299744036,766.397997341721,1491.02202675857,0.380071276051,0.0213798391765604,0.632360744230478,37.4949443189189,29.577432225204,29.465442541741574,0.38007127605085,0.8738713771909656,22.654807054058796,786059756447435.5,31.23924354685316
6,6,141.04739876680597,42.268826759467686,5935.9800000000005,885974.0,TVJ571,202.176666492,0.8422692467658462,34610D,265.46057,19.111206,6.392988,213.13992756109863,68659.61657473243,0.3252163580178067,0.9426258718878484,56.5575523132709,69874.89281647577,1571.111897741887,2023-08-06 01:06:00,0.0028552389207982,0.4759628928252322,0.68600712863511,0.4713129359439241,0.706713780918728,0.0169463811613955,0.0014839098475527,0.0003297577439006,8.278128539069594e-05,843134195205209.9,178.66530775762274,69.96169221151611,0.067869062775925,0.0013850829137943,0.0011311510462654,0.9584458390562562,0.0839263088311403,0.0186502908513645,0.004681906879044,4.7685606352426216e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6525623379854756,34.93744640823788,16.946381161395532,82.78128539069596,843134195205209.9,14.8888074413632,760.932293511078,1485.25713324305,0.28552389208,0.0213196926650563,0.591759374808303,34.9370390853129,27.756468355579,27.677442644113363,0.28552389207982,0.8469341022083162,21.999832743554997,795226617755148.6,29.016243053330495
7,7,140.99160627885297,42.165802001953125,6385.56,885974.0,TVJ571,208.34999982,0.8439111248868759,34610D,263.0828,20.445671,7.682607,218.41021612250785,68603.05902241915,0.3248679830662863,0.8333487493180646,50.00092495908388,53461.38549410336,800.4124555052767,2023-08-06 01:07:00,0.0022670457156563,0.4473909919617161,0.6312020212013701,0.4166743746590323,0.6456109987561994,0.0157167537803775,0.0015343912469241,0.0003409758326498,6.700596185264061e-05,814044529453606.4,157.95292194574594,61.85114417438676,0.0600011099509006,0.0012245124479775,0.0010000184991816,0.7858522263730578,0.0767209815953285,0.0170491070211841,0.0033503600704051,4.070297943056251e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6717132887689478,26.73069274705168,15.716753780377594,67.00596185264061,814044529453606.2,15.886678086173,778.9329554329445,1536.69298669425,0.2466241985955,0.022527925678858,0.655982353102605,38.5911363920959,29.04929325104265,28.983586136268062,0.2267045715656299,0.9370090551772711,24.968197414772177,670578631297514.4,33.35087949138646
8,8,140.93600250953853,42.056781316207626,6614.160000000001,885974.0,TVJ571,221.725555364,0.8455858363570392,34610D,261.77628,19.721241,7.7639923,220.4503474691645,68553.05809746006,0.3105182573784007,0.8986438814907252,53.91863288944351,84491.45757540951,2781.136852034286,2023-08-06 01:08:00,0.0020772450511069,0.4334051238880015,0.6295976702841048,0.4493219407453626,0.706713780918728,0.016778974181524,0.0015590858396024,0.0003464635199116,7.725470026824728e-05,755885292427782.9,170.32896129775204,66.69734888424162,0.0647023594673322,0.0013204563156598,0.0010783726577888,0.9046993491550483,0.084063777028653,0.0186808393397006,0.0041654678227476,4.075630158894328e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6796774215157366,42.24572878770476,16.778974181524095,77.25470026824728,755885292427782.9,16.8845487309828,796.933617354811,1588.12884014545,0.207724505111,0.0237361586926598,0.720205331396907,42.2452336988789,30.3421181465063,30.27922078497933,0.2077245051106899,1.0,28.087607463802048,577124014330183.8,36.2117028599331
9,9,140.88292902166194,41.94813537597656,7406.64,885974.0,TVJ571,205.7777776,0.8472633750536012,34610D,257.189,17.54157,8.464218,222.9753491843972,68499.13946457062,0.3104338166138821,0.8563174939717286,51.37904963830372,77060.33720530968,2547.744259744943,2023-08-06 01:09:00,0.0017543967568684,0.3876339764052093,0.7231189343923602,0.4281587469858643,0.706713780918728,0.0164201500009101,0.0016480660960052,0.0003662369102233,7.18015928970528e-05,649319821368207.0,162.30641780740143,63.5558844025817,0.0616548595659644,0.0012582624401217,0.001027580992766,0.8436517019651565,0.084676069753857,0.018816904389746,0.0036890976055669,3.336143533321161e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6935661227940072,38.53016860265484,16.42015000091017,71.8015928970528,649319821368207.0,15.4413004839567,789.091683929548,1582.24180906553,0.175439675687,0.0237482507566665,0.660573063945176,38.5304497833075,27.815651380544,27.766937156049256,0.17543967568684,0.9917785518298249,26.375063057057158,572588635484234.6,34.828533555195015
