Unnamed: 0,index,longitude,latitude,altitude,groundspeed,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,time,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem,ei_mass_meem,ei_number_meem
10,10,-3.935314676036001,37.33163607322563,7399.02,230.471110912,34610D,250.83809,2.6536927,15.691712,215.51720700597323,65981.95554508173,0.3172059728663409,0.946519886619169,56.791193197150136,71609.68934967596,2034.0076702588024,2024-06-07 09:33:00,0.0002212857472595,0.3880546129804407,0.1672995349330073,0.4732599433095845,0.706713780918728,0.0176272744433545,0.0015158623132745,0.0003368582918387,8.107935637179961e-05,622363011536114.2,179.40337930979726,70.25070598487473,0.0681494318365801,0.0013908047313587,0.001135823863943,1.001073948451738,0.0860876294934538,0.0191305843318786,0.0046045933920114,3.5344738026907644e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6788008772971769,35.80484467483798,17.627274443354597,81.0793563717996,622363011536114.2,14.5035209967442,758.066975488031,1517.81959403718,0.022128574726,0.0224142407058321,0.599346370244577,35.8046092424276,26.7395348390557,26.733619070182804,0.02212857472595,0.8331374457637601,22.623671244217796,886199898785981.8,32.09663616822289,17.310376934999297,1105935438631031.2
11,11,-3.8903873524766936,37.45161437988281,7993.38,232.528888688,34610D,245.92854,2.8642442,16.764639,219.72471091310743,65925.16435188458,0.326888470619876,0.9317692811551584,55.90615686930951,61408.67072294817,1480.9545040698365,2024-06-07 09:34:00,0.0002192484047237,0.3563351997673736,0.2483628614240055,0.4658846405775792,0.706713780918728,0.0174372910744136,0.0015491935374558,0.0003442652305457,7.881691536816016e-05,554952967433454.9,176.60754955014872,69.15591604733586,0.0670873882431714,0.0013691303723096,0.0011181231373861,0.9748519301819824,0.086609456925926,0.0192465459835391,0.0044063508345274,3.1025287652423536e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6989267430458344,30.704335361474083,17.43729107441369,78.81691536816017,554952967433454.9,12.8288925250785,737.159586704815,1477.2939122895,0.0219248404724,0.0216516453838953,0.520485728702187,30.7041228178587,24.0390843039269,24.03381492834444,0.0219248404723699,0.7377113016498329,19.626398490267384,792282073532181.5,26.996539657489933,16.018311568060962,1033321035856101.6
12,12,-3.855126422384501,37.57547669491525,8427.720000000001,239.731110904,34610D,242.07233,3.300695,17.356636,223.01440425367693,65869.25819501527,0.3287836718341599,0.9184384457310651,55.10630674386391,58399.19220573711,1397.8897811939723,2024-06-07 09:35:00,0.0002607301725466,0.3345108555598698,0.4130188208338533,0.4592192228655326,0.7019847966318202,0.017227146189349,0.0015683847777296,0.0003485299506065,7.662832648266084e-05,511240752739838.8,174.08082300386607,68.16650144215966,0.0661275680926366,0.0013495422059721,0.0011021261348772,0.9493244022316536,0.086427892653976,0.0192061983675502,0.0042227040644224,2.817258974044544e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7150189439493627,29.19959610286856,17.227146189349025,76.62832648266085,511240752739838.8,12.2771705739114,730.222296743609,1468.48771518251,0.0260730172547,0.0215535305103885,0.497424505436948,29.1992044776674,23.0785627068009,23.072546997641115,0.02607301725466,0.7089095103093511,18.703644016170625,772538810737101.6,25.73565980184038,15.144309694885845,983777230238578.4
13,13,-3.8269441024116873,37.705590199616,8839.2,246.418888676,34610D,238.45491,4.31474,18.246635,225.162954075022,65814.1518882714,0.3261754239573597,0.918238317175248,55.09429903051488,58132.21925608157,1522.750177755293,2024-06-07 09:36:00,0.0003281201678611,0.3148461017336226,0.7193621073793902,0.459119158587624,0.7067137809187279,0.0171900559563088,0.0015874951191534,0.0003527766931452,7.64522074294788e-05,467346848350856.56,174.0428906373965,68.15164790074691,0.0661131588366178,0.0013492481395228,0.0011018859806102,0.9470740832081626,0.0874619308041222,0.0194359846231382,0.0042120807776626,2.5748147014010784e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7273626396169045,29.066109628040785,17.190055956308836,76.45220742947879,467346848350856.56,12.1214149935841,729.450740668406,1477.09019466438,0.0328120167861,0.021857993405097,0.496513831662216,29.0656356737352,22.715435148152,22.70798420056432,0.03281201678611,0.7058071868716908,18.5387931949159,790300685127022.1,26.25960471334607,14.276661585483328,935058725265632.4
14,14,-3.79852294921875,37.83700716697563,9288.78,250.019999784,34610D,234.85521,5.658739,19.147753,225.8238200523961,65759.05758924088,0.3187555346582991,0.907779897483926,54.46679384903556,58490.21097127447,1570.7394571804475,2024-06-07 09:37:00,0.000329869874348,0.2944415627541902,1.0043845245803171,0.453889948741963,0.706713780918728,0.0170342197636995,0.0016165666385054,0.0003592370307789,7.480090508927867e-05,421653906341516.2,172.06060176910333,67.375423991257,0.0653601526188426,0.0013338806656906,0.0010893358769807,0.9277993362485918,0.0880492018427064,0.0195664892983792,0.004074165477219,2.296613639234391e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7350668944785127,29.24510548563724,17.03421976369957,74.80090508927867,421653906341516.2,12.0207630704866,731.213127658459,1488.81097694775,0.0329869874348,0.0221952043617861,0.497839846880137,29.2447017763917,22.4300636644409,22.4226671020614,0.0329869874348,0.7128936987352553,18.651023008701213,802914526271593.4,26.835091508742057,13.236085022326234,877514845254082.2
15,15,-3.7695377431016936,37.970489501953125,9753.6,250.534444228,34610D,231.24193,7.31466,19.821716,226.6158663798988,65704.59079539185,0.3100448681614883,0.8954043069484217,53.7242584169053,58048.82915519729,1619.2656146527645,2024-06-07 09:38:00,0.0002633453804593,0.2744848000248498,1.1255272431429253,0.4477021534742108,0.706713780918728,0.0168824866476055,0.001649920962308,0.0003666491027351,7.298113065488922e-05,378612976797334.0,169.71493233900384,66.45690766171187,0.0644691101002863,0.0013156961244956,0.0010744851683381,0.906999075375912,0.088640780146505,0.0196979511436677,0.0039208571228611,2.0340701405453744e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7433857561364458,29.024414577598645,16.882486647605518,72.98113065488923,378612976797334.0,11.7994184890828,731.804822251542,1498.89852643082,0.0263345380459,0.0225101856030848,0.493830398221343,29.0242885003708,21.9380864702274,21.93231069752241,0.0263345380459299,0.7153088214919353,18.623540440128863,808060769263355.2,27.060002764836614,12.2163876030794,820850653726567.1
16,16,-3.740903164478027,38.102142333984375,10233.66,247.962222008,34610D,227.68655,8.845565,19.890812,226.7483296931386,65650.86653697495,0.3193711056184709,0.8464945354914634,50.789672129487805,51422.731524930976,1205.762731730824,2024-06-07 09:39:00,0.0001803248359956,0.2550380254566048,1.0848401828001917,0.4232472677457317,0.6791996584646792,0.0162047188036964,0.0016896952249765,0.0003754878277725,6.586969440828371e-05,344261795600696.0,160.44457425705195,62.82682442417642,0.0609476065553853,0.0012438287052119,0.0010157934425897,0.8230323549902866,0.0858190664753197,0.0190709036611821,0.0033455001822662,1.7484943725268098e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7496052278620946,25.711365762465487,16.204718803696412,65.8696944082837,344261795600696.0,10.6033564346302,714.378969523281,1469.78350196111,0.0180324835996,0.022025536905521,0.439069628219007,25.7112946413534,19.9345709529082,19.93097690276698,0.01803248359956,0.6478815813044412,16.631021515729458,735942347304896.9,23.16339990191944,11.167305140808509,762664359644379.5
17,17,-3.7118010825299166,38.23480224609375,10591.8,246.418888676,34610D,224.7921,9.482394,19.779673,226.5878546488532,65600.07686484545,0.3236904465446021,0.7703430786284446,46.22058471770668,47463.1871020805,1023.6498095813012,2024-06-07 09:40:00,0.0001314556047407,0.2412695654698515,1.0593560206310173,0.3851715393142223,0.6231666812174002,0.0150684070921064,0.0017141815971145,0.0003809292438032,5.540279750360142e-05,328828455687611.1,146.0108271232354,57.17486329580316,0.055464701661248,0.0011319326869642,0.0009244116943541,0.6964705865615967,0.0792304757309682,0.0176067723846596,0.0025607496956131,1.5198643493701886e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7538818510900286,23.73159355104025,15.068407092106414,55.40279750360142,328828455687611.1,9.86295531351236,702.682585653597,1452.41794179756,0.0131455604741,0.021775534511638,0.406511913780249,23.7315778637401,18.6682863542563,18.665832625940467,0.01314556047407,0.6039253305889636,15.388002990187362,697479698151597.2,20.867166175825375,10.414203147698151,720766322368272.2
18,18,-3.68316650390625,38.36472333487818,10896.6,246.418888676,34610D,222.15941,9.83858,20.13848,225.3781165878696,65553.85628012776,0.3405991934304181,0.5046760495759394,30.28056297455636,32894.55555358498,0.0,2024-06-07 09:41:00,9.951808439884824e-05,0.2300315857671193,1.057411760817771,0.2523380247879697,0.4095046847061658,0.0108519483682191,0.0017310210888661,0.0003846713530813,2.753495282742861e-05,363667943128593.1,95.65629843662354,37.45705639952622,0.0363366755694676,0.0007415648075401,0.0006056112594911,0.3286031059604949,0.0524162930916961,0.011648065131488,0.0008337738730923,1.1012070053732746e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7542869280947958,16.44727777679249,10.85194836821918,27.534952827428608,363667943128593.1,7.52385137650482,653.860024386888,1327.71417261453,0.00995180843988,0.0190844886158693,0.28558663116391,16.4476937516961,14.9643323911984,14.962843317694263,0.0099518084398848,0.42466524410845147,11.139837280838721,513317917738791.94,10.364879470184137,9.73998200346862,683567732482811.8
19,19,-3.654148267663061,38.49623107910156,10896.6,246.93333312,34610D,222.14014,10.048319,20.161068,224.5201380784673,65523.5757171532,0.3402763586025273,0.5106983403503227,30.64190042101936,33382.617065891696,0.0,2024-06-07 09:42:00,9.991592896157434e-05,0.2300315857671193,1.064192628813615,0.2553491701751613,0.4139007280852104,0.0109432121526691,0.0017305256370301,0.0003845612526733,2.8008751968388795e-05,360774979856107.25,96.79776343000016,37.90403082080096,0.0367702805052232,0.0007504138878616,0.0006128380084203,0.3353208170681756,0.0530265942458998,0.0117836876101999,0.0008582413887323,1.1054831007146104e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7514480965899824,16.691308532945847,10.943212152669105,28.0087519683888,360774979856107.25,7.58260471406589,655.230741884999,1331.98516799614,0.00999159289616,0.0191827705404594,0.288736955415514,16.6909853428164,15.0518901743897,15.050386401051206,0.0099915928961574,0.42943702165985154,11.242078598696507,518916256005372.7,10.667531413393618,9.68957254419526,681143306742682.2
20,20,-3.625,38.6279296875,10896.6,247.447777564,34610D,222.10652,10.280755,20.17529,224.1779412240813,65492.93381673218,0.3401326121055184,0.5179143309663357,31.07485985798014,33891.65558760469,-25.549122236955668,2024-06-07 09:43:00,9.92703991421322e-05,0.2300315857671193,1.061756163792016,0.2589571654831678,0.4193705715038645,0.0110575301550858,0.001729661791014,0.000384369286892,2.8598605046579617e-05,358431568404987.3,98.16548229135924,38.43960164432144,0.0372898318295761,0.0007610169761137,0.0006214971971596,0.3436111999446815,0.0537489977574647,0.011944221723881,0.0008886976439561,1.1138210756861002e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7503595866745556,16.945827793802344,11.057530155085828,28.598605046579618,358431568404987.25,7.65348021830938,656.83276616495,1336.74423130347,0.00992703991421,0.0192904486149665,0.292503424261145,16.9462860218496,15.1631219210841,15.161616821330608,0.0099270399142132,0.43507223663700073,11.363482012356735,525204476373810.2,11.01794669141823,9.670321694661338,680217406859387.9
21,21,-3.59600830078125,38.75864837129237,10888.98,245.389999788,34610D,222.13521,10.500573,20.17899,224.67647001658423,65461.8589568742,0.3403552919096909,0.5219171363975983,31.315028183855897,34100.12180416465,-25.54624222248865,2024-06-07 09:44:00,9.94591396872294e-05,0.2303072702383211,1.0612477628768957,0.2609585681987991,0.4225186801764704,0.0111259093187013,0.0017282862053884,0.0003840636011974,2.8948139795109853e-05,358935163330347.94,98.92417403280078,38.73668986342975,0.037578033820627,0.0007668986494005,0.0006263005636771,0.3484081638861583,0.0541213312315089,0.0120269624958908,0.000906511813554,1.1240064755866766e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7519796970450746,17.050060902082325,11.125909318701371,28.948139795109853,358935163330347.94,7.69490608805163,657.680244929824,1339.00344055721,0.00994591396872,0.019339327668117,0.294724340110033,17.0495854016532,15.239637342508,15.238121772026108,0.0099459139687229,0.43807122477248295,11.429645699572228,528382151403659.2,11.200650477693816,9.715644405019386,682515925260298.6
22,22,-3.56695556640625,38.88908774165784,10881.36,244.875555344,34610D,222.15767,10.747093,20.149393,225.3437698890266,65430.54392869034,0.3345214720369446,0.6371253919469726,38.22752351681836,40792.734194748016,357.41241239693704,2024-06-07 09:45:00,9.980415969256392e-05,0.2305832221844504,1.063226345353815,0.3185626959734863,0.5157073175879744,0.0129811866176525,0.001726752718077,0.0003837228262393,3.975274582870213e-05,332375048799299.3,120.76074678962918,47.28744659030431,0.045873028220182,0.0009361842493914,0.0007645504703363,0.4962386167025207,0.0660094801380198,0.0146687733640044,0.0015196490260248,1.2705874994378864e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7541749819474134,20.396367097374007,12.981186617652554,39.75274582870214,332375048799299.3,8.7127665591993,680.221735720659,1405.90180962932,0.00998041596926,0.0208721005156102,0.350577249631006,20.3959078808854,16.796452727353,16.79477653879332,0.0099804159692563,0.5244655946838803,13.269757977834452,619125220744945.0,16.366834397498444,9.771407722375338,685316509827971.1
23,23,-3.54052734375,39.01799088817532,10988.04,244.3611109,34610D,221.18579,11.213946,20.372654,227.03040343857185,65392.31640517352,0.3198819270612826,0.7611028284746931,45.66616970848159,46251.78272625261,863.2416744619798,2024-06-07 09:46:00,9.080950752362505e-05,0.2267441630463499,1.0743241277945743,0.3805514142373465,0.6175048736888654,0.0148998049548731,0.001731346655504,0.0003847437012231,5.394292866946296e-05,298780169096816.6,144.25943010909333,56.48905192939173,0.0547994036501779,0.0011183551765342,0.0009133233941696,0.6804170216925114,0.0790639701944587,0.0175697711543241,0.0024633669351922,1.3644145907504054e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7614872587217434,23.125891363126303,14.899804954873137,53.942928669462965,298780169096816.6,9.56519500996833,698.441605759484,1450.09223736659,0.00908095075236,0.0218134762660298,0.395187551276469,23.1254167247981,18.1166700097176,18.115024993219187,0.0090809507523625,0.5883455108723897,14.934255750114973,691767597958456.6,20.275662070231714,9.668247357803365,678696559274768.1
24,24,-3.52703857421875,39.1510837360964,11247.12,245.389999788,34610D,218.94328,11.929334,20.967194,227.0141733555828,65346.65023546504,0.325420354908,0.694706074835024,41.68236449010144,42950.90275647325,604.2050278657252,2024-06-07 09:47:00,7.175363665688185e-05,0.2176674270226199,1.0833205186962478,0.347353037417512,0.5654992882703954,0.0138710457798351,0.0017453279351593,0.0003878506522576,4.584419870551338e-05,292072567568624.9,131.67458942423045,51.561084874255485,0.0500188373881217,0.0010207925997575,0.000833647289802,0.5781779860539721,0.0727493951480669,0.0161665322551259,0.0019108946001998,1.2174275218955204e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7653223079501039,21.475451378236627,13.871045779835148,45.84419870551338,292072567568624.9,8.968599489356,687.322450093052,1432.68544030004,0.00717536366569,0.0215466915085689,0.368577670615865,21.4758231430626,17.1059984067292,17.10477107720023,0.0071753636656881,0.5491882037876881,13.844990026786865,664529802986769.0,18.359623040399388,9.321286168306187,650804335052716.1
25,25,-3.509534752887248,39.284271240234375,11430.0,250.019999784,34610D,217.39343,12.326429,21.333916,227.4217862654432,65304.96787097494,0.3322183534646883,0.6287646235457498,37.725877412744985,39614.94999700831,300.508486379962,2024-06-07 09:48:00,6.081259432386444e-05,0.2114799020422646,1.089738486257303,0.3143823117728749,0.5134125998859044,0.0128387106003402,0.0017557825088786,0.0003901738908619,3.869137868004079e-05,292541911829837.8,119.1760467468614,46.66691035956555,0.0452710528952939,0.0009238990386794,0.0007545175482548,0.4843516222461463,0.066238435693398,0.0147196523763106,0.0014596662090133,1.1036400303782514e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7694245763345644,19.807474998504155,12.838710600340264,38.69137868004079,292541911829837.8,8.39800394370133,675.826524233497,1411.82949358906,0.00608125943239,0.0211802325801972,0.342215119179938,19.8072465827239,16.1572880696266,16.15630556277064,0.0060812594323864,0.507880578589407,12.858641002979574,633182218723623.5,16.190241598463842,9.11066686771228,632888119176300.0
