Unnamed: 0.1,Unnamed: 0,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_mass_meem,ei_number_meem,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_level,cocip_waypoint,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_ef,cocip_persistent_1,cocip_cocip,cocip_contrail_age,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_segment_length_km,accf_issr_nox_impact,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_segment_length_km,accf_sac_accf_contrail_cocip
0,0,0,141.68274619362572,42.55723571777344,2674.6200000000003,885974.0,TVJ571,127.067777668,-0.5161360514426931,34610D,276.79285,20.893473,-3.8737943,159.51233092112733,68966.54029289274,0.3626808191411621,0.91507568091419,67.78375185915527,89.975287228963,1763.7816224990522,0.0027841228375754,73058.20758235783,0.3980143490440171,0.5648645988262939,0.8798489412537782,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,19.04663196654944,2.803966631945452,0.4782709720499853,44.98780651169835,17.12299465632683,28.5619137862283,1565988516203789.8,28.9090024467689,845.159344279252,1370.01948906782,0.278412283758,0.0238620031504668,0.457537840457095,44.9876436144815,19.1743265463505,19.121091079995328,14.94267291728901,0.8572594340078805,827762309044000.8,25.96840778331202,1616000379041243.5,0.001507185535713,1.3324046902242549e-05,3.0968000000000004,35.8,2023-05-04 15:00:00,0.0027841228375754,0.3980147450975143,0.0,730.5820758235783,0,0.0027841228375754,20.893473,-3.8737943,0.3980147450975143,0.12757464,0.0,0.9195102914561464,0.0,8181.733683333497,-0.4708636641506514,-0.8822059905615143,5.421067431073904,244.57007312430363,0.4122266873445556,inf,0.0,235.6956251215404,0.0,0.0,0.0,0 days,0.0027293365,1.2176443e-07,26530.059,0.4052532,-223.20856,0.0,0.0,1.0,-8.720304261602487e-13,6.6485923e-12,2.203235e-16,0.0,0.0,0.0,7.48e-16,7.606362513923872e-14,5.7765616645680456e-12,1213.6694713050874,8.181733683333496,4.780181595383155e-13,0.0027293365,1.2176443e-07,26530.059,0.4052532,-223.20856,0.0,0.0,0.0,-8.720304261602487e-13,6.6485923e-12,2.203235e-16,0.0,0.0,0.0,7.48e-16,7.606362513923872e-14,5.7765616645680456e-12,1213.6694713050874,8.181733683333496,0.0
1,1,1,141.59485556862572,42.52262878417969,3200.4,885974.0,TVJ571,149.703333204,-0.5163785727941468,34610D,273.41742,23.82667,-2.4256516,173.83660902467773,68898.75654103358,0.380251345756307,0.990280541616922,74.60565302432555,93.674992062373,2124.169560766838,0.00225191231905,68339.94069049528,0.3960461122019104,0.6217137752027129,0.9972855803779844,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,19.87541675023509,2.936554816709155,0.5244274026202267,46.83795507386432,19.76962882819036,36.16549242133086,1451755697799525.0,30.5371052682508,860.584427287124,1401.34591187039,0.225191231905,0.0247734854424398,0.495140270808461,46.8374960311865,19.9867019906787,19.94179481726573,14.95082071319255,0.9280673868700128,787704798571990.4,25.553506327442307,1564397027357532.5,0.0016282147646612,1.5609738850052767e-05,3.0968000000000004,35.8,2023-05-04 15:01:00,0.00225191231905,0.3960460204528654,0.0,683.3994069049528,1,0.00225191231905,23.82667,-2.4256516,0.3960460204528654,0.120603986,0.0,0.8707447515746641,0.0,9587.418296793368,-0.4794178129158185,-0.877586782409018,5.212341435347125,244.1012511980084,0.3970342529013173,inf,0.0,235.1822387974294,0.0,0.0,0.0,0 days,0.002203723,1.6295014e-07,31819.443,0.37931868,-224.29405,0.0,0.0,1.0000000000000002,-8.431692329840373e-13,5.967493e-12,2.2349825e-16,0.0,0.0,0.0,7.480000000000001e-16,6.75877068232402e-14,5.124323737538678e-12,1214.0410026760362,9.587418296793368,4.957443162924275e-13,0.002203723,1.6295014e-07,31819.443,0.37931868,-224.29405,0.0,0.0,0.0,-8.431692329840373e-13,5.967493e-12,2.2349825e-16,0.0,0.0,0.0,7.480000000000001e-16,6.75877068232402e-14,5.124323737538678e-12,1214.0410026760362,9.587418296793368,0.0
2,2,2,141.49248296564275,42.48133850097656,3832.86,885974.0,TVJ571,164.107777636,-0.5167381870726524,34610D,269.7392,26.242931,-3.6206615,186.71515768779912,68824.15088800926,0.3953013591278507,1.048415100981674,71.92590792731994,95.988211765626,2512.8477015842227,0.0011892917373908,62994.42896063308,0.2619376165589404,0.5993825660609995,1.0,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,20.35140282559641,3.0285066686146664,0.5671067043985448,47.993480303808354,19.852779271998955,36.28235538999999,1450000000000000.0,31.6100828394498,875.72624470133,1430.98341758316,0.118929173739,0.0256670047219958,0.524207550490837,47.994105882813,20.4234018019877,20.39914127182325,14.965175043891737,1.0,723283349601512.9,24.58850738265961,1505852667831798.2,0.0017722210696761,1.7336236373408803e-05,3.0968000000000004,35.8,2023-05-04 15:02:00,0.0011892917373908,0.2619374211009395,0.0,629.9442896063307,2,0.0011892917373908,26.242931,-3.6206615,0.2619374211009395,0.113817036,1.2376572e-09,0.8135804930641373,0.0,9904.532106848184,-0.4803242924734069,-0.8770909725107887,4.919710345280512,243.41511790135192,0.2533838571731466,inf,0.0,233.83189240492075,0.0,0.0,0.0,0 days,0.0011576604,2.4176245e-07,38196.9,0.24931017,-225.54108,0.0,0.0,1.0000000000000002,-8.083509095574288e-13,5.2572113e-12,2.2957335000000004e-16,0.0,0.0,0.0,7.48e-16,5.881276048168172e-14,4.448860547707497e-12,1214.4825591321387,9.904532106848183,4.959652018342494e-13,0.0011576604,2.4176245e-07,38196.9,0.24931017,-225.54108,0.0,0.0,0.0,-8.083509095574288e-13,5.2572113e-12,2.2957335000000004e-16,0.0,0.0,0.0,7.48e-16,5.881276048168172e-14,4.448860547707497e-12,1214.4825591321387,9.904532106848183,0.0
3,3,3,141.3869268243963,42.43862915039063,4579.62,885974.0,TVJ571,165.136666524,-0.5171189678384379,34610D,265.2603,26.90182,-7.545258,196.912775653878,68752.22498008194,0.4061235225627495,0.82778262179415,63.824887146727576,73.8306099963842,1309.6690743242534,0.0014361603141154,57124.037489563314,0.4214324925768711,0.5318740595560632,0.9260074362888032,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,17.356297178806606,2.578518151612796,0.6031078352829355,36.91518549437812,17.6536248105361,33.59290137848858,1490405173201639.5,26.280471225703,845.372151118965,1365.30244057459,0.143616031412,0.0237347367172936,0.413891310897075,36.9153049981921,17.438209482876,17.413201334178154,14.951451202717756,0.858155868739381,716205591731927.8,22.87947008905849,1441258645244583.2,0.0015020140284946,1.1560626437611709e-05,3.0968000000000004,35.8,2023-05-04 15:03:00,0.0014361603141154,0.4214330417689867,0.0,571.2403748956332,3,0.0014361603141154,26.90182,-7.545258,0.4214330417689867,0.107313864,2.1566441e-08,0.750220777486204,0.0,10425.44396869136,-0.4806838213428572,-0.8768939866935046,4.54351040589865,242.477793028956,0.3902458965940943,inf,0.0,233.6598928089629,0.0,0.0,0.0,0 days,0.0014187375,3.0876456e-07,45733.066,0.42828533,-227.71501,0.0,0.0,1.0,-7.671667747887405e-13,4.4894544e-12,2.347381e-16,0.0,0.0,0.0,7.479999999999999e-16,4.937247576841044e-14,3.722287512426301e-12,1214.9371265665318,10.42544396869136,2.776843853533056e-13,0.0014187375,3.0876456e-07,45733.066,0.42828533,-227.71501,0.0,0.0,0.0,-7.671667747887405e-13,4.4894544e-12,2.347381e-16,0.0,0.0,0.0,7.479999999999999e-16,4.937247576841044e-14,3.722287512426301e-12,1214.9371265665318,10.42544396869136,0.0
4,4,4,141.27568444540336,42.39354020458157,4968.240000000001,885974.0,TVJ571,186.743333172,-0.5175397217855142,34610D,262.9615,26.855165,-8.811441,207.7184597680489,68688.4000929352,0.414474367355563,0.734950338891168,57.36639139044459,63.4185750450376,1310.6965099060546,0.0016343611197208,54249.21360051817,0.5577569573159871,0.4780532615870382,0.8554858202146784,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,16.061642552790666,2.3829958588114644,0.6389785017555011,31.708983378006725,15.83145052596838,29.203197286147528,1556354155186763.5,24.0105674265054,832.622653256168,1333.49592048882,0.163436111972,0.0227601628768121,0.367475169445584,31.7092875225188,16.1455421665706,16.11919757677003,14.9470247333169,0.8042286609447706,611592774262887.5,22.79576644806427,1404827037663683.2,0.0014087146743795,9.43562687158085e-06,3.0968000000000004,35.8,2023-05-04 15:04:00,0.0016343611197208,0.5577565394219558,0.0,542.4921360051817,4,0.0016343611197208,26.855165,-8.811441,0.5577565394219558,0.102833636,9.159594e-09,0.7186935171535938,0.0,11784.876773848331,-0.4816600386620713,-0.8763581500482848,4.3771400091033055,242.04115399751285,0.5049875646267833,inf,0.0,233.92107190322656,0.0,0.0,0.0,0 days,0.0016485238,2.7005115e-07,49644.52,0.5482906,-229.99968,0.0,0.0,1.0,-7.458281269085038e-13,4.1264674e-12,2.3175396e-16,0.0,0.0,0.0,7.48e-16,4.492806685006913e-14,3.380639454221027e-12,1215.4170206912313,11.784876773848332,2.100057273564934e-13,0.0016485238,2.7005115e-07,49644.52,0.5482906,-229.99968,0.0,0.0,0.0,-7.458281269085038e-13,4.1264674e-12,2.3175396e-16,0.0,0.0,0.0,7.48e-16,4.492806685006913e-14,3.380639454221027e-12,1215.4170206912313,11.784876773848332,0.0
5,5,5,141.15009654651988,42.34245300292969,5356.860000000001,885974.0,TVJ571,201.662222048,-0.5180696454191921,34610D,260.4812,26.772827,-9.477871,209.4141190708588,68631.03370154476,0.4175849901015064,0.704750349905512,55.15599528367236,60.7729225796262,1952.9782330452103,0.0012762476376307,51492.67974234382,0.5165164036998183,0.459633294030603,0.8376848614939987,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,15.513493927074274,2.307225029085313,0.6472543475235131,30.38587141178133,15.523788389649589,29.00308832232115,1559360504173583.5,23.1251542294715,828.591051662033,1326.5748864661,0.127624763763,0.022604828723484,0.352375174952756,30.3864612898131,15.58849125836,15.568621841513602,14.947337469052863,0.787415188956439,581247533340714.1,21.5102367642919,1368366536147237.8,0.001387554012906,8.896036567390093e-06,3.0968000000000004,35.8,2023-05-04 15:05:00,0.0012762476376307,0.5165165769168447,0.0,514.9267974234381,5,0.0012762476376307,26.772827,-9.477871,0.5165165769168447,0.100208625,1.7936119e-09,0.6886706246501367,0.0,11776.905178293267,-0.6955962148912547,-0.7184329515194577,4.1756285337240415,241.4921512594757,0.4564048640132628,inf,0.0,233.12440258125145,0.0,0.0,0.0,0 days,0.0012622015,2.6960805e-07,53615.637,0.48844445,-232.768,0.0,0.0,1.0,-7.241603985226695e-13,3.7812275e-12,2.3171979000000003e-16,0.0,0.0,0.0,7.48e-16,4.0721591648554256e-14,3.057067066210365e-12,1215.960755912362,11.776905178293267,1.7936653344082068e-13,0.0012622015,2.6960805e-07,53615.637,0.48844445,-232.768,0.0,0.0,0.0,-7.241603985226695e-13,3.7812275e-12,2.3171979000000003e-16,0.0,0.0,0.0,7.48e-16,4.0721591648554256e-14,3.057067066210365e-12,1215.960755912362,11.776905178293267,0.0
6,6,6,141.04739876680597,42.268826759467686,5935.9800000000005,885974.0,TVJ571,202.176666492,-0.5188857240893362,34610D,256.43777,25.977953,-11.896204,200.21633950723697,68575.87770626109,0.4151456727161087,0.71138833133354,55.41146562416973,63.7886832134428,1514.9470296503898,0.0008373352079846,47596.28928252322,0.4545247180523076,0.4617622135347477,0.8527848978653059,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,15.300806491750498,2.2823090697764727,0.6236855864356111,31.89340935418389,15.61366793148066,32.7232748486001,1503470059386898.5,22.9192615541171,829.02873918268,1339.63485272275,0.0837335207985,0.0231556786520712,0.35569416566677,31.8943416067214,15.3609907535556,15.348139216212816,14.953999144696269,0.7892261883838647,608826315599573.5,18.819722135936445,1219272307679627.8,0.0013958784862892,9.326371620891191e-06,3.0968000000000004,35.8,2023-05-04 15:06:00,0.0008373352079846,0.4545251290366686,0.0,475.96289282523225,6,0.0008373352079846,25.977953,-11.896204,0.4545251290366686,0.10242821,5.573147e-11,0.6465968025181628,0.0,12351.486589520808,-0.9280124073797156,-0.372549287677892,3.842112195283404,240.52969631565583,0.3859622810489931,inf,0.0,231.85335615651417,0.0,0.0,0.0,0 days,0.0008169145,2.43419e-07,59517.234,0.42197075,-235.18434,0.0,0.0,1.0,-6.919272637318104e-13,3.2913028e-12,2.2970104000000002e-16,0.0,0.0,0.0,7.48e-16,3.4769582849145705e-14,2.599375522708841e-12,1216.7443803912029,12.351486589520809,1.5487261327432965e-13,0.0008169145,2.43419e-07,59517.234,0.42197075,-235.18434,0.0,0.0,0.0,-6.919272637318104e-13,3.2913028e-12,2.2970104000000002e-16,0.0,0.0,0.0,7.48e-16,3.4769582849145705e-14,2.599375522708841e-12,1216.7443803912029,12.351486589520809,0.0
7,7,7,140.99160627885297,42.165802001953125,6385.56,885974.0,TVJ571,208.34999982,-0.520040743865111,34610D,253.21094,24.925848,-14.074659,201.03479365181613,68520.46624063692,0.4148182124220515,0.56991582948366,44.85405620854246,50.8549472701386,769.6379219367504,0.0005422742713156,44739.09919617161,0.3756175417950081,0.3737838017378538,0.7010356300781293,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,13.23119262697277,1.9775039587054872,0.6302128216157624,25.426544751011217,14.180133092619789,24.652434154578668,1522327111962233.8,19.3113352769329,799.722010599805,1277.91305091979,0.0542274271316,0.0214506678913989,0.28495791474183,25.4274736350693,13.2843376338921,13.2771377836753,14.948280580190623,0.6752765692524394,446205901426260.9,17.58089818529995,1147896032291400.2,0.0012437630871676,6.378090615133071e-06,3.0968000000000004,35.8,2023-05-04 15:07:00,0.0005422742713156,0.3756175575456562,0.0,447.3909919617161,7,0.0005422742713156,24.925848,-14.074659,0.3756175575456562,0.10530819,1.4365195e-10,0.6155271571386111,0.0,12963.734149278178,-0.9351760437679651,-0.3541832395279273,3.6085325310615946,239.81055601251023,0.3089643326670253,inf,0.0,230.8104023818104,0.0,0.0,0.0,0 days,0.0005315455,2.0444588e-07,64027.89,0.37078738,-236.06808,0.0,0.0,1.0,-6.673370673206988e-13,2.9372338e-12,2.2669688000000003e-16,0.0,0.0,0.0,7.48e-16,3.048335463784802e-14,2.269896751407687e-12,1217.8330982973544,12.963734149278178,9.65396537732782e-14,0.0005315455,2.0444588e-07,64027.89,0.37078738,-236.06808,0.0,0.0,0.0,-6.673370673206988e-13,2.9372338e-12,2.2669688000000003e-16,0.0,0.0,0.0,7.48e-16,3.048335463784802e-14,2.269896751407687e-12,1217.8330982973544,12.963734149278178,0.0
8,8,8,140.93600250953853,42.056781316207626,6614.160000000001,885974.0,TVJ571,221.725555364,-0.52127242928564,34610D,251.46817,24.814825,-15.080225,202.16132462701268,68475.61218442838,0.4169912557933379,0.935219443262348,63.5384902660666,83.421559073103,2663.997612053356,0.0004937330761152,43340.51238880016,0.3920552885944042,0.5294874188838883,1.0,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,17.438107612383412,2.6071063713444205,0.6359365215086201,41.71047307462268,18.66351277588301,36.28235539,1450000000000000.0,27.312742575343,874.093489542931,1454.4756946754,0.0493733076115,0.0267593207762146,0.467609721631174,41.7107795365515,17.4746483866965,17.466024832528433,14.976103323985877,0.9927344371211202,673661388175142.8,17.034344281957736,1115989737813215.0,0.0017072241329952,1.5851780965589813e-05,3.0968000000000004,35.8,2023-05-04 15:08:00,0.0004937330761152,0.3920557002339733,0.0,433.4051238880015,8,0.0004937330761152,24.814825,-15.080225,0.3920557002339733,0.10760465,7.486717e-10,0.6004176756000379,0.0,12877.115418230198,-0.9398759916806336,-0.3415159150937853,3.5086091209243637,239.49025790155403,0.3169811251793193,inf,0.0,230.5561877503714,0.0,0.0,0.0,0 days,0.00048299733,1.866697e-07,66439.695,0.397015,-236.88417,0.0,0.0,1.0,-6.54249122910511e-13,2.7827335e-12,2.2532662e-16,0.0,0.0,0.0,7.480000000000001e-16,2.864362343461737e-14,2.128484370317261e-12,1218.9833320716243,12.8771154182302,2.039040182501422e-13,0.00048299733,1.866697e-07,66439.695,0.397015,-236.88417,0.0,0.0,0.0,-6.54249122910511e-13,2.7827335e-12,2.2532662e-16,0.0,0.0,0.0,7.480000000000001e-16,2.864362343461737e-14,2.128484370317261e-12,1218.9833320716243,12.8771154182302,0.0
9,9,9,140.88292902166194,41.94813537597656,7406.64,885974.0,TVJ571,205.7777776,-0.522482414806489,34610D,245.6387,26.475786,-18.505022,204.01964015825544,68412.07369416232,0.4194715997519472,0.888380132166862,61.91195146838818,78.9887650518806,2427.8603778261468,0.0004458572898947,38763.39764052093,0.5658864582547842,0.5159329289032348,1.0,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,16.427002334298834,2.45672625140296,0.6493529184248923,39.49480040608567,18.343190696326097,36.28235538999999,1450000000000000.0,25.755401762599,870.568273824337,1457.39941649499,0.0445857289895,0.0269867222483553,0.444190066083431,39.4943825259403,16.4595782324214,16.452242879998234,14.97705584459734,0.9761343250186336,667694414045600.2,15.05840440242986,1001330450891964.0,0.0016582102716671,1.505400013337504e-05,3.0968000000000004,35.8,2023-05-04 15:09:00,0.0004458572898947,0.5658864418295494,0.0,387.6339764052093,9,0.0004458572898947,26.475786,-18.505022,0.5658864418295494,0.10895843,4.2286039e-10,0.5497528567124883,0.0,11709.442181463151,-0.9150288307110056,-0.4033884467453792,3.151348645919338,238.2748802882068,0.431885641439685,inf,0.0,230.02855362279016,0.0,0.0,0.0,0 days,0.00042882617,2.0262264e-07,74451.71,0.55833393,-237.52242,0.0,0.0,1.0,-6.103545099029376e-13,2.3081743e-12,2.2655633e-16,0.0,0.0,0.0,7.48e-16,2.3046212935076956e-14,1.697819739052432e-12,1220.1247950577167,11.709442181463151,1.5006564085189106e-13,0.00042882617,2.0262264e-07,74451.71,0.55833393,-237.52242,0.0,0.0,0.0,-6.103545099029376e-13,2.3081743e-12,2.2655633e-16,0.0,0.0,0.0,7.48e-16,2.3046212935076956e-14,1.697819739052432e-12,1220.1247950577167,11.709442181463151,0.0
