,flight_id,total_flight_distance_flown,total_contrails_formed,total_persistent_contrails_formed,mean_lifetime_contrail_altitude,mean_lifetime_rhi,mean_lifetime_n_ice_per_m,mean_lifetime_r_ice_vol,mean_lifetime_contrail_width,mean_lifetime_contrail_depth,mean_lifetime_tau_contrail,mean_lifetime_tau_cirrus,mean_contrail_lifetime,max_contrail_lifetime,mean_lifetime_rf_sw,mean_lifetime_rf_lw,mean_lifetime_rf_net,total_energy_forcing,mean_lifetime_olr,mean_lifetime_sdr,mean_lifetime_rsr
0,34610D,2988727.327558976,2295735.8905877415,1376091.0943362936,11735.630466676826,1.0730877889396393,212893343882.8933,1.4778809516303774e-05,3459.8462348219477,507.7928684549156,0.0915705100863094,0.6764905,2.204738562091503,5.8,-5.058655,3.1176445,-1.94101,-67356623881064.984,185.83768,1243.8380976017634,340.1515129943413
