engine,saf_level,water_injection,fuel_kg_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_num_sum_change,co2_conservative_sum_change,co2_optimistic_sum_change,nox_sum_change,nvpm_num_sum_change
GTF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF1990,0,0,19.3,0.0,0.0,-1.3,648.1,19.3,19.3,22.6,754.2
GTF2000,0,0,19.3,0.0,0.0,-1.2,-11.3,19.3,19.3,22.8,12.9
GTF2035,0,0,-8.3,0.0,0.0,16.8,-3.4,-8.3,-8.3,8.1,-8.9
GTF2035,20,0,-8.7,-2.0,-18.8,16.8,-17.9,-10.5,-25.9,7.5,-21.0
GTF2035,100,0,-10.5,-10.0,-94.0,16.9,-47.4,-19.4,-94.6,5.5,-46.0
GTF2035_wi,0,15,-15.8,-0.3,-0.3,-90.9,-22.6,-15.8,-15.8,-92.1,-32.2
GTF2035_wi,20,15,-16.2,-2.3,-19.0,-90.9,-33.8,-17.9,-32.0,-92.2,-41.2
GTF2035_wi,100,15,-18.1,-10.3,-94.0,-90.9,-57.7,-26.3,-95.1,-92.4,-59.8
