engine,saf_level,water_injection,fuel_kg_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_num_sum_change,co2_conservative_sum_change,co2_optimistic_sum_change,nox_sum_change,nvpm_num_sum_change
GTF,0,0,-16.3,0.0,0.0,-3.6,-80.7,-16.3,-16.3,-20.8,-83.0
GTF1990,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF2000,0,0,0.0,0.0,0.0,0.1,-81.3,0.0,0.0,0.2,-79.9
GTF2035,0,0,-22.4,0.0,0.0,16.4,-81.8,-22.4,-22.4,-9.9,-84.7
GTF2035,20,0,-22.8,-2.0,-18.8,16.4,-83.8,-24.3,-37.3,-10.3,-86.3
GTF2035,100,0,-24.2,-10.0,-94.0,16.5,-88.2,-31.8,-95.5,-12.1,-89.8
GTF2035_wi,0,15,-29.1,-0.2,-0.2,-91.1,-85.3,-29.1,-29.1,-93.7,-88.8
GTF2035_wi,20,15,-29.6,-2.2,-19.0,-91.1,-87.0,-31.0,-42.8,-93.7,-90.0
GTF2035_wi,100,15,-31.0,-10.2,-94.0,-91.1,-90.5,-37.9,-95.9,-93.9,-92.6
