engine,saf_level,water_injection,fuel_kg_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_num_sum_change,co2_conservative_sum_change,co2_optimistic_sum_change,nox_sum_change,nvpm_num_sum_change
GTF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF1990,0,0,19.8,0.0,0.0,-3.2,708.3,19.8,19.8,20.9,822.4
GTF2000,0,0,19.8,0.0,0.0,-3.1,-13.3,19.8,19.8,21.0,12.1
GTF2035,0,0,-8.5,0.0,0.0,16.3,-4.8,-8.5,-8.5,7.6,-9.4
GTF2035,20,0,-8.9,-2.0,-18.8,16.4,-20.2,-10.7,-26.0,7.1,-22.1
GTF2035,100,0,-10.8,-10.0,-94.0,16.3,-52.0,-19.7,-94.6,5.0,-48.6
GTF2035_wi,0,15,-16.4,-0.3,-0.3,-91.0,-25.3,-16.4,-16.4,-92.2,-33.3
GTF2035_wi,20,15,-16.7,-2.3,-19.1,-91.0,-36.8,-18.4,-32.4,-92.2,-42.5
GTF2035_wi,100,15,-18.5,-10.3,-94.0,-91.0,-61.5,-26.6,-95.1,-92.4,-61.8
