engine,saf_level,water_injection,fuel_kg_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_num_sum_change,co2_conservative_sum_change,co2_optimistic_sum_change,nox_sum_change,nvpm_num_sum_change
GTF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF1990,0,0,18.7,0.0,0.0,-7.2,839.3,18.7,18.7,14.5,1002.0
GTF2000,0,0,18.7,0.0,0.0,-7.2,-3.8,18.7,18.7,14.6,22.4
GTF2035,0,0,-8.0,0.0,0.0,16.7,0.4,-8.0,-8.0,7.8,-8.5
GTF2035,20,0,-8.4,-2.0,-18.8,16.7,-18.8,-10.3,-25.6,7.3,-24.4
GTF2035,100,0,-10.2,-10.0,-94.0,16.6,-57.4,-19.2,-94.6,5.2,-56.6
GTF2035_wi,0,15,-15.7,-0.3,-0.3,-90.9,-20.4,-15.7,-15.7,-92.2,-32.5
GTF2035_wi,20,15,-16.1,-2.3,-19.0,-90.9,-35.6,-17.8,-31.9,-92.3,-44.2
GTF2035_wi,100,15,-17.8,-10.3,-94.0,-90.9,-65.9,-26.0,-95.1,-92.4,-67.8
