,flight_id,total_flight_distance_flown,total_contrails_formed,total_persistent_contrails_formed,mean_lifetime_contrail_altitude,mean_lifetime_rhi,mean_lifetime_n_ice_per_m,mean_lifetime_r_ice_vol,mean_lifetime_contrail_width,mean_lifetime_contrail_depth,mean_lifetime_tau_contrail,mean_lifetime_tau_cirrus,mean_contrail_lifetime,max_contrail_lifetime,mean_lifetime_rf_sw,mean_lifetime_rf_lw,mean_lifetime_rf_net,total_energy_forcing,mean_lifetime_olr,mean_lifetime_sdr,mean_lifetime_rsr
0,34610D,2467063.8003329765,2170615.2027563965,408749.29009678913,9927.242565898297,1.0433433328525448,486805659849.19794,6.14586867171023e-06,1605.3206303565082,306.0491557986063,0.07112422063212978,0.4182865,1.376068376068376,5.933333333333334,0.0,1.2683911,1.2683911566481543,11723068842049.357,167.7226,0.0,0.0
