Unnamed: 0.1,Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_mass_meem,ei_number_meem,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_level,cocip_waypoint,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_ef,cocip_persistent_1,cocip_cocip,cocip_contrail_age,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_segment_length_km,accf_issr_nox_impact,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_segment_length_km,accf_sac_accf_contrail_cocip
0,0,1,a35da8,FFT4000,37.64968096199682,-122.33503258746605,94.657777696,632.46,-0.9239156670557054,34610D,278.79538,0.9229651,-7.299793,111.7572076859195,67626.39322122524,0.305236771818362,0.929501382445194,64.86738451498996,109.7860730744562,1840.827345064147,0.0040589745389511,93954.21408487008,0.6363131471023418,0.5405615376249164,0.6573135823030158,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,25.214759180316,3.679867811528711,0.333879656273006,54.893179392720896,16.052436934492924,19.49455057632368,1278873691980431.5,31.0777859482177,814.068468463869,1272.78109664187,0.405897453895,0.0223835607426131,0.464750691222597,54.8930365372281,20.7630366127504,20.67910066964391,18.201003103390832,0.729285662904324,893584846282256.5,,,0.0009931485130445,1.3249817275660718e-05,3.0968000000000004,35.8,2023-02-06 08:01:00,0.0040589745389511,0.6363130968839853,0.0,939.5421408487008,0,0.0040589745389511,0.9229651,-7.299793,0.6363130968839853,0.0,0.0,1.1740136333122015,0.0,6873.929756898064,0.6070791771393887,0.7946413484609033,6.402187370785243,246.57946671713384,0.6718478767462288,inf,0.0,239.3433482522589,0.0,0.0,0.0,0 days,0.0039796317,8.0078786e-07,7254.1797,0.6663858,-251.10461,0.0,0.0,1.0,-8.35281114145735e-13,8.0132845e-12,2.726649e-16,0.0,0.0,0.0,7.479999999999999e-16,9.43347043820531e-14,7.178003036966256e-12,797.1391213511553,6.873929756898064,3.975750524089528e-13,0.0039796317,8.0078786e-07,7254.1797,0.6663858,-251.10461,0.0,0.0,0.0,-8.35281114145735e-13,8.0132845e-12,2.726649e-16,0.0,0.0,0.0,7.479999999999999e-16,9.43347043820531e-14,7.178003036966256e-12,797.1391213511553,6.873929756898064,0.0
1,1,2,a35da8,FFT4000,37.68706240896451,-122.27317478345788,134.784444328,1203.96,-0.9240625350765368,34610D,275.28217,-0.21815863,-6.7831244,130.38218320302278,67561.52583671025,0.3237318303776958,1.322640483532898,95.82262054960276,142.0184821866128,3391.3013755510538,0.0032782885575022,87673.12586169648,0.6352405465697222,0.7985218379133564,1.0,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,23.493986175379685,3.4470778602580894,0.3920003298685406,71.0092892605249,21.838633554050205,36.28235539,1450000000000000.0,39.0513565965952,863.873881319609,1450.26446253552,0.32782885575,0.026052095204579,0.661320241766449,71.0092410933064,25.3845318993849,25.30158599951603,13.951788477585886,0.9440718837930908,1181014732280229.2,29.13442123186805,1757178902198430.5,0.0019721220253238,2.4454303566006005e-05,3.0968000000000004,35.8,2023-02-06 08:02:00,0.0032782885575022,0.6352405706804536,0.0,876.7312586169647,1,0.0032782885575022,-0.21815863,-6.7831244,0.6352405706804536,0.0,0.0,1.1095090696039769,0.0,8343.905703079294,0.5494398083303564,0.8355333009652584,6.133451875396765,246.05787848966023,0.6484089003099908,inf,0.0,238.6600401274493,0.0,0.0,0.0,0 days,0.0032371345,2.6847601e-07,12777.213,0.63568604,-249.06618,0.0,0.0,1.0,-8.129989507377048e-13,7.194294e-12,2.3163251e-16,0.0,0.0,0.0,7.48e-16,8.393647103470154e-14,6.381295270021884e-12,796.4204392621704,8.343905703079294,9.987014622771197e-13,0.0032371345,2.6847601e-07,12777.213,0.63568604,-249.06618,0.0,0.0,0.0,-8.129989507377048e-13,7.194294e-12,2.3163251e-16,0.0,0.0,0.0,7.48e-16,8.393647103470154e-14,6.381295270021884e-12,796.4204392621704,8.343905703079294,0.0
2,2,3,a35da8,FFT4000,37.72793527376854,-122.1945389457371,140.443333212,2255.52,-0.9241825844405672,34610D,269.10855,2.3406644,-11.245137,149.392133060713,67465.70321616065,0.3494991773451708,1.22077609798148,90.6153482458316,123.506651828661,3030.016989527531,0.0014872629380592,77005.1164429154,0.4223789533906469,0.7551279020485966,0.9982199124015748,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,19.80998909832113,2.9420357021588783,0.4542774810600328,61.75365407103985,21.908385394062435,36.28235538999999,1450000000000000.0,35.9884238210624,857.056987012227,1458.70385236116,0.148726293806,0.0258289901504171,0.61038804899074,61.7533259143305,23.6318975475269,23.596802897121325,12.616668306907153,0.91113163954437,1148593004825866.8,26.46258282454998,1657879825550881.0,0.0023229907828903,2.170349262287818e-05,3.0968000000000004,35.8,2023-02-06 08:03:00,0.0014872629380592,0.4223793753204077,0.0,770.051164429154,2,0.0014872629380592,2.3406644,-11.245137,0.4223793753204077,0.0,0.0,0.9968608370297456,0.0,8800.317831566796,0.5458182071071531,0.8379036250013081,5.591902701901543,244.94201798419147,0.4060868460091936,inf,0.0,236.0016496377056,0.0,0.0,0.0,0 days,0.0014612483,4.3503118e-07,22923.504,0.40210125,-247.12056,0.0,0.0,1.0000000000000002,-7.722909943239225e-13,5.864683e-12,2.4447115e-16,0.0,0.0,0.0,7.48e-16,6.719356620906059e-14,5.092391926904214e-12,795.6346324450736,8.800317831566796,8.664760748301951e-13,0.0014612483,4.3503118e-07,22923.504,0.40210125,-247.12056,0.0,0.0,0.0,-7.722909943239225e-13,5.864683e-12,2.4447115e-16,0.0,0.0,0.0,7.48e-16,6.719356620906059e-14,5.092391926904214e-12,795.6346324450736,8.800317831566796,0.0
3,3,4,a35da8,FFT4000,37.77085643703654,-122.11112644361413,151.246666536,3192.78,-0.9242685004786412,34610D,263.86508,3.2382646,-14.593746,168.17292455239567,67375.08786791482,0.3821839692670173,0.925566202581586,70.4050242881879,90.9619535928104,2220.8985616621094,0.000931196385597,68406.5121293734,0.3698869830418075,0.5867085357348992,0.820008942148224,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,20.76944754599159,3.096076697413064,0.5164429347914475,45.48079849404407,17.513437174077325,29.823803813253186,1547030435907518.5,29.8069792101365,828.877257660302,1332.71745035121,0.0931196385597,0.0232798537523402,0.462783101290793,45.4809767964052,19.8791240793028,19.860629932493985,15.682135233415387,0.7885994102891027,880285206852346.5,24.6256031934152,1566048635771817.5,0.0013861865923787,1.348062803028938e-05,3.0968000000000004,35.8,2023-02-06 08:04:00,0.000931196385597,0.3698869657137943,0.0,684.065121293734,3,0.000931196385597,3.2382646,-14.593746,0.3698869657137943,0.0,0.0,0.9031460293406608,0.0,9892.240424891224,0.5446328920346316,0.8386745572115523,5.227789149679886,244.1365138936356,0.3378699056420484,inf,0.0,234.900866820596,0.0,0.0,0.0,0 days,0.0009109563,5.2516486e-07,31985.396,0.35243177,-245.56522,0.0,0.0,1.0000000000000002,-7.359501252996016e-13,4.863578e-12,2.5141897000000004e-16,0.0,0.0,0.0,7.48e-16,5.46585799333844e-14,4.127627767202514e-12,794.8081827500054,9.892240424891224,3.177466331389264e-13,0.0009109563,5.2516486e-07,31985.396,0.35243177,-245.56522,0.0,0.0,0.0,-7.359501252996016e-13,4.863578e-12,2.5141897000000004e-16,0.0,0.0,0.0,7.48e-16,5.46585799333844e-14,4.127627767202514e-12,794.8081827500054,9.892240424891224,0.0
4,4,5,a35da8,FFT4000,37.81915283203125,-122.01690673828124,175.425555404,3878.58,-0.9243032520386362,34610D,259.61172,3.9523098,-17.028406,177.77741057905223,67304.68284362664,0.3910558097293914,1.035900677979226,79.94796308885454,98.5408229593908,2715.466114564806,0.0008562122518201,62621.53768428498,0.4560872686781583,0.6662330257404545,0.9632142920411542,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,19.91387651870588,2.970030972749332,0.5503913918852212,49.27083069106034,20.30136756217661,36.28235538999999,1450000000000000.0,31.6722181655894,847.419506658084,1401.43095732801,0.085621225182,0.0248498496591549,0.517950338989613,49.2704114796954,20.8431980914941,20.825367156985635,14.347223195320954,0.8667800766922142,1007079998845950.4,23.09089153373547,1474679206263670.0,0.0017382729173919,1.6694650109858633e-05,3.0968000000000004,35.8,2023-02-06 08:05:00,0.0008562122518201,0.4560878038307008,0.0,626.2153768428498,4,0.0008562122518201,3.9523098,-17.028406,0.4560878038307008,0.0,0.0,0.8403145470841814,0.0,11075.049151884848,0.2702733522962196,0.9627836283602684,4.855097516367552,243.2587551791456,0.3995798238967468,inf,0.0,234.42522040328544,0.0,0.0,0.0,0 days,0.00083729293,5.465959e-07,38627.73,0.4348841,-244.26009,0.0,0.0,1.0,-7.092713106794512e-13,4.1720577e-12,2.5307095e-16,0.0,0.0,0.0,7.480000000000001e-16,4.6017291429109274e-14,3.4627861919569908e-12,793.8767290802992,11.075049151884846,3.741217943288081e-13,0.00083729293,5.465959e-07,38627.73,0.4348841,-244.26009,0.0,0.0,0.0,-7.092713106794512e-13,4.1720577e-12,2.5307095e-16,0.0,0.0,0.0,7.480000000000001e-16,4.6017291429109274e-14,3.4627861919569908e-12,793.8767290802992,11.075049151884846,0.0
5,5,6,a35da8,FFT4000,37.84593200683594,-121.895823377244,188.286666504,4716.780000000001,-0.9244748140444228,34610D,254.28299,5.0362287,-19.46439,187.47381897628708,67224.73488053778,0.4045390367470131,0.997407324458246,78.62286020235969,93.073975448584,2441.625359459798,0.0005604340615321,56095.64736871224,0.4393520159354124,0.6551905016863308,0.9853580219428644,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,19.528048841158963,2.9182631424479943,0.5864610628852506,46.53721636413424,20.514782319646045,36.28235538999999,1450000000000000.0,30.4348598703087,847.173338680549,1399.04003377663,0.0560434061532,0.0249742403889976,0.498703662229123,46.536987724292,19.9687219495504,19.957537065994327,14.678404536176748,0.865743180251482,969315001279372.8,21.1495767760286,1359968792814221.8,0.0016572998941252,1.6017577495155912e-05,3.0968000000000004,35.8,2023-02-06 08:06:00,0.0005604340615321,0.4393523198130979,0.0,560.9564736871223,5,0.0005604340615321,5.0362287,-19.46439,0.4393523198130979,0.0,0.0,0.7685184597375957,0.0,11555.26906799532,0.2328721522021101,0.9725073576733276,4.44648527799149,242.2249080162576,0.3652340775221612,inf,0.0,233.29652009298104,0.0,0.0,0.0,0 days,0.0005445413,4.678369e-07,46724.33,0.41934854,-243.59451,0.0,0.0,1.0,-6.769354886649986e-13,3.4200817e-12,2.4699992000000003e-16,0.0,0.0,0.0,7.48e-16,3.665590185906913e-14,2.7431463027341413e-12,793.3602607052527,11.55526906799532,2.72065752831648e-13,0.0005445413,4.678369e-07,46724.33,0.41934854,-243.59451,0.0,0.0,0.0,-6.769354886649986e-13,3.4200817e-12,2.4699992000000003e-16,0.0,0.0,0.0,7.48e-16,3.665590185906913e-14,2.7431463027341413e-12,793.3602607052527,11.55526906799532,0.0
6,6,7,a35da8,FFT4000,37.87001037597656,-121.76807809383313,198.06111094,5471.16,-0.9246372462964308,34610D,248.91716,5.059534,-21.283346,198.7729713505464,67146.11202033542,0.4161969148320303,0.998842680174218,77.41602884036894,90.442908376485,2481.97734948177,0.0002951133765393,50703.89705154055,0.3522715825762295,0.6451335736697411,1.0,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,18.417071085288303,2.7571255387593,0.6284737023509465,45.22167234294678,20.639252110184863,36.28235538999999,1450000000000000.0,29.9287901083111,849.822076421312,1421.48198656737,0.0295113376539,0.0255056687252916,0.499421340087109,45.2214541882425,19.5807977225031,19.57502087199774,14.114428829125908,0.877090643535523,965409366599036.0,19.7831435199682,1276920609647110.8,0.0017909243748587,1.651291434801988e-05,3.0968000000000004,35.8,2023-02-06 08:07:00,0.0002951133765393,0.3522714790164849,0.0,507.0389705154056,6,0.0002951133765393,5.059534,-21.283346,0.3522714790164849,0.0,0.0,0.7096250724364068,0.0,11894.554073287172,0.2292633503819623,0.9733644313265396,4.09842122225742,241.27556988033533,0.277720814858287,inf,0.0,231.9988988043713,0.0,0.0,0.0,0 days,0.00028465546,4.6645755e-07,54000.42,0.32932562,-243.22868,0.0,0.0,1.0,-6.479019226516244e-13,2.8013564e-12,2.468936e-16,0.0,0.0,0.0,7.48e-16,2.898980159497222e-14,2.1534544618169237e-12,792.8958805936724,11.894554073287171,2.3113264082611465e-13,0.00028465546,4.6645755e-07,54000.42,0.32932562,-243.22868,0.0,0.0,0.0,-6.479019226516244e-13,2.8013564e-12,2.468936e-16,0.0,0.0,0.0,7.48e-16,2.898980159497222e-14,2.1534544618169237e-12,792.8958805936724,11.894554073287171,0.0
7,7,8,a35da8,FFT4000,37.8944091796875,-121.63641747007978,204.234444268,6240.780000000001,-0.9247670571576204,34610D,242.73296,4.230938,-23.300219,208.79486543728223,67068.69599149506,0.4300192650231648,0.923854412512372,75.23968226905657,82.2825110739976,2224.956178834726,0.0001715660091262,45643.61268941082,0.3460497112859012,0.6269973522421382,0.99144675715636,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,17.739627542500088,2.657900614274161,0.6685173254235268,41.14072250078412,20.233203247952908,36.28235538999999,1450000000000000.0,28.0566943858509,839.618196479437,1398.50615027481,0.0171566009126,0.0250238678513714,0.461927206256186,41.1412555369988,18.4594647398152,18.4562982663784,14.418205911629627,0.833890039576517,929887938360954.0,18.38219573592393,1192177737043291.5,0.0016477219593235,1.453468138962732e-05,3.0968000000000004,35.8,2023-02-06 08:08:00,0.0001715660091262,0.3460499378755804,0.0,456.4361268941082,7,0.0001715660091262,4.230938,-23.300219,0.3460499378755804,0.0,0.0,0.6550790467327395,0.0,12650.034778877194,0.2264116328710657,0.9740317102131004,3.7784632300495695,240.3376571117783,0.2566151966699432,inf,0.0,231.0473653326978,0.0,0.0,0.0,0 days,0.0001659312,4.067461e-07,61402.61,0.33045235,-243.6189,0.0,0.0,0.9999999999999998,-6.183901811153862e-13,2.234865e-12,2.4229086000000003e-16,0.0,0.0,0.0,7.48e-16,2.2004464100273888e-14,1.6164748651156197e-12,792.4253205186301,12.650034778877194,1.4764123640878082e-13,0.0001659312,4.067461e-07,61402.61,0.33045235,-243.6189,0.0,0.0,0.0,-6.183901811153862e-13,2.234865e-12,2.4229086000000003e-16,0.0,0.0,0.0,7.48e-16,2.2004464100273888e-14,1.6164748651156197e-12,792.4253205186301,12.650034778877194,0.0
8,8,9,a35da8,FFT4000,37.9200439453125,-121.49616647273936,209.893333152,6934.200000000001,-0.9248601300515144,34610D,237.13644,3.9859257,-26.895557,216.70682736774395,66993.45630922599,0.4392325952330555,0.889357006498976,73.55927133571227,77.9532093153938,1949.2072759328864,0.0001077892458808,41442.16772350145,0.359033208876181,0.6129939277976022,0.9860212554747224,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,17.161355387995474,2.572353498643756,0.7019895813632732,38.97670863142973,19.91195669780588,36.28235538999999,1450000000000000.0,27.000320313189,835.335302399246,1394.31081031518,0.0107789245881,0.0250075755824589,0.444678503249488,38.9766046576969,17.7817518448849,17.7798353698385,14.478592856135869,0.8157268373959546,896826735925121.5,17.10758080543393,1115468172362865.0,0.0016008699735917,1.390849017845592e-05,3.0968000000000004,35.8,2023-02-06 08:09:00,0.0001077892458808,0.3590333855163075,0.0,414.42167723501456,8,0.0001077892458808,3.9859257,-26.895557,0.3590333855163075,0.0,0.0,0.6088167846209838,0.0,12759.689666409362,0.2255969394897871,0.9742207249349816,3.486833260847378,239.4193868547111,0.2518926494731201,0.9728721918895809,0.0,230.18958542974897,0.0,0.0,0.0,0 days,0.000104358944,7.6390535e-07,68061.984,0.33543348,-244.04271,0.0,0.0,1.0,-5.918522466384805e-13,1.8410746e-12,2.6982187e-16,0.0,0.0,0.0,7.480000000000001e-16,1.7257713648057812e-14,1.2492224439132745e-12,791.9309234416622,12.75968966640936,1.0671444707101224e-13,0.000104358944,7.6390535e-07,68061.984,0.33543348,-244.04271,0.0,0.0,0.0,-5.918522466384805e-13,1.8410746e-12,2.6982187e-16,0.0,0.0,0.0,7.480000000000001e-16,1.7257713648057812e-14,1.2492224439132745e-12,791.9309234416622,12.75968966640936,0.0
9,9,10,a35da8,FFT4000,37.94581604003906,-121.35457140334108,218.6388887,7543.8,-0.924917472453413,34610D,232.81061,2.7681837,-31.057308,225.6851601484091,66919.89703789029,0.4456673218628038,0.867929949672664,72.3057753918424,74.118797403819,1828.0929252380924,5.928679279248195e-05,38012.54249929331,0.2933259903855224,0.6025481282653533,0.9954904901560307,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,15.611045266703837,2.3407312611995743,0.7378342380509655,37.06011384783169,19.88189976382979,36.28235539,1450000000000000.0,26.0491185839908,832.879747612661,1410.36648910464,0.00592867927925,0.0252109905290239,0.433964974836332,37.0593987019095,17.2133250511016,17.212304588765964,13.605102741811876,0.8053204371612576,880413364956769.8,16.21983945202974,1060403157467710.8,0.0017610649395325,1.358982013908398e-05,3.0968000000000004,35.8,2023-02-06 08:10:00,5.9286792792481946e-05,0.2933261897338776,0.0,380.1254249929332,9,5.9286792792481946e-05,2.7681837,-31.057308,0.2933261897338776,0.0,0.0,0.5688091824849821,0.0,13320.675217992795,0.2239060627738361,0.9746107300112796,3.2352641670041926,238.57091690541284,0.1971779149252728,0.7738081361983968,0.0,229.17916916489284,0.0,0.0,0.0,0 days,6.429551e-05,1.9646225e-06,73887.12,0.29475465,-243.97531,0.0,0.0,1.0,-5.686512774885005e-13,1.6172003e-12,3.6237716000000005e-16,0.0,0.0,0.0,7.479999999999999e-16,1.4741514892075013e-14,1.0485490565046172e-12,791.4338778089251,13.320675217992797,9.61612388990808e-14,6.429551e-05,1.9646225e-06,73887.12,0.29475465,-243.97531,0.0,0.0,0.0,-5.686512774885005e-13,1.6172003e-12,3.6237716000000005e-16,0.0,0.0,0.0,7.479999999999999e-16,1.4741514892075013e-14,1.0485490565046172e-12,791.4338778089251,13.320675217992797,0.0
