,Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_level,cocip_waypoint,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_ef,cocip_persistent_1,cocip_cocip,cocip_contrail_age,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_segment_length_km,accf_issr_nox_impact,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_segment_length_km
0,0,1,a35da8,FFT4000,37.64968096199682,-122.33503258746605,94.657777696,632.46,-0.9239156670557054,34610D,278.79538,0.9229651,-7.299793,111.7572076859195,67626.39322122524,0.19897931938161717,1.432948740305396,64.86738451498996,109.7853757580524,1840.827345064147,0.0040589745389511,93954.21408487008,0.6363131471023418,0.5405615376249164,0.4645325669985978,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.333879656273006,54.893179392720896,15.632869369896415,93.648485968607,2121107649825262.5,19.7512324817892,715.002473843596,1359.9712515227,0.405897453895,0.0185449981996806,0.716474370152698,54.8926878790262,38.6343725913674,38.47819059543562,0.40589745389511,0.6502187626623497,1104981257976621.6,0.01867180104865804,3.486359200930063e-05,3.16,35.8,2023-02-06 08:01:00,0.004058974538951189,0.6363130968839853,0.0,939.5421408487008,0,0.004058974538951189,0.9229651,-7.299793,0.6363130968839853,0.0,0.0,1.1740136333122015,0.0,6873.929756898064,0.6070791771393887,0.7946413484609033,5.449264557255136,244.63217442614717,0.6718478767462288,inf,0.0,237.5302924578092,0.0,0.0,0.0,0 days,0.0039796317,8.0078786e-07,7254.1797,0.6663858,-251.10461,0.0,0.0,0.9999999999999999,-8.35281114145735e-13,8.0132845e-12,2.726649e-16,0.0,0.0,0.0,7.479999999999999e-16,9.43347043820531e-14,7.178003036966256e-12,797.1391213511553,6.873929756898064,1.1523164304874367e-11,0.0039796317,8.0078786e-07,7254.1797,0.6663858,-251.10461,0.0,0.0,0.0,-8.35281114145735e-13,8.0132845e-12,2.726649e-16,0.0,0.0,0.0,7.479999999999999e-16,9.43347043820531e-14,7.178003036966256e-12,797.1391213511553,6.873929756898064
1,1,2,a35da8,FFT4000,37.68706240896451,-122.27317478345788,134.784444328,1203.96,-0.9240625350765368,34610D,275.28217,-0.21815863,-6.7831244,130.38218320302278,67561.52583671025,0.22493889878036194,1.913020046203892,95.82262054960276,142.0192698537156,3391.3013755510538,0.0032782885575022,87673.12586169648,0.6352405465697222,0.7985218379133564,0.7067137809187279,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.3920003298685406,71.0092892605249,21.6198142325292,177.97847610273337,1668002510040249.2,24.4981587147727,763.334264232777,1472.92264715952,0.32782885575,0.0208571568638295,0.956510023101946,71.0096349268578,45.86003880331,45.71018761827971,0.32782885575022,0.8586778545170651,1414683612324578.0,0.025644955240200166,5.330011603163101e-05,3.16,35.8,2023-02-06 08:02:00,0.003278288557502265,0.6352405706804536,0.0,876.7312586169647,1,0.003278288557502265,-0.21815863,-6.7831244,0.6352405706804536,0.0,0.0,1.1095090696039769,0.0,8343.905703079294,0.5494398083303564,0.8355333009652584,5.251754118572443,244.1910365644195,0.6484089003099908,inf,0.0,236.92502601029707,0.0,0.0,0.0,0 days,0.0032371345,2.6847601e-07,12777.213,0.63568604,-249.06618,0.0,0.0,1.0,-8.129989507377048e-13,7.194294e-12,2.3163251e-16,0.0,0.0,0.0,7.48e-16,8.393647103470154e-14,6.381295270021884e-12,796.4204392621704,8.343905703079294,1.878371789539653e-11,0.0032371345,2.6847601e-07,12777.213,0.63568604,-249.06618,0.0,0.0,0.0,-8.129989507377048e-13,7.194294e-12,2.3163251e-16,0.0,0.0,0.0,7.48e-16,8.393647103470154e-14,6.381295270021884e-12,796.4204392621704,8.343905703079294
2,2,3,a35da8,FFT4000,37.72793527376854,-122.1945389457371,140.443333212,2255.52,-0.9241825844405672,34610D,269.10855,2.3406644,-11.245137,149.392133060713,67465.70321616065,0.24588969165544378,1.743813315020526,90.6153482458316,123.5076966079412,3030.016989527531,0.0014872629380592,77005.1164429154,0.4223789533906469,0.7551279020485966,0.7054557684816785,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.4542774810600328,61.75365407103985,21.70452353585844,161.7344230082604,1418984869174689.8,22.3804330277403,755.758249964635,1463.45199443514,0.148726293806,0.0207186176154741,0.871906657510263,61.7538483039706,42.0832448232001,42.02074892070085,0.14872629380592,0.8221560282537935,1327446449095987.0,0.024868190032889426,4.778418386058849e-05,3.16,35.8,2023-02-06 08:03:00,0.0014872629380592456,0.4223793753204077,0.0,770.051164429154,2,0.0014872629380592456,2.3406644,-11.245137,0.4223793753204077,0.0,0.0,0.9968608370297457,0.0,8800.317831566796,0.5458182071071531,0.8379036250013081,4.733572093217828,242.95959922885825,0.40608684600919365,inf,0.0,234.18698347753624,0.0,0.0,0.0,0 days,0.0014612483,4.3503118e-07,22923.504,0.40210125,-247.12056,0.0,0.0,1.0000000000000002,-7.722909943239225e-13,5.864683e-12,2.4447115e-16,0.0,0.0,0.0,7.48e-16,6.719356620906058e-14,5.092391926904214e-12,795.6346324450736,8.800317831566796,1.3250041490431692e-11,0.0014612483,4.3503118e-07,22923.504,0.40210125,-247.12056,0.0,0.0,0.0,-7.722909943239225e-13,5.864683e-12,2.4447115e-16,0.0,0.0,0.0,7.48e-16,6.719356620906058e-14,5.092391926904214e-12,795.6346324450736,8.800317831566796
3,3,4,a35da8,FFT4000,37.77085643703654,-122.11112644361413,151.246666536,3192.78,-0.9242685004786412,34610D,263.86508,3.2382646,-14.593746,168.17292455239567,67375.08786791482,0.26839262665468777,1.61667760781066,70.4050242881879,111.0246379905702,2220.8985616621094,0.000931196385597,68406.5121293734,0.3698869830418075,0.5867085357348992,0.5795116198927379,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.5164429347914475,45.48079849404407,18.32786136210225,105.16491640195554,1356177594808726.5,20.8073407420734,748.936520293777,1453.59034624458,0.117173759494,0.0205774978306634,0.80833880390533,55.5123189952851,39.2633187569448,39.22679091102988,0.0931196385597,0.7903525448825436,1237190821038099.5,0.023759853683174424,4.3699447913026625e-05,3.16,35.8,2023-02-06 08:04:00,0.0009311963855970345,0.36988696571379437,0.0,684.065121293734,3,0.0009311963855970345,3.2382646,-14.593746,0.36988696571379437,0.0,0.0,0.9031460293406609,0.0,9892.240424891224,0.5446328920346316,0.8386745572115523,4.332270637630948,241.92087809620392,0.3378699056420484,inf,0.0,232.8789586139538,0.0,0.0,0.0,0 days,0.0009109563,5.2516486e-07,31985.396,0.35243177,-245.56522,0.0,0.0,1.0000000000000002,-7.359501252996016e-13,4.863578e-12,2.5141897e-16,0.0,0.0,0.0,7.48e-16,5.4658579933384396e-14,4.127627767202514e-12,794.8081827500054,9.892240424891224,9.513032066393957e-12,0.0009109563,5.2516486e-07,31985.396,0.35243177,-245.56522,0.0,0.0,0.0,-7.359501252996016e-13,4.863578e-12,2.5141897e-16,0.0,0.0,0.0,7.48e-16,5.4658579933384396e-14,4.127627767202514e-12,794.8081827500054,9.892240424891224
4,4,5,a35da8,FFT4000,37.81915283203125,-122.01690673828124,175.425555404,3878.58,-0.9243032520386362,34610D,259.61172,3.9523098,-17.028406,177.77741057905223,67304.68284362664,0.27331403365453616,1.489541900600794,79.94796308885454,98.5415793731992,2715.466114564806,0.0008562122518201,62621.53768428498,0.4560872686781583,0.6662330257404545,0.6807168141633599,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.5503913918852212,49.27083069106034,20.405358251130806,131.06613442332733,1128969751772240.8,19.2342484564065,742.114790622919,1443.72869805402,0.085621225182,0.0204363780458528,0.744770950300397,49.2707896865996,36.4433926906895,36.41221610514435,0.08562122518201,0.7594632107200437,1145191629336576.5,0.022452034301249785,3.963602871902701e-05,3.16,35.8,2023-02-06 08:05:00,0.0008562122518201464,0.45608780383070086,0.0,626.2153768428498,4,0.0008562122518201464,3.9523098,-17.028406,0.45608780383070086,0.0,0.0,0.8403145470841814,0.0,11075.049151884847,0.2702733522962196,0.9627836283602684,3.992501541258215,240.97248966540005,0.39957982389674684,inf,0.0,232.3312754210538,0.0,0.0,0.0,0 days,0.00083729293,5.465959e-07,38627.73,0.4348841,-244.26009,0.0,0.0,0.9999999999999999,-7.092713106794512e-13,4.1720577e-12,2.5307095e-16,0.0,0.0,0.0,7.480000000000001e-16,4.601729142910927e-14,3.462786191956991e-12,793.8767290802992,11.075049151884846,6.948408595668306e-12,0.00083729293,5.465959e-07,38627.73,0.4348841,-244.26009,0.0,0.0,0.0,-7.092713106794512e-13,4.1720577e-12,2.5307095e-16,0.0,0.0,0.0,7.480000000000001e-16,4.601729142910927e-14,3.462786191956991e-12,793.8767290802992,11.075049151884846
5,5,6,a35da8,FFT4000,37.84593200683594,-121.895823377244,188.286666504,4716.780000000001,-0.9244748140444228,34610D,254.28299,5.0362287,-19.46439,187.47381897628708,67224.73488053778,0.28229697924350433,1.436412909722682,78.62286020235969,93.0735637199556,2441.625359459798,0.0005604340615321,56095.647368712234,0.4393520159354124,0.6551905016863308,0.6963660932458406,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.5864610628852506,46.53721636413424,20.43091897685085,127.658729149887,967795594276987.4,18.3360723919378,740.291686390014,1451.03335995813,0.0560434061532,0.0207172878146269,0.718206454861341,46.5367818599778,34.6670114972419,34.64759380552316,0.05604340615321,0.7513975849913325,1124699616687046.8,0.02205302031807527,3.870717736678274e-05,3.16,35.8,2023-02-06 08:06:00,0.0005604340615321832,0.4393523198130979,0.0,560.9564736871223,5,0.0005604340615321832,5.0362287,-19.46439,0.4393523198130979,0.0,0.0,0.7685184597375957,0.0,11555.269067995321,0.2328721522021101,0.9725073576733275,3.620276967234373,239.84768489465176,0.36523407752216125,inf,0.0,231.1216084885489,0.0,0.0,0.0,0 days,0.0005445413,4.678369e-07,46724.33,0.41934854,-243.59451,0.0,0.0,1.0,-6.769354886649986e-13,3.4200817e-12,2.4699992e-16,0.0,0.0,0.0,7.48e-16,3.665590185906913e-14,2.7431463027341413e-12,793.3602607052527,11.55526906799532,5.213718734679307e-12,0.0005445413,4.678369e-07,46724.33,0.41934854,-243.59451,0.0,0.0,0.0,-6.769354886649986e-13,3.4200817e-12,2.4699992e-16,0.0,0.0,0.0,7.48e-16,3.665590185906913e-14,2.7431463027341413e-12,793.3602607052527,11.55526906799532
6,6,7,a35da8,FFT4000,37.87001037597656,-121.76807809383313,198.06111094,5471.16,-0.9246372462964308,34610D,248.91716,5.059534,-21.283346,198.7729713505464,67146.11202033542,0.2926106611341121,1.427785619424282,77.41602884036894,90.4434786401838,2481.97734948177,0.0002951133765393,50703.897051540545,0.3522715825762295,0.6451335736697411,0.706713780918728,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6284737023509465,45.22167234294678,20.43245038276569,124.67003263647338,851549037978819.8,17.9641078327451,741.649906748924,1464.78361322193,0.0295113376539,0.0211227014563668,0.713892809712141,45.2217393200919,33.7974198606572,33.78744873257708,0.02951133765393,0.7574065102487918,1137775693339566.8,0.022180012824662886,3.932315999325805e-05,3.16,35.8,2023-02-06 08:07:00,0.00029511337653937694,0.3522714790164849,0.0,507.03897051540554,6,0.00029511337653937694,5.059534,-21.283346,0.3522714790164849,0.0,0.0,0.7096250724364068,0.0,11894.554073287172,0.22926335038196238,0.9733644313265396,3.3192570339804757,238.86050006367324,0.27772081485828704,inf,0.0,229.79695276593384,0.0,0.0,0.0,0 days,0.00028465546,4.6645755e-07,54000.42,0.32932562,-243.22868,0.0,0.0,1.0,-6.479019226516244e-13,2.8013564e-12,2.468936e-16,0.0,0.0,0.0,7.48e-16,2.898980159497222e-14,2.1534544618169233e-12,792.8958805936724,11.894554073287173,4.091774948794973e-12,0.00028465546,4.6645755e-07,54000.42,0.32932562,-243.22868,0.0,0.0,0.0,-6.479019226516244e-13,2.8013564e-12,2.468936e-16,0.0,0.0,0.0,7.48e-16,2.898980159497222e-14,2.1534544618169233e-12,792.8958805936724,11.894554073287173
7,7,8,a35da8,FFT4000,37.8944091796875,-121.63641747007978,204.234444268,6240.780000000001,-0.9247670571576204,34610D,242.73296,4.230938,-23.300219,208.79486543728223,67068.69599149506,0.30145085972850044,1.32442269462988,75.23968226905657,82.2819859128366,2224.956178834726,0.0001715660091262,45643.61268941082,0.3460497112859012,0.6269973522421382,0.700669086329583,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6685173254235268,41.14072250078412,20.1002789532246,118.25214320130073,750436207584721.2,16.7307254422026,731.283843908923,1449.86960635277,0.0171566009126,0.020916671457496,0.66221134731494,41.1409929564183,31.6594993931322,31.65406863090459,0.0171566009126199,0.7131823416056807,1081172094048937.0,0.02066477956625299,3.6143531100964506e-05,3.16,35.8,2023-02-06 08:08:00,0.00017156600912625084,0.3460499378755804,0.0,456.4361268941082,7,0.00017156600912625084,4.230938,-23.300219,0.3460499378755804,0.0,0.0,0.6550790467327395,0.0,12650.034778877194,0.22641163287106575,0.9740317102131005,3.0254837999292508,237.81750939730625,0.25661519666994326,inf,0.0,228.74982763039216,0.0,0.0,0.0,0 days,0.0001659312,4.067461e-07,61402.61,0.33045235,-243.6189,0.0,0.0,0.9999999999999998,-6.183901811153862e-13,2.234865e-12,2.4229086e-16,0.0,0.0,0.0,7.48e-16,2.2004464100273888e-14,1.6164748651156195e-12,792.4253205186301,12.650034778877194,2.6544686307125405e-12,0.0001659312,4.067461e-07,61402.61,0.33045235,-243.6189,0.0,0.0,0.0,-6.183901811153862e-13,2.234865e-12,2.4229086e-16,0.0,0.0,0.0,7.48e-16,2.2004464100273888e-14,1.6164748651156195e-12,792.4253205186301,12.650034778877194
8,8,9,a35da8,FFT4000,37.9200439453125,-121.49616647273936,209.893333152,6934.200000000001,-0.9248601300515144,34610D,237.13644,3.9859257,-26.895557,216.70682736774395,66993.45630922599,0.30881812138031894,1.271212717157088,73.55927133571227,77.9524645414278,1949.2072759328864,0.0001077892458808,41442.16772350145,0.359033208876181,0.6129939277976022,0.696834809522772,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7019895813632732,38.97670863142973,19.825154223347013,113.32122030930704,664842274008534.2,16.0151483894458,726.233769631068,1446.42944426008,0.0107789245881,0.0209408524821501,0.635606358578544,38.9762322707139,30.3524586269986,30.349187310985258,0.01077892458808,0.6930015126915905,1055218233808084.0,0.019927355405257988,3.468003231707826e-05,3.16,35.8,2023-02-06 08:09:00,0.00010778924588086215,0.35903338551630753,0.0,414.42167723501456,8,0.00010778924588086215,3.9859257,-26.895557,0.35903338551630753,0.0,0.0,0.6088167846209838,0.0,12759.689666409362,0.22559693948978718,0.9742207249349817,2.776118598353259,236.8593266032647,0.2518926494731201,inf,0.0,227.8540679845239,0.0,0.0,0.0,0 days,0.000104358944,7.6390535e-07,68061.984,0.33543348,-244.04271,0.0,0.0,1.0,-5.918522466384805e-13,1.8410746e-12,2.6982187e-16,0.0,0.0,0.0,7.480000000000001e-16,1.725771364805781e-14,1.2492224439132743e-12,791.9309234416622,12.759689666409361,1.8987112520484203e-12,0.000104358944,7.6390535e-07,68061.984,0.33543348,-244.04271,0.0,0.0,0.0,-5.918522466384805e-13,1.8410746e-12,2.6982187e-16,0.0,0.0,0.0,7.480000000000001e-16,1.725771364805781e-14,1.2492224439132743e-12,791.9309234416622,12.759689666409361
9,9,10,a35da8,FFT4000,37.94581604003906,-121.35457140334108,218.6388887,7543.8,-0.924917472453413,34610D,232.81061,2.7681837,-31.057308,225.6851601484091,66919.89703789029,0.3162293309901473,1.229286187105362,72.3057753918424,74.1196886990106,1828.0929252380924,5.928679279248195e-05,38012.54249929331,0.2933259903855224,0.6025481282653533,0.7035268481668062,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7378342380509655,37.06011384783169,19.71874954635335,110.59506077219834,599534310851682.8,15.4361137946406,723.721211385188,1446.43525941681,0.00592867927925,0.0210083042891011,0.614643093552681,37.0598443495053,29.2571492251068,29.25541476539355,0.0059286792792481,0.6832956774209629,1027524779530173.8,0.01949447099690183,3.347852428364984e-05,3.16,35.8,2023-02-06 08:10:00,5.9286792792481946e-05,0.29332618973387764,0.0,380.1254249929332,9,5.9286792792481946e-05,2.7681837,-31.057308,0.29332618973387764,0.0,0.0,0.5688091824849821,0.0,13320.675217992797,0.22390606277383615,0.9746107300112795,2.5738674546599256,236.02452835633085,0.19717791492527284,0.9381031429202774,0.0,226.8595036872058,0.0,0.0,0.0,0 days,6.429551e-05,1.9646225e-06,73887.12,0.29475465,-243.97531,0.0,0.0,1.0,-5.686512774885005e-13,1.6172003e-12,3.6237716e-16,0.0,0.0,0.0,7.479999999999999e-16,1.4741514892075013e-14,1.0485490565046172e-12,791.4338778089251,13.320675217992797,1.507663637736666e-12,6.429551e-05,1.9646225e-06,73887.12,0.29475465,-243.97531,0.0,0.0,0.0,-5.686512774885005e-13,1.6172003e-12,3.6237716e-16,0.0,0.0,0.0,7.479999999999999e-16,1.4741514892075013e-14,1.0485490565046172e-12,791.4338778089251,13.320675217992797
