Unnamed: 0,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,time,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem
0,1,-46.394907633463504,-23.51553706799524,3924.3,e80338,SKX5563,150.732222092,0.6490047941039296,34610D,277.1866,1.7046545,1.8037102,156.53565459652302,75373.57656163623,0.2659445559128728,1.0900725373837417,65.4043522430245,119036.16672769964,2750.788848222167,2023-05-05 13:01:00,0.002393552349479,0.6225043576468452,0.2825129276263945,0.5450362686918708,0.7073386383731212,0.0165307655529216,0.0013015330072607,0.000289229557169,0.0001007233416358,1042210837787986.8,206.6123487357144,80.90518372462132,0.0784852226916294,0.0016017392386046,0.0013080870448604,1.0811840130701402,0.0851259232628042,0.0189168718361787,0.0065877449154446,6.816512474618317e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.4690124109776915,59.51808336384983,16.530765552921604,100.72334163583469,1042210837787986.8,20.7678208081463,805.980132406656,1589.27293485912,0.239355234948,0.0235288266188329,0.877533458130789,59.5185141749888,37.2960994760528,37.20704247212648,0.2393552349479,1.0,31.2559511109631,1069121914711214.9,67.31508351885427
1,2,-46.47906033497935,-23.552313335871304,4716.780000000001,e80338,SKX5563,159.992222084,0.6499066410151333,34610D,273.11185,6.920827,-0.37730023,169.258687966937,75308.1722093932,0.2715668436291218,1.030664313738792,61.83985882432752,120771.37089250158,3126.9482964624403,2023-05-05 13:02:00,0.000955467533786,0.5609564736871223,0.1414433666865893,0.515332156869396,0.7073386383731212,0.0165087067290087,0.0013783134745948,0.0003062918832433,9.271690200375404e-05,923701218550931.4,195.35211402605063,76.49590536569315,0.074207830589193,0.0015144455222284,0.0012367971764865,1.020896093494129,0.0852347106846155,0.0189410468188034,0.0057336001305411,5.71215529510489e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.5109023628965224,60.38568544625079,16.50870672900878,92.71690200375404,923701218550931.4,21.106860474931,818.64,1642.0507849573,0.0955467533786,0.0247831335584272,0.923391619520288,60.3853268705147,37.258872746796,37.22330708537578,0.0955467533786,1.0,34.971204674297326,1072039624851542.1,67.49879119435636
2,3,-46.56394526643573,-23.588763738082665,5615.9400000000005,e80338,SKX5563,159.47777764,0.6507988564104825,34610D,266.56476,8.265025,2.4767306,180.5620890162133,75246.33235056887,0.2993743774745284,0.9930928012684735,59.585568076108416,85003.63273571078,1811.771026336788,2023-05-05 13:03:00,0.0007190825264306,0.4971884686406126,0.1639659360344061,0.4965464006342368,0.7073386383731212,0.0162301613542485,0.0014388964423972,0.0003197547649771,8.733146748930322e-05,796269517342064.6,188.23080955242648,73.70734771014611,0.07150268169133,0.0014592384018638,0.0011917113615221,0.9670833842598018,0.0857374619229292,0.0190527693162064,0.0052036951012703,4.744617153251558e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.5516738568874565,42.50181636785539,16.230161354248562,87.33146748930322,796269517342064.6,16.1315097326123,771.978890465587,1528.71507523616,0.0719082526431,0.0224035054704581,0.664062787668515,42.5016645821873,29.6410215153234,29.6197224904428,0.0719082526430599,0.9017827497524289,24.901324712240413,1389190384863803.8,59.96527795337792
3,4,-46.65137093022184,-23.626355833926453,6137.910000000001,,,172.68185170266668,0.6516526416741869,34610D,262.31366,8.067878,4.1398067,188.38882632056269,75186.74678249277,0.3050721157733249,0.9766260364322036,58.59756218593222,79297.59630261149,1689.5456816052306,2023-05-05 13:04:00,0.0008414227798122,0.4629524664715891,0.2596174466563819,0.4883130182161018,0.7073386383731212,0.0160336039674075,0.0014675533722864,0.0003261229716192,8.49677563441415e-05,732421287133928.2,185.10969894535987,72.48518442399816,0.0703170746231186,0.0014350423392473,0.0011719512437186,0.9395301055447745,0.0859950499937315,0.0191100111097181,0.0049789033861749,4.291810191913088e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.580232296963904,39.64879815130575,16.033603967407565,84.96775634414149,732421287133928.2,15.3352591784435,764.875591932723,1518.7807083103,0.0841422779812,0.0222728034826498,0.629748936770507,39.6483209313146,28.2743453136051,28.250574636563112,0.08414227798122,0.8662894931934226,23.52126957122994,1543581200739312.2,59.27109754862625
4,5,-46.75574200708161,-23.62904189804854,6625.59,,,185.88592576533333,0.6527306236761584,34610D,258.6337,9.085518,3.6289144,194.73043621465763,75128.14922030683,0.2904447764670795,0.9577754727561985,57.46652836537191,86489.75958519785,1859.7823627024063,2023-05-05 13:05:00,0.0009816234221072,0.4327152378881695,0.3951791923965437,0.4788877363780992,0.7073386383731212,0.0158138608035148,0.0015006058246996,0.0003334679610443,8.240239593281399e-05,675402544782532.2,181.53676310620983,71.08609558796506,0.0689598340384462,0.001407343551805,0.0011493305673074,0.908767680431226,0.0862346071903461,0.0191632460422991,0.0047353796232476,3.881303949778976e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6040160411952841,43.24487979259893,15.813860803514798,82.40239593281399,675402544782532.2,16.3420951883008,782.586591780101,1566.25120487295,0.0981623422107,0.0233708846322883,0.692258674229481,43.2444583161011,29.620559303651,29.59151158278578,0.09816234221072,0.9566615114350142,26.3127155702957,1166474564918922.8,61.45310779470338
5,6,-46.86345418294269,-23.59291076660156,7162.8,e80338,SKX5563,199.089999828,0.6541786255100406,34610D,254.90411,11.103366,1.6799439,205.0205725039188,75070.68269194147,0.2964639694408698,0.9300957477397148,55.80574486438289,81153.93937941536,1714.1997799369333,2023-05-05 13:06:00,0.0011375110260422,0.4012788685142464,0.6013981544658692,0.4650478738698574,0.7073386383731212,0.0155401323165938,0.0015447577544098,0.0003432795009799,7.905295613477147e-05,625720620243679.2,176.29034802658552,69.03170639724163,0.0669668938372594,0.0013666713028012,0.0011161148972876,0.8672286592185877,0.0862063571198756,0.0191569682488612,0.0044116091008323,3.491880528970218e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.640569492629372,40.57696968970768,15.540132316593848,79.05295613477148,625720620243679.2,15.6553021431319,778.904462169108,1563.29286242923,0.113751102604,0.0233777770057103,0.664052281983158,40.5769466264918,28.4052791598172,28.37300455429475,0.11375110260422,0.9368573788700163,25.393996513017328,1229505017776625.5,60.10247033215277
6,7,-46.975962320963504,-23.55821228027344,7658.1,e80338,SKX5563,206.292222044,0.6555713677866363,34610D,251.40631,13.057115,1.4573689,214.3572514736332,75014.8769470771,0.2913604227445767,0.9054099572823444,54.32459743694066,83085.28194721365,2000.6743305700727,2023-05-05 13:07:00,0.0007454837690602,0.3739586563801814,0.5138512531365068,0.4527049786411722,0.7073386383731212,0.015451585903391,0.0015859642285332,0.0003524364952296,7.61338389301265e-05,583299311634523.9,171.61140330329556,67.19952702949561,0.0651895169243288,0.0013303983045781,0.0010864919487388,0.8394011839640234,0.0861568682644585,0.0191459707254352,0.004135940151208,3.1687500289790108e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6743840383811972,41.54264097360682,15.451585903391004,76.13383893012649,583299311634523.9,16.0077183058839,791.075812607669,1600.38741482962,0.074548376906,0.0242820368597908,0.696150163534994,41.5430672538555,28.6693479445196,28.647991331965443,0.07454837690602,1.0,27.45428736295703,965693654111546.0,60.80293377739364
7,8,-47.09089799360794,-23.52314758300781,8237.220000000001,e80338,SKX5563,207.321110932,0.6569455727225028,34610D,246.63568,14.880134,0.41456553,222.1148641326836,74960.55234964014,0.292408023444155,0.8879674817813707,53.27804890688225,76077.53051230503,1758.804176464106,2023-05-05 13:08:00,0.0005380082491685,0.3439455476608665,0.5475447853321761,0.4439837408906854,0.7073386383731213,0.0153420440045892,0.0016214257612679,0.0003603168358373,7.386753705237386e-05,529706624240550.5,168.305356496841,65.90494649781334,0.0639336586882586,0.0013047685446583,0.0010655609781376,0.8173941708080458,0.0863864010077108,0.0191969780017135,0.0039355182517073,2.8221735432587548e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7055160181605026,38.03876525615252,15.342044004589251,73.86753705237386,529706624240550.5,14.9587151339153,780.273837900506,1582.92619445277,0.0538008249169,0.0239865861873004,0.646851193750896,38.038803921977,26.9672052829831,26.952704505621675,0.05380082491685,0.9441468861505639,25.52038983667235,1184703210662563.8,59.50493301503417
8,9,-47.207303133877815,-23.48748779296875,8747.76,e80338,SKX5563,210.407777596,0.6583109617375502,34610D,242.57191,17.084955,-0.600263,228.42353112260776,74907.27430073326,0.3005291507774381,0.8710450891625007,52.26270534975004,69858.30792736454,1544.9439719865893,2023-05-05 13:09:00,0.0003494270348176,0.319132970959831,0.5011452382377362,0.4355225445812503,0.7073386383731212,0.0152321259930955,0.0016567411599418,0.0003681647022093,7.174399463882885e-05,485399784221675.75,165.09788619986037,64.6489665176408,0.0627152464197,0.0012799029881571,0.001045254106995,0.7960721126274217,0.0865857750828449,0.0192412833517433,0.0037495352524231,2.536830589960969e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7316068869760579,34.92915396368227,15.232125993095554,71.74399463882885,485399784221675.75,13.9946894214217,769.653793447988,1564.67449880358,0.0349427034818,0.0236617453535628,0.60090345081119,34.9296021543703,25.3955674795862,25.38669668144099,0.03494270348176,0.8901573301512427,23.727589799220716,1397975701072988.2,58.02340088381082
9,10,-47.32590553977269,-23.451004028320312,9197.34,e80338,SKX5563,214.008888704,0.6596645996796688,34610D,238.88168,17.745905,-0.9438317,233.09405865836152,74855.01159538352,0.3099486734966709,0.8583163564339767,51.49898138603861,63768.076598982574,1331.584692548794,2023-05-05 13:10:00,0.0002346545809169,0.2985023293677357,0.4657737467361155,0.4291581782169884,0.7073386383731212,0.0151317976045046,0.0016861211373752,0.0003746935860833,7.010036295624076e-05,447210903830220.8,162.68528219849594,63.70423997452976,0.0617987776632463,0.0012611995441478,0.0010299796277207,0.7792721631716899,0.0868335210682927,0.0192963380151761,0.0036100972870379,2.3030906011986044e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.752310244879909,31.884038299491287,15.131797604504676,70.10036295624076,447210903830220.8,13.0158954379258,756.84648435762,1540.82775130623,0.0234654580917,0.0232141201426071,0.553167788867226,31.8838257394481,23.8289362452271,23.82334598795826,0.02346545809169,0.8273244945463711,21.762658642652728,1742854120759684.2,56.617633244889255
