timestamp,icao24,callsign,latitude,longitude,groundspeed,geoaltitude
2024-10-28 07:32:28+00:00,781a94,DKH1384,,,,
2024-10-28 07:32:29+00:00,781a94,DKH1384,42.718505859375,141.70172257856888,271.0,
2024-10-28 07:32:30+00:00,781a94,DKH1384,42.718505859375,141.70172257856888,271.0,8950.0
2024-10-28 07:32:31+00:00,781a94,DKH1384,42.718505859375,141.70172257856888,271.0,8950.0
2024-10-28 07:32:32+00:00,781a94,DKH1384,42.71586789923199,141.69942456622456,271.0,9050.0
2024-10-28 07:32:33+00:00,781a94,DKH1384,42.71484375,141.6985390403054,271.0,9050.0
2024-10-28 07:32:34+00:00,781a94,DKH1384,42.713679944054554,141.6975722202035,271.0,9150.0
2024-10-28 07:32:35+00:00,781a94,DKH1384,42.713104248046875,141.69710332697088,271.0,9250.0
2024-10-28 07:32:36+00:00,781a94,DKH1384,42.71163164559057,141.6958476221839,271.0,9275.0
2024-10-28 07:32:37+00:00,781a94,DKH1384,42.710514391882946,141.6949533861737,272.0,9350.0
2024-10-28 07:32:38+00:00,781a94,DKH1384,42.710514391882946,141.6949533861737,272.0,9400.0
2024-10-28 07:32:39+00:00,781a94,DKH1384,42.708892822265625,141.69354525479403,272.0,9475.0
2024-10-28 07:32:40+00:00,781a94,DKH1384,42.70716263076006,141.69214293014173,273.0,9525.0
2024-10-28 07:32:41+00:00,781a94,DKH1384,42.706146240234375,141.6912980513139,273.0,9600.0
2024-10-28 07:32:42+00:00,781a94,DKH1384,42.705047607421875,141.69029929421166,273.0,9650.0
2024-10-28 07:32:43+00:00,781a94,DKH1384,42.70441604872881,141.68977959211483,273.0,9700.0
2024-10-28 07:32:44+00:00,781a94,DKH1384,42.70441604872881,141.68977959211483,274.0,9700.0
2024-10-28 07:32:45+00:00,781a94,DKH1384,42.701751708984375,141.6874902898615,274.0,9700.0
2024-10-28 07:32:46+00:00,781a94,DKH1384,42.700653076171875,141.68655395507812,274.0,9875.0
2024-10-28 07:32:47+00:00,781a94,DKH1384,42.700103759765625,141.68611699884588,274.0,9925.0
2024-10-28 07:32:48+00:00,781a94,DKH1384,42.69855046676377,141.68473354605743,274.0,9975.0
2024-10-28 07:32:49+00:00,781a94,DKH1384,42.69749450683594,141.68380737304688,275.0,10050.0
2024-10-28 07:32:50+00:00,781a94,DKH1384,42.69682803396451,141.68320057004,275.0,10100.0
2024-10-28 07:32:51+00:00,781a94,DKH1384,42.69533836235434,141.68185921602472,275.0,10125.0
2024-10-28 07:32:52+00:00,781a94,DKH1384,42.694174556408896,141.68077335801237,276.0,10175.0
2024-10-28 07:32:53+00:00,781a94,DKH1384,42.693145751953125,141.67981234463778,277.0,10225.0
2024-10-28 07:32:54+00:00,781a94,DKH1384,42.692079705707094,141.67879326398983,277.0,10225.0
2024-10-28 07:32:55+00:00,781a94,DKH1384,42.691131591796875,141.67793967507103,279.0,10300.0
2024-10-28 07:32:56+00:00,781a94,DKH1384,42.69007795948093,141.67694091796875,280.0,10350.0
2024-10-28 07:32:57+00:00,781a94,DKH1384,42.688934326171875,141.6758797385476,282.0,10350.0
2024-10-28 07:32:58+00:00,781a94,DKH1384,42.68778991699219,141.6748185591264,282.0,10375.0
2024-10-28 07:32:59+00:00,781a94,DKH1384,42.68728482521186,141.67432208393896,282.0,10425.0
2024-10-28 07:33:00+00:00,781a94,DKH1384,42.68560894465042,141.67278910792152,285.0,10450.0
2024-10-28 07:33:01+00:00,781a94,DKH1384,42.684539794921875,141.67175986550072,287.0,10475.0
2024-10-28 07:33:02+00:00,781a94,DKH1384,42.68339538574219,141.67069868607953,288.0,10525.0
2024-10-28 07:33:03+00:00,781a94,DKH1384,42.68286236261917,141.670106399891,288.0,10525.0
2024-10-28 07:33:04+00:00,781a94,DKH1384,42.681884765625,141.66920055042613,289.0,10550.0
2024-10-28 07:33:05+00:00,781a94,DKH1384,42.681884765625,141.66920055042613,290.0,10525.0
2024-10-28 07:33:06+00:00,781a94,DKH1384,42.67923128806938,141.6667210778525,292.0,10575.0
2024-10-28 07:33:07+00:00,781a94,DKH1384,42.67877197265625,141.66626670143822,293.0,10625.0
2024-10-28 07:33:08+00:00,781a94,DKH1384,42.67694091796875,141.66451887650922,296.0,10650.0
2024-10-28 07:33:09+00:00,781a94,DKH1384,42.675600213519594,141.66327188181324,297.0,10675.0
2024-10-28 07:33:10+00:00,781a94,DKH1384,42.674576064287606,141.66231377180233,299.0,10700.0
2024-10-28 07:33:11+00:00,781a94,DKH1384,42.67332458496094,141.66108564897016,301.0,10725.0
2024-10-28 07:33:12+00:00,781a94,DKH1384,42.672807079250525,141.6605891737827,301.0,10725.0
2024-10-28 07:33:13+00:00,781a94,DKH1384,42.67173637778072,141.65963106377183,302.0,10725.0
2024-10-28 07:33:14+00:00,781a94,DKH1384,42.67002868652344,141.65796453302556,304.0,10775.0
2024-10-28 07:33:15+00:00,781a94,DKH1384,42.669548422603285,141.65752322174782,304.0,10800.0
2024-10-28 07:33:16+00:00,781a94,DKH1384,42.66833806442002,141.65637348973476,306.0,10800.0
2024-10-28 07:33:17+00:00,781a94,DKH1384,42.667081153998936,141.65515988372096,307.0,10825.0
2024-10-28 07:33:18+00:00,781a94,DKH1384,42.665863037109375,141.65396950461647,309.0,10850.0
2024-10-28 07:33:19+00:00,781a94,DKH1384,42.665130615234375,141.65334528142756,310.0,10900.0
2024-10-28 07:33:20+00:00,781a94,DKH1384,42.6632080078125,141.65147261186078,312.0,10925.0
