Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,time,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem
0,1,a35da8,FFT4000,37.64968096199682,-122.33503258746605,94.657777696,632.46,-0.5603777452969412,34610D,279.6405,3.2435553,-0.85859454,105.85488699515676,68076.30167184668,0.2587294427284259,1.071637709740605,64.29826258443629,112969.8067730909,1848.6890799173889,2023-05-05 07:01:00,0.0054627702269455,0.9395421408487008,0.8012420744158909,0.5358188548703025,0.4646886722232667,0.0151495181678986,0.0008805168292531,0.0001956704065006,9.224112591465702e-05,2095455266649864.8,203.1182115042342,79.5369508169477,0.0771579151013235,0.0015746513285984,0.0012859652516887,0.9740876971872332,0.0566157022973336,0.0125812671771852,0.0059309441351446,1.3473413296899298e+17,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.3157679885421189,56.48490338654545,15.149518167898613,92.24112591465703,2095455266649864.8,19.8402706420383,717.833539606657,1366.88224097655,0.546277022695,0.0187152141881581,0.723931108454141,56.4846941203395,38.6814225675387,38.47126289798658,0.54627702269455,0.6608632181897209,18.445003050763482,1119526612943593.6,35.70645335018651
1,2,a35da8,FFT4000,37.68706240896451,-122.27317478345788,134.784444328,1203.96,-0.561007606073491,34610D,276.8033,3.174938,1.2137585,123.03742177572758,68012.00340926224,0.257282058776036,1.56945667786416,94.1674006718496,149798.6200243184,3412.3222549799857,2023-05-05 07:02:00,0.0044697826504036,0.8767312586169648,0.7661792337247451,0.7847283389320799,0.7067137809187282,0.0209445700100273,0.000913636492353,0.000203030331634,0.0001731091688941,1641322583661791.0,297.47481872237285,116.48507463107796,0.1130008808062195,0.0023061404246167,0.0018833480134369,1.9722957160338528,0.0860347736438374,0.0191188385875194,0.0163012404672229,1.5455908136743523e+17,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.3689001207387061,74.8993100121592,20.944570010027384,173.10916889411473,1641322583661790.8,21.14628868461325,739.3126105146155,1421.345897489885,0.4516495920295,0.0198718023679769,0.803390340951408,59.9337499405419,40.33255969561125,40.15308413677649,0.44697826504036,0.747094621586892,21.26342056691855,1236821938629163.8,42.43494475397164
2,3,a35da8,FFT4000,37.72793527376854,-122.1945389457371,140.443333212,2255.52,-0.5616262479752743,34610D,270.9618,1.1983583,1.2502589,143.14592862670722,67917.8360085904,0.2763502892844661,1.4793750677287432,88.76250406372459,126766.59143294951,3053.842150830352,2023-05-05 07:03:00,0.0035702216136381,0.770051164429154,0.8673185709442729,0.7396875338643716,0.706713780918728,0.0206557825909629,0.0009720277298796,0.0002160061621954,0.0001568031745972,1396330651885930.5,280.400750337306,109.79921752682732,0.1065150048764695,0.0021737756097238,0.0017752500812744,1.833458986169763,0.0862796153234976,0.0191732478496661,0.0139182424223917,1.2394180516232813e+17,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.4337926307355139,63.38329571647476,20.65578259096298,156.80317459723216,1396330651885930.5,22.4523067271882,760.791681422574,1475.80955400322,0.357022161364,0.0210283905477957,0.882849573448675,63.3828057607443,41.9836968236838,41.83433896252752,0.35702216136381,0.8462504434575608,24.53231298934462,1339025966947093.5,48.840784834391044
3,4,a35da8,FFT4000,37.77085643703654,-122.11112644361413,151.246666536,3192.78,-0.5622077096165302,34610D,266.20267,-0.24470581,1.826275,161.57569469348093,67829.07350452666,0.2970878953162009,1.236767372364328,74.20604234185969,98079.08437658804,2242.0405705837184,2023-05-05 07:04:00,0.0022665254835708,0.684065121293734,0.7337269536745048,0.618383686182164,0.6287584796409058,0.0187544718068291,0.0010345072526917,0.0002298905005981,0.0001156169999625,1284683214779992.8,234.4168877579348,91.79287437688043,0.0890472508102316,0.0018172908328618,0.0014841208468371,1.3916951289967772,0.0767666889962056,0.017059264221379,0.0085794799946627,9.533125703184056e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.4940001089527766,49.039542188294014,18.754471806829144,115.61699996258965,1284683214779992.8,18.8907584765338,737.982276542808,1424.70556489516,0.226652548357,0.0199621461768052,0.719510739234906,49.0400273511142,36.0437566613421,35.96224731136442,0.2266525483570799,0.7412573604283307,21.29118405682129,1084091580591765.4,37.0369226197551
4,5,a35da8,FFT4000,37.81915283203125,-122.01690673828124,175.425555404,3878.58,-0.5627254710909211,34610D,262.25742,0.5007363,-0.97913814,175.90638478049254,67754.8674621848,0.3022258671239027,1.3335548478294714,80.01329086976828,100188.23674478351,2739.083263617344,2023-05-05 07:05:00,0.0016208330617124,0.6262153768428498,0.6798735683175295,0.6667774239147357,0.706713780918728,0.0203577042096597,0.0010776444403784,0.0002394765423063,0.000133297123475,1105566475609524.8,252.761985857598,98.97644080590338,0.0960159490437219,0.0019595091641575,0.0016002658173953,1.6288869083682154,0.0862258780621927,0.0191613062360428,0.0106655415127165,8.84600119888095e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.5418448382786949,50.09411837239176,20.3577042096598,133.29712347509957,1105566475609525.0,19.328681065155,749.965502732999,1461.49457682599,0.162083306171,0.0208165293716668,0.757261362072548,50.0938821186604,36.377887425521,36.31902035655808,0.16208330617124,0.7951158793986464,23.05679742709879,1144921907524429.8,40.56018122692259
5,6,a35da8,FFT4000,37.84593200683594,-121.895823377244,188.286666504,4716.780000000001,-0.5636008162215063,34610D,256.10678,1.6246037,-3.5460994,186.0432401566468,67674.85417131503,0.3069417719724359,1.296202786474853,77.7721671884912,93753.96744982534,2456.427457638697,2023-05-05 07:06:00,0.0011760741519862,0.5609564736871223,0.7760893175294361,0.6481013932374267,0.7067137809187282,0.020185040113208,0.0011148432273842,0.0002477429394187,0.0001265995732856,958999462099547.8,245.6822761484437,96.2041708121636,0.0933266006261894,0.0019046245025752,0.0015554433437698,1.5698343143908149,0.0867037738690881,0.0192675053042418,0.0098459231795593,7.458346650007915e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.579909932699982,46.87698372491267,20.18504011320801,126.59957328560088,958999462099547.8,18.3384791610651,745.263630856925,1462.09140116783,0.117607415199,0.0209551814170551,0.723680583523224,46.8765066371774,34.5346847216618,34.49411708216588,0.1176074151986199,0.7736176639352963,22.350371189704692,1119101559798566.6,39.10541091577627
6,7,a35da8,FFT4000,37.87001037597656,-121.76807809383313,198.06111094,5471.16,-0.5645031830361368,34610D,250.14397,1.9669415,-6.2212667,197.2298630575393,67597.08200412655,0.3085751098304005,1.2684171408535745,76.10502845121447,91441.47028032164,2493.4882992545736,2023-05-05 07:07:00,0.0007363349461768,0.5070389705154055,0.77861276817883,0.6342085704267872,0.706713780918728,0.0200981729409309,0.0011434494645242,0.0002540998810053,0.0001217542732528,848786360606814.6,240.41578487738647,94.1419201941523,0.0913260341414573,0.0018637966151317,0.0015221005690242,1.5295720234869807,0.0870222540301417,0.0193382786733648,0.009266112429968,6.459691012298441e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6220636982703365,45.720735140160826,20.098172940930976,121.7542732528884,848786360606814.6,18.0253327184276,745.708101809053,1473.86196620246,0.0736334946177,0.0213166061907265,0.720255615712751,45.7203694476139,33.7884750165385,33.7636136878709,0.07363349461768,0.7756303128465324,22.47188769894857,1137749241217813.2,39.809729772901925
7,8,a35da8,FFT4000,37.8944091796875,-121.63641747007978,204.234444268,6240.780000000001,-0.5653805740898172,34610D,243.78633,0.1679809,-5.794448,207.52252380239327,67520.97697567534,0.3125592562188694,1.2459979383185018,74.7598762991101,85407.16209257752,2234.6832766344337,2023-05-05 07:08:00,0.0004450730727635,0.4564361268941082,0.8045898966010644,0.6229989691592509,0.7067137809187279,0.0199857652573591,0.001169217533066,0.0002598261184591,0.0001176733356646,745135599011110.1,236.1664492288888,92.4779669819992,0.0897118515589321,0.0018308541134475,0.0014951975259822,1.4941333383832256,0.0874105581387653,0.0194245684752811,0.0087972440179893,5.57062452081339e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6630064745506512,42.70358104628876,19.9857652573592,117.67333566460272,745135599011110.1,17.1310041113295,739.195204031914,1467.23357380871,0.0445073072764,0.0212714518476567,0.684888501157393,42.7038580855233,32.1975437343192,32.18321984976924,0.04450730727635,0.7465794635019599,21.535235827669297,1104325060948033.1,37.874928507882885
8,9,a35da8,FFT4000,37.9200439453125,-121.49616647273936,209.893333152,6934.200000000001,-0.5662335442790434,34610D,238.18094,-4.059499,-4.144419,217.7333053902304,67446.21709937623,0.3190967730690072,1.2221649733666162,73.32989840199697,78434.30461519046,1956.632357312386,2023-05-05 07:09:00,0.000312840612229,0.4144216772350145,0.9299747889867002,0.6110824866833081,0.7067137809187282,0.0198194979850361,0.001194906273043,0.0002655347273428,0.0001137810187336,665195787418293.5,231.6491490519084,90.70908432327026,0.0879958780823963,0.0017958342465795,0.0014665979680399,1.4533617736212832,0.0876223556021538,0.0194716345782564,0.008343550543813,4.877873950881984e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7037664413193226,39.21715230759523,19.819497985036133,113.78101873363372,665195787418293.5,16.104748308842,730.246168597095,1453.97802884539,0.0312840612229,0.0210817868260861,0.641273405503369,39.2174345122576,30.4183611566489,30.40884803401276,0.0312840612229,0.7090054958286802,20.272313824101285,1054222159771733.5,35.122188158622414
9,10,a35da8,FFT4000,37.94581604003906,-121.35457140334108,218.6388887,7543.8,-0.5670534473135376,34610D,233.55627,-6.790255,-3.5236688,226.72025556035305,67372.88720097423,0.3279585396278348,1.1305823889089044,67.83494333453426,70535.91358777125,1830.77478087645,2023-05-05 07:10:00,0.0002085205971046,0.3801254249929331,0.9482078457386044,0.5652911944544522,0.6685300700676148,0.018804321847179,0.0012232033564592,0.000271822968102,9.918990093963896e-05,620958109116687.5,214.2905859937937,83.91182490481889,0.0814019320014411,0.0016612639183967,0.0013566988666906,1.2755901069477364,0.0829759303720265,0.0184390956382281,0.0067285413095984,4.212265814505004e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7400341304649386,35.267956793885624,18.804321847179068,99.18990093963896,620958109116687.5,14.8981627145353,718.493607321948,1434.72825512063,0.0208520597105,0.0207734295844162,0.589165080617996,35.268100920398,28.3614738829632,28.35556116441796,0.02085205971046,0.6633578974863494,18.76183068359269,983157461999670.5,31.43450535537713
10,11,a35da8,FFT4000,37.97252073126324,-121.20660533075748,223.268888696,8115.3,-0.5678433170329672,34610D,229.76729,-5.287687,-3.775849,231.07456998534096,67305.05225763969,0.3338618861782022,1.0162370334230195,60.97422200538119,63327.03644649573,1591.058324281271,2023-05-05 07:11:00,0.0001272703749998,0.3500959958577092,0.8229477204241273,0.5081185167115099,0.616907887141399,0.0174377932551248,0.0012604109571143,0.0002800913238031,8.232616375860547e-05,579634126168015.6,192.61756731499915,75.42511262065653,0.0731690664064574,0.001493246253193,0.0012194844401076,1.0632558772219198,0.0768525775171025,0.0170783505593561,0.0050197737858685,3.534273989086371e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7604405207532579,31.663518223247863,17.437793255124827,82.32616375860547,579634126168015.6,13.6378754602255,706.597625979091,1414.01466206154,0.0127270375,0.0204241727867165,0.534698286391182,31.6638425965445,26.1796789507646,26.17634747720505,0.01272703749998,0.6186076493117619,17.297956397905704,896741885562507.6,27.317161035406073
11,12,a35da8,FFT4000,37.9991455078125,-121.05612896858378,228.92777758,8610.6,-0.5686046783742349,34610D,228.04788,-1.8420467,-3.8329148,232.7601982277252,67244.07803563432,0.336960019069163,0.9228883293551968,55.37329976131181,57623.318817418265,1333.7181109271617,2023-05-05 07:12:00,6.910708113338732e-05,0.3256517889669939,0.50861883535592,0.4614441646775984,0.5868562479011599,0.0163903256241008,0.0013237606125822,0.0002941690250182,7.04120497452604e-05,536782756689788.3,174.92425394598402,68.49677180474272,0.0664479597135741,0.0013560808104811,0.0011074659952262,0.9075864139688472,0.0733009932127363,0.0162891096028303,0.0038989475373527,2.972343249288695e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.76886995695265,28.811659408709133,16.390325624100864,70.4120497452604,536782756689788.3,12.5421782221693,699.674335330351,1403.65956520287,0.00691070811334,0.0202764059913001,0.490198278355791,28.8111645916365,24.1757971588316,24.1741265555064,0.0069107081133387,0.5928408472203415,16.30716101237995,823866517524989.6,24.294735037787536
12,13,a35da8,FFT4000,38.022471282441735,-120.90161530867866,234.586666464,9022.08,-0.5693858033391752,34610D,228.07143,1.649781,-2.9492836,233.3530159378034,67188.704735873,0.3372555089227222,0.8700847666746997,52.205086000481984,54235.87579377931,1199.4608537331098,2023-05-05 07:13:00,3.196076173893403e-05,0.3064122174213943,0.220714218173769,0.4350423833373498,0.5885975946939063,0.0159340002220398,0.0014090738817163,0.0003131275292702,6.483605209460108e-05,492953666915049.0,164.91586667552258,64.57769138259621,0.0626461032005783,0.0012784919020526,0.0010441017200096,0.8318358519232882,0.0735608231760328,0.0163468495946739,0.0033847716755303,2.5734688575553084e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7707884111914237,27.117937896889657,15.934000222039828,64.83605209460109,492953666915049.0,11.801905173825,699.884197168401,1409.77756014342,0.00319607617389,0.0204668036453537,0.464461922394429,27.1183793028958,22.6934273882023,22.69270211215688,0.0031960761738934,0.5936061404127245,16.040651475162704,775743391707153.2,22.899042389484766
