trajectory,season,diurnal,engine,saf_level,water_injection,untrimmed_min_altitude,untrimmed_max_altitude,trimmed_min_altitude,trimmed_max_altitude,fuel_sum,fuel_kg_sum,energy_sum,ei_co2_conservative_sum,ei_co2_optimistic_sum,co2_conservative_sum,co2_optimistic_sum,ei_nox_sum,nox_sum,ei_nvpm_mass_sum,nvpm_mass_sum,ei_nvpm_num_sum,nvpm_num_sum,nox_impact_sum,co2_impact_cons_sum,co2_impact_opti_sum,h2o_impact_sum,contrail_atr20_cocip_sum,contrail_atr20_accf_sum,contrail_atr20_accf_cocip_pcfa_sum,climate_non_co2_cocip,climate_total_cons_cocip,climate_total_opti_cocip,climate_non_co2_accf,climate_total_cons_accf,climate_total_opti_accf,climate_non_co2_accf_cocip_pcfa,climate_total_cons_accf_cocip_pcfa,climate_total_opti_accf_cocip_pcfa,accf_sac_pcfa_sum,accf_sac_issr_sum,accf_sac_sac_sum,contrail_formed,contrail_atr20_cocip_sum_relative_change,contrail_atr20_accf_sum_relative_change,contrail_atr20_accf_cocip_pcfa_sum_relative_change,nox_impact_sum_relative_change,co2_impact_cons_sum_relative_change,co2_impact_opti_sum_relative_change,h2o_impact_sum_relative_change,climate_non_co2_cocip_relative_change,climate_non_co2_accf_relative_change,climate_non_co2_accf_cocip_pcfa_relative_change,climate_total_cons_cocip_relative_change,climate_total_opti_cocip_relative_change,climate_total_cons_accf_relative_change,climate_total_opti_accf_relative_change,climate_total_cons_accf_cocip_pcfa_relative_change,climate_total_opti_accf_cocip_pcfa_relative_change,engine_display,season_astro
bos_fll,2023-08-06,daytime,GTF1990,0,0,518.1600000000001,11459.633333333337,701.0400000000001,11459.633333333337,101.9053680258084,6114.322081548504,263105393.4911137,650.25,650.25,23387.281961923025,23387.281961923025,2.0550611351622807,86.77249007554116,0.007252245002184,0.289791541506242,6.87394912371178e+17,2.349997517851326e+19,2.1041796127864154e-10,4.573512916998281e-12,4.573512916998281e-12,1.5413203622013989e-12,0.0,5.346747564665459e-12,5.346747564665459e-12,2.119592816408429e-10,2.165327945578412e-10,2.165327945578412e-10,2.1730602920550837e-10,2.2187954212250666e-10,2.2187954212250666e-10,2.1730602920550837e-10,2.2187954212250666e-10,2.2187954212250666e-10,13.375575983805366,31.09311541456811,22.70935383604858,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CFM1990,summer
bos_fll,2023-08-06,daytime,GTF2000,0,0,518.1600000000001,11459.633333333337,701.0400000000001,11459.633333333337,101.9053680258084,6114.322081548504,263105393.4911137,650.25,650.25,23387.281961923025,23387.281961923025,2.0638165612145167,87.30482037057585,0.0021181220071181,0.1005053801108348,8.415970404590512e+16,3.357143703958623e+18,2.1373742023690612e-10,4.573512916998281e-12,4.573512916998281e-12,1.5413203622013989e-12,0.0,5.346747564665459e-12,5.346747564665459e-12,2.1527874059910756e-10,2.1985225351610582e-10,2.1985225351610582e-10,2.20625488163773e-10,2.2519900108077126e-10,2.2519900108077126e-10,2.20625488163773e-10,2.2519900108077126e-10,2.2519900108077126e-10,13.375575983805366,31.09311541456811,22.70935383604858,True,,0.0,0.0,0.00782604465939777,0.0,0.0,0.0,0.007769577578468284,0.0075798585546094106,0.0075798585546094106,0.007606720195651921,0.007606720195651921,0.007424778059087725,0.007424778059087725,0.007424778059087725,0.007424778059087725,CFM2008,summer
bos_fll,2023-08-06,daytime,GTF,0,0,518.1600000000001,11459.633333333337,701.0400000000001,11459.633333333337,85.80460940092692,5148.276564055616,221535488.8278772,650.25,650.25,19692.157857512728,19692.157857512728,2.089945720384375,69.05013103269482,0.0012796814824259,0.0482428142339871,9.510480387665542e+16,3.0375733109209795e+18,1.5914902348864206e-10,3.850910869913601e-12,3.850910869913601e-12,1.295732100747223e-12,0.0,1.4823676355362455e-11,1.4823676355362455e-11,1.6044475558938927e-10,1.6429566645930288e-10,1.6429566645930288e-10,1.752684319447517e-10,1.7911934281466534e-10,1.7911934281466534e-10,1.752684319447517e-10,1.7911934281466534e-10,1.7911934281466534e-10,14.86368614288182,31.09311541456811,29.743890254018247,True,,0.4698428168030234,0.4698428168030234,-0.13872705058403295,-0.0857746553784852,-0.0857746553784852,-0.0865645823126336,-0.13832966590425466,-0.10708184413623008,-0.10708184413623008,-0.13716708031489988,-0.13716708031489988,-0.10663421000420223,-0.10663421000420223,-0.10663421000420223,-0.10663421000420223,GTF,summer
bos_fll,2023-08-06,daytime,GTF2035,0,0,518.1600000000001,11459.633333333337,701.0400000000001,11459.633333333337,78.5985565126111,4715.913390756667,202930469.1176501,650.25,650.25,18038.368719644248,18038.368719644248,2.444313166430387,74.48160777551826,0.0012945910727002,0.0449093947337648,9.43039201837799e+16,2.786295738086479e+18,1.7026864772980002e-10,3.5275032162859858e-12,3.5275032162859858e-12,1.1874560495266857e-12,0.0,1.5060205204682333e-11,1.5060205204682333e-11,1.7145610377932674e-10,1.749836069956127e-10,1.749836069956127e-10,1.8651630898400907e-10,1.9004381220029507e-10,1.9004381220029507e-10,1.8651630898400907e-10,1.9004381220029507e-10,1.9004381220029507e-10,14.900342938259406,31.09311541456811,32.75764329363332,True,,0.47598765723645653,0.47598765723645653,-0.10546552623276334,-0.12912080207007662,-0.12912080207007662,-0.1296787494768094,-0.10563785231813362,-0.07624570834674678,-0.07624570834674678,-0.10612374704449198,-0.10612374704449198,-0.07728556681266409,-0.07728556681266409,-0.07728556681266409,-0.07728556681266409,GTF2035,summer
bos_fll,2023-08-06,daytime,GTF2035,20,0,518.1600000000001,11459.633333333337,701.0400000000001,11459.633333333337,78.20767250845964,4692.460350507578,202925447.85770023,637.5,528.0029999999999,17596.72631440342,14574.312602641488,2.444215181704906,74.10833315890642,0.0010840634948155,0.0382341377193716,8.001511165523405e+16,2.427433040470392e+18,1.6941375170896354e-10,3.4411375903722238e-12,2.850087797849891e-12,1.2073407518594697e-12,0.0,1.5060205204682333e-11,1.5060205204682333e-11,1.7062109246082303e-10,1.7406223005119524e-10,1.734711802586729e-10,1.8568129766550536e-10,1.891224352558776e-10,1.8853138546335526e-10,1.8568129766550536e-10,1.891224352558776e-10,1.8853138546335526e-10,14.900342938259406,31.09311541456811,34.39330964722174,True,,0.47598765723645653,0.47598765723645653,-0.10795362305889418,-0.14128817290095083,-0.23215487811747662,-0.12150628851022964,-0.10805099262366964,-0.0784757470800696,-0.0784757470800696,-0.10873298898048328,-0.11041327032481546,-0.07970060649239068,-0.08125552810036872,-0.07970060649239068,-0.08125552810036872,GTF2035 - 20,summer
bos_fll,2023-08-06,daytime,GTF2035,100,0,518.1600000000001,11459.633333333337,701.0400000000001,11459.633333333337,76.68524232481559,4601.114539488936,202913752.30600157,585.2249999999999,39.015,15839.33680219066,1055.9557868127108,2.443853731548292,72.6543316979486,0.0006278940835286,0.0236478905821627,5.075948631791893e+16,1.6758225751626893e+18,1.6608518872065415e-10,3.0974703079839512e-12,2.0649802053226347e-13,1.2831150461357994e-12,-1.23041841409438e-12,1.5060205204682333e-11,1.5060205204682333e-11,1.661378853526956e-10,1.6923535566067954e-10,1.6634438337322784e-10,1.824285089714723e-10,1.8552597927945624e-10,1.8263500699200452e-10,1.824285089714723e-10,1.8552597927945624e-10,1.8263500699200452e-10,14.900342938259406,31.09311541456811,41.17066168723098,True,1.0,0.47598765723645653,0.47598765723645653,-0.1177487427610375,-0.19241895930723385,-0.91359935228979,-0.09141838234410542,-0.12118947267576426,-0.08725170557715033,-0.08725170557715033,-0.12260586798150581,-0.131082274101093,-0.08923188551286841,-0.09701637485328786,-0.08923188551286841,-0.09701637485328786,GTF2035 - 100,summer
bos_fll,2023-08-06,daytime,GTF2035_wi,0,15,693.4200000000001,11459.633333333337,701.0400000000001,11459.633333333337,72.36917984485048,4342.150790691028,186847090.6742257,650.25,650.25,16608.726774393188,16608.726774393188,0.2000387582321574,5.849252682430691,0.0010509575885085,0.034028004680292,7.585185327591923e+16,2.0941184907114107e+18,1.4152224440498137e-11,3.2479287914368898e-12,3.2479287914368898e-12,1.0930890246602574e-12,-2.697978817162984e-13,1.5060205204682333e-11,1.5060205204682333e-11,1.4975515583442092e-11,1.8223444374878978e-11,1.8223444374878978e-11,3.030551866984072e-11,3.3553447461277614e-11,3.3553447461277614e-11,3.030551866984072e-11,3.3553447461277614e-11,3.3553447461277614e-11,14.900342938259406,31.09311541456811,37.98943923706869,True,1.0,0.47598765723645653,0.47598765723645653,-0.8739616802187827,-0.16948079075137665,-0.16948079075137665,-0.1701449060182384,-0.8680192216741319,-0.7552172430576872,-0.7552172430576872,-0.8447458141455256,-0.8447458141455256,-0.7372818012587071,-0.7372818012587071,-0.7372818012587071,-0.7372818012587071,GTF2035WI,summer
bos_fll,2023-08-06,daytime,GTF2035_wi,20,15,693.4200000000001,11459.633333333337,701.0400000000001,11459.633333333337,72.01138240087951,4320.682944052771,186847933.9155621,637.5,528.0029999999999,16202.56104019789,13419.609155933504,0.2000284009035,5.819982747762047,0.0008809152304591,0.029019283391079,6.447324676153038e+16,1.827512947577627e+18,1.4081412524126148e-11,3.168500825638699e-12,2.6242791238269958e-12,1.1114250914889156e-12,-9.262301482855123e-13,1.5060205204682333e-11,1.5060205204682333e-11,1.426660746732955e-11,1.7435108292968248e-11,1.6890886591156545e-11,3.0253042820297394e-11,3.342154364593609e-11,3.287732194412439e-11,3.0253042820297394e-11,3.342154364593609e-11,3.287732194412439e-11,14.900342938259406,31.09311541456811,38.9498275374687,True,1.0,0.47598765723645653,0.47598765723645653,-0.8745527679155375,-0.18147889400168202,-0.27080996257121537,-0.16205673639528548,-0.8738729017835106,-0.7555893017958656,-0.7555893017958656,-0.8509615371978111,-0.8552770095303669,-0.7381793849772397,-0.7418925526142023,-0.7381793849772397,-0.7418925526142023,GTF2035WI - 20,summer
bos_fll,2023-08-06,daytime,GTF2035_wi,100,15,693.4200000000001,11459.633333333337,701.0400000000001,11459.633333333337,67.90084923964687,4074.0509543788135,179669721.13906002,585.2249999999999,39.015,14024.920410449064,934.9946940299376,0.1917066227330359,5.597732005386559,0.000511149169695,0.0180520888393737,3.977960546486858e+16,1.251585803919727e+18,1.3010412557526256e-11,2.742651102487817e-12,1.828434068325211e-13,1.13988620540658e-12,-3.565114544344001e-12,1.614676994300767e-11,1.614676994300767e-11,1.0585184218588834e-11,1.3327835321076652e-11,1.0768027625421356e-11,3.0297068705940507e-11,3.303971980842832e-11,3.0479912112773024e-11,3.0297068705940507e-11,3.303971980842832e-11,3.0479912112773024e-11,15.067525649169914,31.09311541456811,45.67482709794652,True,1.0,0.5024781250666221,0.5024781250666221,-0.8835384035237499,-0.2502488749068624,-0.9231161862636659,-0.14972145810941964,-0.9048712878326539,-0.7552771434485382,-0.7552771434485382,-0.8840355103168622,-0.9052530692850767,-0.7407828693825441,-0.7584404974631462,-0.7407828693825441,-0.7584404974631462,GTF2035WI - 100,summer
bos_fll,2023-08-06,nighttime,GTF1990,0,0,701.0400000000001,11459.633333333337,701.0400000000001,11459.633333333337,99.98147035135484,5998.88822108129,258138159.041349,650.25,650.25,22945.74744563593,22945.74744563593,2.0199268613396244,84.21779498794696,0.0071907143739931,0.2851663928481955,6.873555910764092e+17,2.3767434917052064e+19,1.9644525827851812e-10,4.487168389368804e-12,4.487168389368804e-12,1.4588718118713246e-12,0.0,1.6627103752881567e-10,1.6627103752881567e-10,1.9790413009038947e-10,2.0239129847975827e-10,2.0239129847975827e-10,3.6417516761920506e-10,3.686623360085739e-10,3.686623360085739e-10,3.6417516761920506e-10,3.686623360085739e-10,3.686623360085739e-10,27.96754252935378,80.4916140343291,34.315961404037154,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CFM1990,summer
