trajectory,season,diurnal,engine,saf_level,water_injection,untrimmed_min_altitude,untrimmed_max_altitude,trimmed_min_altitude,trimmed_max_altitude,fuel_sum,fuel_kg_sum,energy_sum,ei_co2_conservative_sum,ei_co2_optimistic_sum,co2_conservative_sum,co2_optimistic_sum,ei_nox_sum,nox_sum,ei_nvpm_mass_sum,nvpm_mass_sum,ei_nvpm_num_sum,nvpm_num_sum,nox_impact_sum,co2_impact_cons_sum,co2_impact_opti_sum,h2o_impact_sum,contrail_atr20_cocip_sum,contrail_atr20_accf_sum,contrail_atr20_accf_cocip_pcfa_sum,climate_non_co2_cocip,climate_total_cons_cocip,climate_total_opti_cocip,climate_non_co2_accf,climate_total_cons_accf,climate_total_opti_accf,climate_non_co2_accf_cocip_pcfa,climate_total_cons_accf_cocip_pcfa,climate_total_opti_accf_cocip_pcfa,accf_sac_pcfa_sum,accf_sac_issr_sum,accf_sac_sac_sum,contrail_formed,contrail_atr20_cocip_sum_relative_change,contrail_atr20_accf_sum_relative_change,contrail_atr20_accf_cocip_pcfa_sum_relative_change,nox_impact_sum_relative_change,co2_impact_cons_sum_relative_change,co2_impact_opti_sum_relative_change,h2o_impact_sum_relative_change,climate_non_co2_cocip_relative_change,climate_non_co2_accf_relative_change,climate_non_co2_accf_cocip_pcfa_relative_change,climate_total_cons_cocip_relative_change,climate_total_opti_cocip_relative_change,climate_total_cons_accf_relative_change,climate_total_opti_accf_relative_change,climate_total_cons_accf_cocip_pcfa_relative_change,climate_total_opti_accf_cocip_pcfa_relative_change,engine_display,season_astro
bos_fll,2023-08-06,nighttime,GTF2000,0,0,701.0400000000001,11459.633333333337,701.0400000000001,11459.633333333337,99.98147035135484,5998.88822108129,258138159.041349,650.25,650.25,22945.74744563593,22945.74744563593,2.020503724952289,84.23061211461066,0.0020710172596271,0.09589515946647,8.343669383477408e+16,3.3343748477555666e+18,1.9646517036926835e-10,4.487168389368804e-12,4.487168389368804e-12,1.4588718118713246e-12,0.0,1.6627103752881567e-10,1.6627103752881567e-10,1.9792404218113962e-10,2.0241121057050842e-10,2.0241121057050842e-10,3.6419507970995527e-10,3.6868224809932414e-10,3.6868224809932414e-10,3.6419507970995527e-10,3.6868224809932414e-10,3.6868224809932414e-10,27.96754252935378,80.4916140343291,34.315961404037154,True,,0.0,0.0,5.067844805942949e-05,0.0,0.0,0.0,5.0304885162388677e-05,2.7337869473971844e-05,2.7337869473971844e-05,4.9189642615789404e-05,4.9189642615789404e-05,2.7005135969571414e-05,2.7005135969571414e-05,2.7005135969571414e-05,2.7005135969571414e-05,CFM2008,summer
bos_fll,2023-08-06,nighttime,GTF,0,0,701.0400000000001,11459.633333333337,701.0400000000001,11459.633333333337,84.90923991810035,5094.554395086021,219223770.17494655,650.25,650.25,19486.67056120403,19486.67056120403,2.0690458422078777,68.74748481259736,0.0012777012028099,0.0485706750995272,9.661977079736858e+16,3.043269926046896e+18,1.5780835377727776e-10,3.8107266875243444e-12,3.8107266875243444e-12,1.2370145297900317e-12,6.353079749199224e-12,2.1165222657497722e-10,2.1165222657497722e-10,1.6539844805626702e-10,1.6920917474379138e-10,1.6920917474379138e-10,3.7069759488204493e-10,3.7450832156956936e-10,3.7450832156956936e-10,3.7069759488204493e-10,3.7450832156956936e-10,3.7450832156956936e-10,34.86437653548204,80.4916140343291,45.44147183422078,True,1.0,0.12008043260786945,0.12008043260786945,-0.1090656613972787,-0.08151967403493962,-0.08151967403493962,-0.08229474612960577,-0.08947275353768804,0.008875587170546114,0.008875587170546114,-0.08929516006295554,-0.08929516006295554,0.007866276071833184,0.007866276071833184,0.007866276071833184,0.007866276071833184,GTF,summer
bos_fll,2023-08-06,nighttime,GTF2035,0,0,701.0400000000001,11459.633333333337,701.0400000000001,11459.633333333337,78.37850978051593,4702.710586830956,202362339.26192284,650.25,650.25,17987.867994628406,17987.867994628406,2.4241440089639608,74.66571288689242,0.0012871286300509,0.0453698304348559,9.01058891639866e+16,2.754763853995697e+18,1.7136405717783618e-10,3.517627518949555e-12,3.517627518949555e-12,1.142121925582358e-12,1.8525540577840688e-11,2.4772590768512204e-10,2.4772590768512204e-10,1.9103171968125923e-10,1.9454934720020879e-10,1.9454934720020879e-10,4.2023208678854056e-10,4.2374971430749006e-10,4.2374971430749006e-10,4.2023208678854056e-10,4.2374971430749006e-10,4.2374971430749006e-10,40.36912975213119,80.4916140343291,50.99262419401491,True,1.0,0.19675234587591853,0.19675234587591853,-0.06819077181218966,-0.12111999875121482,-0.12111999875121482,-0.12178033408071867,-0.01766977873900066,0.07146404989798368,0.07146404989798368,-0.0197559795523486,-0.0197559795523486,0.06951860244546237,0.06951860244546237,0.06951860244546237,0.06951860244546237,GTF2035,summer
bos_fll,2023-08-06,nighttime,GTF2035,20,0,701.0400000000001,11459.633333333337,701.0400000000001,11459.633333333337,77.88720935581051,4673.23256134863,202093942.1155215,637.5,528.0029999999999,17524.622105057366,14514.593012292711,2.4231128770917048,74.08971837030967,0.0010762697568273,0.0384742771023038,7.691214378274778e+16,2.4014250153779323e+18,1.6989399826300959e-10,3.4270372116556626e-12,2.838409300181686e-12,1.1596795958203714e-12,2.4742072832797932e-11,2.8712801541805343e-10,2.8712801541805343e-10,1.957957506916279e-10,1.9922278790328355e-10,1.9863415999180958e-10,4.581816932768834e-10,4.61608730488539e-10,4.610201025770651e-10,4.581816932768834e-10,4.61608730488539e-10,4.610201025770651e-10,46.41805459166531,80.4916140343291,57.04154903354903,True,1.0,0.26655763196620574,0.26655763196620574,-0.07247724490727277,-0.1339529488058677,-0.22506881491939904,-0.1142586756830934,-0.005355296005103282,0.11431354212238624,0.11431354212238624,-0.007889440843598116,-0.00936882786012714,0.11194704745295173,0.11131700789754408,0.11194704745295173,0.11131700789754408,GTF2035 - 20,summer
bos_fll,2023-08-06,nighttime,GTF2035,100,0,701.0400000000001,11459.633333333337,701.0400000000001,11459.633333333337,76.37000206484583,4582.200123890751,202079607.663706,585.2249999999999,39.015,15774.223926493907,1051.6149284329272,2.422764531614808,72.63565538651014,0.0006209665460583,0.0237895346497856,4.989450421218066e+16,1.6741632233540772e+18,1.6655515094268878e-10,3.084737123403253e-12,2.0564914156021691e-13,1.23244697028466e-12,2.7547730471743862e-11,3.5531835324740046e-10,3.5531835324740046e-10,1.953353283847173e-10,1.984200655081205e-10,1.9554097752627748e-10,5.231059511603738e-10,5.261906882837771e-10,5.233116003019342e-10,5.231059511603738e-10,5.261906882837771e-10,5.233116003019342e-10,55.55539641338579,80.4916140343291,66.17889085526951,True,1.0,0.3624447104594082,0.3624447104594082,-0.08234180066065644,-0.18521510385991655,-0.9123557904372619,-0.08413155776562381,-0.006532410851223834,0.17912111525575117,0.17912111525575117,-0.009907984973594342,-0.01721479097457499,0.17603824091646395,0.17337868069670234,0.17603824091646395,0.17337868069670234,GTF2035 - 100,summer
bos_fll,2023-08-06,nighttime,GTF2035_wi,0,15,701.0400000000001,11459.633333333337,701.0400000000001,11459.633333333337,69.72692114969867,4183.61526898192,180025148.639561,646.425,646.425,16002.328403855843,16002.328403855843,0.1912061774750331,5.788824415997238,0.0010366149534312,0.0341627189264449,6.748229532134821e+16,2.0045927867808333e+18,1.3732468557771576e-11,3.129344221198477e-12,3.129344221198477e-12,1.0170240239992637e-12,3.1192181872341414e-11,3.1903605001457704e-10,3.1903605001457704e-10,4.5941674454112245e-11,4.907101867531073e-11,4.907101867531073e-11,3.3378554259634787e-10,3.369148868175464e-10,3.369148868175464e-10,3.3378554259634787e-10,3.369148868175464e-10,3.369148868175464e-10,50.93540665383767,80.4916140343291,61.55890109572138,True,1.0,0.31478009781199046,0.31478009781199046,-0.8693251776534059,-0.17827373728580959,-0.17827373728580959,-0.17845976453072226,-0.6231907738586668,-0.04354059559236778,-0.04354059559236778,-0.6097147339571347,-0.6097147339571347,-0.04499500290537468,-0.04499500290537468,-0.04499500290537468,-0.04499500290537468,GTF2035WI,summer
bos_fll,2023-08-06,nighttime,GTF2035_wi,20,15,701.0400000000001,11459.633333333337,701.0400000000001,11459.633333333337,69.38647282525284,4163.188369515171,180037081.03968358,633.75,524.8970999999999,15611.956385681891,12930.44675687717,0.191337449234428,5.768066359783058,0.0008694624025503,0.0291625723664569,5.836774876628213e+16,1.76495748936056e+18,1.3697905426241695e-11,3.053004804311125e-12,2.5286206991226467e-12,1.0341538135119993e-12,2.9485176397677316e-11,3.4147379438381327e-10,3.4147379438381327e-10,4.421723563743102e-11,4.7270240441742137e-11,4.6745856336553657e-11,3.56205853623567e-10,3.592588584278781e-10,3.5873447432268967e-10,3.56205853623567e-10,3.592588584278781e-10,3.5873447432268967e-10,53.79564926248442,80.4916140343291,64.41914370436814,True,1.0,0.3450606403910103,0.3450606403910103,-0.869632633441395,-0.19020300306361335,-0.2791628518962916,-0.17036246801274707,-0.6347514767685757,-0.011062637355284169,-0.011062637355284169,-0.6213254100255704,-0.6247379771915655,-0.012918263202894983,-0.01364848119331589,-0.012918263202894983,-0.01364848119331589,GTF2035WI - 20,summer
bos_fll,2023-08-06,nighttime,GTF2035_wi,100,15,701.0400000000001,11459.633333333337,701.0400000000001,11459.633333333337,68.03809079410942,4082.285447646565,180032870.5266612,581.7825,38.7855,14053.2676535233,936.8845102348868,0.1912968464008799,5.654854565815117,0.0005059290241396,0.0181845225200089,3.950385368871612e+16,1.2564158370921564e+18,1.3428640185534766e-11,2.748194563355668e-12,1.8321297089037785e-13,1.0990969515719769e-12,2.443753814663988e-11,4.746326841197221e-10,4.746326841197221e-10,3.896527528374662e-11,4.1713469847102285e-11,3.9148488254636993e-11,4.891604212568288e-10,4.919086158201845e-10,4.893436342277191e-10,4.891604212568288e-10,4.919086158201845e-10,4.893436342277191e-10,70.91143056855968,80.4916140343291,81.53492501044339,True,1.0,0.4811356779107727,0.4811356779107727,-0.8720313456431571,-0.24034368937336123,-0.9215426078695164,-0.14064865272828903,-0.6709978207426086,0.14646670696372494,0.14646670696372494,-0.6582330600666741,-0.6758423215990839,0.1432145479111348,0.1406532150189,0.1432145479111348,0.1406532150189,GTF2035WI - 100,summer
dus_tos,2023-08-06,nighttime,GTF1990,0,0,990.6,11041.38,990.6,11041.38,98.67212813135274,5920.327687881166,254757620.73721445,657.9,657.9,22645.253406145457,22645.253406145457,1.8996734913232207,72.35747861384719,0.0085204599862784,0.3157754408576926,9.54653330835339e+17,3.2199955921983783e+19,1.4066807124702583e-10,4.428405110535112e-12,4.428405110535112e-12,4.8927981832728426e-12,1.4301555189312477e-12,9.934005067362723e-11,9.934005067362723e-11,1.4699102494922992e-10,1.5141943005976504e-10,1.5141943005976504e-10,2.449009201039259e-10,2.49329325214461e-10,2.49329325214461e-10,2.449009201039259e-10,2.49329325214461e-10,2.49329325214461e-10,14.865969792653283,19.17277499833626,17.638334995103172,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CFM1990,summer
dus_tos,2023-08-06,nighttime,GTF2000,0,0,990.6,11041.38,990.6,11041.38,98.67212813135274,5920.327687881166,254757620.73721445,657.9,657.9,22645.253406145457,22645.253406145457,1.901979938481709,72.55846274102637,0.0019026946463678,0.0825704030301594,9.355398933732154e+16,3.566263561778672e+18,1.415659376634107e-10,4.428405110535112e-12,4.428405110535112e-12,4.8927981832728426e-12,8.801818947074278e-13,9.934005067362723e-11,9.934005067362723e-11,1.4733891774139097e-10,1.5176732285192608e-10,1.5176732285192608e-10,2.457987865203108e-10,2.502271916308459e-10,2.502271916308459e-10,2.457987865203108e-10,2.502271916308459e-10,2.502271916308459e-10,14.865969792653283,19.17277499833626,17.638334995103172,True,-0.23804904901645368,0.0,0.0,0.003181283573340727,0.0,0.0,0.0,0.0011819823324150376,0.0018297675834407156,0.0018297675834407156,0.001147453801394729,0.001147453801394729,0.0017973270012668692,0.0017973270012668692,0.0017973270012668692,0.0017973270012668692,CFM2008,summer
dus_tos,2023-08-06,nighttime,GTF,0,0,990.6,11041.38,990.6,11041.38,80.91857440239485,4855.114464143692,208920430.5065672,657.9,657.9,18570.812825349625,18570.812825349625,2.010138735145224,59.87491175169543,0.0011555177115161,0.0393019785063835,9.682372657929702e+16,2.869624698893447e+18,1.0477395193888951e-10,3.6316256191794817e-12,3.6316256191794817e-12,4.045767052517386e-12,3.157949054839992e-12,9.934005067362723e-11,9.934005067362723e-11,1.1197766804624689e-10,1.1560929366542639e-10,1.1560929366542639e-10,2.081597696650341e-10,2.1179139528421358e-10,2.1179139528421358e-10,2.081597696650341e-10,2.1179139528421358e-10,2.1179139528421358e-10,14.865969792653283,19.17277499833626,19.38361684681759,True,0.37658111495234875,0.0,0.0,-0.14624276170078482,-0.09885563939826866,-0.09885563939826866,-0.09476141958039572,-0.1352030490557968,-0.08109542776184815,-0.08109542776184815,-0.13410593397881837,-0.13410593397881837,-0.08140586241635896,-0.08140586241635896,-0.08140586241635896,-0.08140586241635896,GTF,summer
dus_tos,2023-08-06,nighttime,GTF2035,0,0,990.6,11041.38,990.6,11041.38,74.28300280409007,4456.9801682454045,191788313.619768,657.9,657.9,17047.94914353867,17047.94914353867,2.3497493463145647,64.29155050190028,0.0011748737621759,0.0366807432285201,9.545841226802464e+16,2.626771474738696e+18,1.1240869267187792e-10,3.333821165847562e-12,3.333821165847562e-12,3.718280060184945e-12,3.354208195606617e-12,9.934005067362723e-11,9.934005067362723e-11,1.1948118092766948e-10,1.2281500209351703e-10,1.2281500209351703e-10,2.1546702340569006e-10,2.1880084457153766e-10,2.1880084457153766e-10,2.1546702340569006e-10,2.1880084457153766e-10,2.1880084457153766e-10,14.865969792653283,19.17277499833626,20.852354179313437,True,0.40215434935034394,0.0,0.0,-0.11166326824142331,-0.14101417630891896,-0.14101417630891896,-0.13639617361277961,-0.10323719853270176,-0.0639355913312436,-0.0639355913312436,-0.10430647873662961,-0.10430647873662961,-0.06521365768174939,-0.06521365768174939,-0.06521365768174939,-0.06521365768174939,GTF2035,summer
dus_tos,2023-08-06,nighttime,GTF2035,20,0,990.6,11041.38,990.6,11041.38,73.91423145257754,4434.8538871546525,191785256.3500029,645.0,534.2148,16630.702076829944,13774.212688113636,2.349669643035487,63.97003981812468,0.0009490367596663,0.029967479525646,7.870256984438778e+16,2.2120569332494976e+18,1.1184549384479824e-10,3.252226183913412e-12,2.693623814564444e-12,3.780580164777806e-12,3.2312632502818565e-12,9.934005067362723e-11,9.934005067362723e-11,1.1885733725985788e-10,1.221095634437713e-10,1.215509610744223e-10,2.1496612468320328e-10,2.1821835086711667e-10,2.1765974849776768e-10,2.1496612468320328e-10,2.1821835086711667e-10,2.1765974849776768e-10,14.865969792653283,19.17277499833626,21.29412187186161,True,0.38638616707133017,0.0,0.0,-0.11414268929174773,-0.15313571001277318,-0.24357964762778864,-0.1282335410566989,-0.10582607113165174,-0.06509445666970838,-0.06509445666970838,-0.10715451492207097,-0.1094201787279556,-0.06654075282349618,-0.0678165261232835,-0.06654075282349618,-0.0678165261232835,GTF2035 - 20,summer
