trajectory,season,diurnal,engine,saf_level,water_injection,untrimmed_min_altitude,untrimmed_max_altitude,trimmed_min_altitude,trimmed_max_altitude,fuel_sum,fuel_kg_sum,energy_sum,ei_co2_conservative_sum,ei_co2_optimistic_sum,co2_conservative_sum,co2_optimistic_sum,ei_nox_sum,nox_sum,ei_nvpm_mass_sum,nvpm_mass_sum,ei_nvpm_num_sum,nvpm_num_sum,nox_impact_sum,co2_impact_cons_sum,co2_impact_opti_sum,h2o_impact_sum,contrail_atr20_cocip_sum,contrail_atr20_accf_sum,contrail_atr20_accf_cocip_pcfa_sum,climate_non_co2_cocip,climate_total_cons_cocip,climate_total_opti_cocip,climate_non_co2_accf,climate_total_cons_accf,climate_total_opti_accf,climate_non_co2_accf_cocip_pcfa,climate_total_cons_accf_cocip_pcfa,climate_total_opti_accf_cocip_pcfa,accf_sac_pcfa_sum,accf_sac_issr_sum,accf_sac_sac_sum,contrail_formed,contrail_atr20_cocip_sum_relative_change,contrail_atr20_accf_sum_relative_change,contrail_atr20_accf_cocip_pcfa_sum_relative_change,nox_impact_sum_relative_change,co2_impact_cons_sum_relative_change,co2_impact_opti_sum_relative_change,h2o_impact_sum_relative_change,climate_non_co2_cocip_relative_change,climate_non_co2_accf_relative_change,climate_non_co2_accf_cocip_pcfa_relative_change,climate_total_cons_cocip_relative_change,climate_total_opti_cocip_relative_change,climate_total_cons_accf_relative_change,climate_total_opti_accf_relative_change,climate_total_cons_accf_cocip_pcfa_relative_change,climate_total_opti_accf_cocip_pcfa_relative_change,engine_display
cts_tpe,2023-02-06,daytime,GTF2035_wi,20,15,2251.71,9806.94,2251.71,9806.94,115.68060200984964,6940.836120590979,300156458.0349568,982.5,813.7457999999999,26028.135452216167,21557.542906943523,0.2833469363247091,7.729794570303122,0.0012954509794854,0.037733683010336,1.0140473091296544e+17,2.82286533553322e+18,8.529085804352344e-12,5.089946488433384e-12,4.215697279580066e-12,2.167679002212615e-12,-2.3260920473328525e-11,-1.0758561766965098e-11,-1.0758561766965098e-11,-1.2564155666763566e-11,-7.474209178330183e-12,-8.3484583871835e-12,-6.179696040013969e-14,5.028149528033245e-12,4.153900319179927e-12,-6.179696040013969e-14,5.028149528033245e-12,4.153900319179927e-12,45.630462129334944,73.36109194288612,126.89228609793008,True,-0.34720759993083844,0.14227640698672875,0.14227640698672875,-0.8763359973061636,-0.17753739004713243,-0.2670317568198829,-0.15902308747795832,-0.7408309446766477,-0.9991205679449222,-0.9991205679449222,-0.8492413937940109,-0.8330790879511316,-0.9341831121483012,-0.9453138534845344,-0.9341831121483012,-0.9453138534845344,GTF2035WI - 20
cts_tpe,2023-02-06,daytime,GTF2035_wi,100,15,2251.71,9806.94,2251.71,9806.94,113.43399384594946,6806.039630756969,300153153.75601304,901.935,60.12899999999999,23429.791428880864,1561.9860952587244,0.2832795815246172,7.577871799672159,0.0006281504040186,0.018246320353946,6.026180278391654e+16,1.7100035354573425e+18,8.361410993841635e-12,4.581825879425591e-12,3.054550586283728e-13,2.303839438062032e-12,-1.6829551124292024e-11,-1.668481339373397e-11,-1.668481339373397e-11,-6.1643006923883574e-12,-1.5824748129627665e-12,-5.858845633759985e-12,-6.019562961830302e-12,-1.437737082404711e-12,-5.714107903201929e-12,-6.019562961830302e-12,-1.437737082404711e-12,-5.714107903201929e-12,48.06446132482719,73.36109194288612,131.5402873142561,True,-0.48084609403454087,0.34754325238733025,0.34754325238733025,-0.87861958392673,-0.22794773190081102,-0.9195412978258473,-0.12919810612468316,-0.863858657260352,-0.9178194814442631,-0.9178194814442631,-0.9660642254064513,-0.8798669697198397,-0.9807276000843123,-0.9255384282765935,-0.9807276000843123,-0.9255384282765935,GTF2035WI - 100
dus_tos,2023-02-06,daytime,GTF1990,0,0,480.06,11041.38,990.6,11041.38,117.3209262810592,7039.255576863551,302906206.7280154,657.9,657.9,26925.152581503084,26925.152581503084,2.021304961769596,91.44879405764588,0.0105604622939612,0.4555030995216891,1.2082736354040532e+18,4.785379168416585e+19,1.516418106395543e-10,5.265363171493936e-12,5.265363171493936e-12,1.5720045884912449e-12,-7.1317570897338536e-12,-1.7857581517141758e-11,-1.7857581517141758e-11,1.460820581383117e-10,1.5134742130980564e-10,1.5134742130980564e-10,1.3535623371090378e-10,1.406215968823977e-10,1.406215968823977e-10,1.3535623371090378e-10,1.406215968823977e-10,1.406215968823977e-10,60.45306979438983,63.53301127681615,146.04966353412877,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CFM1990
dus_tos,2023-02-06,daytime,GTF2000,0,0,480.06,11041.38,990.6,11041.38,117.3209262810592,7039.255576863551,302906206.7280154,657.9,657.9,26925.152581503084,26925.152581503084,2.022503385849754,91.564381178812,0.0022540877008624,0.1134498622617627,1.1339828137945422e+17,5.046153593198756e+18,1.5224561854172237e-10,5.265363171493936e-12,5.265363171493936e-12,1.5720045884912449e-12,6.23183811541251e-13,-1.7857581517141758e-11,-1.7857581517141758e-11,1.544408069417549e-10,1.5970617011324884e-10,1.5970617011324884e-10,1.359600416130719e-10,1.4122540478456584e-10,1.4122540478456584e-10,1.359600416130719e-10,1.4122540478456584e-10,1.4122540478456584e-10,60.45306979438983,63.53301127681615,146.04966353412877,True,-0.8392808354119671,0.0,0.0,0.001986945968100245,0.0,0.0,0.0,0.027814019413185846,0.0022254761585795476,0.0022254761585795476,0.02687237515954196,0.02687237515954196,0.002142325086294906,0.002142325086294906,0.002142325086294906,0.002142325086294906,CFM2008
dus_tos,2023-02-06,daytime,GTF,0,0,480.06,11041.38,990.6,11041.38,98.01920523793348,5881.152314276009,253071865.2356109,657.9,657.9,22495.407602105734,22495.407602105734,2.1340788814686062,77.23150609921561,0.0014552093421445,0.0582357290301007,1.1788087926114394e+17,4.259303736971135e+18,1.168380622826548e-10,4.399101931078454e-12,4.399101931078454e-12,1.3125907603744413e-12,9.144044149611472e-13,-1.7857581517141758e-11,-1.7857581517141758e-11,1.1906505745799038e-10,1.2346415938906883e-10,1.2346415938906883e-10,1.0029307152588747e-10,1.0469217345696594e-10,1.0469217345696594e-10,1.0029307152588747e-10,1.0469217345696594e-10,1.0469217345696594e-10,60.45306979438983,63.53301127681615,148.34379821710084,True,-0.7727104000018928,0.0,0.0,-0.129632616322728,-0.08963364565152283,-0.08963364565152283,-0.08993075171490285,-0.10189437897358032,-0.14879382797154114,-0.14879382797154114,-0.10146319834785263,-0.10146319834785263,-0.14646313321803134,-0.14646313321803134,-0.14646313321803134,-0.14646313321803134,GTF
dus_tos,2023-02-06,daytime,GTF2035,0,0,480.06,11041.38,990.6,11041.38,90.6014865767525,5436.089194605151,233920354.13305423,657.9,657.9,20793.0411693647,20793.0411693647,2.496090900527417,83.58018632384373,0.0015068959823631,0.0557107448989776,1.176700510278433e+17,3.987857861411128e+18,1.2614661291969022e-10,4.066194717564653e-12,4.066194717564653e-12,1.2131509510718416e-12,8.618970548998203e-13,-1.7857581517141758e-11,-1.7857581517141758e-11,1.282216609256619e-10,1.3228785564322655e-10,1.3228785564322655e-10,1.0950218235362031e-10,1.1356837707118497e-10,1.1356837707118497e-10,1.0950218235362031e-10,1.1356837707118497e-10,1.1356837707118497e-10,60.45306979438983,63.53301127681615,149.32880479302187,True,-0.7843546795232735,0.0,0.0,-0.09177919437102335,-0.12850677970238272,-0.12850677970238272,-0.12884509763346913,-0.0651117574110775,-0.10558775872531381,-0.10558775872531381,-0.06719744409555659,-0.06719744409555659,-0.10642913798068561,-0.10642913798068561,-0.10642913798068561,-0.10642913798068561,GTF2035
dus_tos,2023-02-06,daytime,GTF2035,20,0,480.06,11041.38,990.6,11041.38,90.1523050758774,5409.138304552644,233918185.98037907,645.0,534.2148,20284.268642072417,16800.24266011006,2.4960227397915964,83.16352054584449,0.001216365274102,0.045311485822999,9.767750025467722e+16,3.3612305525982264e+18,1.2551699874974444e-10,3.9667014233386046e-12,3.2853807868659664e-12,1.2334842657998292e-12,1.07413116244934e-12,-1.7857581517141758e-11,-1.7857581517141758e-11,1.2782461417799362e-10,1.317913156013322e-10,1.311099949648596e-10,1.0889290149840252e-10,1.1285960292174111e-10,1.1217828228526847e-10,1.0889290149840252e-10,1.1285960292174111e-10,1.1217828228526847e-10,60.45306979438983,63.53301127681615,149.32880479302187,True,-0.7382047794366282,0.0,0.0,-0.09425935963346846,-0.14066861586759596,-0.23155673872004764,-0.12066357781947318,-0.0666557108883953,-0.10834565366965922,-0.10834565366965922,-0.0690689868924967,-0.07164770750882646,-0.10952289156792643,-0.11251316531787019,-0.10952289156792643,-0.11251316531787019,GTF2035 - 20
dus_tos,2023-02-06,daytime,GTF2035,100,0,480.06,11041.38,990.6,11041.38,88.399575274025,5303.974516441502,233910580.14958665,592.1099999999999,39.474,18258.932272849863,1217.2621515233243,2.495762495073748,81.53746459677004,0.0005926833780281,0.0230242033390853,5.716665300445423e+16,2.0790649649026056e+18,1.230588039024736e-10,3.5706356444684176e-12,2.380423762978945e-13,1.310931566608085e-12,1.0331771293273136e-12,-1.7857581517141758e-11,-1.7857581517141758e-11,1.25402912598409e-10,1.2897354824287742e-10,1.256409549747069e-10,1.0651215395193992e-10,1.1008278959640832e-10,1.0675019632823782e-10,1.0651215395193992e-10,1.1008278959640832e-10,1.0675019632823782e-10,60.45306979438983,63.53301127681615,149.32880479302187,True,-0.7469233427710059,0.0,0.0,-0.1040514845033506,-0.191798070860305,-0.9134927003904315,-0.09055803106196948,-0.07617049843969745,-0.11925526951943603,-0.11925526951943603,-0.07981519578300157,-0.09280702201269986,-0.12181201818968199,-0.13692507183031413,-0.12181201818968199,-0.13692507183031413,GTF2035 - 100
dus_tos,2023-02-06,daytime,GTF2035_wi,0,15,480.06,11041.38,990.6,11041.38,82.76313673955227,4965.788204373137,213682832.22238043,654.075,654.075,18994.13988172725,18994.13988172725,0.190468622608272,5.847312196229934,0.0012000492707155,0.040744905300444,9.31244626456698e+16,2.9072866249591926e+18,8.927570866128067e-12,3.714409576871106e-12,3.714409576871106e-12,1.108368551668088e-12,1.3016885920336873e-12,-1.7857581517141758e-11,-1.7857581517141758e-11,1.1337628009829842e-11,1.5052037586700948e-11,1.5052037586700948e-11,-7.821642099345603e-12,-4.107232522474497e-12,-4.107232522474497e-12,-7.821642099345603e-12,-4.107232522474497e-12,-4.107232522474497e-12,60.45306979438983,63.53301127681615,149.32880479302187,True,-0.6913032605764361,0.0,0.0,-0.8888010804748334,-0.17271635241606909,-0.17271635241606909,-0.17297443772906793,-0.8559566686067404,-0.8907423084036887,-0.8907423084036887,-0.8190854983962095,-0.8190854983962095,-0.9432423721056334,-0.9432423721056334,-0.9432423721056334,-0.9432423721056334,GTF2035WI
dus_tos,2023-02-06,daytime,GTF2035_wi,20,15,480.06,11041.38,990.6,11041.38,82.3534148509354,4941.204891056125,213682405.5137221,641.25,531.1089,18529.518341460465,15346.888271131216,0.190459539897847,5.8180555645457765,0.0009693013897812,0.0331688823012104,7.741221062161552e+16,2.4532652616136945e+18,8.882758664898538e-12,3.6235502534411578e-12,3.0011692619101045e-12,1.1269537603674869e-12,9.306719475430973e-13,-1.7857581517141758e-11,-1.7857581517141758e-11,1.0940384372809124e-11,1.4563934626250282e-11,1.3941553634719229e-11,-7.847869091875733e-12,-4.2243188384345736e-12,-4.846699829965629e-12,-7.847869091875733e-12,-4.2243188384345736e-12,-4.846699829965629e-12,60.45306979438983,63.53301127681615,149.32880479302187,True,-0.769133608930981,0.0,0.0,-0.8893283600960625,-0.18470344344306255,-0.27389887208746716,-0.16489725686650555,-0.8606519654407454,-0.890396030025986,-0.890396030025986,-0.8244371574919395,-0.8313069139741672,-0.941671550524403,-0.9333641770818409,-0.941671550524403,-0.9333641770818409,GTF2035WI - 20
dus_tos,2023-02-06,daytime,GTF2035_wi,100,15,480.06,11041.38,990.6,11041.38,80.7555326927326,4845.331961563956,213683984.836932,588.6675,39.2445,16680.055277683918,1112.0036851789278,0.1904247835157232,5.704073697172971,0.0004738232173919,0.0169284428439225,4.554299316002795e+16,1.5237465588918449e+18,8.708580509988181e-12,3.261877476524854e-12,2.1745849843499037e-13,1.1977603016074093e-12,1.1002019318473528e-12,-2.1398769867160693e-11,-2.1398769867160693e-11,1.1006542743442945e-11,1.4268420219967798e-11,1.1224001241877935e-11,-1.1492429055565102e-11,-8.230551579040247e-12,-1.1274970557130111e-11,-1.1492429055565102e-11,-8.230551579040247e-12,-1.1274970557130111e-11,61.51980917235294,63.53301127681615,150.39554417098498,True,-0.7326998521340976,0.09020676209442534,0.09020676209442534,-0.8913806140720097,-0.23495123190109218,-0.9206764284792763,-0.13511770916790905,-0.8598683458677194,-0.8434792821526562,-0.8434792821526562,-0.8276925674721435,-0.8619191360239259,-0.8894130630412435,-0.8515441033699613,-0.8894130630412435,-0.8515441033699613,GTF2035WI - 100
dus_tos,2023-05-05,daytime,GTF1990,0,0,990.6,11041.38,990.6,11041.38,100.1229404605406,6007.376427632437,258503415.05745143,657.9,657.9,22978.214835694074,22978.214835694074,1.786012918195818,69.01725382504887,0.0096697523580958,0.359600832445704,1.20304968997175e+18,4.246741270232984e+19,1.1176201095954732e-10,4.493517567869063e-12,4.493517567869063e-12,3.0698078884808014e-12,-6.54892567963756e-11,3.5740183833618766e-11,3.5740183833618766e-11,4.9342562051652505e-11,5.383607961952157e-11,5.383607961952157e-11,1.5057200268164688e-10,1.5506552024951594e-10,1.5506552024951594e-10,1.5057200268164688e-10,1.5506552024951594e-10,1.5506552024951594e-10,47.20677929826682,47.20677929826682,154.87404005560282,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CFM1990
dus_tos,2023-05-05,daytime,GTF2000,0,0,990.6,11041.38,990.6,11041.38,100.1229404605406,6007.376427632437,258503415.05745143,657.9,657.9,22978.214835694074,22978.214835694074,1.7884126632181645,69.20278884065301,0.0016899870700055,0.0715261836114437,9.912107268544112e+16,3.774982893784973e+18,1.1287375507963903e-10,4.493517567869063e-12,4.493517567869063e-12,3.0698078884808014e-12,-1.2846814317033632e-11,3.5740183833618766e-11,3.5740183833618766e-11,1.0309674865108619e-10,1.0759026621895525e-10,1.0759026621895525e-10,1.5168374680173862e-10,1.5617726436960766e-10,1.5617726436960766e-10,1.5168374680173862e-10,1.5617726436960766e-10,1.5617726436960766e-10,47.20677929826682,47.20677929826682,154.87404005560282,True,-0.6720076936604351,0.0,0.0,0.004949096662985453,0.0,0.0,0.0,0.3526268017851116,0.003678157063982846,0.003678157063982846,0.33299512740764203,0.33299512740764203,0.0035719514637172715,0.0035719514637172715,0.0035719514637172715,0.0035719514637172715,CFM2008
dus_tos,2023-05-05,daytime,GTF,0,0,990.6,11041.38,990.6,11041.38,84.92081426882595,5095.248856129558,219253653.52811095,657.9,657.9,19489.32687469556,19489.32687469556,2.0104437141695684,62.24462460675269,0.0011466954537582,0.0398070156110573,1.057715342454778e+17,3.1399047899411333e+18,9.674689571342932e-11,3.811246144384909e-12,3.811246144384909e-12,2.6006205169938616e-12,-8.749871192886654e-12,3.5740183833618766e-11,3.5740183833618766e-11,9.059764503753652e-11,9.440889118192143e-11,9.440889118192143e-11,1.3508770006404196e-10,1.3889894620842688e-10,1.3889894620842688e-10,1.3508770006404196e-10,1.3889894620842688e-10,1.3889894620842688e-10,47.20677929826682,47.20677929826682,154.87404005560282,True,-0.7642787185174855,0.0,0.0,-0.07201186503590255,-0.08215422462621526,-0.08215422462621526,-0.0827428437389229,0.2948050731380627,-0.05420541458516449,-0.05420541458516449,0.2736876087131647,0.2736876087131647,-0.05499499390482285,-0.05499499390482285,-0.05499499390482285,-0.05499499390482285,GTF
dus_tos,2023-05-05,daytime,GTF2035,0,0,990.6,11041.38,990.6,11041.38,78.09457405211612,4685.674443126967,201629256.96219653,657.9,657.9,17922.70474496065,17922.70474496065,2.350608170945571,66.93766883199758,0.0011757863970682,0.0375239247320603,1.0335025556996435e+17,2.8794820030008566e+18,1.0383768729256979e-10,3.504884483458972e-12,3.504884483458972e-12,2.3924570917805317e-12,-8.094658176892413e-12,3.5740183833618766e-11,3.5740183833618766e-11,9.813548620745792e-11,1.0164037069091688e-10,1.0164037069091688e-10,1.4197032821796908e-10,1.4547521270142804e-10,1.4547521270142804e-10,1.4197032821796908e-10,1.4547521270142804e-10,1.4547521270142804e-10,47.20677929826682,47.20677929826682,154.87404005560282,True,-0.7799883798019421,0.0,0.0,-0.03675479943256233,-0.12360382462218696,-0.12360382462218696,-0.12400548108668703,0.3308487244832469,-0.029403178805700456,-0.029403178805700456,0.30746965843344704,0.30746965843344704,-0.03191017554899384,-0.03191017554899384,-0.03191017554899384,-0.03191017554899384,GTF2035
dus_tos,2023-05-05,daytime,GTF2035,20,0,990.6,11041.38,990.6,11041.38,77.70722770995133,4662.433662597079,201626943.7390107,645.0,534.2148,17484.12623473905,14481.052712660268,2.350527947506781,66.6032400910216,0.0009343501707936,0.0301241610105458,8.364503964196128e+16,2.382265150368637e+18,1.0331780345579352e-10,3.4191180192378584e-12,2.8318503082535638e-12,2.4325546675355064e-12,-6.40452681359963e-12,3.5740183833618766e-11,3.5740183833618766e-11,9.93458313097294e-11,1.0276494932896726e-10,1.0217768161798295e-10,1.414905419569478e-10,1.4490965997618566e-10,1.4432239226520135e-10,1.414905419569478e-10,1.4490965997618566e-10,1.4432239226520135e-10,47.20677929826682,47.20677929826682,154.9783962145635,True,-0.8218336414635159,0.0,0.0,-0.03926080895461059,-0.13578276628609845,-0.22683738041768245,-0.1158144732299618,0.3362957129851131,-0.031094232695728606,-0.031094232695728606,0.31244283666577943,0.3098547308584496,-0.03385566854460762,-0.03588363970367869,-0.03385566854460762,-0.03588363970367869,GTF2035 - 20
dus_tos,2023-05-05,daytime,GTF2035,100,0,990.6,11041.38,990.6,11041.38,76.19492456699152,4571.695474019491,201616342.09973356,592.1099999999999,39.474,15738.061669312096,1049.2041112874729,2.350216082430945,65.29778859959407,0.0004192277172187,0.0143435889653643,4.418725600030781e+16,1.3754526860817329e+18,1.0128810476498583e-10,3.077665393109921e-12,2.051776928739947e-13,2.585256358147415e-12,-3.4147789632971427e-12,3.5740183833618766e-11,3.5740183833618766e-11,1.0045858215983611e-10,1.0353624755294604e-10,1.0066375985271009e-10,1.3961354495675202e-10,1.4269121034986195e-10,1.3981872264962602e-10,1.3961354495675202e-10,1.4269121034986195e-10,1.3981872264962602e-10,47.20677929826682,47.20677929826682,156.2068181366664,True,-0.9008830491378648,0.0,0.0,-0.049161701503621355,-0.18700541012630167,-0.9126660992091886,-0.08568453145732094,0.34122583226746406,-0.03776362335780494,-0.03776362335780494,0.31581262618654055,0.30309209636172396,-0.04155845570558481,-0.05170434828932083,-0.04155845570558481,-0.05170434828932083,GTF2035 - 100
dus_tos,2023-05-05,daytime,GTF2035_wi,0,15,990.6,11041.38,990.6,11041.38,71.44232657258362,4286.539594355018,184454085.2846908,654.075,654.075,16396.01394840794,16396.01394840794,0.1849095197540934,4.88533210089231,0.0009417734751532,0.0278762026493465,8.044993512322038e+16,2.1207567316646303e+18,7.892766814346287e-12,3.206331616577553e-12,3.206331616577553e-12,2.188346737786251e-12,-5.704519501330358e-12,3.5740183833618766e-11,3.5740183833618766e-11,4.376594050802181e-12,7.582925667379734e-12,7.582925667379734e-12,4.5821297385751306e-11,4.902762900232887e-11,4.902762900232887e-11,4.5821297385751306e-11,4.902762900232887e-11,4.902762900232887e-11,47.20677929826682,47.20677929826682,155.83188906195767,True,-0.8397466801739474,0.0,0.0,-0.8680743558897264,-0.1671702809311607,-0.1671702809311607,-0.1676369778650519,-0.8370564853083313,-0.5333720919193642,-0.5333720919193642,-0.7530755950228022,-0.7530755950228022,-0.5195563478533985,-0.5195563478533985,-0.5195563478533985,-0.5195563478533985,GTF2035WI
dus_tos,2023-05-05,daytime,GTF2035_wi,20,15,990.6,11041.38,990.6,11041.38,71.08886480342844,4265.331888205706,184454277.50545576,641.25,531.1089,15994.994580771396,13247.694311578103,0.1848995920605389,4.860889465143956,0.0007492140255177,0.0224021630619491,6.545676718901112e+16,1.7589734381267812e+18,7.853204907810794e-12,3.1279100513508507e-12,2.590660220930829e-12,2.2250513542995258e-12,-4.6167518796940294e-12,3.5740183833618766e-11,3.5740183833618766e-11,5.4615043824162895e-12,8.589414433767142e-12,8.052164603347118e-12,4.581844009572909e-11,4.894635014707994e-11,4.840910031665992e-11,4.581844009572909e-11,4.894635014707994e-11,4.840910031665992e-11,47.20677929826682,47.20677929826682,155.85982755453486,True,-0.8682922629064194,0.0,0.0,-0.8686922085812352,-0.17918001518172103,-0.26860666172814823,-0.159542774500214,-0.8006898123522761,-0.5333944009926399,-0.5333944009926399,-0.7248106862739475,-0.7397837116092649,-0.5201617430208447,-0.5241755440363052,-0.5201617430208447,-0.5241755440363052,GTF2035WI - 20
dus_tos,2023-05-05,daytime,GTF2035_wi,100,15,990.6,11041.38,990.6,11041.38,69.70856891435496,4182.514134861298,184453055.86151809,588.6675,39.2445,14398.304909260016,959.8869939506676,0.1848608459104158,4.7654726711670286,0.0003377499813083,0.0107214129035412,3.531740762445416e+16,1.0250928495429756e+18,7.698787990602087e-12,2.8156685155886248e-12,1.8771123437257505e-13,2.364819020248613e-12,-2.457508117551916e-12,3.5740183833618766e-11,3.5740183833618766e-11,7.606098893298784e-12,1.042176740888741e-11,7.793810127671358e-12,4.5803790844469466e-11,4.86194593600581e-11,4.599150207884205e-11,4.5803790844469466e-11,4.86194593600581e-11,4.599150207884205e-11,47.20677929826682,47.20677929826682,156.16123127893798,True,-0.9276637196586183,0.0,0.0,-0.871107709671107,-0.22955347327629042,-0.9198025807742238,-0.12972166812404254,-0.7328787449225145,-0.5335087892247988,-0.5335087892247988,-0.6756266233358286,-0.7470769407622917,-0.5226014264453619,-0.542502902447937,-0.5226014264453619,-0.542502902447937,GTF2035WI - 100
gru_lim,2023-02-06,daytime,GTF1990,0,0,1544.3200000000002,12374.88,1844.04,12374.88,197.02363629742308,11821.418177845386,508687445.6108648,998.325,998.325,45216.924530258606,45216.924530258606,3.941500672831452,190.0065254885029,0.0132385121560675,0.626662550433629,8.844276082513016e+17,3.94035971389992e+19,3.7940264435893414e-10,8.842420797028347e-12,8.842420797028347e-12,2.6558606580782587e-12,2.29891378326992e-10,4.6296804095876945e-10,4.6296804095876945e-10,6.119498833440043e-10,6.207923041410327e-10,6.207923041410327e-10,8.450265459757818e-10,8.538689667728102e-10,8.538689667728102e-10,8.450265459757818e-10,8.538689667728102e-10,8.538689667728102e-10,120.72553620015924,120.72553620015924,221.04571611450856,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CFM1990
gru_lim,2023-02-06,daytime,GTF2000,0,0,1544.3200000000002,12374.88,1844.04,12374.88,197.02363629742308,11821.418177845386,508687445.6108648,998.325,998.325,45216.924530258606,45216.924530258606,3.9416735870314583,190.01036885191388,0.0052815373656811,0.2596624279382761,1.7185617496037482e+17,8.105224967375159e+18,3.7940833258467605e-10,8.842420797028347e-12,8.842420797028347e-12,2.6558606580782587e-12,6.727700877662649e-11,4.6296804095876945e-10,4.6296804095876945e-10,4.4934120201938077e-10,4.5818362281640917e-10,4.5818362281640917e-10,8.450322342015239e-10,8.538746549985523e-10,8.538746549985523e-10,8.450322342015239e-10,8.538746549985523e-10,8.538746549985523e-10,120.72553620015924,120.72553620015924,221.04571611450856,True,-0.5472128820138064,0.0,0.0,7.4962354456416055e-06,0.0,0.0,0.0,-0.1532177962928488,3.3656969856781936e-06,3.3656969856781936e-06,-0.15070649609686548,-0.15070649609686548,3.330842914325508e-06,3.330842914325508e-06,3.330842914325508e-06,3.330842914325508e-06,CFM2008
gru_lim,2023-02-06,daytime,GTF,0,0,1544.3200000000002,12374.88,1844.04,12374.88,163.30438891879146,9798.263335127487,421629069.5738709,998.325,998.325,37478.35725686264,37478.35725686264,3.647893020442737,146.0666908410029,0.0029886273123488,0.1230988648840597,1.8417682420742163e+17,7.205488131347941e+18,2.892129976918406e-10,7.329100974675362e-12,7.329100974675362e-12,2.2019406251993616e-12,6.955736172429744e-11,4.6296804095876945e-10,4.6296804095876945e-10,3.609723000413373e-10,3.683014010160128e-10,3.683014010160128e-10,7.543829792758093e-10,7.617120802504848e-10,7.617120802504848e-10,7.543829792758093e-10,7.617120802504848e-10,7.617120802504848e-10,120.72553620015924,120.72553620015924,221.04571611450856,True,-0.5354305934806491,0.0,0.0,-0.13489012370465084,-0.09357930834938077,-0.09357930834938077,-0.09344145764905218,-0.2579626485947471,-0.05667314422534403,-0.05667314422534403,-0.25527500762420696,-0.25527500762420696,-0.05704256477390863,-0.05704256477390863,-0.05704256477390863,-0.05704256477390863,GTF
gru_lim,2023-02-06,daytime,GTF2035,0,0,1544.3200000000002,12374.88,1844.04,12374.88,152.8398824326118,9170.392945956708,394611178.8574631,998.325,998.325,35076.75301828441,35076.75301828441,4.345312953996484,163.16568007974035,0.0030958638173187,0.1193533246881018,1.819554277112075e+17,6.714115362435828e+18,3.2294596400909845e-10,6.859453923575618e-12,6.859453923575618e-12,2.0607316172722505e-12,6.352980430757115e-11,4.6296804095876945e-10,4.6296804095876945e-10,3.885364999339419e-10,3.9539595385751744e-10,3.9539595385751744e-10,7.879747365851402e-10,7.948341905087161e-10,7.948341905087161e-10,7.879747365851402e-10,7.948341905087161e-10,7.948341905087161e-10,120.72553620015924,120.72553620015924,221.04571611450856,True,-0.5669719293123199,0.0,0.0,-0.08038270408340048,-0.12628854252993657,-0.12628854252993657,-0.12617775844569515,-0.2233047717032204,-0.034936781740410656,-0.034936781740410656,-0.22180570234835054,-0.22180570234835054,-0.03580679517920859,-0.03580679517920859,-0.03580679517920859,-0.03580679517920859,GTF2035
gru_lim,2023-02-06,daytime,GTF2035,20,0,1544.3200000000002,12374.88,1844.04,12374.88,152.08508411648066,9125.10504698884,394615167.7570324,978.75,810.6398999999999,34219.143926208155,28341.66376544264,4.345278083868928,162.35893514484027,0.0027031654791944,0.1042392230843362,1.643972997910439e+17,6.092361756128498e+18,3.2134795535143965e-10,6.691743701125149e-12,5.542369803019894e-12,2.095312490571252e-12,7.006680953681456e-11,4.6296804095876945e-10,4.6296804095876945e-10,3.935100773788255e-10,4.0020182107995053e-10,3.990524471818454e-10,7.864113088007805e-10,7.931030525019055e-10,7.919536786038003e-10,7.864113088007805e-10,7.931030525019055e-10,7.919536786038003e-10,120.72553620015924,120.72553620015924,221.04571611450856,True,-0.5328228241688953,0.0,0.0,-0.0828464349962583,-0.13844819888181584,-0.22941251532694446,-0.11798100173771586,-0.21725360978883876,-0.035928574909173686,-0.035928574909173686,-0.2160546056162054,-0.21742510972533852,-0.03689553529735402,-0.03761965989649021,-0.03689553529735402,-0.03761965989649021,GTF2035 - 20
