trajectory,season,diurnal,engine,saf_level,water_injection,untrimmed_min_altitude,untrimmed_max_altitude,trimmed_min_altitude,trimmed_max_altitude,fuel_sum,fuel_kg_sum,energy_sum,ei_co2_conservative_sum,ei_co2_optimistic_sum,co2_conservative_sum,co2_optimistic_sum,ei_nox_sum,nox_sum,ei_nvpm_mass_sum,nvpm_mass_sum,ei_nvpm_num_sum,nvpm_num_sum,nox_impact_sum,co2_impact_cons_sum,co2_impact_opti_sum,h2o_impact_sum,contrail_atr20_cocip_sum,contrail_atr20_accf_sum,climate_non_co2,climate_total_cons_sum,climate_total_opti_sum,is_special_case,contrail_category
sfo_dfw,2023-02-06,daytime,GTF1990,0,0,632.46,11308.08,632.46,11308.08,105.85475909142006,6351.285545485203,273302168.3077738,587.7600000000001,587.7600000000001,20070.062323733244,20070.062323733244,2.0994571673993025,83.67434638335467,0.008417027806840392,0.32857258060738725,7.938581941621028e+17,2.7444690012684603e+19,1.6242486312352036e-10,1.5012406618152467e-11,1.5012406618152467e-11,1.1229906513100984e-11,0.0,6.259329616732402e-12,1.7365476963662136e-10,1.8866717625477383e-10,1.8866717625477383e-10,False,no contrail
sfo_dfw,2023-02-06,daytime,GTF2000,0,0,632.46,11308.08,632.46,11308.08,105.85475909142006,6351.285545485203,273302168.3077738,587.7600000000001,587.7600000000001,20070.062323733244,20070.062323733244,2.09997674240532,83.70519821495375,0.002457295535508713,0.10950557023632058,9.919707483718947e+16,3.9648369146680904e+18,1.6254347806064616e-10,1.5012406618152467e-11,1.5012406618152467e-11,1.1229906513100984e-11,0.0,6.259329616732402e-12,1.7377338457374716e-10,1.8878579119189963e-10,1.8878579119189963e-10,False,no contrail
sfo_dfw,2023-02-06,daytime,GTF,0,0,632.46,11308.08,632.46,11308.08,88.58306348591103,5314.983809154661,228709068.29173422,587.7600000000001,587.7600000000001,16795.34883692873,16795.34883692873,2.1757895348661274,69.62348884640434,0.0013664898510420936,0.051313781917006196,1.0765090732514749e+17,3.372591601857735e+18,1.2616582663075747e-10,1.2562920930022691e-11,1.2562920930022691e-11,9.464144206967625e-12,0.0,6.259329616732402e-12,1.356299708377251e-10,1.481928917677478e-10,1.481928917677478e-10,False,no contrail
sfo_dfw,2023-02-06,daytime,GTF2035,0,0,632.46,11308.08,632.46,11308.08,81.41594813842235,4884.956888305342,210204579.86066717,587.7600000000001,587.7600000000001,15436.46376704488,15436.46376704488,2.554438056707229,75.93523966099514,0.0013130493297395201,0.044907912626508645,1.0545616647852248e+17,3.0567965472524436e+18,1.3825123099065188e-10,1.154647489774957e-11,1.154647489774957e-11,8.706628872160407e-12,0.0,6.259329616732402e-12,1.4695785986281228e-10,1.5850433476056187e-10,1.5850433476056187e-10,False,no contrail
sfo_dfw,2023-02-06,daytime,GTF2035,20,0,632.46,11308.08,632.46,11308.08,81.01136692407866,4860.68201544472,210200193.75790688,576.0048000000002,477.26112000000023,15052.56006542921,12472.121197069917,2.554316899824552,75.55458492729093,0.0010734713762677779,0.03725467122094658,8.737721882523829e+16,2.612201902483604e+18,1.3755654414976514e-10,1.125931492894105e-11,9.3291466554083e-12,8.490128692643139e-12,0.0,6.259329616732402e-12,1.4604667284240828e-10,1.5730598777134932e-10,1.5537581949781658e-10,False,no contrail
sfo_dfw,2023-02-06,daytime,GTF2035,100,0,632.46,11308.08,632.46,11308.08,79.43441572087205,4766.064943252323,210188230.06237072,528.9840000000002,35.26559999999999,13554.688698609609,903.6459132406405,2.5538635680365607,74.07045993194487,0.0005592261166164057,0.02073959239171054,5.09808677733701e+16,1.6956650365382484e+18,1.3485098740648238e-10,1.0138907146559988e-11,6.759271431039991e-13,7.64527635386971e-12,0.0,6.364994279137054e-12,1.424962637603521e-10,1.5263517090691208e-10,1.431721909034561e-10,False,no contrail
sfo_dfw,2023-02-06,daytime,GTF2035_wi,0,15,632.46,11308.08,632.46,11308.08,72.96885965941998,4378.131579565198,188395380.00027007,584.6000000000001,584.6000000000001,13834.895791426025,13834.895791426025,0.18992235233348592,5.351735012997364,0.0010399060727493575,0.03319551432492474,7.415280040204845e+16,2.1827803351404342e+18,9.69005058114454e-12,1.034850205198667e-11,1.034850205198667e-11,7.918163623883751e-12,0.0,6.259329616732402e-12,1.760821420502829e-11,2.795671625701496e-11,2.795671625701496e-11,False,no contrail
sfo_dfw,2023-02-06,daytime,GTF2035_wi,20,15,632.46,11308.08,632.46,11308.08,72.60745174049185,4356.447104429511,188394555.0310542,572.9080000000001,474.6952000000002,13491.045392997312,11178.294754197772,0.1899107220591711,5.324864264390633,0.0008530762816682273,0.027587272829438486,6.28547811348783e+16,1.8794166387059564e+18,9.64136978800459e-12,1.009130195396199e-11,8.361364476139933e-12,7.721364647748202e-12,0.0,6.259329616732402e-12,1.7362734435752792e-11,2.745403638971478e-11,2.5724098911892725e-11,False,no contrail
sfo_dfw,2023-02-06,daytime,GTF2035_wi,100,15,632.46,11308.08,632.46,11308.08,71.19679605457443,4271.807763274466,188390994.16816723,526.1400000000001,35.07599999999999,12149.021278752582,809.9347519168386,0.1898629294347968,5.220129907899454,0.00044993911196385,0.015465278168071223,3.973595048053406e+16,1.249936478478171e+18,9.451490883111852e-12,9.087467916506932e-12,6.058311944337954e-13,6.953293653667775e-12,0.0,7.99356688131101e-12,1.6404784536779628e-11,2.549225245328656e-11,1.7010615731213423e-11,False,no contrail
sfo_dfw,2023-02-06,nighttime,GTF1990,0,0,632.46,11308.08,632.46,11308.08,106.65402484503373,6399.241490702025,275365760.5863988,587.7600000000001,587.7600000000001,20221.603110618395,20221.603110618395,2.121406256820332,82.7222602692042,0.0085937372071394,0.3282027186600825,8.311102933447752e+17,2.7878799904252723e+19,1.5870739164606744e-10,1.512575912674256e-11,1.512575912674256e-11,1.063066358430776e-11,0.0,0.0,1.693380552303752e-10,1.8446381435711777e-10,1.8446381435711777e-10,False,no contrail
