engine,saf_level,water_injection,fuel_kg_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_num_sum_change,co2_conservative_sum_change,co2_optimistic_sum_change,nox_sum_change,nvpm_num_sum_change
GTF,0,0,-16.4,0.0,0.0,1.3,-84.7,-16.4,-16.4,-18.4,-86.6
GTF1990,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF2000,0,0,0.0,0.0,0.0,0.1,-86.3,0.0,0.0,0.1,-84.8
GTF2035,0,0,-22.9,0.0,0.0,18.7,-85.3,-22.9,-22.9,-11.2,-87.7
GTF2035,20,0,-23.2,-2.0,-18.8,18.9,-87.3,-24.7,-37.7,-11.6,-89.2
GTF2035,100,0,-24.8,-10.0,-94.0,18.8,-91.4,-32.3,-95.5,-13.3,-92.3
GTF2035_wi,0,15,-29.5,-0.4,-0.4,-90.8,-88.3,-29.5,-29.5,-93.7,-91.0
GTF2035_wi,20,15,-29.7,-2.4,-19.1,-90.8,-89.9,-31.1,-42.9,-93.7,-92.0
GTF2035_wi,100,15,-31.1,-10.4,-94.0,-90.8,-93.1,-38.0,-95.9,-93.8,-94.3
