,index,longitude,latitude,altitude,groundspeed,time,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,mach,thrust_per_engine,EI_nox_py,EI_nvpm_mass_py,EI_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,EI_nox_p3t3,EI_nox_boer,EI_nox_kaiser,EI_nox_kypriandis,EI_nvpm_number_p3t3,EI_nvpm_mass_p3t3,EI_nvpm_number_p3t3_meem,EI_nvpm_mass_p3t3_meem,EI_mass_meem,EI_number_meem
0,0,-4.458446502685547,36.64544677734375,624.84,100.831111024,2024-06-07 09:23:00,34610D,295.19336,0.96996045,1.6105541,110.572215716343,66954.3534061664,0.2221071938691074,1.4692023645587398,88.15214187352439,148328.0026421047,2781.55761468215,0.0082756375501709,0.9404035659516814,0.3826088177977075,0.7346011822793699,1.0,0.0185592474294001,0.0003684312454961,7.99046714585036e-05,3.078641737874867e-05,1532568553431143.8,278.4726161784635,108.427134504435,0.1057825702482292,0.0021588279642495,0.0017630428374704,1.6360374124623216,0.0324780034236144,0.0070437679347673,0.0027138886325489,1.3509920055296422e+17,climb,0,GTF,0,0.3210331919589202,74.16400132105235,18.559247429400116,30.78641737874867,1532568553431143.8,29.9273868833908,834.680626665652,1571.9187142834,0.827563755017,0.0223628620587056,0.75929198880424,74.1649371858735,20.630741564289824,23.800585730705844,20.617083294769778,20.711142216083463,1428534521183198.5,32.95543855879966,1413874838920984.2,31.40719701538696,,
1,1,-4.399623870849609,36.604248046875,1440.18,118.32222212,2024-06-07 09:24:00,34610D,290.10602,-12.065596,3.6959515,139.33108068323645,66866.20126429287,0.250421058217415,1.3268240582814017,79.6094434968841,102852.68572309575,2671.4630383454605,0.0078189829079693,0.8517839178058632,0.4711974291771986,0.6634120291407009,1.0,0.0183173836820015,0.0003848456229339,8.346459058153043e-05,3.14028766020554e-05,1523307141418577.5,251.48623200665685,97.91961550116744,0.0955313321962609,0.0019496190244134,0.0015921888699376,1.4582367212430474,0.0306373458739811,0.0066445696078909,0.0024999655304909,1.2126963380316227e+17,climb,0,GTF,0,0.4080626547867353,51.42634286154788,18.317383682001527,31.4028766020554,1523307141418577.5,24.2545912159708,798.869007753074,1480.90291454794,0.781898290797,0.0203133459708198,0.578097691611659,51.4262393786044,17.155600627324585,17.016079105821163,15.759712021397453,16.230362565158195,1202848434346414.5,20.755046539237384,1310144728342491.0,21.119823043828013,31.974697480985007,1860782229766198.2
2,2,-4.322477300116361,36.58828993975106,2217.42,135.298888772,2024-06-07 09:25:00,34610D,288.7378,-5.6733317,10.186295,145.58717537578292,66786.59182079599,0.2543093998425908,1.2939868900819058,77.63921340491434,108074.4925349795,3005.555785269361,0.0053509477967686,0.773723179826334,0.3237649330788237,0.6469934450409529,1.0,0.0184215835042289,0.0004179169360361,9.063703439685556e-05,3.160117416568522e-05,1520328006110952.8,245.2622751461244,95.49623248804464,0.0931670560858972,0.0019013684915489,0.0015527842680982,1.4302372529412806,0.032446742182435,0.007036988055926,0.0024534903048955,1.1803707051191618e+17,climb,0,GTF,0,0.4273940854773426,54.03724626748975,18.42158350422894,31.60117416568522,1520328006110952.8,24.9734014559524,821.219953291325,1534.35769133389,0.535094779677,0.0214101517806171,0.615637443645848,54.0371631227069,19.62335262139753,20.040210137052725,17.891934531832284,18.1358021482202,1166252730458916.0,24.122505041794803,1219566994593749.5,23.099337681424906,28.986680527518914,1769778711151715.8
3,3,-4.236222936751972,36.61300917803231,3086.1000000000004,152.275555424,2024-06-07 09:26:00,34610D,282.66278,-5.0140047,11.643089,152.16004076680514,66708.95260739107,0.259825510604623,1.2520134691224043,75.12080814734428,97483.21128528744,2287.214517318119,0.0029210953338867,0.6934403928345334,0.2500719341300094,0.6260067345612023,1.0,0.018895173301922,0.0004356547443759,9.448397671002174e-05,3.376337620560875e-05,1487844034440081.2,237.30663293746056,92.39859402123346,0.0901449697768131,0.0018396932607512,0.0015024161629468,1.4194206885245086,0.0327267364707482,0.0070977126874316,0.0025363321063481,1.1176804626434403e+17,climb,0,GTF,0,0.4514644143803006,48.74160564264372,18.89517330192206,33.76337620560875,1487844034440081.2,23.0296487510283,811.944419349765,1517.40605989067,0.292109533389,0.0210512275556857,0.562188406605651,48.741098641578,19.38941113582931,18.298687563505897,16.512645047969386,16.772421115681265,1097602563181583.9,21.057543266688096,1205460136653002.5,20.333770146660278,26.235077325205015,1619039384028535.5
4,4,-4.184622257313833,36.68991347490731,3749.04,174.91111096,2024-06-07 09:27:00,34610D,276.64957,-3.9257789,9.377092,165.96180560067236,66633.83179924372,0.2697828679810679,1.236782525471732,74.20695152830392,91333.77729581426,2094.6075759498312,0.0020121669953568,0.6368273221635501,0.2536398118790869,0.618391262735866,1.0,0.0190719957438426,0.0004426415133841,9.59992539536768e-05,3.546093665197463e-05,1462340633540833.5,234.41975987791207,91.27455037981382,0.0890483418339646,0.0018173130986523,0.001484139030566,1.4152746637113485,0.0328470773281103,0.0071238119848938,0.0026314480072813,1.0851584051103389e+17,climb,0,GTF,0,0.4977375294550086,45.66688864790713,19.071995743842628,35.46093665197463,1462340633540833.5,22.4101649784677,808.448311087477,1511.63337897996,0.201216699536,0.020937478602479,0.545429671749182,45.6671911856538,19.30021298830463,17.72204082496543,16.041805403126915,16.30589293862608,1081356803287648.0,20.165955198782257,1197687104510520.0,19.638333304595324,24.9546920150174,1543617094871476.0
5,5,-4.146251678466797,36.78662109375,4358.64,191.887777612,2024-06-07 09:28:00,34610D,271.71878,-3.406237,8.695613,180.84474749099616,66559.62484771543,0.2754831514686772,1.2103966805727475,72.62380083436486,95903.47617137064,2666.064328572796,0.0012513568449361,0.588129611839903,0.2179621556171939,0.6051983402863738,1.0,0.0191399701660864,0.000452394905954,9.81145512810233e-05,3.628235539e-05,1450000000000000.0,229.41858683575856,89.32727502626878,0.0871485610012378,0.0017785420612497,0.0014524760166872,1.3900173813175511,0.0328546375484905,0.0071254516311861,0.002634962551645,1.0530451120982904e+17,climb,0,GTF,0,0.5472720841957844,47.95173808568533,19.1399701660865,36.28235539,1450000000000000.0,23.7035106018403,825.714013558503,1556.59983834848,0.125135684494,0.0219350106757638,0.594658547498881,47.9512371289918,21.212656402062425,20.478945514266993,17.932953974602977,18.003417103558757,1104193564022448.5,23.68658222941926,1131126535681436.8,22.627871058593282,24.053602925037833,1487793291184871.2
6,6,-4.106899829621,36.88751220703125,5135.88,197.546666496,2024-06-07 09:29:00,34610D,266.28842,-2.7134047,9.770877,192.5884354495601,66487.00104688107,0.2878051129740818,1.167701839447371,70.06211036684226,79081.34335411963,2038.5969893301951,0.0006925397341391,0.5304583483154943,0.1725610000874268,0.5838509197236855,1.0,0.0189740251632727,0.0004702226446745,0.0001019809975249,3.628235539e-05,1450000000000000.0,221.32620664885468,86.17639575121598,0.0840745324402107,0.001715806784494,0.0014012422073368,1.3293602450924555,0.0329447908281781,0.0071450039039165,0.0025420183877031,1.0159006003192128e+17,climb,0,GTF,0,0.5887233802028466,39.54067167705981,18.97402516327272,36.28235539,1450000000000000.0,20.8177201494643,803.90933037401,1503.45069924095,0.0692539734139,0.0207646284389903,0.504227344413104,39.5407540220793,19.069790266601377,16.73467544711318,15.215540493997652,15.492027234892936,994931474763377.8,17.883696503506034,1092229059945892.6,17.7702242036312,22.40641499667494,1393188969905549.0
7,7,-4.066168602476694,36.99110412597656,5730.240000000001,208.864444264,2024-06-07 09:30:00,34610D,262.3566,-1.3909073,10.909297,201.09224888547624,66416.93893651421,0.2927910998891203,1.1318596919118205,67.91158151470923,75767.09065969079,2170.147961867792,0.0005054365749048,0.489521716698911,0.1642689318638077,0.5659298459559102,1.0,0.018731579450901,0.0004859163202571,0.0001053846121932,3.628235539e-05,1450000000000000.0,214.5326860049664,83.53124526309234,0.081493897817651,0.0016631407717887,0.0013582316302941,1.2720911847791156,0.0329993457924683,0.0071568356813548,0.0024639921356136,9.847179319632838e+16,climb,0,GTF,0,0.6193077802943314,37.8835453298454,18.731579450901,36.28235538999999,1450000000000000.0,20.2313961201749,804.252700713069,1507.12430753313,0.0505436574905,0.0208723880493624,0.491907931923219,37.8831397368535,18.995829621663393,16.630586116451834,15.069302076129684,15.3097010666272,967118366576929.9,17.43223431127336,1062333546313708.9,17.294250455536993,21.17864476261694,1322679511459116.8
8,8,-4.023099858710111,37.10087585449219,6362.700000000001,215.037777592,2024-06-07 09:31:00,34610D,258.16083,0.7978851,12.403082,205.72888926879452,66349.0273549995,0.2961363603646975,1.0979136371586022,65.87481822951614,70351.66606260772,1882.4909328180745,0.0003847001148765,0.4488094387389205,0.1677830159633013,0.5489568185793011,1.0,0.0184455360253012,0.0005034081697698,0.0001091782114212,3.628235539e-05,1450000000000000.0,208.09855078704143,81.02602642230485,0.0790497818754193,0.0016132608546003,0.0013174963645903,1.215096332812709,0.033161921678839,0.0071920948320005,0.0023900935662549,9.55184864327984e+16,climb,0,GTF,0,0.638715278911193,35.17583303130386,18.44553602530121,36.28235539,1450000000000000.0,19.0178959097179,797.85228096272,1495.99127315916,0.0384700114877,0.0206807564358358,0.460053078368171,35.1757765726933,18.311380624355955,15.613744678221147,14.22392990644988,14.488570513295132,912434361431168.4,15.614700755053242,992393289699099.4,15.966021695565423,19.573580385185362,1233640452019458.2
9,9,-3.978862356632306,37.21408081054688,6911.34,222.239999808,2024-06-07 09:32:00,34610D,254.31462,1.843599,14.17466,210.6506190647398,66283.15253677,0.2993890787559821,1.0711202327903109,64.26721396741864,66300.39563413546,1671.6692660383262,0.0002958787626552,0.4157548966576384,0.1713970553394911,0.5355601163951553,1.0,0.0182152870325822,0.0005179604713034,0.0001123342870452,3.628235539e-05,1450000000000000.0,203.02012892307548,79.04867317992493,0.0771206567609023,0.0015738909543041,0.0012853442793483,1.1706457492009117,0.0332878764359231,0.0072194116614129,0.002331765897091,9.318746025275702e+16,climb,0,GTF,0,0.6589224532728709,33.150197817067735,18.21528703258228,36.28235538999999,1450000000000000.0,18.1422677980757,793.342843374857,1488.56376093221,0.0295878762655,0.020559800216602,0.437489258862866,33.1503177997067,17.837572873806806,14.9254377608489,13.637547555355578,13.918429048482935,869390033418368.5,14.343828286330563,941366621559056.9,15.012116796755732,18.32793343424434,1163661159864268.0
