,Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_mass_meem,ei_number_meem,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_waypoint,cocip_level,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,cocip_mean_contrail_altitude,cocip_mean_rhi,cocip_std_rhi,cocip_mean_n_ice_per_m,cocip_std_n_ice_per_m,cocip_mean_r_ice_vol,cocip_mean_width,cocip_mean_depth,cocip_mean_tau_contrail,cocip_mean_tau_cirrus,cocip_max_age,cocip_mean_rf_sw,cocip_mean_rf_lw,cocip_mean_rf_net,cocip_mean_olr,cocip_mean_sdr,cocip_mean_rsr,cocip_contrail_length,cocip_persistent_contrail_length,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact_conservative,accf_issr_co2_impact_optimistic,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact_conservative,accf_sac_co2_impact_optimistic,accf_sac_contrails_atr20
75,75,77,adbb36,NKS2975,35.9561767578125,-76.66460037231445,197.546666496,11170.92,-0.9147647933194322,34610D,217.85303,28.009293,36.337,244.8928256953048,64656.99030420346,0.4415155814178123,0.48691876557707,37.18395110050411,37.9631626982436,-25.14645092047326,1.5423611817679657e-05,22029.8692676161,0.2712365000631686,0.3098662591708676,0.7059274068532245,cruise,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,9.668968981283776,1.450196216768322,0.8276590848446806,18.98208885276609,12.830312458481902,36.28235539,1450000000000000.0,14.7235318144883,796.902070403367,1359.13171105902,0.00154236118177,0.0247733466704358,0.243459382788535,18.9815813491218,9.82747248594701,9.82732091316404,14.758323274133677,0.6651029590259196,448268744668126.6,5.880168691125695,468800281225398.56,0.001176838187902188,6.357172175880055e-06,3.0968000000000004,35.8,2023-02-06 06:17:00,1.5423611817679657e-05,0.27123662976861057,0.0,75,220.298692676161,1.5423611817679657e-05,28.009293,36.337,0.27123662976861057,0.0034346248,1.9115015e-07,0.3522822520633707,0.0,11733.238118519273,-0.8810889120332086,-0.472950662429113,1.8609629993196626,232.52695879793012,0.1574453746934809,0.0,1.0,223.50613280460868,28.117254249628648,45.458303630177106,0.2796182334554131,217.89003,1.5919445933511642e-05,11148.190848184911,0.0,0.012334489763527188,0.028532589,90.91660726035421,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,11733.238118519273,0.0,1.5673864e-05,7.024802e-06,110133.99,0.27429375,-191.99342,0.0,0.0,1.0000000000000002,-4.2374402216743225e-13,1.7909696e-12,7.524327e-16,0.0,0.0,0.0,7.479999999999998e-16,1.9274364743942395e-14,1.367225541080855e-12,829.3557563179552,4.700723194164028e-14,6.767410469176947e-14,5.6072829601751855e-14,0.0,1.5673864e-05,7.024802e-06,110133.99,0.27429375,-191.99342,0.0,0.0,1.0000000000000002,-4.2374402216743225e-13,1.7909696e-12,7.524327e-16,0.0,0.0,0.0,7.479999999999998e-16,1.9274364743942395e-14,1.367225541080855e-12,829.3557563179552,4.700723194164028e-14,6.767410469176947e-14,5.6072829601751855e-14,0.0
76,76,78,adbb36,NKS2975,35.86319228350106,-76.72617810837767,200.118888716,11163.3,-0.9146664057744536,34610D,217.98526,27.376944,35.614307,244.32875383091505,64619.80635310296,0.44074658067636796,0.49275414121833,37.66263759119156,38.4397501430044,50.317358866104,1.5232467262405017e-05,22056.356237162032,0.2636451382236719,0.3138553132599296,0.7152948478047856,cruise,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,9.607428500727895,1.440967930269071,0.8255022154402472,19.2205681534938,12.90105950754048,36.28235538999999,1450000000000000.0,14.8280756995847,798.104503388804,1365.88258873796,0.00152324672624,0.024911420186464,0.246377070609165,19.2198750715022,9.89012544307039,9.88997479435311,14.571509118599463,0.669427598973718,456819357864792.0,5.858967057821412,467932107127225.25,0.0012097737445099536,6.500502749981524e-06,3.0968000000000004,35.8,2023-02-06 06:18:00,1.5232467262405013e-05,0.26364529961774447,0.0,76,220.56356237162035,1.5232467262405013e-05,27.376944,35.614307,0.26364529961774447,0.0029817882,1.5683443e-07,0.3524918567626319,0.0,12148.110917943046,-0.9002629075203886,-0.4353466404406218,1.860638175467328,232.52511122320465,0.15323563337472818,0.0,1.0,223.4882654253053,28.117254249628648,45.73140516009522,0.2713251217264937,218.02415,1.5698551907917318e-05,11140.434297419952,0.0,0.012220350960678843,0.027861219,91.46281032019044,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,12148.110917943046,0.0,1.535758e-05,7.18093e-06,110090.25,0.26383373,-193.64626,0.0,0.0,1.0,-4.2388107589191105e-13,1.79032e-12,7.6446756e-16,0.0,0.0,0.0,7.480000000000002e-16,1.9276173579858786e-14,1.3664389257159018e-12,831.1030779782968,4.88737781785411e-14,6.848513078067864e-14,5.674482264684802e-14,0.0,1.535758e-05,7.18093e-06,110090.25,0.26383373,-193.64626,0.0,0.0,1.0,-4.2388107589191105e-13,1.79032e-12,7.6446756e-16,0.0,0.0,0.0,7.480000000000002e-16,1.9276173579858786e-14,1.3664389257159018e-12,831.1030779782968,4.88737781785411e-14,6.848513078067864e-14,5.674482264684802e-14,0.0
77,77,79,adbb36,NKS2975,35.764827404992054,-76.7847913376828,201.147777604,11178.54,-0.9145763571844174,34610D,218.06497,27.025326,34.357384,243.73959910933704,64582.14371551177,0.4393811453109248,0.478522895896764,36.3545315796841,37.3038750555254,25.17035682620118,1.4775764018934617e-05,22003.41410566105,0.2525098576454106,0.3029544298307008,0.6925853815099628,cruise,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,9.404515254223329,1.4105383292353904,0.8233611462163178,18.651659520652043,12.693490178186586,36.28235538999999,1450000000000000.0,14.4868953079276,794.943576709903,1358.52047455783,0.00147757640189,0.0246823150908128,0.239261447948382,18.6519375277627,9.69363882877581,9.693495599972309,14.552867368536528,0.6580910881193187,438404754338227.1,5.80972171806669,464812478871296.5,0.0011945484802160006,6.1822160885983125e-06,3.0968000000000004,35.8,2023-02-06 06:19:00,1.4775764018934617e-05,0.2525101560054144,0.0,77,220.03414105661054,1.4775764018934617e-05,27.025326,34.357384,0.2525101560054144,0.0024215493,1.1974828e-07,0.35151722818530273,0.0,12157.772454930158,-0.8965621841128601,-0.4429178818006538,1.8516504678774706,232.47387620461157,0.14687744645382336,0.0,1.0,223.4170908852108,28.117254249628648,46.140887142038665,0.2596575582368556,218.10576,1.5218847628073525e-05,11155.469556428981,0.0,0.012127957807200858,0.027138567,92.28177428407733,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,12157.772454930158,0.0,1.4955844e-05,7.335617e-06,110282.94,0.2512148,-194.96558,0.0,0.0,0.9999999999999999,-4.230427321965896e-13,1.796076e-12,7.7639135e-16,0.0,0.0,0.0,7.480000000000001e-16,1.9373823210138213e-14,1.3730332210754548e-12,832.9515057304394,4.7091095970176435e-14,6.65072099161079e-14,5.5105973930489405e-14,0.0,1.4955844e-05,7.335617e-06,110282.94,0.2512148,-194.96558,0.0,0.0,0.9999999999999999,-4.230427321965896e-13,1.796076e-12,7.7639135e-16,0.0,0.0,0.0,7.480000000000001e-16,1.9373823210138213e-14,1.3730332210754548e-12,832.9515057304394,4.7091095970176435e-14,6.65072099161079e-14,5.5105973930489405e-14,0.0
78,78,80,adbb36,NKS2975,35.66678839214777,-76.84439801155253,201.662222048,11186.16,-0.9144751735479576,34610D,218.18765,26.634642,33.17297,242.8116899895021,64545.78918393208,0.4379180244154824,0.47562779179699,36.04789177380358,37.095937731276,0.0,1.4514660264394135e-05,21976.9907130999,0.2438535232164392,0.3003990981150298,0.6882787098382465,cruise,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,9.244204591500944,1.3864965122360815,0.8199959453507359,18.54787463044815,12.638773891099769,36.14641852786545,1452042255578836.5,14.3827703272835,794.252835094309,1360.37219751225,0.00145146602644,0.0246850666262654,0.237813895898495,18.547968865638,9.6339175218371,9.633777690826856,14.393484962463496,0.655632790207214,435938040458734.3,5.753119544026102,461558270270396.0,0.0012130539565051908,6.134988009758484e-06,3.0968000000000004,35.8,2023-02-06 06:20:00,1.4514660264394137e-05,0.24385381025822425,0.0,78,219.76990713099903,1.4514660264394137e-05,26.634642,33.17297,0.24385381025822425,0.0020670148,1.0030783e-07,0.35089768960646567,0.0,12072.72679941436,-0.8962121836170464,-0.44362565518279645,1.844612319193529,232.43360085502647,0.14201160552075057,0.0,1.0,223.3617531773804,28.117254249628648,46.551554538117614,0.25012197388482305,218.2183,1.489206475875188e-05,11162.884222730941,0.0,0.01210733510131405,0.026229221,93.10310907623523,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,12072.72679941436,0.0,1.4608744e-05,7.453504e-06,110397.12,0.24403845,-196.51065,0.0,0.0,1.0,-4.2252542478523127e-13,1.7997344e-12,7.854785e-16,0.0,0.0,0.0,7.480000000000001e-16,1.9437195887145165e-14,1.3772090311332451e-12,834.7885298546367,4.7675851054103326e-14,6.610483565618494e-14,5.477257811512466e-14,0.0,1.4608744e-05,7.453504e-06,110397.12,0.24403845,-196.51065,0.0,0.0,1.0,-4.2252542478523127e-13,1.7997344e-12,7.854785e-16,0.0,0.0,0.0,7.480000000000001e-16,1.9437195887145165e-14,1.3772090311332451e-12,834.7885298546367,4.7675851054103326e-14,6.610483565618494e-14,5.477257811512466e-14,0.0
79,79,81,adbb36,NKS2975,35.56947326660156,-76.90361022949219,202.691110936,11186.16,-0.914355916914967,34610D,218.32011,26.201935,32.12594,242.57902509176515,64509.74129215828,0.43694061599442263,0.460313641272986,34.70890156764594,35.855758741777,50.40192488514742,1.4292814798898075e-05,21976.9907130999,0.2360563221862538,0.2892408463970495,0.6640176709224384,cruise,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,9.13213951768486,1.369690403673885,0.8189616503844752,17.927698220843507,12.425561708807374,34.14377025043052,1482129161755845.2,14.0364763352334,790.963746728574,1349.57812316448,0.00142928147989,0.0244066727937243,0.230156820636493,17.9278793708885,9.43007769152678,9.429942911099188,14.526335917571382,0.643920795897554,413761592558996.56,5.738692958056281,460793583328828.25,0.0011773648548232556,5.7650954150496955e-06,3.0968000000000004,35.8,2023-02-06 06:21:00,1.4292814798898077e-05,0.2360564446347848,0.0,79,219.76990713099903,1.4292814798898077e-05,26.201935,32.12594,0.2360564446347848,0.0016616355,7.72155e-08,0.35068479163767446,0.0,12193.176860462612,-0.89533788829046,-0.445387545617948,1.8414099251617166,232.4152303166531,0.13764790080058145,0.0,1.0,223.32843187876423,28.117254249628648,46.88451860223365,0.24164869385262133,218.35295,1.4639311912205284e-05,11162.717740698883,0.0,0.011993813351147367,0.025374956,93.7690372044673,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,12193.176860462612,0.0,1.4277696e-05,7.574742e-06,110432.73,0.23584384,-198.02637,0.0,0.0,0.9999999999999998,-4.2233207113866114e-13,1.8012434e-12,7.948239e-16,0.0,0.0,0.0,7.479999999999999e-16,1.9468670523651597e-14,1.3789112795073303e-12,836.611056095571,4.4838645775768994e-14,6.397640787912294e-14,5.30090236712733e-14,0.0,1.4277696e-05,7.574742e-06,110432.73,0.23584384,-198.02637,0.0,0.0,0.9999999999999998,-4.2233207113866114e-13,1.8012434e-12,7.948239e-16,0.0,0.0,0.0,7.479999999999999e-16,1.9468670523651597e-14,1.3789112795073303e-12,836.611056095571,4.4838645775768994e-14,6.397640787912294e-14,5.30090236712733e-14,0.0
80,80,82,adbb36,NKS2975,35.471282958984375,-76.96357727050781,202.691110936,11201.4,-0.9142315709313515,34610D,218.46295,25.931665,30.614887,240.74781361415884,64475.03239059063,0.4352131683396713,0.449931583404782,33.84238187272689,35.174024126946,0.0,1.385360949317096e-05,21924.23908360054,0.2240889306271919,0.2820198489393907,0.6492456761224205,cruise,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,9.04527671972762,1.3566661982277102,0.812513664315185,17.586992902355004,12.273200052352234,33.11602996077583,1497569479467938.8,13.7773508312943,788.833436519891,1343.32877723957,0.00138536094932,0.0242716522057079,0.224965791702391,17.587012063473,9.26866411053329,9.26853570785902,14.63871579791747,0.636395768043947,400578590206106.2,5.631254658325279,454590670209263.75,0.0011499151141282288,5.5441067402834785e-06,3.0968000000000004,35.8,2023-02-06 06:22:00,1.3853609493170961e-05,0.22408922569959586,0.0,80,219.24239083600543,1.3853609493170961e-05,25.931665,30.614887,0.22408922569959586,0.0010973484,4.688522e-08,0.3496142971360203,0.0,12095.125486883737,-0.8944866909394084,-0.44709457582514583,1.8313706863542167,232.35745633503566,0.1308513228988854,0.0,1.0,223.25001161631684,28.117254249628648,47.373480393486204,0.22902504663273573,218.47035,1.4119420224586041e-05,11177.713259803257,0.0,0.01210944017355132,0.024561424,94.74696078697241,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,12095.125486883737,0.0,1.3725499e-05,7.76894e-06,110624.23,0.22151524,-199.6738,0.0,0.0,0.9999999999999999,-4.214927043757609e-13,1.8069595e-12,8.097933e-16,0.0,0.0,0.0,7.479999999999999e-16,1.956886176434401e-14,1.3854668043342674e-12,838.4481403729714,4.300902894471476e-14,6.253346396165825e-14,5.1813441568231133e-14,0.0,1.3725499e-05,7.76894e-06,110624.23,0.22151524,-199.6738,0.0,0.0,0.9999999999999999,-4.214927043757609e-13,1.8069595e-12,8.097933e-16,0.0,0.0,0.0,7.479999999999999e-16,1.956886176434401e-14,1.3854668043342674e-12,838.4481403729714,4.300902894471476e-14,6.253346396165825e-14,5.1813441568231133e-14,0.0
81,81,83,adbb36,NKS2975,35.37397481627384,-77.02321803316153,202.176666492,11201.4,-0.914088522121689,34610D,218.61348,25.578642,29.429434,239.78156159785144,64441.1900087179,0.43438783062668823,0.442067474071304,33.20570151222456,34.6326982734846,0.0,1.3639373686791278e-05,21924.23908360054,0.2163897257945237,0.276714179268538,0.6379681167524217,cruise,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,9.036302402375922,1.3553221108511757,0.8089739802848345,17.315504236021013,12.16380471337551,32.24036196060004,1510725130043407.2,13.5979400056013,787.30049559053,1336.86404086945,0.00136393736868,0.0241410249023436,0.221033737035652,17.3163491367423,9.15593840484352,9.155813525281442,14.804222330113353,0.6314464958485352,390257435388781.94,5.583057668992312,452034907389398.2,0.0011194286354563687,5.376767977787659e-06,3.0968000000000004,35.8,2023-02-06 06:23:00,1.363937368679128e-05,0.21638982531287076,0.0,81,219.24239083600543,1.363937368679128e-05,25.578642,29.429434,0.21638982531287076,0.0006696018,2.5143903e-08,0.3493735643131958,0.0,12059.037920498356,-0.8951050529513183,-0.44585529511380434,1.8286980238708421,232.34202840170636,0.1265406385120593,0.0,1.0,223.21975615003385,28.117254249628648,47.853680111137784,0.22095107026962757,218.62346,1.3892240929337789e-05,11177.473159944431,0.0,0.011992256655537688,0.023700964,95.70736022227557,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,12059.037920498356,0.0,1.34411275e-05,7.876051e-06,110658.95,0.21167062,-201.6258,0.0,0.0,1.0,-4.213009472085741e-13,1.8084602e-12,8.180498e-16,0.0,0.0,0.0,7.48e-16,1.9599119670767933e-14,1.3871592201056952e-12,840.2643265517995,4.118722549606943e-14,6.144047557023617e-14,5.0907822615338544e-14,0.0,1.34411275e-05,7.876051e-06,110658.95,0.21167062,-201.6258,0.0,0.0,1.0,-4.213009472085741e-13,1.8084602e-12,8.180498e-16,0.0,0.0,0.0,7.48e-16,1.9599119670767933e-14,1.3871592201056952e-12,840.2643265517995,4.118722549606943e-14,6.144047557023617e-14,5.0907822615338544e-14,0.0
82,82,84,adbb36,NKS2975,35.27689012430481,-77.0824448605801,201.662222048,11201.4,-0.9139300965198476,34610D,218.75546,25.312263,28.27604,238.71290713970524,64407.98430720568,0.43358290005715755,0.4361569635505,32.737720470096775,34.2590216261548,0.0,1.3556841158071236e-05,21924.23908360054,0.2111899298676254,0.2728143372508064,0.6297441178853691,cruise,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,9.047557551480343,1.3570109764214575,0.8051071112487669,17.128983175939165,12.080637733499152,31.6296581805886,1519900074809386.5,13.4615499091367,786.242190925145,1331.75967033648,0.00135568411581,0.0240516383189532,0.21807848177525,17.1295108130774,9.06709467701415,9.06697175751825,14.967884892682454,0.6281089752029464,382790561100729.6,5.530869378157216,449267009010978.1,0.0010922992602987723,5.257427079370677e-06,3.0968000000000004,35.8,2023-02-06 06:24:00,1.3556841158071235e-05,0.21119023656980032,0.0,82,219.24239083600543,1.3556841158071235e-05,25.312263,28.27604,0.21119023656980032,0.0005576416,2.1656081e-08,0.3491468085619968,0.0,12102.634291551289,-0.8948739786374997,-0.4463189020840272,1.8260991465175185,232.3270072388358,0.12367077319034969,0.0,1.0,223.19530813493256,28.117254249628648,48.33076529054605,0.21558320517790563,218.76735,1.3807278183156112e-05,11177.234617354727,0.0,0.011904192329189697,0.022859601,96.6615305810921,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,12102.634291551289,0.0,1.3343761e-05,7.927934e-06,110692.99,0.20600694,-203.66566,0.0,0.0,1.0,-4.211122203524916e-13,1.8098626e-12,8.2204913e-16,0.0,0.0,0.0,7.479999999999999e-16,1.9623804384197077e-14,1.3887504051947782e-12,842.0763421839798,3.969720218805148e-14,6.06190069063767e-14,5.0227177150997836e-14,0.0,1.3343761e-05,7.927934e-06,110692.99,0.20600694,-203.66566,0.0,0.0,1.0,-4.211122203524916e-13,1.8098626e-12,8.2204913e-16,0.0,0.0,0.0,7.479999999999999e-16,1.9623804384197077e-14,1.3887504051947782e-12,842.0763421839798,3.969720218805148e-14,6.06190069063767e-14,5.0227177150997836e-14,0.0
83,83,85,adbb36,NKS2975,35.17947956667108,-77.14187622070312,201.662222048,11201.4,-0.9137615259322278,34610D,218.91193,25.071938,27.005632,237.67669922361057,64375.24658673558,0.4337816260359408,0.435421394137698,32.75329438435072,34.366096900726,0.0,1.3453607603610256e-05,21924.23908360054,0.2054137326407484,0.2729441198695893,0.6309907882629338,cruise,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,9.22213696027408,1.3831964730291817,0.8013257646346439,17.182983847115317,12.077073544311396,31.78338547190928,1517590543653603.5,13.4665352312876,786.887897341508,1327.80971087072,0.00134536076036,0.0240448000810159,0.217710697068849,17.183048450363,9.05437750928686,9.054255696883573,15.2781005059157,0.6301453061065968,381878280793315.0,5.480299624994988,446584465586057.5,0.001054854782535685,5.254945739127466e-06,3.0968000000000004,35.8,2023-02-06 06:25:00,1.3453607603610256e-05,0.20541390071937823,0.0,83,219.24239083600543,1.3453607603610256e-05,25.071938,27.005632,0.20541390071937823,0.0005312208,2.0915842e-08,0.3488972515774336,0.0,11983.759828793418,-0.8955744103496633,-0.44491176150654044,1.8267398908958439,232.330712412417,0.12047155499143551,0.0,1.0,223.1867775143317,28.117254249628648,48.832508999734095,0.20959239432985005,218.92603,1.3699291149381541e-05,11176.983745500132,0.0,0.01181656793275863,0.021964978,97.66501799946819,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,11983.759828793418,0.0,1.3210858e-05,7.981294e-06,110727.57,0.1990398,-206.14664,0.0,0.0,0.9999999999999998,-4.209203344443823e-13,1.8113244e-12,8.2616227e-16,0.0,0.0,0.0,7.480000000000002e-16,1.9649414704439717e-14,1.3904040334835053e-12,843.889914856313,3.831728326647718e-14,6.051677424464918e-14,5.014247008842362e-14,0.0,1.3210858e-05,7.981294e-06,110727.57,0.1990398,-206.14664,0.0,0.0,0.9999999999999998,-4.209203344443823e-13,1.8113244e-12,8.2616227e-16,0.0,0.0,0.0,7.480000000000002e-16,1.9649414704439717e-14,1.3904040334835053e-12,843.889914856313,3.831728326647718e-14,6.051677424464918e-14,5.014247008842362e-14,0.0
84,84,86,adbb36,NKS2975,35.082950592041016,-77.20046880293866,202.176666492,11201.4,-0.9135723302366994,34610D,219.07042,24.856344,25.68983,237.0606974078653,64342.49329235123,0.4346367691596353,0.435723278443194,32.88060249394104,34.5472569508024,25.288343924780577,1.332452148321699e-05,21924.23908360054,0.1993510546051012,0.274005020782842,0.6347070652442657,cruise,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,9.463016875442277,1.4193264411446884,0.798959721024685,17.27345978823375,12.094347301243207,32.08144302874344,1513112658121300.5,13.5087738671742,788.057365405508,1323.34100218046,0.00133245214832,0.0240437159411096,0.217861639221597,17.2736284754012,9.06106359579386,9.06094286306602,15.665557054315387,0.6338333970086025,381946252857270.2,5.448889147257336,444918009664009.1,0.0010127417395707813,5.273878877628953e-06,3.0968000000000004,35.8,2023-02-06 06:26:00,1.332452148321699e-05,0.19935100701751451,0.0,84,219.24239083600543,1.332452148321699e-05,24.856344,25.68983,0.19935100701751451,0.00050636113,1.9048043e-08,0.3486448362791816,0.0,12264.441467959867,-0.8962587184346482,-0.4435316331783809,1.8295027322102002,232.34667567640665,0.11709632603329691,0.0,1.0,223.18882651459083,28.117254249628648,49.26329062920665,0.20327388251837344,219.08658,1.3562106164213722e-05,11176.768354685397,0.0,0.011736369937675305,0.021100646,98.5265812584133,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,12264.441467959867,0.0,1.3036511e-05,8.044258e-06,110761.79,0.19084734,-208.90622,0.0,0.0,0.9999999999999999,-4.207301193666911e-13,1.8127573e-12,8.3101577e-16,0.0,0.0,0.0,7.48e-16,1.96753692881165e-14,1.3920271956171042e-12,845.6853645573751,3.685602065502295e-14,6.05587314488878e-14,5.0177234629078467e-14,0.0,1.3036511e-05,8.044258e-06,110761.79,0.19084734,-208.90622,0.0,0.0,0.9999999999999999,-4.207301193666911e-13,1.8127573e-12,8.3101577e-16,0.0,0.0,0.0,7.48e-16,1.96753692881165e-14,1.3920271956171042e-12,845.6853645573751,3.685602065502295e-14,6.05587314488878e-14,5.0177234629078467e-14,0.0
85,85,87,adbb36,NKS2975,34.98408508300781,-77.2601754324777,202.691110936,11209.02,-0.9133872105115888,34610D,219.22716,24.746698,24.180176,236.4760384500627,64309.61268985729,0.4323467798657532,0.452791055331716,34.10893863697563,35.7996538827196,25.30655199512808,1.3110298697520224e-05,21897.91077049745,0.1920184662668053,0.2842411553081302,0.6605282201617199,cruise,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,9.080320822369746,1.3619290776372113,0.79670434332556,17.899899007009402,12.28952310737128,34.18126663744896,1481565832542766.5,13.7874891009016,791.303290630708,1348.91209108846,0.00131102986975,0.0244888358070065,0.226395527665858,17.8998269413598,9.24484648637661,9.244725285266744,14.733269369483242,0.6451274156222289,406933107414709.06,5.410329474503701,442619512189240.4,0.0011426667815553594,5.6759263736325735e-06,3.0968000000000004,35.8,2023-02-06 06:27:00,1.3110298697520224e-05,0.19201855382334587,0.0,85,218.97910770497455,1.3110298697520224e-05,24.746698,24.180176,0.19201855382334587,0.00042480763,1.4369995e-08,0.34797718681877426,0.0,12100.349550291821,-0.8955516528679505,-0.4449575676909902,1.8199337916939422,232.291296470093,0.11296162696374382,0.0,1.0,223.12292152246917,28.117254249628648,49.62157556643091,0.19577781049670895,219.23975,1.3336231727403537e-05,11184.209212216785,0.0,0.011781737990464194,0.02028271,99.24315113286183,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,12100.349550291821,0.0,1.27678695e-05,8.1420085e-06,110874.766,0.18113811,-211.9855,0.0,0.0,1.0,-4.202100980287205e-13,1.8161939e-12,8.385507e-16,0.0,0.0,0.0,7.48e-16,1.9734340609645825e-14,1.3959838398726101e-12,847.5232472283557,4.3336025928570536e-14,6.293088590598847e-14,5.2142734036390456e-14,0.0,1.27678695e-05,8.1420085e-06,110874.766,0.18113811,-211.9855,0.0,0.0,1.0,-4.202100980287205e-13,1.8161939e-12,8.385507e-16,0.0,0.0,0.0,7.48e-16,1.9734340609645825e-14,1.3959838398726101e-12,847.5232472283557,4.3336025928570536e-14,6.293088590598847e-14,5.2142734036390456e-14,0.0
