longitude,latitude,altitude,time,icao24,callsign,groundspeed,cos_sza
-46.317469278971345,-23.478062516551915,2910.84,2023-08-06 03:00:00,,,,-0.9922498196401303
-46.394907633463504,-23.51553706799524,3924.3,2023-08-06 03:01:00,e80338,SKX5563,150.732222092,-0.9923016838809745
-46.47906033497935,-23.552313335871304,4716.780000000001,2023-08-06 03:02:00,e80338,SKX5563,159.992222084,-0.9923420100817009
-46.56394526643573,-23.588763738082665,5615.9400000000005,2023-08-06 03:03:00,e80338,SKX5563,159.47777764,-0.9923747216439064
-46.651370930221844,-23.626355833926453,6137.910000000001,2023-08-06 03:04:00,,,,-0.9923958668288213
-46.75574200708161,-23.62904189804854,6625.59,2023-08-06 03:05:00,,,,-0.9924721325228911
-46.86345418294269,-23.59291076660156,7162.8,2023-08-06 03:06:00,e80338,SKX5563,199.089999828,-0.9926205650403193
-46.975962320963504,-23.55821228027344,7658.1,2023-08-06 03:07:00,e80338,SKX5563,206.292222044,-0.9927580750780173
-47.09089799360794,-23.52314758300781,8237.220000000001,2023-08-06 03:08:00,e80338,SKX5563,207.321110932,-0.9928898959816463
-47.207303133877815,-23.48748779296875,8747.76,2023-08-06 03:09:00,e80338,SKX5563,210.407777596,-0.9930171170249033
-47.32590553977269,-23.451004028320312,9197.34,2023-08-06 03:10:00,e80338,SKX5563,214.00888870400001,-0.9931400660175196
-47.446136474609375,-23.4138669806012,9585.960000000001,2023-08-06 03:11:00,e80338,SKX5563,216.581110924,-0.9932587907897775
-47.56718953450519,-23.376392429157875,9951.720000000001,2023-08-06 03:12:00,e80338,SKX5563,219.153333144,-0.9933730475132543
-47.690901322798254,-23.33807373046875,10165.08,2023-08-06 03:13:00,e80338,SKX5563,226.35555536,-0.9934834245683881
-47.818450927734375,-23.298324326337426,10340.34,2023-08-06 03:14:00,e80338,SKX5563,231.4999998,-0.9935910374423228
-47.94469197591144,-23.25866181971662,10736.58,2023-08-06 03:15:00,e80338,SKX5563,226.35555536,-0.9936942645666272
-48.06903076171875,-23.219696044921875,11033.76,2023-08-06 03:16:00,e80338,SKX5563,223.78333314,-0.9937918920044868
-48.19247713955963,-23.18101501464844,11262.36,2023-08-06 03:17:00,e80338,SKX5563,223.268888696,-0.9938844113940085
-48.31752152876419,-23.14169311523437,11422.380000000001,2023-08-06 03:18:00,e80338,SKX5563,224.297777584,-0.9939732726979622
-48.44066827947444,-23.102783203125,11567.16,2023-08-06 03:19:00,e80338,SKX5563,226.35555536,-0.9940568230834882
-48.56735229492188,-23.06244413731463,11567.16,2023-08-06 03:20:00,e80338,SKX5563,228.92777758,-0.9941382101326997
-48.69389851888019,-23.022129899364412,11567.16,2023-08-06 03:21:00,e80338,SKX5563,228.92777758,-0.994214983630823
-48.8201904296875,-22.981815661414203,11567.16,2023-08-06 03:22:00,e80338,SKX5563,228.92777758,-0.9942871687423691
-48.94638893821019,-22.941421508789062,11567.16,2023-08-06 03:23:00,e80338,SKX5563,228.92777758,-0.9943548959328445
-49.07272338867188,-22.90090787208686,11574.78,2023-08-06 03:24:00,e80338,SKX5563,229.442222024,-0.9944182462191055
-49.19921875,-22.860081559520665,11574.78,2023-08-06 03:25:00,e80338,SKX5563,228.92777758,-0.9944775812270727
-49.32456831498576,-22.81951904296875,11574.78,2023-08-06 03:26:00,e80338,SKX5563,229.442222024,-0.9945316314800549
-49.45111083984375,-22.778640747070312,11574.78,2023-08-06 03:27:00,e80338,SKX5563,228.92777758,-0.9945818131237892
-49.577353737571,-22.737533569335938,11582.400000000001,2023-08-06 03:28:00,e80338,SKX5563,227.898888692,-0.9946277179255603
-49.702647816051126,-22.696563720703125,11582.400000000001,2023-08-06 03:29:00,e80338,SKX5563,227.384444248,-0.9946684766025096
-49.82744251598007,-22.65582275390625,11582.400000000001,2023-08-06 03:30:00,e80338,SKX5563,227.384444248,-0.9947039713755752
-49.95178777521306,-22.614990234375,11582.400000000001,2023-08-06 03:31:00,e80338,SKX5563,226.35555536,-0.9947347345570082
-50.0762939453125,-22.57401805813032,11590.02,2023-08-06 03:32:00,e80338,SKX5563,225.841110916,-0.9947610253768516
-50.200042724609375,-22.53305208885064,11590.02,2023-08-06 03:33:00,e80338,SKX5563,225.841110916,-0.994782224965199
-50.3240966796875,-22.492272328522237,11590.02,2023-08-06 03:34:00,e80338,SKX5563,225.841110916,-0.9947984144175168
-50.44782049005681,-22.45101928710937,11597.640000000001,2023-08-06 03:35:00,e80338,SKX5563,226.35555536,-0.9948104466334017
-50.57200113932288,-22.409642106395665,11605.26,2023-08-06 03:36:00,e80338,SKX5563,225.841110916,-0.9948180790458526
-50.69511413574216,-22.368629584878192,11597.640000000001,2023-08-06 03:37:00,,,,-0.9948197018024466
-50.81858032511105,-22.327231216928027,11597.640000000001,2023-08-06 03:38:00,,,,-0.9948172848775017
-50.94273885091144,-22.285580392611223,11597.640000000001,2023-08-06 03:39:00,e80338,SKX5563,225.841110916,-0.9948108343147878
-51.064081070270944,-22.244780129488735,11597.640000000001,2023-08-06 03:40:00,,,,-0.9947963327678581
