longitude,latitude,altitude,time,icao24,callsign,groundspeed,cos_sza
104.01595017005656,1.4032241045418432,586.74,2023-02-06 02:00:00,801733.0,IGO1004,120.379999896,0.6187357282301643
104.045357539736,1.4725403866525424,586.74,2023-02-06 02:01:00,801733.0,IGO1004,120.379999896,0.6219458747159378
104.045357539736,1.4725403866525424,586.74,2023-02-06 02:02:00,801733.0,IGO1004,120.379999896,0.6251167315498228
104.045357539736,1.4725403866525424,586.74,2023-02-06 02:03:00,801733.0,IGO1004,120.379999896,0.6282755623657655
103.9113448838056,1.649688720703125,3528.0600000000004,2023-02-06 02:04:00,801733.0,IGO1004,173.367777628,0.628843433434076
103.8403109846444,1.719313799324682,4191.0,2023-02-06 02:05:00,801733.0,IGO1004,186.743333172,0.6307402238578151
103.7701053942664,1.7882537841796875,4838.7,2023-02-06 02:06:00,801733.0,IGO1004,194.974444276,0.6326435546708284
103.68749684300916,1.869444766287076,5562.6,2023-02-06 02:07:00,801733.0,IGO1004,200.63333316,0.6343221393515517
103.60963983050848,1.94586181640625,6129.866666666667,2023-02-06 02:08:00,,,,0.636077393859559
103.5272889218088,2.02679443359375,6629.400000000001,2023-02-06 02:09:00,801733.0,IGO1004,212.979999816,0.6377465153875278
103.44852253542108,2.0987091064453125,6918.96,2023-02-06 02:10:00,801733.0,IGO1004,215.552222036,0.6394995135192578
103.39389669484106,2.1351649397510597,6918.96,2023-02-06 02:11:00,801733.0,IGO1004,215.552222036,0.6417267473867552
103.39389669484106,2.1351649397510597,6918.96,2023-02-06 02:12:00,801733.0,IGO1004,215.552222036,0.6448061999568634
103.10763655037717,2.23339016154661,8488.68,2023-02-06 02:13:00,801733.0,IGO1004,231.4999998,0.6438525703920179
102.98394564924568,2.2694681458554022,8839.2,2023-02-06 02:14:00,801733.0,IGO1004,236.129999796,0.6452175452326901
102.8600091449285,2.30584716796875,9189.720000000001,2023-02-06 02:15:00,801733.0,IGO1004,237.673333128,0.6465744338132915
102.73487672967426,2.3424224853515625,9410.7,2023-02-06 02:16:00,801733.0,IGO1004,242.817777568,0.6479121710499722
102.60927879204183,2.379135131835937,9654.54,2023-02-06 02:17:00,801733.0,IGO1004,245.904444232,0.6492400492705881
102.48065495895126,2.4166717529296875,9845.04,2023-02-06 02:18:00,801733.0,IGO1004,251.563333116,0.6505233420756472
102.35319493180614,2.460845947265625,10142.220000000001,2023-02-06 02:19:00,801733.0,IGO1004,251.048888672,0.6517826899582002
102.23649649784484,2.5297417074947037,10447.02,2023-02-06 02:20:00,801733.0,IGO1004,250.534444228,0.6530391728028517
102.12797520524364,2.609710693359375,10782.300000000001,2023-02-06 02:21:00,801733.0,IGO1004,248.476666452,0.6543314749052127
102.01956387223868,2.689462435447564,11049.0,2023-02-06 02:22:00,801733.0,IGO1004,247.962222008,0.6556207085522117
101.91369525456832,2.7674102783203125,11071.86,2023-02-06 02:23:00,801733.0,IGO1004,245.389999788,0.6569445345717057
101.804146602236,2.8480659096927963,11201.400000000001,2023-02-06 02:24:00,801733.0,IGO1004,250.019999784,0.6582041277908981
101.69583078158104,2.92767333984375,11460.480000000001,2023-02-06 02:25:00,801733.0,IGO1004,247.962222008,0.6594785107726484
101.58792269431936,3.0070953369140625,11673.84,2023-02-06 02:26:00,801733.0,IGO1004,247.962222008,0.6607531376518156
101.48061978614936,3.085968017578125,11704.32,2023-02-06 02:27:00,801733.0,IGO1004,246.93333312,0.6620322694556806
101.37378561085669,3.1644349179025424,11704.32,2023-02-06 02:28:00,801733.0,IGO1004,248.476666452,0.6633134669412494
101.26666570113876,3.2432098388671875,11704.32,2023-02-06 02:29:00,801733.0,IGO1004,247.447777564,0.6645838908201646
101.15813156654094,3.32294528767214,11704.32,2023-02-06 02:30:00,801733.0,IGO1004,245.904444232,0.6658266560199162
101.05319319100217,3.398406465174788,11689.08,2023-02-06 02:31:00,801733.0,IGO1004,245.389999788,0.6671293706833237
100.9416379766949,3.4764862060546875,11689.08,2023-02-06 02:32:00,801733.0,IGO1004,244.3611109,0.6683342073539248
100.83549887447032,3.551376342773437,11696.7,2023-02-06 02:33:00,801733.0,IGO1004,244.3611109,0.6696145333282393
100.73555121987552,3.622238159179688,11696.7,2023-02-06 02:34:00,801733.0,IGO1004,243.846666456,0.6709836648909264
100.63439320709745,3.6963958740234375,11696.7,2023-02-06 02:35:00,801733.0,IGO1004,243.846666456,0.6723145127426616
100.53986648033406,3.765284651416843,11696.7,2023-02-06 02:36:00,801733.0,IGO1004,244.3611109,0.6737455387265172
100.53986648033406,3.765284651416843,11696.7,2023-02-06 02:37:00,801733.0,IGO1004,245.904444232,0.6766467025936752
100.53986648033406,3.765284651416843,11696.7,2023-02-06 02:38:00,801733.0,IGO1004,245.904444232,0.679534652247008
100.53986648033406,3.765284651416843,11696.7,2023-02-06 02:39:00,801733.0,IGO1004,245.904444232,0.6824093326880797
100.53986648033406,3.765284651416843,11696.7,2023-02-06 02:40:00,801733.0,IGO1004,245.904444232,0.6852706891709064
100.53986648033406,3.765284651416843,11696.7,2023-02-06 02:41:00,801733.0,IGO1004,245.904444232,0.6881186672030333
100.50044126905536,3.7865292732232785,11696.7,2023-02-06 02:42:00,,,,0.6903893555633345
100.3821656352193,3.8502631386425845,11696.7,2023-02-06 02:43:00,,,,0.691524636799763
100.26389000138322,3.9139970040618906,11696.7,2023-02-06 02:44:00,,,,0.6926551002319934
100.14561436754715,3.977730869481197,11696.7,2023-02-06 02:45:00,,,,0.6937807337772322
100.02733873371108,4.0414647349005035,11696.7,2023-02-06 02:46:00,,,,0.69490152540437
99.90906309987501,4.1051986003198095,11696.7,2023-02-06 02:47:00,,,,0.6960174631341403
99.79078746603894,4.168932465739116,11696.7,2023-02-06 02:48:00,,,,0.6971285350392242
99.67241494994217,4.232575054752004,11696.7,2023-02-06 02:49:00,,,,0.6982341692148443
99.55401393906314,4.2961907977633,11696.7,2023-02-06 02:50:00,,,,0.6993347589864419
99.43561292818413,4.359806540774597,11696.7,2023-02-06 02:51:00,,,,0.7004304585967607
99.3172119173051,4.423422283785894,11696.7,2023-02-06 02:52:00,,,,0.7015212563686497
99.19881090642609,4.487038026797191,11696.7,2023-02-06 02:53:00,,,,0.7026071406773438
99.08040989554706,4.550653769808488,11696.7,2023-02-06 02:54:00,,,,0.703688099950601
98.96197964966608,4.6142419172707365,11696.7,2023-02-06 02:55:00,,,,0.7047639617780027
98.84344081663467,4.67772756697914,11696.7,2023-02-06 02:56:00,,,,0.7058342854834878
98.72490198360326,4.7412132166875445,11696.7,2023-02-06 02:57:00,,,,0.7068996621513798
98.60636315057185,4.804698866395948,11696.7,2023-02-06 02:58:00,,,,0.7079600804644929
98.48782431754043,4.8681845161043515,11696.7,2023-02-06 02:59:00,,,,0.7090155291585272
98.36928548450902,4.931670165812755,11696.7,2023-02-06 03:00:00,,,,0.7100659970221977
98.25074665147761,4.9951558155211595,11696.7,2023-02-06 03:01:00,,,,0.7111114728973602
98.13210994662276,5.058548889265709,11696.7,2023-02-06 03:02:00,,,,0.7121514391109303
98.01342089172319,5.1218924456345825,11696.7,2023-02-06 03:03:00,,,,0.7131861315275891
97.8947318368236,5.185236002003456,11696.7,2023-02-06 03:04:00,,,,0.714215812530262
97.776042781924,5.248579558372329,11696.7,2023-02-06 03:05:00,,,,0.7152404712204461
97.65735372702443,5.3119231147412025,11696.7,2023-02-06 03:06:00,,,,0.7162600967531011
97.53866467212484,5.375266671110076,11696.7,2023-02-06 03:07:00,,,,0.7172746783367588
97.41996083794781,5.438596216151917,11696.7,2023-02-06 03:08:00,,,,0.7182841329868639
97.30110921099507,5.501785647922119,11696.7,2023-02-06 03:09:00,,,,0.71928780797919
97.18225758404232,5.564975079692322,11696.7,2023-02-06 03:10:00,,,,0.7202864220026978
97.06340595708956,5.628164511462524,11696.7,2023-02-06 03:11:00,,,,0.7212799645294063
96.94455433013681,5.691353943232725,11696.7,2023-02-06 03:12:00,,,,0.7222684250851865
96.82570270318406,5.754543375002927,11696.7,2023-02-06 03:13:00,,,,0.7232517932498553
96.7068510762313,5.8177328067731295,11696.7,2023-02-06 03:14:00,,,,0.7242300586573045
96.58790671668804,5.880834107611053,11696.7,2023-02-06 03:15:00,,,,0.7252027891062336
96.46888022256498,5.943857349623608,11696.7,2023-02-06 03:16:00,,,,0.7261700350701628
96.34985372844191,6.006880591636162,11696.7,2023-02-06 03:17:00,,,,0.7271321639026495
96.23082723431884,6.069903833648717,11696.7,2023-02-06 03:18:00,,,,0.7280891655045083
96.11180074019578,6.1329270756612715,11696.7,2023-02-06 03:19:00,,,,0.7290410298308202
95.99277424607271,6.195950317673827,11696.7,2023-02-06 03:20:00,,,,0.7299877468910632
95.87374775194965,6.258973559686382,11696.7,2023-02-06 03:21:00,,,,0.7309293067492116
95.75453982486724,6.32182391368335,11696.7,2023-02-06 03:22:00,,,,0.7318649366152824
95.6353262280046,6.384668864929616,11696.7,2023-02-06 03:23:00,,,,0.7327953831904215
95.51611263114198,6.447513816175883,11696.7,2023-02-06 03:24:00,,,,0.7337206608627928
95.39689903427934,6.51035876742215,11696.7,2023-02-06 03:25:00,,,,0.7346407599660936
95.27768543741672,6.573203718668417,11696.7,2023-02-06 03:26:00,,,,0.7355556708886782
95.1584718405541,6.636048669914684,11696.7,2023-02-06 03:27:00,,,,0.7364653840736467
95.0391767229794,6.698815717915335,11696.7,2023-02-06 03:28:00,,,,0.7373695718830421
94.91976385326545,6.761470239006013,11696.7,2023-02-06 03:29:00,,,,0.7382680969167297
94.8003509835515,6.824124760096692,11696.7,2023-02-06 03:30:00,,,,0.7391614149907283
94.68093811383756,6.886779281187369,11696.7,2023-02-06 03:31:00,,,,0.7400495168200781
94.5615252441236,6.9494338022780475,11696.7,2023-02-06 03:32:00,,,,0.7409323931746643
94.44211237440965,7.012088323368726,11696.7,2023-02-06 03:33:00,,,,0.7418100348793182
94.32269950469569,7.074742844459404,11696.7,2023-02-06 03:34:00,,,,0.74268243281393
94.2031072885075,7.137225454272869,11696.7,2023-02-06 03:35:00,,,,0.7435489417072557
94.0834830461628,7.199677365643604,11696.7,2023-02-06 03:36:00,,,,0.7444100940645315
