Unnamed: 0.1,Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_waypoint,cocip_level,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,cocip_mean_contrail_altitude,cocip_mean_rhi,cocip_std_rhi,cocip_mean_n_ice_per_m,cocip_std_n_ice_per_m,cocip_mean_r_ice_vol,cocip_mean_width,cocip_mean_depth,cocip_mean_tau_contrail,cocip_mean_tau_cirrus,cocip_max_age,cocip_mean_rf_sw,cocip_mean_rf_lw,cocip_mean_rf_net,cocip_mean_olr,cocip_mean_sdr,cocip_mean_rsr,cocip_contrail_length,cocip_persistent_contrail_length,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_segment_length_km,accf_issr_nox_impact,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_segment_length_km,accf_sac_accf_contrail_cocip
0,0,1,3c49c8,EWG1VT,51.27375198622881,6.7395782470703125,79.73888882,480.06,-0.8024823182432335,34610D,272.38846,-6.3829026,-9.068879,76.37176287483153,69977.97246230373,0.1561211358038738,1.826410848020926,76.13327934053035,160.660385058037,1609.5781164530124,0.0033471929996075,95689.25477700024,0.8972782874584732,0.6344439945044196,0.4848178574906685,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.2308318114002425,80.33067635513677,15.084062170103325,116.40274805865984,2024095706231896.0,24.1517150675055,735.962498740971,1416.32325818181,0.334719299961,0.0197683258854331,0.913205424010463,80.3301925290185,46.1953849457423,46.04127590932561,0.33471929996075,0.7325552542128249,4894261054677124.0,0.0222228542496173,0.0001062031999561,3.16,35.8,2023-02-05 23:01:00,0.0033471929996075,0.8972783929112372,0.0,0,956.8925477700022,0.0033471929996075,-6.3829026,-9.068879,0.8972783929112372,0.0054741898,7.1527865e-08,1.22381822617374,0.0,4127.628640220178,0.3580131850834628,-0.9337165304879176,5.264809185756188,244.22064534784013,0.8905964684203391,inf,0.0,239.7271062923193,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.003303392,3.7409256e-07,6748.1997,0.87686294,-233.37056,0.0,0.0,1.0,-7.383660564044189e-13,7.078775e-12,2.3977383e-16,0.0,0.0,0.0,7.48e-16,8.341308956328687e-14,6.340408903655341e-12,509.0033195961452,4.127628640220178,1.54406946099328e-11,0.003303392,3.7409256e-07,6748.1997,0.87686294,-233.37056,0.0,0.0,0.0,-7.383660564044189e-13,7.078775e-12,2.3977383e-16,0.0,0.0,0.0,7.48e-16,8.341308956328687e-14,6.340408903655341e-12,509.0033195961452,4.127628640220178,0.0
1,1,2,3c49c8,EWG1VT,51.28692626953125,6.684586808488175,93.114444364,990.6,-0.8027542455544168,34610D,272.21658,-8.785708,-12.3392935,109.89420452762958,69901.8391829632,0.198848554007696,1.360351648393968,61.61934005055974,105.9205612927374,1545.354145803298,0.0014640223732029,89976.97737353944,0.3743236356463879,0.5134945004213312,0.4210870451424979,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.3322574261208702,52.959888066653136,13.451617495675428,84.9745053704735,2021174454440956.0,18.9999227223082,700.650080784799,1335.0427736821,0.14640223732,0.0180938980287996,0.680175824196984,52.9602806463687,37.5914478524399,37.53649358601838,0.14640223732029,0.5964111619570537,6128266298756049.0,0.0180773220658439,8.490876522518632e-05,3.16,35.8,2023-02-05 23:02:00,0.0014640223732029,0.3743240423596423,0.0,1,899.7697737353944,0.0014640223732029,-8.785708,-12.3392935,0.3743240423596423,0.00014428384,0.0,1.1514876252162904,0.0,6667.509382517012,0.9966805091004683,0.0814123011542548,5.206098435192354,244.086973917267,0.370917930848909,inf,0.0,235.02810561405732,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0014561744,3.6455828e-07,11562.951,0.36870468,-233.25891,0.0,0.0,1.0000000000000002,-7.240176769388352e-13,6.8116996e-12,2.3903887000000004e-16,0.0,0.0,0.0,7.48e-16,8.012690210782384e-14,6.087681788861619e-12,508.8174818306625,6.667509382517013,8.982319034376444e-12,0.0014561744,3.6455828e-07,11562.951,0.36870468,-233.25891,0.0,0.0,0.0,-7.240176769388352e-13,6.8116996e-12,2.3903887000000004e-16,0.0,0.0,0.0,7.48e-16,8.012690210782384e-14,6.087681788861619e-12,508.8174818306625,6.667509382517013,0.0
2,2,3,3c49c8,EWG1VT,51.346527099609375,6.692381162901183,124.495555448,1478.28,-0.8026860466894465,34610D,268.90103,-8.183941,-12.292739,128.76144792925294,69840.21984291263,0.2252366349987205,1.742917889717066,86.72004678175352,131.1932664122682,2591.798539792315,0.0006576782357782,84781.45509278591,0.2092972939089107,0.7226670565146127,0.6055057427946788,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.391693910669459,65.59703338994717,18.421170545870613,145.1449038503393,1668592479748120.5,22.9228119333411,741.002371318658,1427.51352587459,0.0657678235778,0.0199373596389347,0.871458944858533,65.5966332061341,43.7098472736934,43.68111915231249,0.06576782357782,0.7545417379925817,4078471978223849.5,0.0236215247087939,9.630702676372028e-05,3.16,35.8,2023-02-05 23:03:00,0.0006576782357782,0.2092975081918213,0.0,2,847.814550927859,0.0006576782357782,-8.183941,-12.292739,0.2092975081918213,0.00036786433,0.0,1.0983755302791791,0.0,7473.160672911053,0.9768031916927632,0.2141390312363241,5.069038677423508,243.76963883604827,0.2008180862737706,inf,0.0,233.91498461346004,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0006523211,2.2403253e-07,16194.695,0.19833557,-233.1563,0.0,0.0,1.0,-7.099017793378615e-13,6.1322965e-12,2.2820666e-16,0.0,0.0,0.0,7.479999999999999e-16,7.146734011210979e-14,5.422394880254664e-12,507.6090956870596,7.473160672911052,1.3394522812259012e-11,0.0006523211,2.2403253e-07,16194.695,0.19833557,-233.1563,0.0,0.0,0.0,-7.099017793378615e-13,6.1322965e-12,2.2820666e-16,0.0,0.0,0.0,7.479999999999999e-16,7.146734011210979e-14,5.422394880254664e-12,507.6090956870596,7.473160672911052,0.0
3,3,4,3c49c8,EWG1VT,51.41177937135858,6.7153167724609375,134.269999884,2293.62,-0.8025771859045123,34610D,265.7193,-10.115075,-17.433117,152.02758551331675,69753.49979613088,0.2498008949051863,1.70844273888205,89.03771380396992,120.796251562843,2710.516419643233,0.0004102518083551,76639.32731338663,0.1551751363655123,0.741980948366416,0.6656590642699213,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.46523038012409,60.39845090708873,19.433009934478186,153.77458017848733,1438623814211824.0,22.1887810810356,746.40422686728,1443.76713641989,0.0410251808355,0.0203110090543705,0.854221369441025,60.3981257814215,42.0570621161343,42.03981520592316,0.04102518083551,0.7787824993590978,3519459796779341.0,0.0241506875718982,9.173697566521618e-05,3.16,35.8,2023-02-05 23:04:00,0.0004102518083551,0.1551753611416186,0.0,3,766.3932731338663,0.0004102518083551,-10.115075,-17.433117,0.1551753611416186,0.0005435275,0.0,1.0047801188149277,0.0,8125.812510232658,0.8201398934232258,0.5721630495022725,4.731254551588395,242.95382833735064,0.1443381796984198,inf,0.0,232.9331108116623,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00040756943,8.091425e-07,23964.637,0.1425343,-233.0676,0.0,0.0,1.0,-6.865070333687445e-13,5.3900287e-12,2.733089e-16,0.0,0.0,0.0,7.480000000000001e-16,6.21670878214422e-14,4.703521455742295e-12,506.2763257296967,8.125812510232658,1.1644056573537706e-11,0.00040756943,8.091425e-07,23964.637,0.1425343,-233.0676,0.0,0.0,0.0,-6.865070333687445e-13,5.3900287e-12,2.733089e-16,0.0,0.0,0.0,7.480000000000001e-16,6.21670878214422e-14,4.703521455742295e-12,506.2763257296967,8.125812510232658,0.0
4,4,5,3c49c8,EWG1VT,51.47136623576536,6.782073974609375,136.32777766,3139.44,-0.8025919749969554,34610D,262.69473,-9.7017145,-22.68333,172.15993090396677,69664.4620823269,0.2752137485399603,1.569830562703224,65.28119160426695,107.98719609445328,1746.815013642773,0.0010080620452574,68873.98399781724,0.4472575116560761,0.544009930035558,0.5266912449879334,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.5298630220848103,41.33547642062823,15.190783551465708,92.46899268890812,1425805283515028.5,20.508436279148533,740.0562766637997,1430.9275572999966,0.0448968166656,0.0200701998482447,0.784915281351612,53.99359804722664,39.03599800576897,39.01871377746976,0.0448968166655966,0.7503576920786363,3660252480270085.0,0.0224071097258617,8.502257102688425e-05,3.16,35.8,2023-02-05 23:05:00,0.0010080620452574,0.4472579108181051,0.0,4,688.7398399781724,0.0010080620452574,-9.7017145,-22.68333,0.4472579108181051,0.00051186257,0.0,0.913369055433584,0.0,9048.399248069316,0.8267242315425097,0.5626073630698827,4.403218472906916,242.11055839296168,0.4038855910293727,inf,0.0,233.39730627796973,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0009844095,6.116324e-07,32072.838,0.4213395,-233.0133,0.0,0.0,0.9999999999999998,-6.622186436877603e-13,4.722879e-12,2.5808416000000003e-16,0.0,0.0,0.0,7.48e-16,5.3794670099566283e-14,4.060660456477188e-12,505.0684270041611,9.048399248069316,8.570112984976429e-12,0.0009844095,6.116324e-07,32072.838,0.4213395,-233.0133,0.0,0.0,0.0,-6.622186436877603e-13,4.722879e-12,2.5808416000000003e-16,0.0,0.0,0.0,7.48e-16,5.3794670099566283e-14,4.060660456477188e-12,505.0684270041611,9.048399248069316,0.0
5,5,6,3c49c8,EWG1VT,51.538494562698624,6.8555450439453125,156.90555542,3680.46,-0.8025233181063105,34610D,260.8288,-7.7048664,-21.982765,180.86530391463708,69599.18089072265,0.2795150090739257,1.431218386524398,68.90338756015765,95.17814062606352,1956.01770563358,0.0008242821444889,64250.40779201729,0.4033593605740863,0.5741948963346472,0.5836397649141745,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.5586434599953292,42.41438503006753,16.24685773296208,101.49010183275009,1260257109511064.0,18.828091477261463,733.7083264603193,1418.0879781801034,0.0487684524957,0.0198293906421191,0.715609193262199,47.58907031303176,36.01493389540363,35.99761234901636,0.0487684524956833,0.7230942938406201,3727897300220373.0,0.0212105809628876,7.810652261118365e-05,3.16,35.8,2023-02-05 23:06:00,0.0008242821444889,0.4033591416477515,0.0,5,642.5040779201729,0.0008242821444889,-7.7048664,-21.982765,0.4033591416477515,0.0008339703,0.0,0.8581491841375892,0.0,9736.546908630891,0.796178705015712,0.6050615420595693,4.131494092536274,241.36878431032784,0.3576355399591378,inf,0.0,232.4746498908129,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0008032731,6.425383e-07,37291.156,0.38268286,-232.85994,0.0,0.0,1.0,-6.464835598122535e-13,4.3370095e-12,2.604665e-16,0.0,0.0,0.0,7.48e-16,4.89853016322647e-14,3.690525780126778e-12,503.69304922359305,9.736546908630892,6.721991590298315e-12,0.0008032731,6.425383e-07,37291.156,0.38268286,-232.85994,0.0,0.0,0.0,-6.464835598122535e-13,4.3370095e-12,2.604665e-16,0.0,0.0,0.0,7.48e-16,4.89853016322647e-14,3.690525780126778e-12,503.69304922359305,9.736546908630892,0.0
6,6,7,3c49c8,EWG1VT,51.60804360599841,6.940689086914063,168.737777632,4282.4400000000005,-0.8024294629498911,34610D,258.67087,-9.410086,-19.239204,188.92953500521247,69530.27750316249,0.2797798423919226,1.292606210345572,68.82293139203,82.3690851576738,1887.5434647815648,0.0005264008832577,59404.63497616392,0.2899343475747211,0.5735244282669166,0.6147526972262357,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.5859806701031444,41.18411923612204,16.634609845896893,102.12893953738374,1120239502056213.6,17.1477466753744,727.360376256839,1405.24839906021,0.0526400883258,0.0195885814359934,0.646303105172786,41.1845425788369,32.9938697850383,32.97651092056296,0.05264008832577,0.6974558288593541,3699394643412260.0,0.0202882512016541,7.073176453666421e-05,3.16,35.8,2023-02-05 23:07:00,0.0005264008832577,0.2899347232270898,0.0,6,594.0463497616391,0.0005264008832577,-9.410086,-19.239204,0.2899347232270898,0.0010628379,0.0,0.8000465497748852,0.0,10422.131734241842,0.7498966969135705,0.661554944020613,3.8203198366980753,240.4642644436464,0.2516730972381876,inf,0.0,231.1402421549656,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0005139715,4.3995612e-07,43138.164,0.27627414,-232.72365,0.0,0.0,1.0000000000000002,-6.289372318561568e-13,3.9350754e-12,2.4485078000000003e-16,0.0,0.0,0.0,7.48e-16,4.3972643739745875e-14,3.306137920075385e-12,502.2632659587211,10.422131734241844,5.202152374998751e-12,0.0005139715,4.3995612e-07,43138.164,0.27627414,-232.72365,0.0,0.0,0.0,-6.289372318561568e-13,3.9350754e-12,2.4485078000000003e-16,0.0,0.0,0.0,7.48e-16,4.3972643739745875e-14,3.306137920075385e-12,502.2632659587211,10.422131734241844,0.0
7,7,8,3c49c8,EWG1VT,51.67817687988281,7.0405289933488175,177.997777624,4861.56,-0.8023316662383801,34610D,254.80453,-11.12708,-17.002485,197.0520092598847,69461.45457177046,0.288924450597651,1.339166464259398,72.8311347919456,84.492747478954,1886.729328697349,0.0004614868414836,55026.440867802725,0.3377427918106023,0.6069261232662133,0.6680235069842809,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6157926381480618,42.24590053905485,17.624043036151186,113.0205398555112,984073307622649.2,17.3843437106692,734.974701621217,1431.5329006268,0.0461486841484,0.0202274866677598,0.669583232129699,42.246373739477,33.1026411302465,33.087371743567566,0.04614868414836,0.7283992681477205,3408902781668357.0,0.0211657090660046,7.283436373983158e-05,3.16,35.8,2023-02-05 23:08:00,0.0004614868414836,0.3377432690185471,0.0,7,550.2644086780273,0.0004614868414836,-11.12708,-17.002485,0.3377432690185471,0.000932071,0.0,0.7523271369721084,0.0,10810.56932148757,0.7487558998275375,0.6628458361289257,3.584066305659932,239.7328637014348,0.2822148712945705,inf,0.0,230.61362838848328,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00045142602,3.5924074e-07,48757.773,0.328109,-232.63782,0.0,0.0,1.0,-6.121160325257529e-13,3.4130678e-12,2.3862898000000003e-16,0.0,0.0,0.0,7.479999999999998e-16,3.739900082873885e-14,2.8009516812273592e-12,500.82069581064815,10.81056932148757,4.7634789963887646e-12,0.00045142602,3.5924074e-07,48757.773,0.328109,-232.63782,0.0,0.0,0.0,-6.121160325257529e-13,3.4130678e-12,2.3862898000000003e-16,0.0,0.0,0.0,7.479999999999998e-16,3.739900082873885e-14,2.8009516812273592e-12,500.82069581064815,10.81056932148757,0.0
8,8,9,3c49c8,EWG1VT,51.75081931938559,7.14447021484375,184.171110952,5440.68,-0.8021903095667069,34610D,250.97343,-12.936914,-20.305511,207.90491808218903,69388.62343697851,0.2977270632558954,1.302791492072418,71.69727799042067,80.2804694207562,1813.6971202439283,0.0005343826958131,50913.27576770084,0.5231046724465891,0.5974773165868389,0.6776474370194238,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6546483680288514,40.14067503536664,17.556600262792035,110.74539606141694,901616074802573.8,16.8162393977702,733.427693257569,1434.14688050904,0.0534382695813,0.0203557396271473,0.651395746036209,40.1402347103781,32.000593344566,31.983501914591336,0.05343826958131,0.721932902130209,3440518149036046.5,0.0207675943160032,7.177942549237474e-05,3.16,35.8,2023-02-05 23:09:00,0.0005343826958131,0.5231046582609787,0.0,8,509.1327576770084,0.0005343826958131,-12.936914,-20.305511,0.5231046582609787,0.00070094236,0.0,0.7067173333241448,0.0,11147.298906109523,0.7476758120633196,0.6640639126284876,3.3579386777496123,238.99168825408407,0.4208725101563524,inf,0.0,230.627965101172,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0005227549,2.6707136e-07,54430.324,0.5211308,-232.58258,0.0,0.0,1.0,-5.951875243780826e-13,2.9652435e-12,2.3152425000000004e-16,0.0,0.0,0.0,7.479999999999999e-16,3.179025121946092e-14,2.3700559203648863e-12,499.3228457516236,11.147298906109524,3.847431963770726e-12,0.0005227549,2.6707136e-07,54430.324,0.5211308,-232.58258,0.0,0.0,0.0,-5.951875243780826e-13,2.9652435e-12,2.3152425000000004e-16,0.0,0.0,0.0,7.479999999999999e-16,3.179025121946092e-14,2.3700559203648863e-12,499.3228457516236,11.147298906109524,0.0
9,9,10,3c49c8,EWG1VT,51.82562876555879,7.252044677734375,188.801110948,5996.9400000000005,-0.8020071539642564,34610D,247.87326,-12.409214,-25.369074,216.9524843259315,69316.92615898809,0.3046578087258751,1.254149576605642,69.5841391761796,75.7841634761458,1618.7375223760396,0.0005546997825369,47200.44144697906,0.6840002824021919,0.5798678264681634,0.6826546556211897,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6873960079171875,37.89163684995148,17.34322662245154,106.16703499669458,828568111886437.4,16.1319978894059,731.704380275788,1435.13297473393,0.0554699782537,0.0204350223827525,0.627074788302821,37.8920817380729,30.6862785152652,30.66926627992916,0.05546997825369,0.7148988469810895,3422512679476855.0,0.0203327882574695,6.960367989158442e-05,3.16,35.8,2023-02-05 23:10:00,0.0005546997825369,0.6840004067327144,0.0,9,472.0044144697906,0.0005546997825369,-12.409214,-25.369074,0.6840004067327144,0.0015453481,0.0,0.6633745875748662,0.0,11484.907125089065,0.7476053739662908,0.6641432110747819,3.144146246760453,238.24914786505755,0.5337055225718152,inf,0.0,230.59938809731304,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0005423156,2.710943e-07,59886.188,0.67961246,-232.37889,0.0,0.0,1.0,-5.789462993546919e-13,2.6342502e-12,2.3183435e-16,0.0,0.0,0.0,7.48e-16,2.769878491770896e-14,2.055303889866664e-12,497.7744858184563,11.484907125089064,3.144659072825982e-12,0.0005423156,2.710943e-07,59886.188,0.67961246,-232.37889,0.0,0.0,0.0,-5.789462993546919e-13,2.6342502e-12,2.3183435e-16,0.0,0.0,0.0,7.48e-16,2.769878491770896e-14,2.055303889866664e-12,497.7744858184563,11.484907125089064,0.0
