,Unnamed: 0,index,longitude,latitude,altitude,groundspeed,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_mass_meem,ei_number_meem,ei_nox_p3t3_xue,ei_nox_kaiser,ei_nox_kypriandis,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_waypoint,cocip_level,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,cocip_mean_contrail_altitude,cocip_mean_rhi,cocip_std_rhi,cocip_mean_n_ice_per_m,cocip_std_n_ice_per_m,cocip_mean_r_ice_vol,cocip_mean_width,cocip_mean_depth,cocip_mean_tau_contrail,cocip_mean_tau_cirrus,cocip_max_age,cocip_mean_rf_sw,cocip_mean_rf_lw,cocip_mean_rf_net,cocip_mean_olr,cocip_mean_sdr,cocip_mean_rsr,cocip_contrail_length,cocip_persistent_contrail_length,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact,accf_sac_contrails_atr20
0,0,0,-4.458446502685547,36.64544677734375,624.84,100.831111024,34610D,295.0791,1.2606021,1.7037115,110.41911986560208,66646.07842391136,0.2852670756832672,1.341520599532846,79.74857143642382,149.1372578639532,2781.242317853452,0.0086940605178519,94040.35659516814,0.4051960526589045,0.6645714286368651,1.0,climb,15,GTF2035,0,43031,1.237,3.16,3.16,24.040564595119505,3.3970745657946275,0.3206507460676785,74.56837728613968,18.209601267464823,30.839551193717703,1531770294383954.8,40.0157439271652,919.654152642054,1525.5889173556,0.869406051785,0.0285298984594863,0.670760299766423,74.5686289319766,23.5107846850185,23.308142285430268,15.444032052408636,1.0815953872986068,844587173156973.6,,,-84.94847148039655,2.967693048410536,3.215313143904793,0.0019437971921002458,2.1143803024550444e-05,3.16,35.8,2024-06-07 09:23:00,0.008694060517851957,0.40519649944182806,0.0,0,940.4035659516813,0.008694060517851957,1.2606021,1.7037115,0.40519649944182806,1.2584623,0.0,1.110243568122773,1014.9134328244254,7015.014079391221,-0.6572896549879692,0.7536380493617586,6.137092192498291,246.06507844494985,0.49907577720245994,inf,0.0,237.58742137982946,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.008542442,-3.4569373e-07,6253.6772,0.4902864,-225.96382,0.0,0.0,1.0,-1.0195190754882544e-12,1.0547481e-11,2.3758472e-16,0.0,0.0,0.0,7.480000000000001e-16,1.2484909111544212e-13,9.527962030157622e-12,1319.3985326824331,1.4907319666417997e-12,1.902555246422279e-13,0.0,0.008542442,-3.4569373e-07,6253.6772,0.4902864,-225.96382,0.0,0.0,0.0,-1.0195190754882544e-12,1.0547481e-11,2.3758472e-16,0.0,0.0,0.0,7.480000000000001e-16,1.2484909111544212e-13,9.527962030157622e-12,1319.3985326824331,1.4907319666417997e-12,1.902555246422279e-13,0.0
1,1,1,-4.399623870849609,36.604248046875,1440.18,118.32222212,34610D,290.1539,-12.254487,3.8107622,139.5428945628349,66566.32985247493,0.3307688823666833,1.014209399663292,71.60021764982794,103.4489265451742,2671.6419100154026,0.0080546383807015,85178.39178058632,0.4837089400015892,0.5966684804152328,0.9418300354805904,climb,15,GTF2035,0,43031,1.237,3.16,3.16,20.06336436311694,2.84790150982238,0.4086492514735346,51.723981842754185,16.79157083189689,28.015289689147053,1574200756020579.0,32.1834593668897,885.09197650419,1442.68249632466,0.80546383807,0.026032391080376,0.507104699831646,51.7244632725871,19.4797588229963,19.32411010407908,15.543019640038093,0.9725166921173451,721625606021460.4,31.997061597269184,1860494484385016.5,-72.86347590940699,2.2508395611733203,2.303865337619834,0.0015924388904775778,1.6834594420655295e-05,3.16,35.8,2024-06-07 09:24:00,0.008054638380701525,0.48370945091657713,0.0,1,851.7839178058632,0.008054638380701525,-12.254487,3.8107622,0.48370945091657713,1.2512788,0.0,1.0226887357773704,1018.6026078873053,7154.666527832962,-0.24911119964419656,0.9684748887874323,5.933455205820679,245.65636537671222,0.5689515273708706,inf,0.0,237.6812067541803,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.008022023,2.7163645e-07,14581.286,0.5661671,-228.24629,0.0,0.0,1.0,-9.708737355102766e-13,9.157152e-12,2.6518717e-16,0.0,0.0,0.0,7.48e-16,1.0743479741819405e-13,8.186277710703602e-12,1319.6353501935578,7.932829690495403e-13,1.438359884277678e-13,0.0,0.008022023,2.7163645e-07,14581.286,0.5661671,-228.24629,0.0,0.0,0.0,-9.708737355102766e-13,9.157152e-12,2.6518717e-16,0.0,0.0,0.0,7.48e-16,1.0743479741819405e-13,8.186277710703602e-12,1319.6353501935578,7.932829690495403e-13,1.438359884277678e-13,0.0
2,2,2,-4.322477300116361,36.58828993975106,2217.42,135.298888772,34610D,288.72867,-5.7371736,10.223558,145.63907830634687,66494.72963482511,0.339630854773388,1.084460416726308,70.13768454253938,108.8239185114716,3005.4719928579057,0.0056536427838742,77372.3179826334,0.3423094915327815,0.5844807045211615,1.0,climb,15,GTF2035,0,43031,1.237,3.16,3.16,20.42019682781145,2.94758102573087,0.4275531962324992,54.41239618029441,18.10369700070769,31.60183637637858,1520318057348993.5,33.3662686786188,908.529820605172,1486.13966614002,0.565364278387,0.0273583868064925,0.542230208363154,54.4119592557358,19.8195241626774,19.7081015963036,15.521553799369547,1.0484425791248173,661164184995018.1,28.9908522541864,1769978257152380.0,-83.84279836021494,2.583058663795116,2.734471452753734,0.001850671220285267,1.655190338987528e-05,3.16,35.8,2024-06-07 09:25:00,0.0056536427838742125,0.3423095976321985,0.0,2,773.723179826334,0.0056536427838742125,-5.7371736,10.223558,0.3423095976321985,1.2396055,0.0,0.9335512106121732,1022.4329422493857,8222.004453059662,0.33662085790962526,0.9416402699652282,5.450785154725087,244.6355152794734,0.39726561184349785,inf,0.0,235.67225076452013,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.005533301,1.3061687e-06,22645.295,0.383683,-230.54301,0.0,0.0,1.0,-9.237153372270566e-13,8.386471e-12,3.1162133e-16,0.0,0.0,0.0,7.48e-16,9.807544715423275e-14,7.462755832302e-12,1319.727080185437,8.986559599759729e-13,1.537990438684584e-13,0.0,0.005533301,1.3061687e-06,22645.295,0.383683,-230.54301,0.0,0.0,0.0,-9.237153372270566e-13,8.386471e-12,3.1162133e-16,0.0,0.0,0.0,7.48e-16,9.807544715423275e-14,7.462755832302e-12,1319.727080185437,8.986559599759729e-13,1.537990438684584e-13,0.0
3,3,3,-4.236222936751972,36.61300917803231,3086.1000000000004,152.275555424,34610D,282.65594,-5.027167,11.661943,152.15103563929642,66424.59195028257,0.3515041307696746,0.990734038315704,67.86278720634367,98.4904321993022,2287.210523828943,0.0030542816214399,69344.03928345334,0.2616115053279639,0.5655232267195306,1.0,climb,15,GTF2035,0,43031,1.237,3.16,3.16,19.05750499071925,2.8004187613642326,0.4514431324406882,49.2460295533564,18.62878593587003,33.766942614562964,1487790454281846.2,30.8684841119675,899.283165073676,1465.12532161754,0.305428162144,0.0268755028371871,0.495367019157852,49.2452160996511,18.4319163127405,18.37579147057252,15.545145949804445,1.020522281140826,625089645110516.0,26.234537288261404,1619013540661793.0,-83.55228864232042,2.381016489085347,2.482635529098643,0.001824251328334016,1.5648795943111537e-05,3.16,35.8,2024-06-07 09:26:00,0.0030542816214399818,0.2616115451016594,0.0,3,693.4403928345334,0.0030542816214399818,-5.027167,11.661943,0.2616115451016594,1.2340837,0.0,0.8546601759616732,1026.2575422343016,9734.594086991396,0.8806545008221959,0.4737590634295125,4.963546236412393,243.52016720027186,0.2866173277151089,inf,0.0,234.0847579529656,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0029637958,1.9844164e-07,31659.031,0.2732792,-232.23616,0.0,0.0,0.9999999999999999,-8.709343973207238e-13,7.0369552e-12,2.2623403e-16,0.0,0.0,0.0,7.48e-16,8.113250557549909e-14,6.166020887658261e-12,1319.5849896787622,6.686486887670468e-13,1.4050669390116378e-13,0.0,0.0029637958,1.9844164e-07,31659.031,0.2732792,-232.23616,0.0,0.0,0.0,-8.709343973207238e-13,7.0369552e-12,2.2623403e-16,0.0,0.0,0.0,7.48e-16,8.113250557549909e-14,6.166020887658261e-12,1319.5849896787622,6.686486887670468e-13,1.4050669390116378e-13,0.0
4,4,4,-4.184622257313833,36.68991347490731,3749.04,174.91111096,34610D,276.65546,-3.87753,9.268916,166.0471201986012,66356.72916307622,0.37121459714286703,0.959821896300932,67.02204012543218,92.3348801037956,2094.6824127800937,0.0021319589428569,63682.73221635501,0.2686130664519654,0.5585170010452682,1.0,climb,15,GTF2035,0,43031,1.237,3.16,3.16,18.64709398685024,2.7573092592439767,0.4979880645262577,46.16828442767831,18.80649025320089,35.451900834086466,1462476383691320.2,30.1105872508211,895.377773786187,1455.57829883785,0.213195894286,0.0266238161980461,0.479910948150466,46.1674400518978,18.0256257998689,17.9872776623989,15.542415307003893,1.007656714528003,612963006120796.2,24.961329213171403,1543934747547453.8,-83.17406752145553,2.311185546798851,2.397443103640029,0.0018182855311880697,1.534521180840338e-05,3.16,35.8,2024-06-07 09:27:00,0.0021319589428569364,0.2686133014723838,0.0,4,636.8273221635501,0.0021319589428569364,-3.87753,9.268916,0.2686133014723838,1.2752519,0.0,0.801908636736368,1029.5417489564836,11300.750988592325,0.9530471581850851,0.30282191841961104,4.6974769247333485,242.86943331762473,0.2778367665594604,inf,0.0,233.45056424577785,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.002044994,3.114354e-07,38533.082,0.26310974,-231.8907,0.0,0.0,1.0,-8.306118935378993e-13,5.969717e-12,2.3494396e-16,0.0,0.0,0.0,7.480000000000001e-16,6.779130906827444e-14,5.139105007705613e-12,1319.1429303246628,5.381352961491303e-13,1.3612270919091523e-13,0.0,0.002044994,3.114354e-07,38533.082,0.26310974,-231.8907,0.0,0.0,0.0,-8.306118935378993e-13,5.969717e-12,2.3494396e-16,0.0,0.0,0.0,7.480000000000001e-16,6.779130906827444e-14,5.139105007705613e-12,1319.1429303246628,5.381352961491303e-13,1.3612270919091523e-13,0.0
5,5,5,-4.146251678466797,36.78662109375,4358.64,191.887777612,34610D,271.73248,-3.3809345,8.6471,180.8822615701432,66289.70712295079,0.3878943430686446,1.052343072444344,65.58675010807045,97.1082777727642,2666.167768617944,0.0013023387647952,58812.9611839903,0.2265838299223821,0.546556250900587,1.0,climb,15,GTF2035,0,43031,1.237,3.16,3.16,19.51868100506663,2.902382215849423,0.5473718088144719,48.55438108820092,18.89730089979476,36.28235538999999,1450000000000000.0,32.0696971898309,911.315805268432,1492.65867292745,0.13023387648,0.0277939677304519,0.526171536222172,48.5541388863821,18.9311415097342,18.90651881737101,15.481458731172284,1.0567291771673968,635586991570616.1,24.05637473229162,1487925948139879.2,-89.65118187104011,2.590922569133375,2.762842491585113,0.002016006197538102,1.5911591582078186e-05,3.16,35.8,2024-06-07 09:28:00,0.0013023387647952656,0.22658397444462786,0.0,5,588.129611839903,0.0013023387647952656,-3.3809345,8.6471,0.22658397444462786,1.3723526,0.0,0.7540045084462788,1032.601136410205,11778.588841101398,0.9546314067902358,0.2977899883637715,4.453297973839845,242.24282334527823,0.2234705108918493,inf,0.0,232.63054400479737,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0012347103,6.015728e-07,44811.246,0.20979781,-231.3603,0.0,0.0,1.0,-7.937712734278991e-13,5.147136e-12,2.5730873e-16,0.0,0.0,0.0,7.480000000000002e-16,5.759905216461036e-14,4.353364878831282e-12,1318.5833600806757,5.541476922265541e-13,1.4924413640851488e-13,0.0,0.0012347103,6.015728e-07,44811.246,0.20979781,-231.3603,0.0,0.0,0.0,-7.937712734278991e-13,5.147136e-12,2.5730873e-16,0.0,0.0,0.0,7.480000000000002e-16,5.759905216461036e-14,4.353364878831282e-12,1318.5833600806757,5.541476922265541e-13,1.4924413640851488e-13,0.0
6,6,6,-4.106899829621,36.88751220703125,5135.88,197.546666496,34610D,266.2956,-2.7179775,9.725347,192.632960463874,66224.12037284272,0.40389985337840106,0.890938865697176,63.27840160327113,80.3845231664748,2038.6405323978831,0.0006416318735281,53045.83483154943,0.1597770398778528,0.5273200133605928,1.0,climb,15,GTF2035,0,43031,1.237,3.16,3.16,17.49877037215058,2.613587787004265,0.5888515233194277,40.19234841062551,18.77048883340473,36.28235538999999,1450000000000000.0,28.1374045717874,890.662103029734,1444.54800067309,0.0641631873528,0.0263656097937019,0.445469432848588,40.1922615832374,16.8958516921918,16.885017726633308,15.542901968193798,0.9914865035803878,577916147262892.4,22.409981326904585,1393359689731814.5,-82.30025906858408,2.195231270492304,2.26288686833904,0.0017987785557196322,1.4158491089019951e-05,3.16,35.8,2024-06-07 09:29:00,0.0006416318735281302,0.1597769593783936,0.0,6,530.4583483154943,0.0006416318735281302,-2.7179775,9.725347,0.1597769593783936,1.543782,0.0,0.6939525034621659,1035.6319483317973,12089.376452152546,0.9540632768454985,0.2996051798197582,4.122112763897443,241.34241078491698,0.14945757114522026,inf,0.0,231.49561929111294,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0006245945,8.648917e-07,52815.74,0.15130723,-231.74538,0.0,0.0,0.9999999999999999,-7.46858874136769e-13,4.3027873e-12,2.7760623e-16,0.0,0.0,0.0,7.48e-16,4.725267435346152e-14,3.5559283163750463e-12,1317.9932876110029,3.4192421145692447e-13,1.2635366268426605e-13,0.0,0.0006245945,8.648917e-07,52815.74,0.15130723,-231.74538,0.0,0.0,0.0,-7.46858874136769e-13,4.3027873e-12,2.7760623e-16,0.0,0.0,0.0,7.48e-16,4.725267435346152e-14,3.5559283163750463e-12,1317.9932876110029,3.4192421145692447e-13,1.2635366268426605e-13,0.0
7,7,7,-4.066168602476694,36.99110412597656,5730.240000000001,208.864444264,34610D,262.36072,-1.3935978,10.899328,201.10255422872052,66160.84197123945,0.4135749849377086,0.871744588769128,61.3401541475504,77.1449274535998,2170.201654730888,0.0004540332073505,48952.1716698911,0.1475082932588005,0.5111679512295867,1.0,climb,15,GTF2035,0,43031,1.237,3.16,3.16,17.02631035920456,2.546216043578948,0.619334686555496,38.57186107850213,18.531162154439983,36.28235539,1450000000000000.0,27.4380392098355,890.479862700522,1447.16378503794,0.0454033207351,0.02648097743079,0.435872294384564,38.5724637267999,16.4598265122105,16.452356595976752,15.52170319744449,0.9908644790862158,565904359812148.5,21.17938914946157,1322715151760385.0,-81.32356415053928,2.176395993898719,2.2466167203934093,0.001794939780049232,1.384221860414616e-05,3.16,35.8,2024-06-07 09:30:00,0.00045403320735059693,0.1475083366508295,0.0,7,489.52171669891106,0.00045403320735059693,-1.3935978,10.899328,0.1475083366508295,1.7334057,0.0,0.6500033545123957,1038.641099479913,12806.645201236752,0.9543698592134923,0.29862714515733363,3.8661352430210107,240.60144621581543,0.13276834649261113,inf,0.0,230.7561076881156,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00044586993,1.0531733e-06,58906.406,0.14303713,-232.16083,0.0,0.0,1.0,-7.111606934152039e-13,3.7539164e-12,2.9211961e-16,0.0,0.0,0.0,7.48e-16,4.0595946924377726e-14,3.0427559475826005e-12,1317.3874191904629,2.8566531564638745e-13,1.2363151497490878e-13,0.0,0.00044586993,1.0531733e-06,58906.406,0.14303713,-232.16083,0.0,0.0,0.0,-7.111606934152039e-13,3.7539164e-12,2.9211961e-16,0.0,0.0,0.0,7.48e-16,4.0595946924377726e-14,3.0427559475826005e-12,1317.3874191904629,2.8566531564638745e-13,1.2363151497490878e-13,0.0
8,8,8,-4.023099858710111,37.10087585449219,6362.700000000001,215.037777592,34610D,258.16962,0.8116654,12.407049,205.7208375478123,66099.50181709189,0.4200785191770779,0.816444011890146,59.49727413067431,71.7397794944144,1882.539808898431,0.00034891820141,44880.94387389205,0.1520535425624175,0.4958106177556192,1.0,climb,15,GTF2035,0,43031,1.237,3.16,3.16,16.094638698871545,2.408580092443577,0.63867944943565,35.87023089422237,18.24221143416048,36.28235539,1450000000000000.0,25.8392570585959,883.39205670424,1436.44453429802,0.034891820141,0.0262258886403062,0.408222005945073,35.8698897472072,15.5656119624363,15.560182731464026,15.514016545156093,0.966737380718582,561536629710415.1,19.572626692025143,1233594773165395.5,-77.48265799279915,2.050305416061119,2.098934432598631,0.0017162613762760936,1.2903020320153915e-05,3.16,35.8,2024-06-07 09:31:00,0.00034891820141002015,0.15205368806822434,0.0,8,448.8094387389205,0.00034891820141002015,0.8116654,12.407049,0.15205368806822434,1.8170679,1.4480622e-11,0.6056187257546128,1041.6293605961127,13196.043753236032,0.9548374746355329,0.29712858669545433,3.5840246690055118,239.73273108497042,0.1313382939422639,inf,0.0,229.96323312889268,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00034239932,1.0396479e-06,65353.324,0.14791936,-230.11658,0.0,0.0,0.9999999999999999,-6.734016203580993e-13,3.2389417e-12,2.9107702e-16,0.0,0.0,0.0,7.479999999999999e-16,3.439109747171151e-14,2.5655400342399653e-12,1316.735287559432,2.156949034600576e-13,1.1578874292147e-13,0.0,0.00034239932,1.0396479e-06,65353.324,0.14791936,-230.11658,0.0,0.0,0.0,-6.734016203580993e-13,3.2389417e-12,2.9107702e-16,0.0,0.0,0.0,7.479999999999999e-16,3.439109747171151e-14,2.5655400342399653e-12,1316.735287559432,2.156949034600576e-13,1.1578874292147e-13,0.0
9,9,9,-3.978862356632306,37.21408081054688,6911.34,222.239999808,34610D,254.31917,1.8419291,14.187235,210.63908350776384,66040.00454296122,0.42677388836771324,0.774667233633284,58.04899787949739,67.5391373019502,1672.4200519177018,0.0002727956879266,41575.48966576384,0.1579571300436461,0.4837416489958116,1.0,climb,15,GTF2035,0,43031,1.237,3.16,3.16,15.380066472063197,2.3028143549958755,0.6588804573547443,33.76881997643698,18.010637219689997,36.282355390000006,1450000000000000.0,24.625704269485,877.593099182798,1428.12118318386,0.0272795687927,0.0260253895498622,0.387333616816642,33.7695686509751,14.8829133210301,14.878854433699296,15.504374026953387,0.9464370343039736,558183602798132.8,18.32684677372446,1163609096655680.2,-74.55167627633155,1.9541296507183965,1.9882923099230383,0.001658732720724281,1.2150383624626713e-05,3.16,35.8,2024-06-07 09:32:00,0.0002727956879266488,0.1579572400825529,0.0,9,415.7548966576385,0.0002727956879266488,1.8419291,14.187235,0.1579572400825529,1.8154451,0.0,0.5695091737908294,1044.589039964921,13636.878135378027,0.9592570861921389,0.2825346750226731,3.35862181122957,238.99399305036167,0.13135692110022285,inf,0.0,229.29351732879496,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0002658716,7.28229e-07,71064.41,0.14993757,-227.5231,0.0,0.0,1.0,-6.399662917918072e-13,2.8596058e-12,2.6707182e-16,0.0,0.0,0.0,7.48e-16,2.987038432618568e-14,2.2196394233634507e-12,1316.0618394661392,1.7112965657430448e-13,1.0986392680765926e-13,0.0,0.0002658716,7.28229e-07,71064.41,0.14993757,-227.5231,0.0,0.0,0.0,-6.399662917918072e-13,2.8596058e-12,2.6707182e-16,0.0,0.0,0.0,7.48e-16,2.987038432618568e-14,2.2196394233634507e-12,1316.0618394661392,1.7112965657430448e-13,1.0986392680765926e-13,0.0
