,Unnamed: 0,index,longitude,latitude,altitude,groundspeed,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_mass_meem,ei_number_meem,ei_nox_p3t3_xue,ei_nox_kaiser,ei_nox_kypriandis,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_waypoint,cocip_level,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,cocip_mean_contrail_altitude,cocip_mean_rhi,cocip_std_rhi,cocip_mean_n_ice_per_m,cocip_std_n_ice_per_m,cocip_mean_r_ice_vol,cocip_mean_width,cocip_mean_depth,cocip_mean_tau_contrail,cocip_mean_tau_cirrus,cocip_max_age,cocip_mean_rf_sw,cocip_mean_rf_lw,cocip_mean_rf_net,cocip_mean_olr,cocip_mean_sdr,cocip_mean_rsr,cocip_contrail_length,cocip_persistent_contrail_length,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact,accf_sac_contrails_atr20
0,0,0,-4.458446502685547,36.64544677734375,624.84,100.831111024,34610D,295.0791,1.2606021,1.7037115,110.41911986560208,66646.07842391136,0.28509074492222325,1.342353849194588,79.74857143642382,149.137647733104,2781.242317853452,0.0086940605178519,94040.35659516814,0.4051960526589045,0.6645714286368651,1.0,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,24.040564595119505,3.3970745657946275,0.3206507460676785,74.56837728613968,18.209601267464823,30.839551193717703,1531770294383954.8,38.3516319167743,897.92949204511,1497.18140831772,0.869406051785,0.0275780754459206,0.671176924597294,74.568823866552,24.3373373139631,24.12757075368184,14.949043825829383,1.0162747611071898,906855902805275.4,,,-64.34631673801567,2.762822962525441,3.0058171471009247,0.001863148770709764,2.2702668463332068e-05,3.16,35.8,2024-06-07 09:23:00,0.008694060517851957,0.40519649944182806,0.0,0,940.4035659516813,0.008694060517851957,1.2606021,1.7037115,0.40519649944182806,1.2584623,0.0,1.110243568122773,1014.9134328244254,7015.014079391221,-0.6572896549879692,0.7536380493617586,6.135578492501804,246.06208505321584,0.49907577720245994,inf,0.0,237.584668271288,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.008542442,-3.4569373e-07,6253.6772,0.4902864,-225.96382,0.0,0.0,1.0,-1.0195190754882544e-12,1.0547481e-11,2.3758472e-16,0.0,0.0,0.0,7.480000000000001e-16,1.2484909111544212e-13,9.527962030157622e-12,1319.3985326824331,1.429768797177646e-12,1.9037369677585587e-13,0.0,0.008542442,-3.4569373e-07,6253.6772,0.4902864,-225.96382,0.0,0.0,0.0,-1.0195190754882544e-12,1.0547481e-11,2.3758472e-16,0.0,0.0,0.0,7.480000000000001e-16,1.2484909111544212e-13,9.527962030157622e-12,1319.3985326824331,1.429768797177646e-12,1.9037369677585587e-13,0.0
1,1,1,-4.399623870849609,36.604248046875,1440.18,118.32222212,34610D,290.1539,-12.254487,3.8107622,139.5428945628349,66566.32985247493,0.33058607045707006,1.014765551122728,71.60021764982794,103.4484474500596,2671.6419100154026,0.0080546383807015,85178.39178058632,0.4837089400015892,0.5966684804152328,0.9418300354805904,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,20.06336436311694,2.84790150982238,0.4086492514735346,51.723981842754185,16.79157083189689,28.015289689147053,1574200756020579.0,30.9908269166031,861.791713944543,1411.27884013342,0.80546383807,0.0249702457044159,0.507382775561364,51.7242237250298,20.3194947125264,20.15713626908837,14.933966378332928,0.8885488186947265,856391876907919.1,31.997061597269184,1860494484385016.5,-52.93914307571926,2.109648062361603,2.202431857324695,0.0015441204922846152,1.5833966721679984e-05,3.16,35.8,2024-06-07 09:24:00,0.008054638380701525,0.48370945091657713,0.0,1,851.7839178058632,0.008054638380701525,-12.254487,3.8107622,0.48370945091657713,1.2512788,0.0,1.0226887357773704,1018.6026078873053,7154.666527832962,-0.24911119964419656,0.9684748887874323,5.9318348238284475,245.65306352371624,0.5689515273708706,inf,0.0,237.67815606099705,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.008022023,2.7163645e-07,14581.286,0.5661671,-228.24629,0.0,0.0,1.0,-9.708737355102766e-13,9.157152e-12,2.6518717e-16,0.0,0.0,0.0,7.48e-16,1.0743479741819405e-13,8.186277710703602e-12,1319.6353501935578,7.696346749125925e-13,1.4391486227266619e-13,0.0,0.008022023,2.7163645e-07,14581.286,0.5661671,-228.24629,0.0,0.0,0.0,-9.708737355102766e-13,9.157152e-12,2.6518717e-16,0.0,0.0,0.0,7.48e-16,1.0743479741819405e-13,8.186277710703602e-12,1319.6353501935578,7.696346749125925e-13,1.4391486227266619e-13,0.0
2,2,2,-4.322477300116361,36.58828993975106,2217.42,135.298888772,34610D,288.72867,-5.7371736,10.223558,145.63907830634687,66494.72963482511,0.3394547475326985,1.08502337305819,70.13768454253938,108.8239530416402,3005.4719928579057,0.0056536427838742,77372.3179826334,0.3423094915327815,0.5844807045211615,1.0,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,20.42019682781145,2.94758102573087,0.4275531962324992,54.41239618029441,18.10369700070769,31.60183637637858,1520318057348993.5,32.058250386686,885.41683603083,1455.53491213529,0.565364278387,0.0263274752561695,0.542511686529095,54.4119765208201,20.6062936628139,20.49044798940028,14.95051109048082,0.9736202819261628,735502968852681.9,28.9908522541864,1769978257152380.0,-61.67961669674744,2.4106197913364444,2.5797234547292947,0.0017846629835351216,1.7207813631968023e-05,3.16,35.8,2024-06-07 09:25:00,0.0056536427838742125,0.3423095976321985,0.0,2,773.723179826334,0.0056536427838742125,-5.7371736,10.223558,0.3423095976321985,1.2396055,0.0,0.9335512106121732,1022.4329422493857,8222.004453059662,0.33662085790962526,0.9416402699652282,5.449331926911242,244.6323224592515,0.39726561184349785,inf,0.0,235.66933025141725,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.005533301,1.3061687e-06,22645.295,0.383683,-230.54301,0.0,0.0,1.0,-9.237153372270566e-13,8.386471e-12,3.1162133e-16,0.0,0.0,0.0,7.48e-16,9.807544715423275e-14,7.462755832302e-12,1319.727080185437,8.670532938487358e-13,1.5387888278581096e-13,0.0,0.005533301,1.3061687e-06,22645.295,0.383683,-230.54301,0.0,0.0,0.0,-9.237153372270566e-13,8.386471e-12,3.1162133e-16,0.0,0.0,0.0,7.48e-16,9.807544715423275e-14,7.462755832302e-12,1319.727080185437,8.670532938487358e-13,1.5387888278581096e-13,0.0
3,3,3,-4.236222936751972,36.61300917803231,3086.1000000000004,152.275555424,34610D,282.65594,-5.027167,11.661943,152.15103563929642,66424.59195028257,0.35120673006638264,0.991592225911992,67.86278720634367,98.4923429888684,2287.210523828943,0.0030542816214399,69344.03928345334,0.2616115053279639,0.5655232267195306,1.0,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,19.05750499071925,2.8004187613642326,0.4514431324406882,49.2460295533564,18.62878593587003,33.766942614562964,1487790454281846.2,29.668591279803,876.476037327111,1435.35019239182,0.305428162144,0.0258614615701285,0.495796112955996,49.2461714944342,19.1712332890214,19.112857240418787,14.957443431959671,0.9424898666312038,716443551135346.4,26.234537288261404,1619013540661793.0,-61.24401895883921,2.229974061870243,2.3600434556007737,0.0017661087335302695,1.5429448496707984e-05,3.16,35.8,2024-06-07 09:26:00,0.0030542816214399818,0.2616115451016594,0.0,3,693.4403928345334,0.0030542816214399818,-5.027167,11.661943,0.2616115451016594,1.2340837,0.0,0.8546601759616732,1026.2575422343016,9734.594086991396,0.8806545008221959,0.4737590634295125,4.961270993727333,243.51473503605678,0.2866173277151089,inf,0.0,234.07981418200876,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0029637958,1.9844164e-07,31659.031,0.2732792,-232.23616,0.0,0.0,0.9999999999999999,-8.709343973207238e-13,7.0369552e-12,2.2623403e-16,0.0,0.0,0.0,7.48e-16,8.113250557549909e-14,6.166020887658261e-12,1319.5849896787622,6.478982298002638e-13,1.4062840275261945e-13,0.0,0.0029637958,1.9844164e-07,31659.031,0.2732792,-232.23616,0.0,0.0,0.0,-8.709343973207238e-13,7.0369552e-12,2.2623403e-16,0.0,0.0,0.0,7.48e-16,8.113250557549909e-14,6.166020887658261e-12,1319.5849896787622,6.478982298002638e-13,1.4062840275261945e-13,0.0
4,4,4,-4.184622257313833,36.68991347490731,3749.04,174.91111096,34610D,276.65546,-3.87753,9.268916,166.0471201986012,66356.72916307622,0.3702646225619722,0.962298606671166,67.02204012543218,92.3362359281962,2094.6824127800937,0.0021319589428569,63682.73221635501,0.2686130664519654,0.5585170010452682,1.0,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,18.64709398685024,2.7573092592439767,0.4979880645262577,46.16828442767831,18.80649025320089,35.451900834086466,1462476383691320.2,28.9374587530155,873.257753582509,1427.69631840756,0.213195894286,0.0256793258192203,0.481149303335583,46.1681179640981,18.7368354887049,18.696974307126457,14.960551343092254,0.9306153300173896,714209651294705.6,24.961329213171403,1543934747547453.8,-61.08688149984823,2.170705183651012,2.288583176751562,0.0017589240212482764,1.4889007849928809e-05,3.16,35.8,2024-06-07 09:27:00,0.0021319589428569364,0.2686133014723838,0.0,4,636.8273221635501,0.0021319589428569364,-3.87753,9.268916,0.2686133014723838,1.2752519,0.0,0.801908636736368,1029.5417489564836,11300.750988592325,0.9530471581850851,0.30282191841961104,4.690390640823126,242.851659668005,0.2778367665594604,inf,0.0,233.4343898453525,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.002044994,3.114354e-07,38533.082,0.26310974,-231.8907,0.0,0.0,1.0,-8.306118935378993e-13,5.969717e-12,2.3494396e-16,0.0,0.0,0.0,7.480000000000001e-16,6.779130906827444e-14,5.139105007705613e-12,1319.1429303246628,5.21910073217667e-13,1.3647395823699013e-13,0.0,0.002044994,3.114354e-07,38533.082,0.26310974,-231.8907,0.0,0.0,0.0,-8.306118935378993e-13,5.969717e-12,2.3494396e-16,0.0,0.0,0.0,7.480000000000001e-16,6.779130906827444e-14,5.139105007705613e-12,1319.1429303246628,5.21910073217667e-13,1.3647395823699013e-13,0.0
5,5,5,-4.146251678466797,36.78662109375,4358.64,191.887777612,34610D,271.73248,-3.3809345,8.6471,180.8822615701432,66289.70712295079,0.38780550228279925,1.052588169278766,65.58675010807045,97.1086486310782,2666.167768617944,0.0013023387647952,58812.9611839903,0.2265838299223821,0.546556250900587,1.0,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,19.51868100506663,2.902382215849423,0.5473718088144719,48.55438108820092,18.89730089979476,36.28235538999999,1450000000000000.0,30.7230842243175,890.633986730378,1465.82949969665,0.13023387648,0.0268745128977883,0.526294084639383,48.5543243155391,19.5833906512477,19.55791961437515,14.970167126415571,0.9913905367493328,682816210668224.1,24.05637473229162,1487925948139879.2,-67.98089238847223,2.4288876760863247,2.612859817199501,0.0019483261028175945,1.672436453372332e-05,3.16,35.8,2024-06-07 09:28:00,0.0013023387647952656,0.22658397444462786,0.0,5,588.129611839903,0.0013023387647952656,-3.3809345,8.6471,0.22658397444462786,1.3723526,0.0,0.7540045084462788,1032.601136410205,11778.588841101398,0.9546314067902358,0.2977899883637715,4.452651717636834,242.24112492986288,0.2234705108918493,inf,0.0,232.62900162013003,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0012347103,6.015728e-07,44811.246,0.20979781,-231.3603,0.0,0.0,1.0,-7.937712734278991e-13,5.147136e-12,2.5730873e-16,0.0,0.0,0.0,7.480000000000002e-16,5.759905216461036e-14,4.353364878831282e-12,1318.5833600806757,5.35668925076848e-13,1.4927889623765008e-13,0.0,0.0012347103,6.015728e-07,44811.246,0.20979781,-231.3603,0.0,0.0,0.0,-7.937712734278991e-13,5.147136e-12,2.5730873e-16,0.0,0.0,0.0,7.480000000000002e-16,5.759905216461036e-14,4.353364878831282e-12,1318.5833600806757,5.35668925076848e-13,1.4927889623765008e-13,0.0
6,6,6,-4.106899829621,36.88751220703125,5135.88,197.546666496,34610D,266.2956,-2.7179775,9.725347,192.632960463874,66224.12037284272,0.4030671560115825,0.89280326519774,63.27840160327113,80.3866666989946,2038.6405323978831,0.0006416318735281,53045.83483154943,0.1597770398778528,0.5273200133605928,1.0,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,17.49877037215058,2.613587787004265,0.5888515233194277,40.19234841062551,18.77048883340473,36.28235538999999,1450000000000000.0,27.0344573900514,869.321989323922,1417.38916968899,0.0641631873528,0.0254378258142539,0.44640163259887,40.1933333494973,17.5487337580845,17.537481151196495,14.967031874547112,0.9161012689434422,669507820534007.9,22.409981326904585,1393359689731814.5,-60.949158436653406,2.06842578419046,2.1705699704324077,0.0017494533410782962,1.3402716683611017e-05,3.16,35.8,2024-06-07 09:29:00,0.0006416318735281302,0.1597769593783936,0.0,6,530.4583483154943,0.0006416318735281302,-2.7179775,9.725347,0.1597769593783936,1.543782,0.0,0.6939525034621659,1035.6319483317973,12089.376452152546,0.9540632768454985,0.2996051798197582,4.116362581982016,241.32621913466468,0.14945757114522026,inf,0.0,231.48095185528481,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0006245945,8.648917e-07,52815.74,0.15130723,-231.74538,0.0,0.0,0.9999999999999999,-7.46858874136769e-13,4.3027873e-12,2.7760623e-16,0.0,0.0,0.0,7.48e-16,4.725267435346152e-14,3.5559283163750463e-12,1317.9932876110029,3.33244033083812e-13,1.2661807331295564e-13,0.0,0.0006245945,8.648917e-07,52815.74,0.15130723,-231.74538,0.0,0.0,0.0,-7.46858874136769e-13,4.3027873e-12,2.7760623e-16,0.0,0.0,0.0,7.48e-16,4.725267435346152e-14,3.5559283163750463e-12,1317.9932876110029,3.33244033083812e-13,1.2661807331295564e-13,0.0
7,7,7,-4.066168602476694,36.99110412597656,5730.240000000001,208.864444264,34610D,262.36072,-1.3935978,10.899328,201.10255422872052,66160.84197123945,0.41311754417719504,0.872684699231246,61.3401541475504,77.1427030974884,2170.201654730888,0.0004540332073505,48952.1716698911,0.1475082932588005,0.5111679512295867,1.0,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,17.02631035920456,2.546216043578948,0.619334686555496,38.57186107850213,18.531162154439983,36.28235539,1450000000000000.0,26.3308362709314,869.655826846278,1420.27830812729,0.0454033207351,0.0255628529146846,0.436342349615623,38.5713515487442,17.0693917095993,17.06164515612639,14.96902891650398,0.9173249137781316,650200979454978.6,21.17938914946157,1322715151760385.0,-60.84186333761992,2.0497621713994603,2.1514297779524134,0.0017446842007064697,1.3061216256232418e-05,3.16,35.8,2024-06-07 09:30:00,0.00045403320735059693,0.1475083366508295,0.0,7,489.52171669891106,0.00045403320735059693,-1.3935978,10.899328,0.1475083366508295,1.7334057,0.0,0.6500033545123957,1038.641099479913,12806.645201236752,0.9543698592134923,0.29862714515733363,3.8631218153264713,240.59246766476682,0.13276834649261113,inf,0.0,230.74797524041202,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00044586993,1.0531733e-06,58906.406,0.14303713,-232.16083,0.0,0.0,1.0,-7.111606934152039e-13,3.7539164e-12,2.9211961e-16,0.0,0.0,0.0,7.48e-16,4.0595946924377726e-14,3.0427559475826005e-12,1317.3874191904629,2.7796656494908384e-13,1.2376484219273472e-13,0.0,0.00044586993,1.0531733e-06,58906.406,0.14303713,-232.16083,0.0,0.0,0.0,-7.111606934152039e-13,3.7539164e-12,2.9211961e-16,0.0,0.0,0.0,7.48e-16,4.0595946924377726e-14,3.0427559475826005e-12,1317.3874191904629,2.7796656494908384e-13,1.2376484219273472e-13,0.0
8,8,8,-4.023099858710111,37.10087585449219,6362.700000000001,215.037777592,34610D,258.16962,0.8116654,12.407049,205.7208375478123,66099.50181709189,0.41994009163534823,0.816717478413504,59.49727413067431,71.7401604421632,1882.539808898431,0.00034891820141,44880.94387389205,0.1520535425624175,0.4958106177556192,1.0,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,16.094638698871545,2.408580092443577,0.63867944943565,35.87023089422237,18.24221143416048,36.28235539,1450000000000000.0,24.7898506687598,863.041180161764,1409.89284544761,0.034891820141,0.0253142904495831,0.408358739206752,35.8700802210816,16.131549885629,16.12592325748992,14.97096744188797,0.8930941561749501,644023100420279.5,19.572626692025143,1233594773165395.5,-58.37167028013028,1.933391649211428,2.015503159568824,0.0016722780795238345,1.2067556784859996e-05,3.16,35.8,2024-06-07 09:31:00,0.00034891820141002015,0.15205368806822434,0.0,8,448.8094387389205,0.00034891820141002015,0.8116654,12.407049,0.15205368806822434,1.8170679,1.4480622e-11,0.6056187257546128,1041.6293605961127,13196.043753236032,0.9548374746355329,0.29712858669545433,3.583169364721808,239.73000656266663,0.1313382939422639,inf,0.0,229.9607637090498,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00034239932,1.0396479e-06,65353.324,0.14791936,-230.11658,0.0,0.0,0.9999999999999999,-6.734016203580993e-13,3.2389417e-12,2.9107702e-16,0.0,0.0,0.0,7.479999999999999e-16,3.439109747171151e-14,2.5655400342399653e-12,1316.735287559432,2.1023760155577012e-13,1.1582752616258585e-13,0.0,0.00034239932,1.0396479e-06,65353.324,0.14791936,-230.11658,0.0,0.0,0.0,-6.734016203580993e-13,3.2389417e-12,2.9107702e-16,0.0,0.0,0.0,7.479999999999999e-16,3.439109747171151e-14,2.5655400342399653e-12,1316.735287559432,2.1023760155577012e-13,1.1582752616258585e-13,0.0
9,9,9,-3.978862356632306,37.21408081054688,6911.34,222.239999808,34610D,254.31917,1.8419291,14.187235,210.63908350776384,66040.00454296122,0.4265180138915349,0.77511727307267,58.04899787949739,67.5378568984414,1672.4200519177018,0.0002727956879266,41575.48966576384,0.1579571300436461,0.4837416489958116,1.0,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,15.380066472063197,2.3028143549958755,0.6588804573547443,33.76881997643698,18.010637219689997,36.282355390000006,1450000000000000.0,23.6117328148071,857.560155846639,1402.16043421047,0.0272795687927,0.0251449223328144,0.387558636536335,33.7689284492207,15.4129979566716,15.408794503974766,14.972084981064556,0.8731025159865071,636682431004455.9,18.32684677372446,1163609096655680.2,-56.66577045993884,1.843036872955603,1.911362055323992,0.0016225273567108656,1.1240645540471988e-05,3.16,35.8,2024-06-07 09:32:00,0.0002727956879266488,0.1579572400825529,0.0,9,415.7548966576385,0.0002727956879266488,1.8419291,14.187235,0.1579572400825529,1.8154451,0.0,0.5695091737908294,1044.589039964921,13636.878135378027,0.9592570861921389,0.2825346750226731,3.357123271401909,238.9889366445321,0.13135692110022285,inf,0.0,229.28893127276623,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0002658716,7.28229e-07,71064.41,0.14993757,-227.5231,0.0,0.0,1.0,-6.399662917918072e-13,2.8596058e-12,2.6707182e-16,0.0,0.0,0.0,7.48e-16,2.987038432618568e-14,2.2196394233634507e-12,1316.0618394661392,1.6749163543488702e-13,1.0992775176098452e-13,0.0,0.0002658716,7.28229e-07,71064.41,0.14993757,-227.5231,0.0,0.0,0.0,-6.399662917918072e-13,2.8596058e-12,2.6707182e-16,0.0,0.0,0.0,7.48e-16,2.987038432618568e-14,2.2196394233634507e-12,1316.0618394661392,1.6749163543488702e-13,1.0992775176098452e-13,0.0
