Unnamed: 0.1,Unnamed: 0,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_waypoint,cocip_level,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,cocip_mean_contrail_altitude,cocip_mean_rhi,cocip_std_rhi,cocip_mean_n_ice_per_m,cocip_std_n_ice_per_m,cocip_mean_r_ice_vol,cocip_mean_width,cocip_mean_depth,cocip_mean_tau_contrail,cocip_mean_tau_cirrus,cocip_max_age,cocip_mean_rf_sw,cocip_mean_rf_lw,cocip_mean_rf_net,cocip_mean_olr,cocip_mean_sdr,cocip_mean_rsr,cocip_contrail_length,cocip_persistent_contrail_length,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_segment_length_km,accf_issr_nox_impact,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_segment_length_km,accf_sac_accf_contrail_cocip
0,0,1,-46.394907633463504,-23.51553706799524,3924.3,e80338,SKX5563,150.732222092,0.6490047941039296,34610D,277.1866,1.7046545,1.8037102,156.53565459652302,75373.57656163623,0.2467290189095039,1.755066916261578,65.4043522430245,119.0370283499776,2750.788848222167,0.002393552349479,62250.43576468452,0.2825129276263945,0.5450362686918708,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.4690124109776915,59.51808336384983,16.530765552921604,100.72334163583469,1042210837787986.8,20.7678208081463,805.980132406656,1589.27293485912,0.239355234948,0.0235288266188329,0.877533458130789,59.5185141749888,37.2960994760528,37.20704247212648,0.2393552349479,1.0,1069121914711214.8,0.0312559511109631,6.731508351885427e-05,3.16,35.8,2023-05-05 13:01:00,0.002393552349479,0.2825137732574511,0.0,0,622.5043576468452,0.002393552349479,1.7046545,1.8037102,0.2825137732574511,0.091328725,0.0,0.7823707642825121,867.5581061082412,9537.146941901805,-0.4305476864931945,-0.9025678310550171,3.833843490205289,240.50490818463743,0.2937129272453649,inf,0.0,231.37165924496915,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0023389058,-3.3121026e-07,40973.8,0.27744427,-277.53424,0.0,0.0,1.0,-7.564036719949265e-13,5.886211e-12,2.3646828000000004e-16,0.0,0.0,0.0,7.479999999999999e-16,6.767195953128195e-14,5.129807019122606e-12,1048.7048007842525,9.537146941901804,1.6884129575196033e-11,0.0023389058,-3.3121026e-07,40973.8,0.27744427,-277.53424,0.0,0.0,0.0,-7.564036719949265e-13,5.886211e-12,2.3646828000000004e-16,0.0,0.0,0.0,7.479999999999999e-16,6.767195953128195e-14,5.129807019122606e-12,1048.7048007842525,9.537146941901804,0.0
1,1,2,-46.47906033497935,-23.552313335871304,4716.780000000001,e80338,SKX5563,159.992222084,0.6499066410151333,34610D,273.11185,6.920827,-0.37730023,169.258687966937,75308.1722093932,0.2572260946575311,1.846783239040576,61.83985882432752,120.7706537410294,3126.9482964624403,0.000955467533786,56095.64736871224,0.1414433666865893,0.515332156869396,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.5109023628965224,60.38568544625079,16.50870672900878,92.71690200375404,923701218550931.4,21.106860474931,818.64,1642.0507849573,0.0955467533786,0.0247831335584272,0.923391619520288,60.3853268705147,37.258872746796,37.22330708537578,0.0955467533786,1.0,1072039624851542.0,0.0349712046742973,6.749879119435635e-05,3.16,35.8,2023-05-05 13:02:00,0.000955467533786,0.141443404331963,0.0,1,560.9564736871223,0.000955467533786,6.920827,-0.37730023,0.141443404331963,0.10482597,0.0,0.7155353083810551,868.7633538691877,9596.215333846398,-0.4245141795934674,-0.905421289413986,3.49927292519638,239.45992040892529,0.1413774736989566,inf,0.0,229.75632732807517,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0009375686,-1.5009827e-07,49199.766,0.13569131,-277.46902,0.0,0.0,1.0,-7.160925111404083e-13,5.0590977e-12,2.2250756000000004e-16,0.0,0.0,0.0,7.479999999999999e-16,5.742957562411611e-14,4.343005234988487e-12,1048.1477109539017,9.596215333846398,1.6829380148758522e-11,0.0009375686,-1.5009827e-07,49199.766,0.13569131,-277.46902,0.0,0.0,0.0,-7.160925111404083e-13,5.0590977e-12,2.2250756000000004e-16,0.0,0.0,0.0,7.479999999999999e-16,5.742957562411611e-14,4.343005234988487e-12,1048.1477109539017,9.596215333846398,0.0
2,2,3,-46.56394526643573,-23.588763738082665,5615.9400000000005,e80338,SKX5563,159.47777764,0.6507988564104825,34610D,266.56476,8.265025,2.4767306,180.5620890162133,75246.33235056887,0.2685603704192932,1.32812557533703,59.585568076108416,85.0033291643746,1811.771026336788,0.0007190825264306,49718.84686406126,0.1639659360344061,0.4965464006342368,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.5516738568874565,42.50181636785539,16.230161354248562,87.33146748930322,796269517342064.6,16.1315097326123,771.978890465587,1528.71507523616,0.0719082526431,0.0224035054704581,0.664062787668515,42.5016645821873,29.6410215153234,29.6197224904428,0.0719082526430599,0.9017827497524288,1389190384863803.8,0.0249013247122404,5.996527795337792e-05,3.16,35.8,2023-05-05 13:03:00,0.0007190825264306,0.1639660403866828,0.0,2,497.1884686406127,0.0007190825264306,8.265025,2.4767306,0.1639660403866828,0.11368202,0.0,0.6497716536975886,869.9557258730541,9853.913159025033,-0.4250902117609422,-0.9051509884350992,3.148903594881624,238.2661505531225,0.1537797734731927,inf,0.0,228.72289901822865,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00070182374,-1.6603475e-07,58529.88,0.15766668,-277.00113,0.0,0.0,1.0,-6.704226473804365e-13,4.0850036e-12,2.2373602000000004e-16,0.0,0.0,0.0,7.480000000000001e-16,4.536128894167095e-14,3.414580994155572e-12,1047.595557362553,9.853913159025034,6.775639020604615e-12,0.00070182374,-1.6603475e-07,58529.88,0.15766668,-277.00113,0.0,0.0,0.0,-6.704226473804365e-13,4.0850036e-12,2.2373602000000004e-16,0.0,0.0,0.0,7.480000000000001e-16,4.536128894167095e-14,3.414580994155572e-12,1047.595557362553,9.853913159025034,0.0
3,3,4,-46.65137093022184,-23.626355833926453,6137.910000000001,,,172.68185170266668,0.6516526416741869,34610D,262.31366,8.067878,4.1398067,188.38882632056269,75186.74678249277,0.2756329027615117,1.259497873541014,58.59756218593222,79.2966418626292,1689.5456816052306,0.0008414227798122,46295.246647158914,0.2596174466563819,0.4883130182161018,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.580232296963904,39.64879815130575,16.033603967407565,84.96775634414149,732421287133928.2,15.3352591784435,764.875591932723,1518.7807083103,0.0841422779812,0.0222728034826498,0.629748936770507,39.6483209313146,28.2743453136051,28.250574636563112,0.08414227798122,0.8662894931934226,1543581200739312.2,0.0235212695712299,5.927109754862625e-05,3.16,35.8,2023-05-05 13:04:00,0.0008414227798122,0.2596173373318746,0.0,3,462.9524664715892,0.0008414227798122,8.067878,4.1398067,0.2596173373318746,0.11898935,0.0,0.6148340965296608,871.0967255809045,10648.381250946317,-0.028444387257436,-0.9995953765567092,2.961012828864121,237.57667616920975,0.2335668670738633,inf,0.0,228.4290276112293,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0008203998,-1.7013348e-07,63993.27,0.25673848,-276.33698,0.0,0.0,1.0,-6.436625633265389e-13,3.5774424e-12,2.2405194e-16,0.0,0.0,0.0,7.480000000000001e-16,3.9111190718579694e-14,2.9337799051328205e-12,1047.0261093052704,10.648381250946317,5.214791846478099e-12,0.0008203998,-1.7013348e-07,63993.27,0.25673848,-276.33698,0.0,0.0,0.0,-6.436625633265389e-13,3.5774424e-12,2.2405194e-16,0.0,0.0,0.0,7.480000000000001e-16,3.9111190718579694e-14,2.9337799051328205e-12,1047.0261093052704,10.648381250946317,0.0
4,4,5,-46.75574200708161,-23.62904189804854,6625.59,,,185.88592576533333,0.6527306236761584,34610D,258.6337,9.085518,3.6289144,194.73043621465763,75128.14922030683,0.282692608396871,1.384517348458962,57.46652836537191,86.4889166322022,1859.7823627024063,0.0009816234221072,43271.52378881695,0.3951791923965437,0.4788877363780992,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6040160411952841,43.24487979259893,15.813860803514798,82.40239593281399,675402544782532.2,16.3420951883008,782.586591780101,1566.25120487295,0.0981623422107,0.0233708846322883,0.692258674229481,43.2444583161011,29.620559303651,29.59151158278578,0.09816234221072,0.9566615114350142,1166474564918922.8,0.0263127155702957,6.145310779470338e-05,3.16,35.8,2023-05-05 13:05:00,0.0009816234221072,0.3951794595325109,0.0,4,432.7152378881695,0.0009816234221072,9.085518,3.6289144,0.3951794595325109,0.1152056,0.0,0.5828536559315982,872.5374194165812,11699.443548113244,0.3434220995131197,-0.939181165465961,2.795194047954855,236.9352584664825,0.3429036473676216,inf,0.0,228.34200479905405,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.000958668,-1.9524275e-07,69074.75,0.40010473,-276.30225,0.0,0.0,0.9999999999999998,-6.188524585984148e-13,3.175808e-12,2.2598746e-16,0.0,0.0,0.0,7.480000000000002e-16,3.421440830433089e-14,2.5569554495403734e-12,1046.9854205923448,11.699443548113244,5.589056305604438e-12,0.000958668,-1.9524275e-07,69074.75,0.40010473,-276.30225,0.0,0.0,0.0,-6.188524585984148e-13,3.175808e-12,2.2598746e-16,0.0,0.0,0.0,7.480000000000002e-16,3.421440830433089e-14,2.5569554495403734e-12,1046.9854205923448,11.699443548113244,0.0
5,5,6,-46.86345418294269,-23.59291076660156,7162.8,e80338,SKX5563,199.089999828,0.6541786255100406,34610D,254.90411,11.103366,1.6799439,205.0205725039188,75070.68269194147,0.2911341112871325,1.328104563966316,55.80574486438289,81.1538932529836,1714.1997799369333,0.0011375110260422,40127.88685142464,0.6013981544658692,0.4650478738698574,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.640569492629372,40.57696968970768,15.540132316593848,79.05295613477148,625720620243679.2,15.6553021431319,778.904462169108,1563.29286242923,0.113751102604,0.0233777770057103,0.664052281983158,40.5769466264918,28.4052791598172,28.37300455429475,0.11375110260422,0.9368573788700164,1229505017776625.5,0.0253939965130173,6.010247033215277e-05,3.16,35.8,2023-05-05 13:06:00,0.0011375110260422,0.6013982968641162,0.0,5,401.2788685142464,0.0011375110260422,11.103366,1.6799439,0.6013982968641162,0.10422747,0.0,0.5484182531151781,874.4727359719898,12108.452584480176,0.3185508831008655,-0.947905762655581,2.6233463606352387,236.23397662197956,0.5030162455878203,inf,0.0,228.54761424467756,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0011137979,-2.22026e-07,74559.2,0.58815724,-276.879,0.0,0.0,1.0,-5.92136891639742e-13,2.7961463e-12,2.28052e-16,0.0,0.0,0.0,7.480000000000001e-16,2.9628175712093515e-14,2.204009516060829e-12,1047.5327378447644,12.108452584480178,4.459929980042326e-12,0.0011137979,-2.22026e-07,74559.2,0.58815724,-276.879,0.0,0.0,0.0,-5.92136891639742e-13,2.7961463e-12,2.28052e-16,0.0,0.0,0.0,7.480000000000001e-16,2.9628175712093515e-14,2.204009516060829e-12,1047.5327378447644,12.108452584480178,0.0
6,6,7,-46.975962320963504,-23.55821228027344,7658.1,e80338,SKX5563,206.292222044,0.6555713677866363,34610D,251.40631,13.057115,1.4573689,214.3572514736332,75014.8769470771,0.2972708809938232,1.392300327069988,54.32459743694066,83.086134507711,2000.6743305700727,0.0007454837690602,37395.86563801814,0.5138512531365068,0.4527049786411722,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6743840383811972,41.54264097360682,15.451585903391004,76.13383893012649,583299311634523.9,16.0077183058839,791.075812607669,1600.38741482962,0.074548376906,0.0242820368597908,0.696150163534994,41.5430672538555,28.6693479445196,28.647991331965443,0.07454837690602,1.0,965693654111546.0,0.027454287362957,6.080293377739364e-05,3.16,35.8,2023-05-05 13:07:00,0.0007454837690602,0.5138513067902707,0.0,6,373.9586563801814,0.0007454837690602,13.057115,1.4573689,0.5138513067902707,0.09350168,0.0,0.5181909998822664,876.3341830624164,12362.382706523456,0.3153713420156264,-0.948968343326195,2.4652577269829297,235.5519920905629,0.4152002330841881,inf,0.0,227.43214048180508,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00083142216,-2.0641315e-07,79805.17,0.56154263,-277.36633,0.0,0.0,1.0,-5.665632116255299e-13,2.5110664e-12,2.268485e-16,0.0,0.0,0.0,7.48e-16,2.6253391703506092e-14,1.9445033224771164e-12,1048.0583532749956,12.362382706523457,4.459673250808916e-12,0.00083142216,-2.0641315e-07,79805.17,0.56154263,-277.36633,0.0,0.0,0.0,-5.665632116255299e-13,2.5110664e-12,2.268485e-16,0.0,0.0,0.0,7.48e-16,2.6253391703506092e-14,1.9445033224771164e-12,1048.0583532749956,12.362382706523457,0.0
7,7,8,-47.09089799360794,-23.52314758300781,8237.220000000001,e80338,SKX5563,207.321110932,0.6569455727225028,34610D,246.63568,14.880134,0.41456553,222.1148641326836,74960.55234964014,0.3035419032120552,1.293702387501792,53.27804890688225,76.077607843954,1758.804176464106,0.0005380082491685,34394.55476608665,0.5475447853321761,0.4439837408906854,0.7073386383731213,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7055160181605026,38.03876525615252,15.342044004589251,73.86753705237386,529706624240550.5,14.9587151339153,780.273837900506,1582.92619445277,0.0538008249169,0.0239865861873004,0.646851193750896,38.038803921977,26.9672052829831,26.952704505621675,0.05380082491685,0.944146886150564,1184703210662563.8,0.0255203898366723,5.950493301503417e-05,3.16,35.8,2023-05-05 13:08:00,0.0005380082491685,0.5475450104159757,0.0,7,343.9455476608665,0.0005380082491685,14.880134,0.41456553,0.5475450104159757,0.08192064,0.0,0.4858209466568987,878.1708491227055,12525.288811002994,0.3164648412131288,-0.9486042400685069,2.287408394249276,234.73689062827543,0.4220322739202231,inf,0.0,226.71574331923648,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0005344384,-1.9369114e-07,85730.836,0.5299132,-278.51462,0.0,0.0,1.0,-5.376486146697414e-13,2.2178418e-12,2.2586785e-16,0.0,0.0,0.0,7.480000000000001e-16,2.2816380071108493e-14,1.6801932472748494e-12,1048.5895160976297,12.525288811002994,3.3283743702554014e-12,0.0005344384,-1.9369114e-07,85730.836,0.5299132,-278.51462,0.0,0.0,0.0,-5.376486146697414e-13,2.2178418e-12,2.2586785e-16,0.0,0.0,0.0,7.480000000000001e-16,2.2816380071108493e-14,1.6801932472748494e-12,1048.5895160976297,12.525288811002994,0.0
8,8,9,-47.207303133877815,-23.48748779296875,8747.76,e80338,SKX5563,210.407777596,0.6583109617375502,34610D,242.57191,17.084955,-0.600263,228.42353112260776,74907.27430073326,0.3085661935409124,1.20180690162238,52.26270534975004,69.8592043087406,1544.9439719865893,0.0003494270348176,31913.2970959831,0.5011452382377362,0.4355225445812503,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7316068869760579,34.92915396368227,15.232125993095554,71.74399463882885,485399784221675.75,13.9946894214217,769.653793447988,1564.67449880358,0.0349427034818,0.0236617453535628,0.60090345081119,34.9296021543703,25.3955674795862,25.38669668144099,0.03494270348176,0.8901573301512427,1397975701072988.2,0.0237275897992207,5.802340088381082e-05,3.16,35.8,2023-05-05 13:09:00,0.0003494270348176,0.501145886511455,0.0,8,319.1329709598311,0.0003494270348176,17.084955,-0.600263,0.501145886511455,0.07084483,0.0,0.4583250729666214,879.99572926499,12767.491119874136,0.3175628898267308,-0.9482372124130624,2.137467205443267,234.00490731564665,0.3710352105874279,inf,0.0,225.78425508072476,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0003685672,-2.241741e-07,91079.46,0.4906774,-279.84665,0.0,0.0,1.0,-5.115330531739234e-13,2.0382558e-12,2.282176e-16,0.0,0.0,0.0,7.48e-16,2.082361437787145e-14,1.5267228301962977e-12,1049.128693942378,12.767491119874135,2.612159969537687e-12,0.0003685672,-2.241741e-07,91079.46,0.4906774,-279.84665,0.0,0.0,0.0,-5.115330531739234e-13,2.0382558e-12,2.282176e-16,0.0,0.0,0.0,7.48e-16,2.082361437787145e-14,1.5267228301962977e-12,1049.128693942378,12.767491119874135,0.0
9,9,10,-47.32590553977269,-23.451004028320312,9197.34,e80338,SKX5563,214.008888704,0.6596645996796688,34610D,238.88168,17.745905,-0.9438317,233.09405865836152,74855.01159538352,0.3122218616268647,1.106335577734452,51.49898138603861,63.7676514788962,1331.584692548794,0.0002346545809169,29850.23293677357,0.4657737467361155,0.4291581782169884,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.752310244879909,31.884038299491287,15.131797604504676,70.10036295624076,447210903830220.8,13.0158954379258,756.84648435762,1540.82775130623,0.0234654580917,0.0232141201426071,0.553167788867226,31.8838257394481,23.8289362452271,23.82334598795826,0.02346545809169,0.8273244945463711,1742854120759684.2,0.0217626586426527,5.6617633244889255e-05,3.16,35.8,2023-05-05 13:10:00,0.0002346545809169,0.4657737914834822,0.0,9,298.5023293677357,0.0002346545809169,17.745905,-0.9438317,0.4657737914834822,0.058946576,0.0,0.4353187050650811,881.8048999446079,12949.242679689742,0.3186547838849259,-0.94787083967556,2.0097163648587637,233.3444871052634,0.3324735997070066,inf,0.0,224.9932734019845,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00023141177,-2.4427823e-07,95572.1,0.45933837,-280.75574,0.0,0.0,1.0,-4.895837611082219e-13,1.8970604e-12,2.2976727000000003e-16,0.0,0.0,0.0,7.480000000000001e-16,1.9274964437982212e-14,1.4074767046639996e-12,1049.6784385424223,12.94924267968974,2.03325240483781e-12,0.00023141177,-2.4427823e-07,95572.1,0.45933837,-280.75574,0.0,0.0,0.0,-4.895837611082219e-13,1.8970604e-12,2.2976727000000003e-16,0.0,0.0,0.0,7.480000000000001e-16,1.9274964437982212e-14,1.4074767046639996e-12,1049.6784385424223,12.94924267968974,0.0
