engine,saf_level,water_injection,fuel_kg_sum_change,energy_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_mass_sum_change,ei_nvpm_num_sum_change
GTF,0,0,-22.5,-22.5,0.0,0.0,3.5,-90.0,-89.3
GTF1990,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF2000,0,0,0.0,0.0,0.0,0.0,0.1,-75.6,-89.4
GTF2035,0,0,-28.0,-28.0,0.0,0.0,22.4,-90.0,-88.9
GTF2035,20,0,-28.4,-28.0,-2.0,-18.8,22.4,-92.3,-91.4
GTF2035,100,0,-29.8,-28.0,-10.0,-94.0,22.4,-97.0,-96.3
GTF2035_wi,0,15,-35.8,-35.8,-0.3,-0.3,-90.3,-92.0,-91.6
GTF2035_wi,20,15,-36.1,-35.8,-2.3,-19.0,-90.3,-93.8,-93.4
GTF2035_wi,100,15,-37.4,-35.8,-10.3,-94.0,-90.3,-97.5,-97.0
