engine,saf_level,water_injection,fuel_kg_sum_change,energy_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_mass_sum_change,ei_nvpm_num_sum_change
GTF,0,0,-20.8,-20.8,0.0,0.0,-0.8,-81.9,-80.9
GTF1990,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF2000,0,0,0.0,0.0,0.0,0.0,0.1,-62.0,-81.3
GTF2035,0,0,-26.9,-26.9,0.0,0.0,21.8,-83.7,-82.4
GTF2035,20,0,-27.2,-26.9,-2.0,-18.8,21.9,-86.3,-84.9
GTF2035,100,0,-28.7,-26.9,-10.0,-94.0,21.9,-91.9,-90.4
GTF2035_wi,0,15,-35.0,-35.0,-0.2,-0.2,-90.7,-87.2,-86.7
GTF2035_wi,20,15,-35.4,-35.0,-2.2,-19.0,-90.7,-89.2,-88.6
GTF2035_wi,100,15,-36.6,-35.0,-10.2,-94.0,-90.7,-93.5,-92.4
