,flight_id,total_flight_distance_flown,total_contrails_formed,total_persistent_contrails_formed,mean_lifetime_contrail_altitude,mean_lifetime_rhi,mean_lifetime_n_ice_per_m,mean_lifetime_r_ice_vol,mean_lifetime_contrail_width,mean_lifetime_contrail_depth,mean_lifetime_tau_contrail,mean_lifetime_tau_cirrus,mean_contrail_lifetime,max_contrail_lifetime,mean_lifetime_rf_sw,mean_lifetime_rf_lw,mean_lifetime_rf_net,total_energy_forcing,mean_lifetime_olr,mean_lifetime_sdr,mean_lifetime_rsr
0,34610D,2077496.9755261245,1198357.0409322947,45743.33570744449,9279.18777320659,1.128838365422837,736512490452.712,1.6426516573089e-05,5886.339099373526,344.99565643365514,0.1505341612606857,0.33625928,1.95,3.716666666666667,0.0,3.128215,3.128215090831121,7024538788757.699,170.7109,0.0,0.0
