engine,saf_level,nox_impact_sum,co2_impact_cons_sum,co2_impact_opti_sum,h2o_impact_sum,contrail_atr20_cocip_sum,contrail_atr20_accf_cocip_pcfa_sum,climate_non_co2_cocip,climate_non_co2_accf_cocip_pcfa,climate_total_cons_cocip,climate_total_opti_cocip,climate_total_cons_accf_cocip_pcfa,climate_total_opti_accf_cocip_pcfa,contrail_atr20_cocip_sum_net,contrail_atr20_cocip_sum_warming,contrail_atr20_cocip_sum_cooling,contrail_atr20_accf_cocip_pcfa_sum_net,contrail_atr20_accf_cocip_pcfa_sum_warming,contrail_atr20_accf_cocip_pcfa_sum_cooling
GTF1990,0,73.27061211636831,3.096331641994743,3.096331641994743,1.4982570214231365,49.12372893674892,72.21523617414111,123.89259807454036,146.98410531193255,126.98892971653511,126.98892971653511,150.0804369539273,150.0804369539273,49.12372893674892,55.15662167583841,-6.0328927390894975,72.21523617414111,73.90268029953346,-1.6874441253923536
GTF2000,0,73.27644129711827,3.096331641994743,3.096331641994743,1.4982570214231365,12.895455291100843,27.05940912843733,87.67015360964226,101.83410744697873,90.766485251637,90.766485251637,104.93043908897347,104.93043908897347,12.895455291100843,13.947136210260872,-1.0516809191600316,27.05940912843733,27.66710518885461,-0.6076960604172715
GTF,0,62.18010011722465,2.6059751268641413,2.6059751268641413,1.2632924846984275,10.6369335201987,26.75301718759792,74.08032612212178,90.19640978952098,76.68630124898591,76.68630124898591,92.80238491638514,92.80238491638514,10.6369335201987,12.267744050142223,-1.6308105299435256,26.75301718759792,27.35676883235598,-0.6037516447580666
GTF2035,0,68.14507755171233,2.4101145354362736,2.4101145354362736,1.1669128282873324,10.093221024313706,26.621411521436436,79.40521140431336,95.9334019014361,81.81532593974964,81.81532593974964,98.34351643687236,98.34351643687236,10.093221024313706,11.85797927516563,-1.7647582508519235,26.621411521436436,27.23513543279022,-0.6137239113537868
GTF2035,20,67.80573505761669,2.3511435493688357,1.9473111333292445,1.1864704648739943,9.517274809653008,26.157323868807,78.5094803321437,95.14952939129768,80.86062388151252,80.45679146547293,97.50067294066652,97.09684052462693,9.517274809653008,11.161390525725444,-1.6441157160724373,26.157323868807,26.750881921235248,-0.5935580524282453
GTF2035,100,66.48169427302301,2.1163834190225437,0.14109222793483628,1.2609591885401534,7.742835537982421,26.426149358723183,75.48548899954558,94.16880282028634,77.60187241856814,75.62658122748043,96.28518623930889,94.30989504822118,7.742835537982421,9.16148524581666,-1.4186497078342382,26.426149358723183,27.066152251914605,-0.6400028931914201
GTF2035_wi,0,4.734626424757101,2.2073428713042804,2.2073428713042804,1.0689071078527854,8.456358245351167,25.742197303825552,14.259891777961053,31.545730836435443,16.467234649265336,16.467234649265336,33.75307370773972,33.75307370773972,8.456358245351167,10.04343978288254,-1.587081537531374,25.742197303825552,26.349270376343476,-0.6070730725179195
GTF2035_wi,20,4.710976752962918,2.1533495065359882,1.783490195293367,1.0868294678442925,7.752321883756054,25.87140566399874,13.550128104563266,31.669211884805947,15.703477611099252,15.333618299856631,33.822561391341935,33.452702080099314,7.752321883756054,9.254039189046797,-1.501717305290742,25.87140566399874,26.50296152271927,-0.6315558587205348
GTF2035_wi,100,4.618696393023953,1.9384016060498226,0.12922677373665487,1.1551007300676128,6.262193257241673,26.577727970575115,12.035990380333239,32.35152509366667,13.974391986383061,12.165217154069891,34.2899266997165,32.480751867403335,6.262193257241673,7.404263214798744,-1.1420699575570732,26.577727970575115,27.26145622146373,-0.6837282508886171
