Unnamed: 0,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,time,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem,ei_mass_meem,ei_number_meem
0,1,-46.394907633463504,-23.51553706799524,3924.3,e80338,SKX5563,150.732222092,0.6241975235011388,34610D,276.75574,4.29259,-0.047525562,158.08315494478754,74161.49554958189,0.2752486430034492,1.0955009107331115,65.7300546439867,112940.67439717136,2736.5987514805847,2023-08-06 13:01:00,0.0003402400278514,0.6225043576468452,0.0415681737581389,0.5477504553665559,1.0,0.01922180384407,0.0004536061890251,9.837725206174638e-05,3.5990622958127404e-05,1454382859639129.2,207.641242620354,81.30807759461156,0.078876065572784,0.0016097156239343,0.0013146010928797,1.263450217026715,0.0298155595914718,0.0064663421537438,0.0023656656137088,9.559666483735762e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,20.37851475618758,3.04984362699992,0.4740176203396976,56.47033719858569,19.221803844070006,35.9906229581274,1454382859639129.2,32.6974670612171,907.662654654166,1507.29811586481,0.0340240027851,0.0282029246633075,0.578556020113444,56.4699256335228,20.5140433845202,20.507066059792862,14.906183765217412,1.0,2.052928761248911,678442668622792.8,16.984461290349916,23.437098147784653,1467449095416258.8
1,2,-46.47906033497935,-23.552313335871304,4716.780000000001,e80338,SKX5563,159.992222084,0.625191974890304,34610D,270.70398,4.422705,2.2362144,168.0745975894355,74095.76549493789,0.2677112472770247,1.06622502716431,63.9735016298586,112915.46458465044,3099.412106130847,2023-08-06 13:02:00,0.0005347652509176,0.5609564736871223,0.0967021868611814,0.5331125135821551,1.0,0.0188353434282363,0.0004689320111019,0.0001017010873576,3.628235539e-05,1450000000000000.0,202.0922916487233,79.1352215161351,0.0767682019558303,0.0015666979990985,0.0012794700325971,1.2049628735052242,0.029999222776523,0.0065061746778306,0.0023211093216772,9.276157736329498e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,17.305960384494607,2.586639431426806,0.5095795409243177,56.45773229232521,18.835343428236342,36.28235538999999,1450000000000000.0,32.6911093377767,916.782905796323,1583.35446951096,0.0534765250918,0.0296527841337927,0.606526274790366,56.4573945380729,20.4542774821323,20.44334509156481,12.706197593201532,1.0,2.8219164017331186,693826612112447.4,17.36959035840127,21.486586458972823,1357756735608236.0
2,3,-46.56394526643573,-23.588763738082665,5615.9400000000005,e80338,SKX5563,159.47777764,0.6261765505895402,34610D,264.22025,3.9413521,-2.424166,174.60359772235492,74031.79199330804,0.2922645907131092,1.0305416495229556,61.83249897137733,88226.46332469185,1796.570802304431,2023-08-06 13:03:00,0.0008548548865481,0.4971884686406126,0.2391890948725593,0.5152708247614778,1.0,0.0183221421439871,0.0004895780862721,0.0001061787690785,3.628235539e-05,1450000000000000.0,195.32886425058092,76.48680122759377,0.0741989987656528,0.0015142652809316,0.0012366499794275,1.1329038352715164,0.0302718365158322,0.0065652986298321,0.0022434287023313,8.965712350849714e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,16.59252876422974,2.474695110340168,0.5358304138556048,44.113231662345925,18.32214214398717,36.28235539,1450000000000000.0,27.0701460498179,878.209709497706,1467.11293058525,0.0854854886548,0.0269003984780158,0.466980931166503,44.1133407595862,17.359628763423,17.34480147512578,14.353132851982284,1.0,1.8490611103144208,656764026693716.2,16.441747702746138,19.092016215045277,1225160919191118.8
3,4,-46.65137093022184,-23.626355833926453,6137.910000000001,,,172.68185170266668,0.627121519151856,34610D,260.221,5.3827786,-5.3499656,185.4759226329771,73969.95949433667,0.3015153630856361,1.008361260287496,60.50167561724977,81217.67033610881,1674.8811284775277,2023-08-06 13:04:00,0.0008017577023123,0.4629524664715891,0.2986997662161216,0.504180630143748,1.0,0.0181359942767173,0.0005006889414146,0.0001085884703203,3.628235539e-05,1450000000000000.0,191.124793274892,74.84057273853797,0.0726020107406997,0.0014816736885857,0.0012100335123449,1.0972580427262486,0.0302925199186136,0.0065697844070947,0.0021951432964355,8.772742964501216e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,16.40206011473462,2.4471585391794144,0.5735530019279313,40.608835168054405,18.1359942767173,36.28235538999999,1450000000000000.0,25.8523849447836,871.877833452371,1444.49713998212,0.0801757702312,0.026410904576808,0.439392834863951,40.608717002569,16.636796122833,16.623468129221255,14.801282822963037,0.9822724047122984,1.691081902501584,644163609515521.5,15.41283340324155,18.293237073982965,1176797810014874.5
4,5,-46.75574200708161,-23.62904189804854,6625.59,,,185.88592576533333,0.6282811055242865,34610D,256.20474,5.0131516,-6.2197466,194.2222310252703,73909.45781871941,0.3032308774550368,0.992435266951466,59.54611601708797,79396.47911102818,1839.6010215065032,2023-08-06 13:05:00,0.0006349815336867,0.4327152378881695,0.3202748175834963,0.496217633475733,1.0,0.0180344609750553,0.0005095616621261,0.0001105127692012,3.628235539e-05,1450000000000000.0,188.1061804979809,73.65854551313782,0.0714553392205055,0.0014582722289899,0.0011909223203417,1.0738821055262922,0.0303424178508257,0.006580606176227,0.0021604733434261,8.634186822477755e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,15.46026986408263,2.309223493742888,0.6052886929861491,39.69823955551409,18.034460975055367,36.28235539,1450000000000000.0,25.5724227763391,872.970527372464,1464.80650902019,0.0634981533687,0.0268070477194582,0.441124827401398,39.6977025399798,16.4555542265552,16.445111884189327,14.105503522532644,0.9874576318167022,1.8503406565387719,647204386295152.8,15.693462750192861,17.508229567624127,1129939149451584.2
5,6,-46.86345418294269,-23.59291076660156,7162.8,e80338,SKX5563,199.089999828,0.6298083091740656,34610D,251.76047,3.3701034,-5.6031094,199.9909165944094,73849.91170270233,0.3098381180117884,0.977936847211644,58.67621083269864,72414.77621167438,1696.0676225832158,2023-08-06 13:06:00,0.0003566710582769,0.4012788685142464,0.2548826869156221,0.488968423605822,1.0,0.0179569908757657,0.0005194323157139,0.0001126534978762,3.628235539e-05,1450000000000000.0,185.35815002049492,72.58247280004822,0.0704114529992383,0.0014369684285558,0.0011735242166539,1.0536481825472794,0.0304783200701511,0.0066100803924299,0.0021289111343705,8.508050570741302e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,15.864326651275611,2.3739906515157805,0.6287438037547894,36.20738810583719,17.956990875765793,36.28235539,1450000000000000.0,23.9734575320181,861.723687120694,1418.14254010541,0.0356671058277,0.0259547314855934,0.401918812534388,36.2064760723181,15.4853774063307,15.479856189641566,15.37166650034629,0.9335888740154917,1.5011774747352649,657532679229838.5,13.8203091432868,16.41742815490965,1067682202911152.4
6,7,-46.975962320963504,-23.55821228027344,7658.1,e80338,SKX5563,206.292222044,0.6312778966063217,34610D,249.1944,0.7512459,0.06570715,203.04788955648485,73791.23549186962,0.2904296112185453,0.944437267890164,56.66623607340985,78170.79168520505,1989.818849635702,2023-08-06 13:07:00,9.701373047958318e-05,0.3739586563801814,0.0830924942133276,0.472218633945082,1.0,0.0177051609480636,0.0005396118835073,0.0001170300043599,3.628235539e-05,1450000000000000.0,179.0086397559017,70.09613402280799,0.0679994832880918,0.0013877445568998,0.0011333247214681,1.0032848300006896,0.0305777743788447,0.0066316498547338,0.002055984515829,8.216604230644429e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,15.034131176643427,2.2536611593465485,0.6416327698161168,39.08539584260253,17.70516094806361,36.28235539,1450000000000000.2,25.0970946449352,885.987681584725,1502.16673930131,0.00970137304796,0.028115837222103,0.447049928852868,39.0852957569042,15.9002886992611,15.898746302572338,14.184788618649945,1.0,1.9244677815274491,603442958052848.6,15.106882329185106,15.257469052058724,1003061679637857.0
7,8,-47.09089799360794,-23.52314758300781,8237.220000000001,e80338,SKX5563,207.321110932,0.6327278065253386,34610D,246.14526,0.010657249,3.5791883,206.9774173812759,73734.56925579622,0.2887649588373794,0.906356856141939,54.38141136851634,73754.11717890309,1760.3132256493636,2023-08-06 13:08:00,5.376623528667144e-05,0.3439455476608665,0.0575075746611004,0.4531784280709695,1.0,0.0173280073941624,0.0005642839994554,0.0001223808461876,3.628235539e-05,1450000000000000.0,171.7908785131431,67.26980586285471,0.0652576936422196,0.0013317896661677,0.0010876282273703,0.942321498298642,0.0306865603030579,0.0066552431401563,0.0019730856938822,7.885304648434869e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,14.43395986136647,2.164317919522946,0.658088718833534,36.87705858945154,17.32800739416247,36.28235539,1450000000000000.0,23.8241845034779,885.47663080355,1501.58928960311,0.00537662352867,0.0282369265131145,0.425381853639095,36.8766954863471,15.064736363624,15.063926433011062,14.372931650749615,1.0,1.8486828535986892,572029085574222.9,14.32045228023744,13.994984434372434,932213427032104.2
8,9,-47.207303133877815,-23.48748779296875,8747.76,e80338,SKX5563,210.407777596,0.6341682629673775,34610D,243.48206,0.34884724,3.2885988,211.29181976035332,73680.1878444277,0.2854772761672139,0.8724109600110348,52.34465760066209,70613.40127904096,1554.0755929107088,2023-08-06 13:09:00,4.434346839523103e-05,0.319132970959831,0.0578444929662611,0.4362054800055174,1.0,0.0169839104112781,0.0005875909661276,0.0001274356170231,3.628235539e-05,1450000000000000.0,165.35677336049153,64.75034145201901,0.0628135891207945,0.001281909982057,0.0010468931520132,0.889016975198674,0.0307572479311937,0.0066705737392068,0.001899187469835,7.589975352096003e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,13.680222112703015,2.051426688408558,0.6754705560026029,35.30670063952048,16.983910411278135,36.28235539,1450000000000000.0,22.9561648269773,888.71332926967,1515.8481340674,0.00443434683952,0.0286320082484849,0.414276569311833,35.3069137583741,14.4690014656501,14.468359888390658,14.18314364238734,1.0,1.8941496724006852,542396148790395.2,13.578607035235411,12.994891921370046,875359878631375.6
9,10,-47.32590553977269,-23.451004028320312,9197.34,e80338,SKX5563,214.008888704,0.6355959325766289,34610D,240.81728,1.2301964,1.7615767,216.53841372747763,73627.84318682704,0.2924760741486895,0.8460681397362647,50.764088384175885,65408.44583774545,1344.5634996277072,2023-08-06 13:10:00,4.421297511103392e-05,0.2985023293677357,0.0713496469056562,0.4230340698681323,1.0,0.0167156162679576,0.0006066076163847,0.0001315599121518,3.628235539e-05,1450000000000000.0,160.36375520561162,62.79517733122557,0.060916906061011,0.0012432021645104,0.0010152817676835,0.8485530216225681,0.0307938826526714,0.0066785190082887,0.001841840695804,7.360792815705504e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,13.229198898058062,1.9837949324670905,0.6960626832383561,32.70422291887272,16.715616267957603,36.28235539,1450000000000000.2,21.6320459462534,879.943278056002,1492.8975193695,0.0044212975111,0.0280900110871222,0.385035096449326,32.7043047988869,13.7071891945904,13.706583185769151,14.47772150355198,1.0,1.7389604797177143,529585463602660.56,13.25789815777695,12.256867022971498,832290721933345.8
