trajectory,season,diurnal,engine,saf_level,water_injection,untrimmed_min_altitude,untrimmed_max_altitude,trimmed_min_altitude,trimmed_max_altitude,fuel_sum,fuel_kg_sum,energy_sum,ei_co2_conservative_sum,ei_co2_optimistic_sum,co2_conservative_sum,co2_optimistic_sum,ei_nox_sum,nox_sum,ei_h2o_sum,h2o_sum,ei_nvpm_mass_sum,nvpm_mass_sum,ei_nvpm_num_sum,nvpm_num_sum,nox_impact_sum,co2_impact_cons_sum,co2_impact_opti_sum,h2o_impact_sum,contrail_atr20_cocip_sum,contrail_atr20_accf_sum,contrail_atr20_accf_cocip_pcfa_sum,climate_non_co2_cocip,climate_total_cons_cocip,climate_total_opti_cocip,climate_non_co2_accf,climate_total_cons_accf,climate_total_opti_accf,climate_non_co2_accf_cocip_pcfa,climate_total_cons_accf_cocip_pcfa,climate_total_opti_accf_cocip_pcfa,accf_sac_pcfa_sum,accf_sac_issr_sum,accf_sac_sac_sum,contrail_formed,contrail_atr20_cocip_sum_relative_change,contrail_atr20_accf_sum_relative_change,contrail_atr20_accf_cocip_pcfa_sum_relative_change,nox_impact_sum_relative_change,co2_impact_cons_sum_relative_change,co2_impact_opti_sum_relative_change,h2o_impact_sum_relative_change,climate_non_co2_cocip_relative_change,climate_non_co2_accf_relative_change,climate_non_co2_accf_cocip_pcfa_relative_change,climate_total_cons_cocip_relative_change,climate_total_opti_cocip_relative_change,climate_total_cons_accf_relative_change,climate_total_opti_accf_relative_change,climate_total_cons_accf_cocip_pcfa_relative_change,climate_total_opti_accf_cocip_pcfa_relative_change,engine_display,season_astro
sfo_dfw,2023-11-06,daytime,GTF1990,0,0,632.46,11308.08,632.46,11308.08,104.83748888800652,6290.249333280392,270675719.06038857,711.45,711.45,24060.2036997975,24060.2036997975,1.985979313716632,76.93142490658639,230.082,7781.038425267845,0.0093856007306594,0.3475745183176165,1.0981571654291642e+18,3.6347281975181648e+19,6.462906727313876e-11,3.517532300094358e-12,3.517532300094358e-12,1.1404139471052062e-12,-1.208807527633023e-13,1.3588593371853223e-10,1.3588593371853223e-10,6.564860046748065e-11,6.916613276757501e-11,6.916613276757501e-11,2.0165541493877615e-10,2.051729472388705e-10,2.051729472388705e-10,2.0165541493877615e-10,2.051729472388705e-10,2.051729472388705e-10,20.298285091538556,25.172958043588544,103.60889676396756,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CFM1990,autumn
sfo_dfw,2023-11-06,daytime,GTF2000,0,0,632.46,11308.08,632.46,11308.08,104.83748888800652,6290.249333280392,270675719.06038857,711.45,711.45,24060.2036997975,24060.2036997975,1.9902001831897944,77.11112243477777,230.082,7781.038425267845,0.0019194696238691,0.0875148703471579,1.0097607515724349e+17,3.842383145066102e+18,6.463086611039246e-11,3.517532300094358e-12,3.517532300094358e-12,1.1404139471052062e-12,-1.2274036811401732e-14,1.3588593371853223e-10,4.1841047037797635e-11,6.575900602068626e-11,6.927653832078061e-11,6.927653832078061e-11,2.0165721377602988e-10,2.0517474607612423e-10,2.0517474607612423e-10,1.0761232709529529e-10,1.1112985939538966e-10,1.1112985939538966e-10,20.298285091538556,25.172958043588544,103.60889676396756,True,-0.898461611705582,0.0,-0.6920869887499524,2.783325413155882e-05,0.0,0.0,0.0,0.0016817655276641563,8.920351850064974e-06,-0.4663553808958363,0.0015962371870147979,0.0015962371870147979,8.767419281794758e-06,8.767419281794758e-06,-0.4583600767502362,-0.4583600767502362,CFM2008,autumn
sfo_dfw,2023-11-06,daytime,GTF,0,0,632.46,11308.08,632.46,11308.08,87.35148986851888,5241.089392111131,225529317.6319341,711.45,711.45,20047.166924825084,20047.166924825084,2.135735075952028,64.39696239937487,230.082,6483.227578041471,0.0012344539695656,0.0436957160091554,1.1456852397047056e+17,3.2316496405313e+18,5.834291445229604e-11,2.91271250357572e-12,2.91271250357572e-12,9.44137184382793e-13,-4.1635378266358784e-15,1.6104564308619462e-10,4.9862004443249775e-11,5.92828880988522e-11,6.219560060242792e-11,6.219560060242792e-11,2.2033269472287347e-10,2.2324540722644917e-10,2.2324540722644917e-10,1.0914905607992859e-10,1.1206176858350432e-10,1.1206176858350432e-10,25.172958043588544,25.172958043588544,115.77016959449672,True,-0.9655566520603281,0.18515315514390945,-0.6330598533728178,-0.09726510200550856,-0.17194434760482902,-0.17194434760482902,-0.17211010372210592,-0.09696645965486718,0.09261977809903026,-0.45873481199070737,-0.10077955621099671,-0.10077955621099671,0.08808402974558817,0.08808402974558817,-0.4538180101637008,-0.4538180101637008,GTF,autumn
sfo_dfw,2023-11-06,daytime,GTF2035,0,0,632.46,11308.08,632.46,11308.08,80.17505949897168,4810.503569938301,207000779.118015,711.45,711.45,18400.176155014,18400.176155014,2.496509291241101,69.24566224118915,230.082,5950.592916013678,0.001258534553111,0.0409680570949688,1.117037982987e+17,2.947259111250779e+18,6.285430540908642e-11,2.6802949663704323e-12,2.6802949663704323e-12,8.68842460676358e-13,-9.868430260044912e-16,1.6104564308619462e-10,4.977481846492608e-11,6.372216102673677e-11,6.640245599310719e-11,6.640245599310719e-11,2.2476879095595739e-10,2.2744908592232782e-10,2.2744908592232782e-10,1.1349796633468883e-10,1.1617826130105928e-10,1.1617826130105928e-10,25.172958043588544,25.172958043588544,120.45037312221918,True,-0.9918362269968914,0.18515315514390945,-0.633701464876951,-0.02746073769797344,-0.23801837831068862,-0.23801837831068862,-0.23813413288937527,-0.029344714541144814,0.11461817687463835,-0.4371687645028152,-0.0399570810725365,-0.0399570810725365,0.10857249448935657,0.10857249448935657,-0.43375448437751435,-0.43375448437751435,GTF2035,autumn
sfo_dfw,2023-11-06,daytime,GTF2035,20,0,632.46,11308.08,632.46,11308.08,79.77710644854098,4786.626386912458,206997658.1020293,697.5,577.6974,17949.848950921718,14866.782895111402,2.496423605554842,68.89950431115193,235.104,6050.295753057348,0.0010144425284455,0.0337679971522775,9.048059255051853e+16,2.475211989245668e+18,6.254022812257756e-11,2.61470507968118e-12,2.1656033351951407e-12,8.834026585948694e-13,8.020911786402867e-16,1.6104564308619462e-10,4.96225897704248e-11,6.342443287235107e-11,6.603913795203224e-11,6.559003620754619e-11,2.2446927386736708e-10,2.2708397894704822e-10,2.2663487720256223e-10,1.1304622055159724e-10,1.156609256312784e-10,1.1521182388679236e-10,25.172958043588544,25.172958043588544,120.93159986460064,True,-0.9933646080099214,0.18515315514390945,-0.6348217331073376,-0.03232042854236533,-0.25666494104089943,-0.38434017076771454,-0.2253666654662781,-0.033879893543676286,0.11313288530098414,-0.43940895122544177,-0.04520991257456419,-0.05170299996453299,0.10679298612729886,0.10460409255955605,-0.4362759457921061,-0.4384648393598491,GTF2035 - 20,autumn
sfo_dfw,2023-11-06,daytime,GTF2035,100,0,632.46,11308.08,632.46,11308.08,78.22426353395494,4693.455812037297,206986094.7666568,640.3050000000001,42.687,16157.221632938394,1077.1481088625596,2.496087837924249,67.54900071466318,254.82000000000008,6430.034462491096,0.0004932639541832,0.0182878720410973,4.79918802348131e+16,1.5125988246395172e+18,6.131496071363609e-11,2.353609234412924e-12,1.5690728229419497e-13,9.388607904553832e-13,1.2572171878549814e-15,1.6104564308619462e-10,4.9474546901540265e-11,6.225507872127934e-11,6.460868795569227e-11,6.241198600357354e-11,2.232994645902861e-10,2.2565307382469907e-10,2.2345637187258032e-10,1.1172836840563176e-10,1.1408197764004468e-10,1.1188527568792595e-10,25.172958043588544,25.172958043588544,124.19960256665368,True,-0.9895995254900775,0.18515315514390945,-0.6359111973722054,-0.05127888579137958,-0.3308919339987899,-0.9553927955999193,-0.17673683942698148,-0.05169221768683867,0.107331854480978,-0.4459441198762097,-0.06589127698085304,-0.09765106843110653,0.09981884484012792,0.08911225812057728,-0.4439716386818487,-0.45467822540139924,GTF2035 - 100,autumn
sfo_dfw,2023-11-06,daytime,GTF2035_wi,0,15,632.46,11308.08,632.46,11308.08,73.31374072061593,4398.824443236956,189285814.6169294,707.625,707.625,16825.503495381356,16825.503495381356,0.1946886526216173,5.005596934894233,228.84500000000003,5441.345836284114,0.0010146653599203,0.0306614948638257,8.894073491043706e+16,2.192917920403672e+18,4.37266416621986e-12,2.457516839067849e-12,2.457516839067849e-12,7.966184167970797e-13,-1.5379573392497355e-16,1.6104564308619462e-10,4.9487290011504416e-11,5.1691287872830144e-12,7.626645626350862e-12,7.626645626350862e-12,1.6621492566921159e-10,1.6867244250827943e-10,1.6867244250827943e-10,5.465657259452136e-11,5.7114089433589206e-11,5.7114089433589206e-11,25.172958043588544,25.172958043588544,123.31408124664304,True,-0.9987277070136541,0.18515315514390945,-0.6358174193805072,-0.9323421433928503,-0.3013520191408261,-0.3013520191408261,-0.3014655609752995,-0.9212606399759647,-0.175747768937048,-0.728960550793464,-0.8897343928136138,-0.8897343928136138,-0.1779011571544846,-0.1779011571544846,-0.7216295315624885,-0.7216295315624885,GTF2035WI,autumn
sfo_dfw,2023-11-06,daytime,GTF2035_wi,20,15,632.46,11308.08,632.46,11308.08,72.95020221090711,4377.012132654427,189283889.6766407,693.75,574.5915,16413.7954974541,13594.561982811383,0.1946771541395407,4.980477807557241,233.84,5532.543335675196,0.0008188765462032,0.0253145838698153,7.224023536889117e+16,1.845001978532741e+18,4.350745008903196e-12,2.397389663565147e-12,1.985614014951197e-12,8.099717091078904e-13,-1.636464833230102e-16,1.6104564308619462e-10,4.945231300210309e-11,5.1605530715277616e-12,7.557942735092909e-12,7.146167086478959e-12,1.662063598042057e-10,1.6860374946777087e-10,1.6819197381915692e-10,5.4613029720114176e-11,5.701041938367933e-11,5.6598643735065375e-11,25.172958043588544,25.172958043588544,123.62794291457875,True,-0.9986462155505975,0.18515315514390945,-0.6360748191601914,-0.9326812966290254,-0.3184455865548593,-0.4355093726081967,-0.2897563983991083,-0.9213912705711973,-0.1757902466707031,-0.7291764779205407,-0.8907276952943065,-0.8966811241204876,-0.17823596269991832,-0.18024293123137167,-0.7221348128449627,-0.7241417813764162,GTF2035WI - 20,autumn
sfo_dfw,2023-11-06,daytime,GTF2035_wi,100,15,632.46,11308.08,632.46,11308.08,71.53281712947692,4291.969027768615,189280126.0936237,636.8625,42.4575,14775.103378093456,985.0068918728972,0.1946382704413562,4.882717658660529,253.45000000000007,5879.997568043003,0.0004004521364283,0.0138116604849374,3.869716808025506e+16,1.1343331043338058e+18,4.265298515526772e-12,2.1580637565684768e-12,1.4387091710456514e-13,8.608476857225211e-13,3.4248222310436865e-15,1.6104564308619462e-10,4.9368334473965716e-11,5.1295710234803364e-12,7.287634780048814e-12,5.2734419405849015e-12,1.6617178928744394e-10,1.6832985304401243e-10,1.6631566020454848e-10,5.4494480675215015e-11,5.6652544431783486e-11,5.463835159231958e-11,25.172958043588544,25.172958043588544,126.10680863470638,True,-0.9716677622139742,0.18515315514390945,-0.636692826674577,-0.9340034028728815,-0.3864835991667833,-0.9590989066111189,-0.24514454781294806,-0.921863208248875,-0.17596168028567574,-0.7297643572241297,-0.8946357922809116,-0.9237568773968365,-0.17957091658854946,-0.18938796540794836,-0.7238790727813335,-0.7336961216007322,GTF2035WI - 100,autumn
sfo_dfw,2023-11-06,nighttime,GTF1990,0,0,632.46,11308.08,632.46,11308.08,104.51951358778322,6271.170815266993,269854751.35175395,711.45,711.45,23987.22836839625,23987.22836839625,1.99075345171408,77.59117345061006,230.082,7757.438298485271,0.0091915162952699,0.3412962950774223,1.0750594724062724e+18,3.562693519394144e+19,6.558893061339615e-11,3.5452486293741485e-12,3.5452486293741485e-12,1.1798398809219125e-12,1.8506088490782943e-11,3.197067235255997e-10,3.197067235255997e-10,8.527485898510102e-11,8.882010761447515e-11,8.882010761447515e-11,3.864754940199178e-10,3.90020742649292e-10,3.90020742649292e-10,3.864754940199178e-10,3.90020742649292e-10,3.90020742649292e-10,54.59241692464892,58.90640216050673,120.23267306281627,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CFM1990,autumn
sfo_dfw,2023-11-06,nighttime,GTF2000,0,0,632.46,11308.08,632.46,11308.08,104.51951358778322,6271.170815266993,269854751.35175395,711.45,711.45,23987.22836839625,23987.22836839625,1.993389987857456,77.74020301248754,230.082,7757.438298485271,0.0018783451631494,0.086477578104518,9.69323246185818e+16,3.6860742753885e+18,6.558994931681224e-11,3.5452486293741485e-12,3.5452486293741485e-12,1.1798398809219125e-12,1.2142511277863002e-11,3.197067235255997e-10,1.0079045450306201e-10,7.891230047559715e-11,8.245754910497128e-11,8.245754910497128e-11,3.8647651272333377e-10,3.90021761352708e-10,3.90021761352708e-10,1.6756024370079616e-10,1.7110549233017028e-10,1.7110549233017028e-10,54.59241692464892,58.90640216050673,120.23267306281627,True,-0.34386397839226557,0.0,-0.6847408981844841,1.5531636307493018e-05,0.0,0.0,0.0,-0.07461236037476789,2.6358810112335095e-06,-0.5664401849702776,-0.07163421302213052,-0.07163421302213052,2.6119211226419634e-06,2.6119211226419634e-06,-0.5612913016679502,-0.5612913016679502,CFM2008,autumn
sfo_dfw,2023-11-06,nighttime,GTF,0,0,632.46,11308.08,632.46,11308.08,85.95626355498464,5157.375813299079,221927038.62207264,711.45,711.45,19726.96248586897,19726.96248586897,2.094649703280798,64.81109789973561,230.082,6379.673881050961,0.0012320611603151,0.0446703095843309,1.0473067033824755e+17,3.070929907014754e+18,5.9798340281586e-11,2.9607001870790137e-12,2.9607001870790137e-12,9.8484522947064e-13,1.1268527563932454e-11,3.2820529472908907e-10,1.0226270134935675e-10,7.205171307498908e-11,7.50124132620681e-11,7.50124132620681e-11,3.8898848024014575e-10,3.9194918042722477e-10,3.9194918042722477e-10,1.6304588686041338e-10,1.6600658704749237e-10,1.6600658704749237e-10,55.68433704326881,58.90640216050673,123.0025585045657,True,-0.39109079860150864,0.026582397485328087,-0.6801359063655465,-0.08828609153489479,-0.16488221374711498,-0.16488221374711498,-0.16527213107841887,-0.15506499884593475,0.006502317117417189,-0.5781210209100335,-0.15545685231929163,-0.15545685231929163,0.004944449274244953,0.004944449274244953,-0.5743647224507593,-0.5743647224507593,GTF,autumn
sfo_dfw,2023-11-06,nighttime,GTF2035,0,0,632.46,11308.08,632.46,11308.08,81.61854119266263,4897.112471559759,210727646.763688,711.45,711.45,18731.45520371608,18731.45520371608,2.524382039783377,71.41032448835762,230.082,6057.728127319422,0.0012718705925744,0.0422445592935753,1.0815707541158294e+17,2.9386830886008243e+18,6.445210979254827e-11,2.7256275145883287e-12,2.7256275145883287e-12,9.066877871135345e-13,1.0811734156910863e-11,3.294089845499259e-10,1.023857539981082e-10,7.617053173657267e-11,7.889615925116099e-11,7.889615925116099e-11,3.9476778212958766e-10,3.97493409644176e-10,3.97493409644176e-10,1.6774455157777002e-10,1.7047017909235835e-10,1.7047017909235835e-10,55.83914389487032,58.90640216050673,124.1610962338864,True,-0.41577421061745673,0.030347378739281717,-0.679751014088667,-0.017332510382715282,-0.23118861340072208,-0.23118861340072208,-0.23151624065711385,-0.1067644949154244,0.021456180891103353,-0.5659632908855924,-0.1117308752471815,-0.1117308752471815,0.019159665570924352,0.019159665570924352,-0.5629202233337479,-0.5629202233337479,GTF2035,autumn
sfo_dfw,2023-11-06,nighttime,GTF2035,20,0,632.46,11308.08,632.46,11308.08,81.21321537696602,4872.792922617962,210723929.9386137,697.5,577.6974,18272.97345981736,15134.407538359124,2.5242905566608065,71.05312245148873,235.104,6159.210254189104,0.0010294072611635,0.0350128676003715,8.81887320731259e+16,2.478627201005121e+18,6.413010061441754e-11,2.658929762739488e-12,2.2022319866913533e-12,9.21882654458997e-13,1.0245662895666002e-11,3.3026345999939886e-10,1.0212847680380312e-10,7.529764616454256e-11,7.795657592728203e-11,7.749987815123391e-11,3.953154432682753e-10,3.9797437303101486e-10,3.9751767525496676e-10,1.6718046007267967e-10,1.6983938983541916e-10,1.6938269205937103e-10,55.94789400814494,58.90640216050673,125.22849757115604,True,-0.4463625903027044,0.03302006400548491,-0.6805557428459104,-0.02224201531166073,-0.25000189247407584,-0.3788215674227286,-0.21863748686080248,-0.11700063699081165,0.022873246519226818,-0.5674228698597286,-0.12230937316971538,-0.1274512018424572,0.02039283943642657,0.01922188177672394,-0.5645375456655152,-0.5657085033252179,GTF2035 - 20,autumn
