trajectory,season,diurnal,engine,saf_level,water_injection,untrimmed_min_altitude,untrimmed_max_altitude,trimmed_min_altitude,trimmed_max_altitude,fuel_sum,fuel_kg_sum,energy_sum,ei_co2_conservative_sum,ei_co2_optimistic_sum,co2_conservative_sum,co2_optimistic_sum,ei_nox_sum,nox_sum,ei_nvpm_mass_sum,nvpm_mass_sum,ei_nvpm_num_sum,nvpm_num_sum,nox_impact_sum,co2_impact_cons_sum,co2_impact_opti_sum,h2o_impact_sum,contrail_atr20_cocip_sum,contrail_atr20_accf_sum,contrail_atr20_accf_cocip_pcfa_sum,climate_non_co2_cocip,climate_total_cons_cocip,climate_total_opti_cocip,climate_non_co2_accf,climate_total_cons_accf,climate_total_opti_accf,climate_non_co2_accf_cocip_pcfa,climate_total_cons_accf_cocip_pcfa,climate_total_opti_accf_cocip_pcfa,accf_sac_pcfa_sum,accf_sac_issr_sum,accf_sac_sac_sum
sfo_dfw,2023-02-06,nighttime,GTF2000,0,0,632.46,11308.08,632.46,11308.08,106.65402484503373,6399.241490702025,275365760.5863988,711.45,711.45,24477.09870193524,24477.09870193524,2.1242310663742927,82.79704325941066,0.0021046001705570232,0.09646510688854376,9.600903629371267e+16,3.801783097745324e+18,1.592446785123463e-10,4.786632635045114e-12,4.786632635045114e-12,3.3641340456670127e-12,0.0,0.0,0.0,1.626088125580133e-10,1.673954451930584e-10,1.673954451930584e-10,1.626088125580133e-10,1.673954451930584e-10,1.673954451930584e-10,1.626088125580133e-10,1.673954451930584e-10,1.673954451930584e-10,0.0,0.0,5.129053690004312
sfo_dfw,2023-02-06,nighttime,GTF,0,0,632.46,11308.08,632.46,11308.08,86.55085005226385,5193.051003135832,223462177.71593797,711.45,711.45,19863.420086994556,19863.420086994556,2.157732418607156,67.18582681708467,0.00128117500650308,0.04728718299555125,1.0572671504748813e+17,3.2655850942137713e+18,1.1679025571256824e-10,3.884402150345602e-12,3.884402150345602e-12,2.7844928603179218e-12,0.0,0.0,0.0,1.1957474857288617e-10,1.2345915072323177e-10,1.2345915072323177e-10,1.1957474857288617e-10,1.2345915072323177e-10,1.2345915072323177e-10,1.1957474857288617e-10,1.2345915072323177e-10,1.2345915072323177e-10,0.0,0.0,11.277979789066173
sfo_dfw,2023-02-06,nighttime,GTF2035,0,0,632.46,11308.08,632.46,11308.08,79.49492512552499,4769.6955075315,205244767.38458797,711.45,711.45,18244.08531630799,18244.08531630799,2.5237635413223596,72.33804336557118,0.0013001884098455836,0.04428432968151959,1.0306792776556368e+17,2.990829837075721e+18,1.2533123003876724e-10,3.567732239633562e-12,3.567732239633562e-12,2.561052526980589e-12,0.0,0.0,0.0,1.2789228256574782e-10,1.3146001480538138e-10,1.3146001480538138e-10,1.2789228256574782e-10,1.3146001480538138e-10,1.3146001480538138e-10,1.2789228256574782e-10,1.3146001480538138e-10,1.3146001480538138e-10,0.0,0.0,13.113163079055408
sfo_dfw,2023-02-06,nighttime,GTF2035,20,0,632.46,11308.08,632.46,11308.08,79.1005125390931,4746.030752345587,205242099.88518488,697.5,577.6974,17797.615321295947,14740.696913710157,2.523669990553163,71.97626500031828,0.0010703810854521263,0.03694800345903922,8.590337867666234e+16,2.572106663188875e+18,1.2470401411304234e-10,3.4804225517200963e-12,2.8826251742366527e-12,2.60396845736112e-12,0.0,0.0,0.0,1.2730798257040347e-10,1.3078840512212357e-10,1.3019060774464012e-10,1.2730798257040347e-10,1.3078840512212357e-10,1.3019060774464012e-10,1.2730798257040347e-10,1.3078840512212357e-10,1.3019060774464012e-10,0.0,0.0,14.656754236324048
sfo_dfw,2023-02-06,nighttime,GTF2035,100,0,632.46,11308.08,632.46,11308.08,77.56107504215903,4653.664502529542,205231258.22605532,640.3050000000001,42.687,16020.240049957947,1068.0160033305299,2.5232960794578925,70.56487006431679,0.0005763638267301488,0.02107855219410646,5.134558262492831e+16,1.7053364709847885e+18,1.2225521789721e-10,3.1328469431028875e-12,2.0885646287352582e-13,2.7674275766612996e-12,0.0,0.0,0.0,1.250226454738713e-10,1.2815549241697418e-10,1.2523150193674482e-10,1.250226454738713e-10,1.2815549241697418e-10,1.2523150193674482e-10,1.250226454738713e-10,1.2815549241697418e-10,1.2523150193674482e-10,0.0,0.0,17.376424812621146
sfo_dfw,2023-02-06,nighttime,GTF2035_wi,0,15,632.46,11308.08,632.46,11308.08,71.18820235986865,4271.292141592119,183797972.1448505,707.625,707.625,16337.692441589857,16337.692441589857,0.1867872054020591,5.07465397952179,0.0010324415022411374,0.03281991918803387,7.270131955663386e+16,2.1393821785029343e+18,8.559858060585034e-12,3.194926521910905e-12,3.194926521910905e-12,2.3277882131526737e-12,0.0,0.0,0.0,1.0887646273737708e-11,1.4082572795648613e-11,1.4082572795648613e-11,1.0887646273737708e-11,1.4082572795648613e-11,1.4082572795648613e-11,1.0887646273737708e-11,1.4082572795648613e-11,1.4082572795648613e-11,0.0,0.0,16.415345187113154
sfo_dfw,2023-02-06,nighttime,GTF2035_wi,20,15,632.46,11308.08,632.46,11308.08,72.5788273007453,4354.729638044718,188320283.19724384,693.75,574.5915,16330.23614266769,13525.35478280309,0.19474655836464588,5.149927626704742,0.0008628581753159744,0.027543209487555162,6.789657425225277e+16,1.909194718360279e+18,9.042226738147083e-12,3.1934684012327936e-12,2.6449582686370487e-12,2.391189677551424e-12,0.0,0.0,0.0,1.1433416415698507e-11,1.4626884816931302e-11,1.4078374684335557e-11,1.1433416415698507e-11,1.4626884816931302e-11,1.4078374684335557e-11,1.1433416415698507e-11,1.4626884816931302e-11,1.4078374684335557e-11,0.0,0.0,16.7127062754273
sfo_dfw,2023-02-06,nighttime,GTF2035_wi,100,15,632.46,11308.08,632.46,11308.08,69.45836644611323,4167.501986766794,183791005.11840236,636.8625,42.457499999999996,14346.625589444688,956.4417059629793,0.1867277821735035,4.949838928380643,0.00046467650147199026,0.015743419436986084,4.0158077366353944e+16,1.2602702507129428e+18,8.349096472157192e-12,2.8055623374914056e-12,1.870374891660937e-13,2.5154322083919795e-12,0.0,0.0,0.0,1.0864528680549171e-11,1.3670091018040577e-11,1.1051566169715264e-11,1.0864528680549171e-11,1.3670091018040577e-11,1.1051566169715264e-11,1.0864528680549171e-11,1.3670091018040577e-11,1.1051566169715264e-11,0.0,0.0,20.942460064500878
sfo_dfw,2023-05-05,daytime,GTF1990,0,0,632.46,11308.08,632.46,11308.08,110.25054104534442,6615.032462720664,284651461.9033329,711.45,711.45,25302.499169906543,25302.499169906543,2.175854864547028,87.0630570851282,0.008135275993856012,0.32528640447642676,8.127260089200009e+17,2.869110687809011e+19,1.710611932946623e-10,4.948044282115056e-12,4.948044282115056e-12,3.295887820511393e-12,0.0,1.2447438868893853e-11,1.2447438868893853e-11,1.743570811151737e-10,1.7930512539728877e-10,1.7930512539728877e-10,1.8680451998406756e-10,1.9175256426618263e-10,1.9175256426618263e-10,1.8680451998406756e-10,1.9175256426618263e-10,1.9175256426618263e-10,2.958841038059512,2.9648469679258063,2.958841038059512
sfo_dfw,2023-05-05,daytime,GTF2000,0,0,632.46,11308.08,632.46,11308.08,110.25054104534442,6615.032462720664,284651461.9033329,711.45,711.45,25302.499169906543,25302.499169906543,2.178537107425881,87.18918311639676,0.0022031239648484377,0.1024694822941524,9.484229552095594e+16,3.887727610839942e+18,1.716576472811878e-10,4.948044282115056e-12,4.948044282115056e-12,3.295887820511393e-12,0.0,1.2447438868893853e-11,1.2447438868893853e-11,1.749535351016992e-10,1.7990157938381427e-10,1.7990157938381427e-10,1.8740097397059306e-10,1.9234901825270813e-10,1.9234901825270813e-10,1.8740097397059306e-10,1.9234901825270813e-10,1.9234901825270813e-10,2.958841038059512,2.9648469679258063,2.958841038059512
sfo_dfw,2023-05-05,daytime,GTF,0,0,632.46,11308.08,632.46,11308.08,92.91336160475396,5574.801696285236,239889291.79285002,711.45,711.45,21323.61648829103,21323.61648829103,2.2571263492945475,72.21626305337281,0.001380191409319418,0.05132569986767444,1.157834854987722e+17,3.570888010954337e+18,1.3423777635718802e-10,4.169951668821357e-12,4.169951668821357e-12,2.7847517194281934e-12,0.0,1.2447438868893853e-11,1.2447438868893853e-11,1.370225280766162e-10,1.4119247974543756e-10,1.4119247974543756e-10,1.4946996694551006e-10,1.5363991861433142e-10,1.5363991861433142e-10,1.4946996694551006e-10,1.5363991861433142e-10,1.5363991861433142e-10,2.958841038059512,2.9648469679258063,2.958841038059512
sfo_dfw,2023-05-05,daytime,GTF2035,0,0,632.46,11308.08,632.46,11308.08,82.83603608718488,4970.162165231093,213871048.1320592,711.45,711.45,19010.87028200893,19010.87028200893,2.571892569492232,76.50667171684753,0.001378145880071494,0.04762787356340871,1.0431884978175245e+17,3.1329766712538097e+18,1.3168456185991532e-10,3.717681299592858e-12,3.717681299592858e-12,2.5302017928544367e-12,0.0,1.2447438868893853e-11,1.2447438868893853e-11,1.3421476365276977e-10,1.3793244495236263e-10,1.3793244495236263e-10,1.4666220252166363e-10,1.503798838212565e-10,1.503798838212565e-10,1.4666220252166363e-10,1.503798838212565e-10,1.503798838212565e-10,2.958841038059512,2.9648469679258063,2.9596834251722868
sfo_dfw,2023-05-05,daytime,GTF2035,20,0,632.46,11308.08,632.46,11308.08,84.85967107096778,5091.580264258066,220185388.52784008,697.5,577.6974,19093.42599096775,15813.939142759127,2.6394758932882545,77.37965738569591,0.0011566900415732912,0.04018477118637873,9.469993908256458e+16,2.802495783957646e+18,1.426682622998728e-10,3.733825527122582e-12,3.092503654584007e-12,2.6049101162542664e-12,0.0,1.2447438868893853e-11,1.2447438868893853e-11,1.4527317241612706e-10,1.4900699794324964e-10,1.4836567607071108e-10,1.5772061128502092e-10,1.614544368121435e-10,1.6081311493960494e-10,1.5772061128502092e-10,1.614544368121435e-10,1.6081311493960494e-10,2.958841038059512,2.9648469679258063,2.9941512612439682
sfo_dfw,2023-05-05,daytime,GTF2035,100,0,632.46,11308.08,632.46,11308.08,80.87018230248083,4852.21093814885,213987354.58330244,640.3050000000001,42.687,16703.736154577415,1113.582410305161,2.5760166341292443,74.64440368598497,0.0006282901218353429,0.023108221464139975,5.441342392794026e+16,1.8201945217965197e+18,1.2856150310041736e-10,3.2665084035618053e-12,2.1776722690412035e-13,2.7347807327486396e-12,0.0,1.2447438868893853e-11,1.2447438868893853e-11,1.31296283833166e-10,1.345627922367278e-10,1.3151405106007013e-10,1.4374372270205985e-10,1.4701023110562166e-10,1.4396148992896398e-10,1.4374372270205985e-10,1.4701023110562166e-10,1.4396148992896398e-10,2.958841038059512,2.9648469679258063,6.426788134469157
sfo_dfw,2023-05-05,daytime,GTF2035_wi,0,15,632.46,11308.08,632.46,11308.08,78.13056042610745,4687.833625566447,201722168.74174976,707.625,707.625,17930.96361779166,17930.96361779166,0.21647273227192632,5.806724795461526,0.0011294105770910797,0.03579047399077564,9.319851196590438e+16,2.45512278645772e+18,1.2780870498962153e-11,3.506499551923703e-12,3.506499551923703e-12,2.349655165418037e-12,0.0,1.2447438868893853e-11,1.2447438868893853e-11,1.513052566438019e-11,1.8637025216303893e-11,1.8637025216303893e-11,2.7577964533274046e-11,3.108446408519775e-11,3.108446408519775e-11,2.7577964533274046e-11,3.108446408519775e-11,3.108446408519775e-11,2.958841038059512,2.9648469679258063,3.7585272639151546
sfo_dfw,2023-05-05,daytime,GTF2035_wi,20,15,632.46,11308.08,632.46,11308.08,77.60721768002813,4656.433060801686,201367447.71436894,693.75,574.5915,17461.623978006326,14462.41544354396,0.2035430426794054,5.527406962242258,0.0009317130295970368,0.02993686740338774,7.575693729837648e+16,2.0825993437159818e+18,1.0378776866206259e-11,3.4147175779212364e-12,2.8282056867374853e-12,2.3872548176832812e-12,0.0,1.2447438868893853e-11,1.2447438868893853e-11,1.276603168388954e-11,1.6180749261810776e-11,1.5594237370627025e-11,2.5213470552783393e-11,2.8628188130704628e-11,2.804167623952088e-11,2.5213470552783393e-11,2.8628188130704628e-11,2.804167623952088e-11,2.958841038059512,2.9648469679258063,5.8278769242742285
sfo_dfw,2023-05-05,daytime,GTF2035_wi,100,15,632.46,11308.08,632.46,11308.08,76.23937093168121,4574.362255900873,201733949.84748438,636.8625,42.457499999999996,15747.242065938752,1049.8161377292502,0.21789925153517242,5.69229666446674,0.0005102527963881531,0.017329687836814253,4.514904361737414e+16,1.3793709715258578e+18,1.2731287071623098e-11,3.079460670672467e-12,2.0529737804483113e-13,2.539191624210293e-12,0.0,1.2465887424615083e-11,1.2465887424615083e-11,1.5270478695833392e-11,1.8349939366505858e-11,1.5475776073878223e-11,2.7736366120448475e-11,3.0815826791120944e-11,2.7941663498493307e-11,2.7736366120448475e-11,3.0815826791120944e-11,2.7941663498493307e-11,2.9648469679258063,2.9648469679258063,15.261967047306847
sfo_dfw,2023-05-05,nighttime,GTF1990,0,0,632.46,11308.08,632.46,11308.08,108.48909902410693,6509.345941446416,280103665.2063807,711.45,711.45,24898.24822603254,24898.24822603254,2.2265483645070168,88.99583619395196,0.007481727593896297,0.3033263184219164,6.853447738474889e+17,2.4654504800284205e+19,1.5932077043434863e-10,4.8689907642019195e-12,4.8689907642019195e-12,2.8461515617929682e-12,0.0,1.0876352378381463e-13,1.0876352378381463e-13,1.621669219961416e-10,1.6703591276034353e-10,1.6703591276034353e-10,1.6227568551992543e-10,1.6714467628412735e-10,1.6714467628412735e-10,1.6227568551992543e-10,1.6714467628412735e-10,1.6714467628412735e-10,0.0115272599003173,0.0115272599003173,0.0115272599003173
sfo_dfw,2023-05-05,nighttime,GTF2000,0,0,632.46,11308.08,632.46,11308.08,108.48909902410693,6509.345941446416,280103665.2063807,711.45,711.45,24898.24822603254,24898.24822603254,2.2299165594704693,89.17425020241186,0.002267456390107569,0.10362251088677749,9.073557748365386e+16,3.7476956582616443e+18,1.6042372746062414e-10,4.8689907642019195e-12,4.8689907642019195e-12,2.8461515617929682e-12,0.0,1.0876352378381463e-13,1.0876352378381463e-13,1.6326987902241712e-10,1.6813886978661905e-10,1.6813886978661905e-10,1.6337864254620094e-10,1.6824763331040287e-10,1.6824763331040287e-10,1.6337864254620094e-10,1.6824763331040287e-10,1.6824763331040287e-10,0.0115272599003173,0.0115272599003173,0.0115272599003173
sfo_dfw,2023-05-05,nighttime,GTF,0,0,632.46,11308.08,632.46,11308.08,90.66253292385343,5439.751975431206,234077967.25478023,711.45,711.45,20807.051306024365,20807.051306024365,2.242292263377136,73.13065668704077,0.0013960266456232028,0.052876766103624157,1.1201354016331747e+17,3.466152483021202e+18,1.2651682192095923e-10,4.068934477622542e-12,4.068934477622542e-12,2.386793015694763e-12,0.0,1.0876352378381463e-13,1.0876352378381463e-13,1.2890361493665398e-10,1.3297254941427653e-10,1.3297254941427653e-10,1.290123784604378e-10,1.3308131293806035e-10,1.3308131293806035e-10,1.290123784604378e-10,1.3308131293806035e-10,1.3308131293806035e-10,0.0115272599003173,0.0115272599003173,0.0115272599003173
sfo_dfw,2023-05-05,nighttime,GTF2035,0,0,632.46,11308.08,632.46,11308.08,83.32400959319642,4999.440575591785,215130927.40829012,711.45,711.45,19122.860201638578,19122.860201638578,2.6261655324263966,78.9644114841179,0.0014105695794029566,0.04940741337954295,1.0803249449681982e+17,3.163311036719805e+18,1.3616507589338157e-10,3.739581550542655e-12,3.739581550542655e-12,2.1978561369983677e-12,0.0,1.0876352378381463e-13,1.0876352378381463e-13,1.3836293203037993e-10,1.421025135809226e-10,1.421025135809226e-10,1.3847169555416375e-10,1.422112771047064e-10,1.422112771047064e-10,1.3847169555416375e-10,1.422112771047064e-10,1.422112771047064e-10,0.0115272599003173,0.0115272599003173,0.3321262256995886
sfo_dfw,2023-05-05,nighttime,GTF2035,20,0,632.46,11308.08,632.46,11308.08,82.80311955366456,4968.187173219872,214849254.30589342,697.5,577.6974,18630.701899574524,15430.692541303606,2.6161135577555514,78.53679890726191,0.0011795391897290268,0.041888004803660187,8.833390942956624e+16,2.757566187326011e+18,1.3523784961792117e-10,3.643337260361241e-12,3.0175576525215936e-12,2.2332710954567324e-12,0.0,1.0876352378381463e-13,1.0876352378381463e-13,1.374711207133779e-10,1.4111445797373913e-10,1.404886783658995e-10,1.3757988423716172e-10,1.4122322149752295e-10,1.405974418896833e-10,1.3757988423716172e-10,1.4122322149752295e-10,1.405974418896833e-10,0.0115272599003173,0.0115272599003173,0.8883847981451076
sfo_dfw,2023-05-05,nighttime,GTF2035,100,0,632.46,11308.08,632.46,11308.08,81.1907504071436,4871.445024428616,214835597.0223264,640.3050000000001,42.687,16769.94949659551,1117.9966331063674,2.615694035545059,76.99482716908729,0.0006920432285777752,0.025529069783006855,5.690808854824053e+16,1.9340251650422561e+18,1.3258004888254014e-10,3.2794567904453438e-12,2.186304526963563e-13,2.373418904597025e-12,0.0,1.0876352378381463e-13,1.0876352378381463e-13,1.3495346778713716e-10,1.382329245775825e-10,1.3517209823983352e-10,1.3506223131092098e-10,1.3834168810136633e-10,1.3528086176361734e-10,1.3506223131092098e-10,1.3834168810136633e-10,1.3528086176361734e-10,0.0115272599003173,0.0115272599003173,1.9107362942489368
sfo_dfw,2023-05-05,nighttime,GTF2035_wi,0,15,632.46,11308.08,632.46,11308.08,76.3725977373278,4582.355864239667,197183355.1940971,707.625,707.625,17527.511180716727,17527.511180716727,0.20194866702990372,5.640138986296094,0.0011310368323756365,0.036809782965212076,8.160871516608278e+16,2.334480750842293e+18,9.85603542245215e-12,3.4276021864512712e-12,3.4276021864512712e-12,2.0168904372496367e-12,0.0,1.0876352378381463e-13,1.0876352378381463e-13,1.1872925859701786e-11,1.5300528046153055e-11,1.5300528046153055e-11,1.19816893834856e-11,1.540929156993687e-11,1.540929156993687e-11,1.19816893834856e-11,1.540929156993687e-11,1.540929156993687e-11,0.0115272599003173,0.0115272599003173,1.8392414731102962
sfo_dfw,2023-05-05,nighttime,GTF2035_wi,20,15,632.46,11308.08,632.46,11308.08,75.99509532292831,4559.705719375699,197184473.83440208,693.75,574.5915,17098.89644765887,14161.989993808982,0.2019400406891707,5.6119270433715425,0.000950751921756993,0.03124623205198119,6.986896207417813e+16,2.047732697463398e+18,9.80683861911121e-12,3.3437841942088456e-12,2.769455821011534e-12,2.0507329325647102e-12,0.0,1.0876352378381463e-13,1.0876352378381463e-13,1.185757155167592e-11,1.5201355745884766e-11,1.4627027372687454e-11,1.1966335075459735e-11,1.531011926966858e-11,1.473579089647127e-11,1.1966335075459735e-11,1.531011926966858e-11,1.473579089647127e-11,0.0115272599003173,0.0115272599003173,1.8703865630870389
sfo_dfw,2023-05-05,nighttime,GTF2035_wi,100,15,632.46,11308.08,632.46,11308.08,74.51676383641107,4471.005830184664,197175828.11697388,636.8625,42.457499999999996,15391.437570410708,1026.0958380273805,0.2018857466568002,5.501361568888005,0.0005599333982619724,0.019103530668687977,4.581898990646822e+16,1.4438192493019164e+18,9.613324443397361e-12,3.009881124880316e-12,2.0065874165868774e-13,2.1794687834718282e-12,0.0,1.0876352378381463e-13,1.0876352378381463e-13,1.179279322686919e-11,1.4802674351749507e-11,1.1993451968527877e-11,1.1901556750653005e-11,1.4911437875533322e-11,1.2102215492311692e-11,1.1901556750653005e-11,1.4911437875533322e-11,1.2102215492311692e-11,0.0115272599003173,0.0115272599003173,2.8068143200525832
