engine,saf_level,water_injection,fuel_kg_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_num_sum_change,co2_conservative_sum_change,co2_optimistic_sum_change,nox_sum_change,nvpm_num_sum_change
GTF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF1990,0,0,18.8,0.0,0.0,-1.5,620.3,18.8,18.8,20.5,727.9
GTF2000,0,0,18.8,0.0,0.0,-1.4,-13.4,18.8,18.8,20.5,10.1
GTF2035,0,0,-7.9,0.0,0.0,16.9,-2.6,-7.9,-7.9,8.6,-8.0
GTF2035,20,0,-8.3,-2.0,-18.8,16.9,-17.6,-10.1,-25.6,8.0,-20.5
GTF2035,100,0,-10.1,-10.0,-94.0,16.9,-48.0,-19.1,-94.6,5.9,-46.4
GTF2035_wi,0,15,-16.0,-0.3,-0.3,-91.0,-23.5,-16.0,-16.0,-92.3,-32.8
GTF2035_wi,20,15,-16.3,-2.2,-19.0,-91.0,-34.8,-18.0,-32.0,-92.4,-41.8
GTF2035_wi,100,15,-18.1,-10.2,-94.0,-91.0,-58.5,-26.3,-95.1,-92.5,-60.8
