engine,saf_level,water_injection,fuel_kg_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_num_sum_change,co2_conservative_sum_change,co2_optimistic_sum_change,nox_sum_change,nvpm_num_sum_change
GTF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF1990,0,0,14.1,0.0,0.0,4.6,496.9,14.1,14.1,25.9,553.5
GTF2000,0,0,14.1,0.0,0.0,5.0,-3.1,14.1,14.1,26.8,18.9
GTF2035,0,0,-7.6,0.0,0.0,21.9,-7.0,-7.6,-7.6,14.0,-14.7
GTF2035,20,0,-8.4,-2.0,-18.8,22.1,-17.7,-10.2,-25.6,13.5,-26.6
GTF2035,100,0,-10.2,-10.0,-94.0,22.1,-54.7,-19.2,-94.6,11.3,-54.0
GTF2035_wi,0,15,-17.6,-0.5,-0.5,-90.7,-30.4,-17.6,-17.6,-92.2,-41.7
GTF2035_wi,20,15,-18.0,-2.5,-19.2,-90.7,-41.8,-19.7,-33.4,-92.2,-50.2
GTF2035_wi,100,15,-18.7,-10.4,-94.0,-90.7,-65.1,-26.8,-95.1,-92.4,-67.7
