engine,saf_level,water_injection,fuel_kg_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_num_sum_change,co2_conservative_sum_change,co2_optimistic_sum_change,nox_sum_change,nvpm_num_sum_change
GTF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF1990,0,0,18.8,0.0,0.0,0.8,499.4,18.8,18.8,20.8,575.2
GTF2000,0,0,18.8,0.0,0.0,1.2,-7.0,18.8,18.8,21.5,13.6
GTF2035,0,0,-7.8,0.0,0.0,18.6,-7.6,-7.8,-7.8,11.6,-10.1
GTF2035,20,0,-8.3,-2.0,-18.8,18.6,-20.0,-10.1,-25.5,11.0,-21.2
GTF2035,100,0,-10.1,-10.0,-94.0,18.6,-45.8,-19.1,-94.6,8.8,-44.6
GTF2035_wi,0,15,-16.7,-0.5,-0.5,-91.0,-26.3,-16.7,-16.7,-92.4,-36.0
GTF2035_wi,20,15,-16.5,-2.5,-19.2,-90.9,-36.0,-18.2,-32.2,-92.0,-42.8
GTF2035_wi,100,15,-18.7,-10.4,-94.0,-91.0,-56.7,-26.9,-95.1,-92.6,-61.2
