,Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_level,cocip_waypoint,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_ef,cocip_persistent_1,cocip_cocip,cocip_contrail_age,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact,accf_sac_contrails_atr20
50,50,51,,,38.40373160511633,-114.77628347092283,239.21666646,11008.268878923767,-0.5780889045613711,34610D,235.02293,12.904484,30.088278,227.45620182538104,65889.26241896533,0.42044587180016785,0.447124909003262,33.31735679064628,35.5649836533532,-10.943334745513912,7.41600900969061e-06,22602.21020546149,0.0170122084577628,0.2776446399220523,0.8002247867775127,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.7401161402123491,17.783080388543542,12.131810501871424,36.28235539,1450000000000000.0,13.2512680868238,786.790919402727,1446.14959581136,0.000741600900969,0.0193565418165661,0.223562454501631,17.7824918266766,11.5497105123549,11.549624860232878,0.000741600900969,0.6344686161758079,443447485768428.4,0.016006392487215398,6.403421404411535e-06,3.16,35.8,2023-05-05 07:51:00,7.416009009690611e-06,0.017012222900399016,0.0,226.02210205461495,50,7.416009009690611e-06,12.904484,30.088278,0.017012222900399016,0.0,0.0,0.3350295563007816,0.0,14099.273774288395,-0.10443746883356456,0.9945314550599383,1.805540368302069,232.20750865320665,0.011688609987711158,inf,0.0,222.68779454569423,0.0,0.0,0.0,0 days,7.21788e-06,2.8867005e-06,108604.555,0.0162434,-234.22548,0.0,0.0,1.0,-4.2189530257869185e-13,1.8487562e-12,4.33454e-16,0.0,0.0,0.0,7.479999999999999e-16,1.9730644955425136e-14,1.4268608430287853e-12,1257.62692172128,6.127103222823829e-13,6.341161229476982e-14,0.0,7.21788e-06,2.8867005e-06,108604.555,0.0162434,-234.22548,0.0,0.0,0.0,-4.2189530257869185e-13,1.8487562e-12,4.33454e-16,0.0,0.0,0.0,7.479999999999999e-16,1.9730644955425136e-14,1.4268608430287853e-12,1257.62692172128,6.127103222823829e-13,6.341161229476982e-14,0.0
51,51,52,,,38.39037967179424,-114.61540020165282,239.859722015,11005.193542600897,-0.5778935871690363,34610D,234.93687,12.682162,29.799026,229.0966015242129,65855.94506217468,0.42118036476408405,0.443285196871994,32.97588766196559,35.068253476737,-10.939394343053682,7.439392761136901e-06,22613.17380763268,0.0172386307791022,0.2747990638497132,0.7918254369678243,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.7455903362306041,17.53411227705486,12.085091241866555,36.28235539,1450000000000000.0,13.1929691231873,785.291099373704,1441.24151994144,0.000743939276114,0.0192385870740966,0.221642598435997,17.5341267383685,11.5207316203809,11.520645913771084,0.0007439392761136,0.629532217502338,437808142882078.1,0.01591110636662154,6.293195669703351e-06,3.16,35.8,2023-05-05 07:52:00,7.439392761136901e-06,0.017238649089643246,0.0,226.13173807632688,51,7.439392761136901e-06,12.682162,29.799026,0.017238649089643246,0.0,0.0,0.3353148529169693,0.0,14101.848405621167,-0.10441849620994327,0.9945334472250061,1.808708465247001,232.22600158373757,0.011834107504076955,inf,0.0,222.70512571477542,0.0,0.0,0.0,0 days,7.195231e-06,2.6994637e-06,108622.47,0.016500164,-232.90288,0.0,0.0,1.0000000000000002,-4.217921206863908e-13,1.8484266e-12,4.1902116e-16,0.0,0.0,0.0,7.480000000000002e-16,1.9713269336121736e-14,1.426634474280438e-12,1257.747406638283,6.037366943170982e-13,6.286706124854372e-14,0.0,7.195231e-06,2.6994637e-06,108622.47,0.016500164,-232.90288,0.0,0.0,0.0,-4.217921206863908e-13,1.8484266e-12,4.1902116e-16,0.0,0.0,0.0,7.480000000000002e-16,1.9713269336121736e-14,1.426634474280438e-12,1257.747406638283,6.037366943170982e-13,6.286706124854372e-14,0.0
52,52,53,,,38.37702773847215,-114.4545169323828,240.50277757,11002.118206278026,-0.5776594806836153,34610D,234.85371,12.446164,29.488197,230.21543225475736,65822.96917451272,0.42181634191488915,0.442199306933,32.87889637417093,34.8649032741116,-10.935603204951397,7.462165470534855e-06,22624.14272789319,0.017460957609026,0.273990803118091,0.7889424695896677,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.7493641757185887,17.43223375860739,12.07546403858028,36.03657892670207,1453692437396562.2,13.186959470585,784.730182861436,1439.09100965544,0.000746216547053,0.0191843052584581,0.2210996534665,17.4324516370558,11.5250279062892,11.524941905265663,0.0007462165470534,0.6276865916226508,435741327992169.7,0.01588246234128451,6.252627463268723e-06,3.16,35.8,2023-05-05 07:53:00,7.462165470534855e-06,0.017460959635891473,0.0,226.24142727893192,52,7.462165470534855e-06,12.446164,29.488197,0.017460959635891473,0.0,0.0,0.3355962934796172,0.0,14104.422284903017,-0.10439953626773535,0.994535437692937,1.811576313435417,232.2427171785328,0.011976869900208176,inf,0.0,222.72082927008577,0.0,0.0,0.0,0 days,7.1741288e-06,2.5536494e-06,108640.36,0.016907332,-231.33372,0.0,0.0,1.0,-4.2168909717457557e-13,1.8481406e-12,4.0778133e-16,0.0,0.0,0.0,7.48e-16,1.9699650221080248e-14,1.4264514529452849e-12,1257.8678915552864,6.010964151595992e-13,6.271305946868361e-14,0.0,7.1741288e-06,2.5536494e-06,108640.36,0.016907332,-231.33372,0.0,0.0,0.0,-4.2168909717457557e-13,1.8481406e-12,4.0778133e-16,0.0,0.0,0.0,7.48e-16,1.9699650221080248e-14,1.4264514529452849e-12,1257.8678915552864,6.010964151595992e-13,6.271305946868361e-14,0.0
53,53,54,,,38.36367580515006,-114.2936336631128,241.145833125,10999.042869955158,-0.5773865855388455,34610D,234.78079,12.182829,29.152855,231.0992781618021,65790.09027813855,0.42348364937403443,0.515566517648682,39.24292291203385,40.6540860497538,-10.931886293194577,7.472927064965998e-06,22635.1169197719,0.017637529246598,0.3270243576002821,0.9409289221487052,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.7523579570760164,20.327311812700657,14.099996187415435,36.28235538999999,1450000000000000.0,14.7302350771247,811.745590516721,1502.77213871704,0.000747292706497,0.0205178559544649,0.257783258824341,20.3270430248769,12.5638497217466,12.563755833715591,0.0007472927064965,0.7198004832570197,511710976992021.94,0.017902002974525,7.882501057303724e-06,3.16,35.8,2023-05-05 07:54:00,7.472927064965998e-06,0.017637537703328668,0.0,226.351169197719,53,7.472927064965998e-06,12.182829,29.152855,0.017637537703328668,0.0,0.0,0.33586336227874053,0.0,14106.99541199553,-0.10438058899794671,0.9945374264654104,1.8176967532431618,232.2783126846947,0.012089270605419334,inf,0.0,222.753617289327,0.0,0.0,0.0,0 days,7.1509344e-06,2.4751776e-06,108658.36,0.017298043,-229.59424,0.0,0.0,1.0,-4.21585421638578e-13,1.8479343e-12,4.0173245e-16,0.0,0.0,0.0,7.480000000000001e-16,1.9692269170885395e-14,1.4263489790264027e-12,1257.9883764722897,7.898841080745595e-13,7.311805598615022e-14,0.0,7.1509344e-06,2.4751776e-06,108658.36,0.017298043,-229.59424,0.0,0.0,0.0,-4.21585421638578e-13,1.8479343e-12,4.0173245e-16,0.0,0.0,0.0,7.480000000000001e-16,1.9692269170885395e-14,1.4263489790264027e-12,1257.9883764722897,7.898841080745595e-13,7.311805598615022e-14,0.0
54,54,55,a35da8,FFT4000,38.35032387182797,-114.13275039384276,241.78888868,10995.967533632289,-0.5770749041828606,34610D,234.72249,11.870892,28.832632,237.22006969200373,65750.8473552265,0.4275757860316258,0.45763755165663,34.177114626854205,35.494802653218,-31.178762937542608,7.464548720533111e-06,22646.095661980307,0.0177414140065492,0.2848092885571184,0.8233075310373958,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.772380493304252,17.747169124935095,12.324907358748463,36.28235539,1450000000000000.0,13.6007268872169,790.425944339655,1448.06756545033,0.000746454872053,0.0193182597564208,0.228818775828315,17.747401326609,11.8446888443076,11.844600429710615,0.0007464548720533,0.6465159242756159,448182893913434.06,0.016310264422314997,6.541390194731836e-06,3.16,35.8,2023-05-05 07:55:00,7.464548720533111e-06,0.01774140007400964,0.0,226.4609566198031,54,7.464548720533111e-06,11.870892,28.832632,0.01774140007400964,0.0,0.0,0.33610972822342905,0.0,14725.054717378984,-0.2698564645435482,0.962900560049716,1.8315790028239434,232.35865800352536,0.012153454271479385,inf,0.0,222.82697544983972,0.0,0.0,0.0,0 days,7.124884e-06,2.4826015e-06,108674.64,0.016965695,-228.28442,0.0,0.0,0.9999999999999999,-4.2149140819109503e-13,1.847824e-12,4.023047e-16,0.0,0.0,0.0,7.48e-16,1.9692627900743987e-14,1.4263325530730399e-12,1258.1088613892928,6.387849860096182e-13,6.49025236859846e-14,0.0,7.124884e-06,2.4826015e-06,108674.64,0.016965695,-228.28442,0.0,0.0,0.0,-4.2149140819109503e-13,1.847824e-12,4.023047e-16,0.0,0.0,0.0,7.48e-16,1.9692627900743987e-14,1.4263325530730399e-12,1258.1088613892928,6.387849860096182e-13,6.49025236859846e-14,0.0
55,55,56,a35da8,FFT4000,38.31447709078169,-113.97024092908042,241.274444236,10987.193333333333,-0.5770405765238021,34610D,234.70087,11.552239,28.517933,238.44732048072228,65716.67024059966,0.4282965303930851,0.45780339767151,34.180391421277,35.384459008686,-19.50972922426652,7.504786815967055e-06,22677.44266518598,0.0179048920572006,0.2848365951773083,0.8229876047644649,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.7764120995301753,17.692134175570317,12.333331006785338,36.28235539,1450000000000000.0,13.6255352998795,790.341571256784,1446.85815434305,0.000750478681597,0.0192812739539406,0.228901698835755,17.692229504343,11.8717103124284,11.871621218441994,0.0007504786815967,0.646235189224555,447330885761020.9,0.01631514305047605,6.52737288593398e-06,3.16,35.8,2023-05-05 07:56:00,7.504786815967055e-06,0.01790490325442695,0.0,226.77442665185984,55,7.504786815967055e-06,11.552239,28.517933,0.01790490325442695,0.0,0.0,0.3366059797921828,0.0,14502.591641155905,-0.2889124427074676,0.957355524582589,1.8364266214954303,232.3865872633959,0.0122628382562889,inf,0.0,222.8527705477763,0.0,0.0,0.0,0 days,7.1334193e-06,2.5500033e-06,108634.69,0.01653824,-226.96097,0.0,0.0,1.0,-4.2171030555489783e-13,1.8477379e-12,4.0750025e-16,0.0,0.0,0.0,7.479999999999999e-16,1.969385894127648e-14,1.4260275910510597e-12,1258.4323348769894,6.390709498721108e-13,6.492604410049168e-14,0.0,7.1334193e-06,2.5500033e-06,108634.69,0.01653824,-226.96097,0.0,0.0,0.0,-4.2171030555489783e-13,1.8477379e-12,4.0750025e-16,0.0,0.0,0.0,7.479999999999999e-16,1.969385894127648e-14,1.4260275910510597e-12,1258.4323348769894,6.390709498721108e-13,6.492604410049168e-14,0.0
56,56,57,,,38.276689647573285,-113.81119116307472,241.274444236,10981.701238938052,-0.5769990584765771,34610D,234.67365,11.167723,28.28833,239.3170026741461,65682.48984917838,0.429128795801909,0.46110162192922,34.459329158165616,35.5788733690778,14.369430257679117,7.540261666575222e-06,22697.08177898067,0.0180599277747321,0.2871610763180468,0.8293626293109431,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.7792891087124061,17.78932943098062,12.383706459125444,36.28235539,1450000000000000.0,13.7103156040518,791.370987326283,1448.75812306602,0.000754026166658,0.01931453738561,0.23055081096461,17.7894366845389,11.9366468045141,11.936556799752433,0.0007540261666575,0.6496755025748446,450681217309140.25,0.016394791574685035,6.595673935409956e-06,3.16,35.8,2023-05-05 07:57:00,7.540261666575219e-06,0.018059943816901087,0.0,226.97081778980674,56,7.540261666575219e-06,11.167723,28.28833,0.018059943816901087,0.0,0.0,0.3369365642585226,0.0,14396.340288208334,-0.29056078590186685,0.9568565355872788,1.840696679721715,232.41113493248875,0.012365695694577513,inf,0.0,222.87546470149292,0.0,0.0,0.0,0 days,7.1472737e-06,2.6110242e-06,108626.055,0.016935201,-227.39944,0.0,0.0,1.0,-4.217524340481017e-13,1.847695e-12,4.1220395e-16,0.0,0.0,0.0,7.480000000000001e-16,1.9697457425080022e-14,1.4259425740319074e-12,1258.7733204742738,6.467788889611948e-13,6.539380090329954e-14,0.0,7.1472737e-06,2.6110242e-06,108626.055,0.016935201,-227.39944,0.0,0.0,0.0,-4.217524340481017e-13,1.847695e-12,4.1220395e-16,0.0,0.0,0.0,7.480000000000001e-16,1.9697457425080022e-14,1.4259425740319074e-12,1258.7733204742738,6.467788889611948e-13,6.539380090329954e-14,0.0
57,57,58,a35da8,FFT4000,38.238966680206026,-113.65347084903016,241.274444236,10985.747256637169,-0.5769196161887524,34610D,234.60138,10.736097,28.105555,239.85811872358187,65648.03052002021,0.4283745062222765,0.450055803385456,33.512741216137265,34.5873269127124,8.140895368114332,7.461586980193816e-06,22682.612338258277,0.0180049063044667,0.2792728434678105,0.8066246223032195,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.7811713941277434,17.29355752923419,12.2332612754718,36.225884970582,1450848386723694.5,13.480287190741,787.545673480055,1438.8972720368,0.000746158698019,0.0191001621973001,0.225027901692728,17.2936634563562,11.7814654853841,11.781377577610558,0.0007461586980193,0.6369533218900941,436992596745167.0,0.016127813782588103,6.324468082268268e-06,3.16,35.8,2023-05-05 07:58:00,7.461586980193816e-06,0.018004930850948776,0.0,226.8261233825829,57,7.461586980193816e-06,10.736097,28.105555,0.018004930850948776,0.0,0.0,0.3368254950802826,0.0,14375.571616448595,-0.2920125757357949,0.9564144789849987,1.8370957601683593,232.3904373376433,0.012319224045824353,inf,0.0,222.85646705079014,0.0,0.0,0.0,0 days,7.116718e-06,2.6679638e-06,108714.48,0.0172229,-228.31787,0.0,0.0,1.0,-4.2124763534906535e-13,1.8476652e-12,4.1659304e-16,0.0,0.0,0.0,7.479999999999999e-16,1.9708020975133825e-14,1.4264175332508143e-12,1259.1126663891837,6.212119269179031e-13,6.382727408076808e-14,0.0,7.116718e-06,2.6679638e-06,108714.48,0.0172229,-228.31787,0.0,0.0,0.0,-4.2124763534906535e-13,1.8476652e-12,4.1659304e-16,0.0,0.0,0.0,7.479999999999999e-16,1.9708020975133825e-14,1.4264175332508143e-12,1259.1126663891837,6.212119269179031e-13,6.382727408076808e-14,0.0
58,58,59,a35da8,FFT4000,38.20111083984375,-113.49613270861036,239.731110904,10988.04,-0.5768038334569878,34610D,234.52635,10.310491,27.962505,239.5228734425166,65614.51777880407,0.42729190741000417,0.44129214431864,32.779877221250885,33.875468467202,-54.08856945342154,7.363460323582754e-06,22674.41630463499,0.0179113653456307,0.273165643510424,0.7880737155024387,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.7802044117028377,16.937681215169594,12.111062340254517,34.98018516977547,1469563232188016.2,13.2875175745557,784.341300036835,1431.34076798091,0.000736346032358,0.0189439086873594,0.22064607215932,16.937734233601,11.6473361332527,11.647250369186729,0.0007363460323582,0.6264070211526227,427443591672892.56,0.01590038366444301,6.126128546915411e-06,3.16,35.8,2023-05-05 07:59:00,7.363460323582755e-06,0.017911365550129846,0.0,226.74416304634988,58,7.363460323582755e-06,10.310491,27.962505,0.017911365550129846,0.0,0.0,0.33681150681320243,0.0,14291.270455820968,-0.29436632417857667,0.9556926635637594,1.8329603618373422,232.36662327961403,0.012246119446970018,inf,0.0,222.83454144837654,0.0,0.0,0.0,0 days,7.1137833e-06,2.736559e-06,108786.41,0.017523771,-229.68144,0.0,0.0,1.0,-4.208355535660684e-13,1.8475074e-12,4.218806e-16,0.0,0.0,0.0,7.48e-16,1.9716615448412397e-14,1.4266719127303192e-12,1259.450639597446,6.006329614850322e-13,6.258440494098498e-14,0.0,7.1137833e-06,2.736559e-06,108786.41,0.017523771,-229.68144,0.0,0.0,0.0,-4.208355535660684e-13,1.8475074e-12,4.218806e-16,0.0,0.0,0.0,7.48e-16,1.9716615448412397e-14,1.4266719127303192e-12,1259.450639597446,6.006329614850322e-13,6.258440494098498e-14,0.0
59,59,60,a35da8,FFT4000,38.16317542124602,-113.33991672681724,237.673333128,10972.8,-0.5766523147720787,34610D,234.48053,10.065266,27.91148,239.3634441013789,65581.73790158283,0.42817072824176855,0.450412347109914,33.54361173975664,34.669763133116,-37.83757283233362,7.471830537454606e-06,22728.94085815235,0.0183122782215731,0.2795300978313053,0.8037920898049562,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.7797612156594425,17.33497054877486,12.237181766913098,36.15187414682681,1451960292761063.0,13.49602611988,786.976662675318,1437.98899574028,0.000747183053745,0.0190864427411882,0.225206173554957,17.334881566558,11.7992743125971,11.7991861510777,0.0007471830537454,0.6350800966363453,438367896980679.4,0.016104075370292712,6.333604005022192e-06,3.16,35.8,2023-05-05 08:00:00,7.471830537454607e-06,0.018312304475673637,0.0,227.2894085815235,59,7.471830537454607e-06,10.065266,27.91148,0.018312304475673637,0.0,0.0,0.33768740313592377,0.0,14341.672885957141,-0.295637863146511,0.9553000857710444,1.840191979059451,232.40823614283755,0.012514574719618941,inf,0.0,222.87333339359893,0.0,0.0,0.0,0 days,7.258981e-06,2.8051902e-06,108676.12,0.017537698,-230.9052,0.0,0.0,1.0,-4.2145074336991774e-13,1.8468436e-12,4.2717092e-16,0.0,0.0,0.0,7.480000000000001e-16,1.9705278836929548e-14,1.4253929163179944e-12,1259.7893232723438,6.203430604730012e-13,6.38778393970057e-14,0.0,7.258981e-06,2.8051902e-06,108676.12,0.017537698,-230.9052,0.0,0.0,0.0,-4.2145074336991774e-13,1.8468436e-12,4.2717092e-16,0.0,0.0,0.0,7.480000000000001e-16,1.9705278836929548e-14,1.4253929163179944e-12,1259.7893232723438,6.203430604730012e-13,6.38778393970057e-14,0.0
60,60,61,a35da8,FFT4000,38.12494206832627,-113.1832962530173,238.187777572,10962.132,-0.5764656376397077,34610D,234.40585,9.938606,27.828949,239.74950877116945,65548.19428984307,0.42657550538935834,0.434387445126226,32.2036325077298,33.258058381974,-43.21367775360865,7.587169141809159e-06,22767.17117721693,0.0187825960733898,0.2683636042310817,0.7697869963669723,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.781143285093618,16.62925267201663,12.01993214354285,33.69747401379895,1488834119960430.5,13.1611947844586,781.037595314349,1422.98980817196,0.000758716914181,0.0187651453387536,0.217193722563113,16.629029190987,11.5743160333838,11.574228217756628,0.0007587169141809,0.6156045783931416,419777005641449.44,0.01569446582932215,5.953119266160374e-06,3.16,35.8,2023-05-05 08:01:00,7.587169141809159e-06,0.01878260413922057,0.0,227.67171177216937,60,7.587169141809159e-06,9.938606,27.828949,0.01878260413922057,0.0,0.0,0.338363162632561,0.0,14181.64326115577,-0.2974975312102957,0.9547225874167738,1.8381595010507907,232.39655531011584,0.012826504526808353,inf,0.0,222.86376398193627,0.0,0.0,0.0,0 days,7.399382e-06,2.8647544e-06,108612.35,0.018025286,-231.2552,0.0,0.0,0.9999999999999998,-4.218037686382572e-13,1.846173e-12,4.3176234e-16,0.0,0.0,0.0,7.479999999999999e-16,1.96965615810269e-14,1.424369172120339e-12,1260.1306668754771,5.826364078197335e-13,6.160517497775747e-14,0.0,7.399382e-06,2.8647544e-06,108612.35,0.018025286,-231.2552,0.0,0.0,0.0,-4.218037686382572e-13,1.846173e-12,4.3176234e-16,0.0,0.0,0.0,7.479999999999999e-16,1.96965615810269e-14,1.424369172120339e-12,1260.1306668754771,5.826364078197335e-13,6.160517497775747e-14,0.0
61,61,62,a35da8,FFT4000,38.08689957958157,-113.02859762440556,239.731110904,10949.94,-0.5762412395971523,34610D,234.32375,9.946865,27.750986,238.87101320372008,65515.990657335344,0.4276664602055014,0.447965408914454,33.33421627490017,34.511803813319,55.79129742380932,7.77370949059937e-06,22810.92671150505,0.0194595219846629,0.277785135624168,0.7935506047562533,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.7784173793236692,17.25576341624686,12.203098949842191,35.5647199732025,1460781438606953.0,13.4593106327322,785.111613054196,1433.85929242814,0.00077737094906,0.0190041712216406,0.223982704457227,17.2559019066595,11.7859759231263,11.785884303085638,0.0007773709490599,0.6289416401363869,436617462987811.0,0.015998168574890705,6.272607358776948e-06,3.16,35.8,2023-05-05 08:02:00,7.77370949059937e-06,0.019459502304586884,0.0,228.10926711505053,61,7.77370949059937e-06,9.946865,27.750986,0.019459502304586884,0.0,0.0,0.3391322326360155,0.0,14412.527612580428,-0.29859019940297143,0.9543814189413443,1.8452030463999791,232.43698647797007,0.013277974220179348,inf,0.0,222.9021042039132,0.0,0.0,0.0,0 days,7.585902e-06,2.9280325e-06,108530.76,0.019184563,-230.53984,0.0,0.0,0.9999999999999999,-4.2225756844772003e-13,1.8453847e-12,4.3664e-16,0.0,0.0,0.0,7.479999999999999e-16,1.9685293041929094e-14,1.423127156719784e-12,1260.4703064620846,6.119412158490093e-13,6.3530812664575e-14,0.0,7.585902e-06,2.9280325e-06,108530.76,0.019184563,-230.53984,0.0,0.0,0.0,-4.2225756844772003e-13,1.8453847e-12,4.3664e-16,0.0,0.0,0.0,7.479999999999999e-16,1.9685293041929094e-14,1.423127156719784e-12,1260.4703064620846,6.119412158490093e-13,6.3530812664575e-14,0.0
62,62,63,a35da8,FFT4000,38.04809466863082,-112.87151997978216,240.759999792,10965.688,-0.5759843878859858,34610D,234.15948,10.056646,27.659477,238.00434049699012,65482.65644106044,0.4259799575218679,0.43543461769109,32.30168872635551,33.5358007341306,-1.799116556726828,7.749248742666065e-06,22754.42195657898,0.0197098780769298,0.2691807393862959,0.7682187315340714,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.775865107169222,16.76776725304092,12.02637910652075,33.93266657301864,1485300690479824.8,13.171207653866,780.614964352811,1423.76673524162,0.000774924874267,0.0188018942534918,0.217717308845545,16.7679003670653,11.5795411840013,11.579451451951694,0.0007749248742666,0.6142366550258708,423291621042086.1,0.015677319559348254,5.994700032569659e-06,3.16,35.8,2023-05-05 08:03:00,7.749248742666065e-06,0.01970991469161016,0.0,227.5442195657898,62,7.749248742666065e-06,10.056646,27.659477,0.01970991469161016,0.0,0.0,0.33852949328275744,0.0,14332.674188755556,-0.29941334608454684,0.954123497345315,1.8352243910244415,232.37966677709161,0.013427023110728681,inf,0.0,222.85043756738585,0.0,0.0,0.0,0 days,7.497331e-06,2.9936832e-06,108733.516,0.01924906,-228.72516,0.0,0.0,0.9999999999999998,-4.2110714297199077e-13,1.8453691e-12,4.4170058e-16,0.0,0.0,0.0,7.479999999999999e-16,1.970510683892697e-14,1.4242620192242154e-12,1260.8167528789352,5.833590067398701e-13,6.175368582864452e-14,0.0,7.497331e-06,2.9936832e-06,108733.516,0.01924906,-228.72516,0.0,0.0,0.0,-4.2110714297199077e-13,1.8453691e-12,4.4170058e-16,0.0,0.0,0.0,7.479999999999999e-16,1.970510683892697e-14,1.4242620192242154e-12,1260.8167528789352,5.833590067398701e-13,6.175368582864452e-14,0.0
63,63,64,a35da8,FFT4000,38.0093994140625,-112.715437219498,241.274444236,10965.18,-0.5756892262837142,34610D,234.0599,10.201582,27.590063,237.0703770731932,65450.35475233408,0.424943911927859,0.43058249774924,31.903883728097977,33.2117784853528,-26.97478940178969,7.8283135845106e-06,22756.24291978954,0.0201363961164897,0.2658656977341498,0.7567962909439439,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.7729848341782838,16.605905418402763,11.95509402910672,33.27088431201372,1495243015860078.8,13.0593919486916,778.541999029364,1419.44832644507,0.000782831358451,0.0187196608708045,0.21529124887462,16.6058892426764,11.5008092486543,11.50071921741782,0.000782831358451,0.6075396657351875,418831763931443.75,0.015536634169056375,5.890845865411345e-06,3.16,35.8,2023-05-05 08:04:00,7.8283135845106e-06,0.020136428234738546,0.0,227.56242919789543,63,7.8283135845106e-06,10.201582,27.590063,0.020136428234738546,0.0,0.0,0.3387006224736755,0.0,14500.973267761368,-0.3021740136034707,0.9532527815342421,1.8320646998717047,232.36145926530102,0.01370408449741395,inf,0.0,222.83480772400463,0.0,0.0,0.0,0 days,7.545444e-06,3.0602605e-06,108769.84,0.019382313,-226.80212,0.0,0.0,1.0,-4.208954670233163e-13,1.8450283e-12,4.468326e-16,0.0,0.0,0.0,7.480000000000001e-16,1.9708558768043213e-14,1.4241327835777114e-12,1261.1622202944206,5.716300444712343e-13,6.106555429679543e-14,0.0,7.545444e-06,3.0602605e-06,108769.84,0.019382313,-226.80212,0.0,0.0,0.0,-4.208954670233163e-13,1.8450283e-12,4.468326e-16,0.0,0.0,0.0,7.480000000000001e-16,1.9708558768043213e-14,1.4241327835777114e-12,1261.1622202944206,5.716300444712343e-13,6.106555429679543e-14,0.0
