engine,saf_level,water_injection,fuel_kg_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_num_sum_change,co2_conservative_sum_change,co2_optimistic_sum_change,nox_sum_change,nvpm_num_sum_change
GTF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF1990,0,0,12.1,0.0,0.0,0.9,458.4,12.1,12.1,17.3,519.9
GTF2000,0,0,12.1,0.0,0.0,1.0,-2.0,12.1,12.1,17.5,18.0
GTF2035,0,0,-8.0,0.0,0.0,22.8,-6.9,-8.0,-8.0,13.7,-16.8
GTF2035,20,0,-8.5,-2.0,-18.8,22.8,-21.1,-10.4,-25.7,13.2,-28.0
GTF2035,100,0,-10.3,-10.0,-94.0,22.9,-51.5,-19.3,-94.6,11.1,-51.6
GTF2035_wi,0,15,-17.9,-0.2,-0.2,-90.6,-29.8,-17.9,-17.9,-92.2,-42.4
GTF2035_wi,20,15,-18.2,-2.2,-19.0,-90.6,-40.6,-19.9,-33.6,-92.2,-49.9
GTF2035_wi,100,15,-19.2,-10.2,-94.0,-90.6,-61.9,-27.3,-95.2,-92.3,-65.6
