Unnamed: 0.1,Unnamed: 0,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_level,cocip_waypoint,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_ef,cocip_persistent_1,cocip_cocip,cocip_contrail_age,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_segment_length_km,accf_issr_nox_impact,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_segment_length_km,accf_sac_accf_contrail_cocip
38,38,39,-50.94273885091144,-22.285580392611223,11597.64,e80338,SKX5563,225.841110916,0.6752122697865789,34610D,221.2708,10.4257145,1.2599537,234.9677698353341,72433.42180688474,0.3080485185748765,0.686789726178478,37.80265269418879,38.7450350731232,0.0,2.4485836929189004e-05,20596.26413462153,0.2603353811087199,0.3150221057849066,0.5687170342559236,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7879586691880736,19.372327031508807,11.848704651424567,40.73993841233312,283518095575348.9,8.29390711224858,689.682121625622,1441.78725167786,0.00244858369292,0.0217779504207131,0.343394863089239,19.3725175365616,15.7680064678003,15.767620384418803,0.0024485836929189,0.557212304427372,3986001516212793.5,0.013697355213287,4.933888762748612e-05,3.16,35.8,2023-08-06 13:39:00,2.4485836929189004e-05,0.2603352328839539,0.0,205.9626413462153,38,2.4485836929189004e-05,10.4257145,1.2599537,0.2603352328839539,0.0,0.0,0.3242700178823856,892.8360634820845,13285.743974663794,0.3411124857121805,-0.940022484886004,1.3780643583156769,229.401216142743,0.1562348618621925,0.3137487915355298,0.0,220.6357544095885,0.0,0.0,0.0,0 days,2.3651914e-05,2.918556e-08,120085.32,0.25592786,-301.90265,0.0,0.0,1.0,-3.6966744592461524e-13,2.047997e-12,2.1319012000000002e-16,0.0,0.0,0.0,7.479999999999999e-16,2.2779474903520893e-14,1.6783295984728337e-12,1050.0836703577909,13.285743974663792,9.473032175402676e-13,2.3651914e-05,2.918556e-08,120085.32,0.25592786,-301.90265,0.0,0.0,0.7614943461513872,-3.6966744592461524e-13,2.047997e-12,2.1319012000000002e-16,0.0,0.0,0.0,7.479999999999999e-16,2.2779474903520893e-14,1.6783295984728337e-12,1050.0836703577909,13.285743974663792,0.0
39,39,40,-51.064081070270944,-22.24478012948873,11597.64,,,225.9182775826,0.6765566160386347,34610D,221.24118,10.256772,0.7805346,235.23752855333456,72395.61915419054,0.3045388907870819,1.147437585086636,47.02655438315914,63.9214567400934,1545.2532016622974,2.4763276060498005e-05,20596.26413462153,0.2642664551356468,0.3918879531929928,0.7073386383731214,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7889161008647861,31.96027674984425,14.26934707898383,60.50129955752615,253959257840758.84,12.2563341137576,780.994632736489,1661.55581975198,0.00247632760605,0.026643872605756,0.573718792543318,31.9607283700467,21.5328605204101,21.53232730944471,0.0024763276060498,0.948001844198622,1152394514564643.0,0.0243685181655397,5.872997883863319e-05,3.16,35.8,2023-08-06 13:40:00,2.4763276060498005e-05,0.2642663481687609,0.0,205.9626413462153,39,2.4763276060498005e-05,10.256772,0.7805346,0.2642663481687609,0.0,0.0,0.3243134314906916,894.613886707931,13765.213980902916,0.343891476988267,-0.9390093993431738,1.3711103177290211,229.34948372042768,0.1585481608004672,0.3179172836640271,0.0,220.59686937194235,0.0,0.0,0.0,0 days,2.3913926e-05,2.9305605e-08,120088.73,0.25968215,-301.95496,0.0,0.0,1.0000000000000002,-3.6961392686488285e-13,2.0483166e-12,2.1319707000000003e-16,0.0,0.0,0.0,7.480000000000003e-16,2.2784332269028385e-14,1.6787027074565413e-12,1050.6998473783092,13.765213980902915,2.816328003174861e-12,2.3913926e-05,2.9305605e-08,120088.73,0.25968215,-301.95496,0.0,0.0,0.7614943461513872,-3.6961392686488285e-13,2.0483166e-12,2.1319707000000003e-16,0.0,0.0,0.0,7.480000000000003e-16,2.2784332269028385e-14,1.6787027074565413e-12,1050.6998473783092,13.765213980902915,0.0
40,40,41,-51.189557185494266,-22.20218626539781,12062.46,,,225.9954442492,0.677886092175249,34610D,217.81337,11.0471,-0.8954287,236.70522765395867,72348.5925998074,0.3109964281446711,0.711587673363102,41.08922578789945,40.2306830974566,0.0,2.151799732999674e-05,19140.60881376311,0.3304754400144356,0.342410214899162,0.6289463666450482,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.8000604143417658,20.11579208839698,12.763218659398571,47.37024037359235,242586354032877.6,8.43106291239546,697.016129001643,1467.21360648568,0.002151799733,0.0224086424286445,0.355793836681551,20.1153415487283,15.8775275126327,15.877185867389596,0.0021517997329996,0.5832023700076602,3765765953374313.0,0.0142937495773425,5.019985908480702e-05,3.16,35.8,2023-08-06 13:41:00,2.1517997329996736e-05,0.3304756522009059,0.0,191.40608813763112,40,2.1517997329996736e-05,11.0471,-0.8954287,0.3304756522009059,0.0,0.0,0.3061354772586846,896.3720478609615,13567.87940529146,0.3444090768501038,-0.9388196779910716,1.2861447625975,228.69784407940563,0.1917580686075953,0.0,1.0,220.1232036876807,0.0,0.0,0.0,0 days,2.0835207e-05,-1.3974067e-08,124745.4,0.3188664,-302.78812,0.0,0.0,1.0,-3.467726689622801e-13,2.2187705e-12,2.1567076000000002e-16,0.0,0.0,0.0,7.479999999999999e-16,2.5299642207789463e-14,1.871997803753425e-12,1051.3401399576353,13.56787940529146,1.1424341342086669e-12,2.0835207e-05,-1.3974067e-08,124745.4,0.3188664,-302.78812,0.0,0.0,1.0,-3.467726689622801e-13,2.2187705e-12,2.1567076000000002e-16,0.0,0.0,0.0,7.479999999999999e-16,2.5299642207789463e-14,1.871997803753425e-12,1051.3401399576353,13.56787940529146,0.0
41,41,42,-51.31324304478834,-22.160116676350416,12062.46,,,226.0726109158,0.6792193631777608,34610D,217.8186,10.8070135,-1.4703368,236.6330485805602,72307.50337401949,0.3109889845795967,0.725842219775118,42.38984350827052,41.0481200983556,0.0,2.181438527514552e-05,19140.60881376311,0.3348006205091726,0.3532486959022543,0.6488612199330768,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7998068801503272,20.524445466153143,13.10584259620001,50.13238227124176,238571175122282.3,8.55626650519613,700.300975957024,1475.37149374197,0.00218143852751,0.0225874141397073,0.362921109887559,20.5240600491778,16.0674040703742,16.067053577477225,0.0021814385275145,0.595125987816267,3661094923277821.5,0.0145991339529661,5.053379625824023e-05,3.16,35.8,2023-08-06 13:42:00,2.181438527514552e-05,0.3348006380859674,0.0,191.40608813763112,41,2.181438527514552e-05,10.8070135,-1.4703368,0.3348006380859674,0.0,0.0,0.3061281266993381,898.1352277287823,13571.455085505717,0.3443189099256057,-0.9388527511104404,1.286131196833794,228.6977370201089,0.1942775100007855,0.0,1.0,220.1327768077007,0.0,0.0,0.0,0 days,2.101066e-05,-1.7875154e-08,124748.53,0.3203888,-303.691,0.0,0.0,1.0,-3.46708983443959e-13,2.2185925e-12,2.1612927e-16,0.0,0.0,0.0,7.480000000000001e-16,2.5298614842013085e-14,1.8718835056189974e-12,1051.9725513684623,13.571455085505717,1.1901436596232469e-12,2.101066e-05,-1.7875154e-08,124748.53,0.3203888,-303.691,0.0,0.0,1.0,-3.46708983443959e-13,2.2185925e-12,2.1612927e-16,0.0,0.0,0.0,7.480000000000001e-16,2.5298614842013085e-14,1.8718835056189974e-12,1051.9725513684623,13.571455085505717,0.0
42,42,43,-51.43692890408241,-22.118047087303022,12062.46,,,226.1497775824,0.6805489728098181,34610D,217.82979,10.586024,-2.051946,237.29315756141813,72265.11353051123,0.3112545821581397,0.709570267992008,40.86061610270055,40.050448767409,0.0,2.2089995930553428e-05,19140.60881376311,0.3385393765050468,0.3405051341891712,0.6260185107107731,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.8020174138831204,20.024877780606506,12.71090657832734,46.93679704808593,243982545357262.03,8.41156045895869,696.55304905731,1466.22267399202,0.00220899959306,0.0223887083181768,0.354785133996004,20.0252243837045,15.8466102177035,15.846260173880744,0.0022089995930553,0.5815345182243411,3781603143985791.0,0.014249953355687,5.016816763532205e-05,3.16,35.8,2023-08-06 13:43:00,2.2089995930553425e-05,0.338539428977322,0.0,191.40608813763112,42,2.2089995930553425e-05,10.586024,-2.051946,0.338539428977322,0.0,0.0,0.3061124007798587,899.893566893156,13575.024445147646,0.344228951598197,-0.9388857379264032,1.2866274672747688,228.7016528708943,0.196468412824057,0.0,1.0,220.1448126624718,0.0,0.0,0.0,0 days,2.1174343e-05,-2.0190532e-08,124751.51,0.32161826,-304.49173,0.0,0.0,0.9999999999999998,-3.4664603146939963e-13,2.21834e-12,2.1682574000000002e-16,0.0,0.0,0.0,7.480000000000001e-16,2.5296847480967326e-14,1.871693979276005e-12,1052.60496277929,13.575024445147646,1.1355204138009445e-12,2.1174343e-05,-2.0190532e-08,124751.51,0.32161826,-304.49173,0.0,0.0,0.9999999999999998,-3.4664603146939963e-13,2.21834e-12,2.1682574000000002e-16,0.0,0.0,0.0,7.480000000000001e-16,2.5296847480967326e-14,1.871693979276005e-12,1052.60496277929,13.575024445147646,0.0
43,43,44,-51.56061476337647,-22.07597749825563,12062.46,,,226.226944249,0.6818749115837873,34610D,217.84464,10.408412,-2.6345274,236.8815351177141,72224.25291440851,0.3112766376797277,0.714789621166238,41.40009245200735,40.4180162823776,0.0,2.233209320822977e-05,19140.60881376311,0.3415920673248772,0.3450007704333945,0.6341597602928197,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.800598937366877,20.209223565901542,12.849979607115186,48.04713694916555,241828544108859.2,8.46301305147031,697.78827909868,1468.76110704326,0.00223320932082,0.0224384999045605,0.357394810583119,20.2090081411888,15.9277497204918,15.927394028443793,0.0022332093208229,0.5859833842409328,3737670036331847.0,0.0143664283511819,5.022921191572171e-05,3.16,35.8,2023-08-06 13:44:00,2.233209320822978e-05,0.3415918677905915,0.0,191.40608813763112,43,2.233209320822978e-05,10.408412,-2.6345274,0.3415918677905915,0.0,0.0,0.3060915337566829,901.6470528054922,13578.587481512106,0.3441392016451554,-0.9389186385896464,1.2866689386208006,228.7019800421915,0.1982684806766041,0.0,1.0,220.15205268008947,0.0,0.0,0.0,0 days,2.1325857e-05,-2.2866345e-08,124754.02,0.3224741,-305.41162,0.0,0.0,1.0,-3.465853800926199e-13,2.2180404e-12,2.1741385000000001e-16,0.0,0.0,0.0,7.48e-16,2.529432919030107e-14,1.8714550263508814e-12,1053.2373741901172,13.578587481512104,1.15307536684029e-12,2.1325857e-05,-2.2866345e-08,124754.02,0.3224741,-305.41162,0.0,0.0,1.0,-3.465853800926199e-13,2.2180404e-12,2.1741385000000001e-16,0.0,0.0,0.0,7.48e-16,2.529432919030107e-14,1.8714550263508814e-12,1053.2373741901172,13.578587481512104,0.0
44,44,45,-51.68430062267054,-22.033907909208235,12062.46,,,226.3041109156,0.6831971700374996,34610D,217.86395,10.278715,-3.2208278,236.97581180575648,72182.8528219565,0.3113100589764295,0.716406732919094,41.53384863074207,40.4976881312748,0.0,2.253179514232742e-05,19140.60881376311,0.3437851547871508,0.3461154052561839,0.636480758460505,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.8008820486036359,20.248508072771337,12.888068388824758,48.34473137789752,241522774416999.88,8.47733585773028,698.241202972219,1469.76495153651,0.00225317951423,0.0224591674771847,0.358203366459547,20.2488440656374,15.9490936974147,15.948734343799686,0.0022531795142327,0.5876147115510191,3719927275939113.0,0.014407127197119,5.0228750562742336e-05,3.16,35.8,2023-08-06 13:45:00,2.2531795142327423e-05,0.3437855224676538,0.0,191.40608813763112,44,2.2531795142327423e-05,10.278715,-3.2208278,0.3437855224676538,0.0,0.0,0.3060644038551236,903.3956729508624,13570.931338214112,0.3467823784015454,-0.9379456178426164,1.2867316007598295,228.70247437184463,0.1995791836399709,0.0,1.0,220.1575677723449,0.0,0.0,0.0,0 days,2.1463287e-05,-2.4483807e-08,124755.94,0.32296324,-306.61337,0.0,0.0,1.0,-3.465276963066405e-13,2.217689e-12,2.1801331e-16,0.0,0.0,0.0,7.480000000000001e-16,2.5291109989498694e-14,1.8711612825705014e-12,1053.8697856009449,13.570931338214113,1.158776081433638e-12,2.1463287e-05,-2.4483807e-08,124755.94,0.32296324,-306.61337,0.0,0.0,1.0,-3.465276963066405e-13,2.217689e-12,2.1801331e-16,0.0,0.0,0.0,7.480000000000001e-16,2.5291109989498694e-14,1.8711612825705014e-12,1053.8697856009449,13.570931338214113,0.0
45,45,46,-51.807751725046245,-21.99153968261334,12062.46,,,226.3812775822,0.6845204406012543,34610D,217.88045,10.205083,-3.8047628,237.1263453417633,72141.31897332578,0.3114064276939229,0.718279501461866,41.69581308580816,40.5903387704092,0.0,2.2697072250889306e-05,19140.60881376311,0.3455682530319613,0.3474651090484013,0.6392445068691415,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.8013603756766847,20.29490723962916,12.934035537182073,48.70557554789261,241201027306033.03,8.49452364674205,698.731082280076,1470.85189251118,0.00226970722509,0.0224815669734103,0.359139750730933,20.2951693852046,15.9748540284447,15.97449145425799,0.0022697072250889,0.5894011311443853,3701662308096297.0,0.0144515517940436,5.02433153651375e-05,3.16,35.8,2023-08-06 13:46:00,2.2697072250889306e-05,0.3455680314061421,0.0,191.40608813763112,45,2.2697072250889306e-05,10.205083,-3.8047628,0.3455680314061421,0.0,0.0,0.306041225719299,905.145632155956,13568.20346421131,0.3482368614922325,-0.9374065757706416,1.2869118623934988,228.70389630218443,0.2006461640916902,0.0,1.0,220.16300119543408,0.0,0.0,0.0,0 days,2.1589542e-05,-2.5896608e-08,124758.78,0.3235165,-307.81287,0.0,0.0,1.0,-3.464651331217677e-13,2.2174326e-12,2.1854943000000003e-16,0.0,0.0,0.0,7.480000000000001e-16,2.528912731427174e-14,1.8709675295396397e-12,1054.506006957822,13.56820346421131,1.1652670256055617e-12,2.1589542e-05,-2.5896608e-08,124758.78,0.3235165,-307.81287,0.0,0.0,1.0,-3.464651331217677e-13,2.2174326e-12,2.1854943000000003e-16,0.0,0.0,0.0,7.480000000000001e-16,2.528912731427174e-14,1.8709675295396397e-12,1054.506006957822,13.56820346421131,0.0
46,46,47,-51.93107013872815,-21.94900266088186,12062.46,,,226.4584442488,0.6858426503928816,34610D,217.89297,10.204691,-4.387264,237.32091054296563,72099.62316023996,0.3115296125013428,0.720076272859396,41.84991137652594,40.6745979207768,0.0,2.282523111264909e-05,19140.60881376311,0.3469559050180317,0.3487492614710495,0.6418777156105868,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.801994908121025,20.33742153296823,12.978112560957808,49.05223417601095,240958997127788.88,8.51134075896488,699.198445372278,1471.84880795786,0.00228252311126,0.0225016286840992,0.360038136429698,20.3372989603884,16.0005367382192,16.00017153060617,0.0022825231112649,0.5911054419240719,3683994310705761.5,0.014494351992997,5.025333012652784e-05,3.16,35.8,2023-08-06 13:47:00,2.28252311126491e-05,0.3469563071211771,0.0,191.40608813763112,46,2.28252311126491e-05,10.204691,-4.387264,0.3469563071211771,0.0,0.0,0.3060236407731395,906.8941894360892,13571.770121998845,0.348145926760138,-0.9374403520653058,1.287142265835613,228.70571350083185,0.2014767494999163,0.0,1.0,220.1678881290393,0.0,0.0,0.0,0 days,2.1703461e-05,-2.7936418e-08,124762.86,0.32423118,-308.05212,0.0,0.0,1.0,-3.463964442190557e-13,2.2173077e-12,2.1869696000000001e-16,0.0,0.0,0.0,7.48e-16,2.5288543109382263e-14,1.8709112424786802e-12,1055.1420295240675,13.571770121998844,1.171606411777785e-12,2.1703461e-05,-2.7936418e-08,124762.86,0.32423118,-308.05212,0.0,0.0,1.0,-3.463964442190557e-13,2.2173077e-12,2.1869696000000001e-16,0.0,0.0,0.0,7.48e-16,2.5288543109382263e-14,1.8709112424786802e-12,1055.1420295240675,13.571770121998844,0.0
47,47,48,-52.05438855241005,-21.90646563915038,12062.46,,,226.5356109154,0.6871611281008573,34610D,217.89835,10.238388,-4.968541,237.53267933047744,72057.77324886344,0.3117225362127902,0.723012866974462,42.11866945189549,40.8293342499764,0.0,2.292885156740248e-05,19140.60881376311,0.3482888138288399,0.3509889120991291,0.6462067469303596,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.8027006190621445,20.41489128461308,13.05202684733104,49.644757310627945,240397951478093.28,8.53891995016479,699.885913884052,1473.42442333766,0.00229288515674,0.0225347342286044,0.361506433487231,20.4146671249882,16.0421875767389,16.04181975623484,0.0022928851567402,0.5936124006781124,3661199597891106.5,0.0145591348772479,5.0310864353159926e-05,3.16,35.8,2023-08-06 13:48:00,2.292885156740248e-05,0.3482886832001936,0.0,191.40608813763112,47,2.292885156740248e-05,10.238388,-4.968541,0.3482886832001936,0.0,0.0,0.3060160849234171,908.6378124970786,13575.330337367932,0.3480552058165794,-0.9374740389493348,1.2875031660213223,228.70855935016831,0.2022610331888408,0.0,1.0,220.17354603975528,0.0,0.0,0.0,0 days,2.1807335e-05,-2.8814885e-08,124766.195,0.32528064,-307.07617,0.0,0.0,1.0,-3.46331370536001e-13,2.2172923e-12,2.1877547000000003e-16,0.0,0.0,0.0,7.480000000000001e-16,2.5289268568064062e-14,1.8709610073760625e-12,1055.7780520903132,13.575330337367932,1.1816737346711432e-12,2.1807335e-05,-2.8814885e-08,124766.195,0.32528064,-307.07617,0.0,0.0,1.0,-3.46331370536001e-13,2.2172923e-12,2.1877547000000003e-16,0.0,0.0,0.0,7.480000000000001e-16,2.5289268568064062e-14,1.8709610073760625e-12,1055.7780520903132,13.575330337367932,0.0
48,48,49,-52.17770696609196,-21.8639286174189,12062.46,,,226.612777582,0.6884758642263968,34610D,217.8945,10.311913,-5.548747,237.80910121266777,72015.65457941154,0.3118828134249509,0.72598239979718,42.37061280064524,40.9704281653524,0.0,2.3007423948418104e-05,19140.60881376311,0.3496565115714937,0.353088440005377,0.650225199021982,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.8036418665849773,20.48486629824375,13.12144834885763,50.20489821149062,239973072909718.88,8.56670190267009,700.604664380488,1474.97041750106,0.00230074239484,0.0225660356311522,0.36299119989859,20.4852140826762,16.0857319305782,16.0853618478388,0.0023007423948418,0.5962433448255867,3635318120661889.5,0.0146266120793365,5.034339403010032e-05,3.16,35.8,2023-08-06 13:49:00,2.3007423948418104e-05,0.3496564610317926,0.0,191.40608813763112,48,2.3007423948418104e-05,10.311913,-5.548747,0.3496564610317926,0.0,0.0,0.3060214919526305,910.376488775518,13578.884107539574,0.3479646984342518,-0.9375076365787964,1.2878031403254924,228.7109242339482,0.2030477422071608,0.0,1.0,220.17877264156627,0.0,0.0,0.0,0 days,2.1898435e-05,-2.9228985e-08,124768.61,0.32665923,-305.2356,0.0,0.0,1.0,-3.4627088498644713e-13,2.2174166e-12,2.1875094e-16,0.0,0.0,0.0,7.48e-16,2.5291645622420287e-14,1.871145744004601e-12,1056.4140746565588,13.578884107539574,1.192143957836581e-12,2.1898435e-05,-2.9228985e-08,124768.61,0.32665923,-305.2356,0.0,0.0,1.0,-3.4627088498644713e-13,2.2174166e-12,2.1875094e-16,0.0,0.0,0.0,7.48e-16,2.5291645622420287e-14,1.871145744004601e-12,1056.4140746565588,13.578884107539574,0.0
49,49,50,-52.30102537977386,-21.82139159568742,12062.46,,,226.6899442486,0.6897868492970451,34610D,217.88496,10.380684,-6.1334395,238.1043660471626,71973.28396661089,0.3120939469550193,0.728453251187424,42.58816138271938,41.0866858436376,0.0,2.307097046134717e-05,19140.60881376311,0.3510552954012189,0.3549013448559948,0.6536685269302515,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.8046572645269404,20.54337753927489,13.18151026019275,50.692343929686025,239679483423414.6,8.59086642748851,701.175444046278,1476.16179611012,0.00230709704613,0.0225897102550728,0.364226625593712,20.5433429218188,16.1235634047993,16.12319142712614,0.0023070970461347,0.5983524198980332,3615219485437441.0,0.0146812582380839,5.037767310672641e-05,3.16,35.8,2023-08-06 13:50:00,2.3070970461347172e-05,0.3510556229030205,0.0,191.40608813763112,49,2.3070970461347172e-05,10.380684,-6.1334395,0.3510556229030205,0.0,0.0,0.3060348909730733,912.1102057428058,13571.445232224502,0.3505292436966092,-0.936551786776088,1.2881984661015689,228.7140400850789,0.2038413432107679,0.0,1.0,220.18472025548647,0.0,0.0,0.0,0 days,2.197372e-05,-2.847521e-08,124771.766,0.32814583,-303.87656,0.0,0.0,1.0,-3.4620672467168525e-13,2.2176583e-12,2.1874566000000002e-16,0.0,0.0,0.0,7.480000000000001e-16,2.529561750485892e-14,1.871451680191229e-12,1057.0500972228044,13.571445232224502,1.2008667843401972e-12,2.197372e-05,-2.847521e-08,124771.766,0.32814583,-303.87656,0.0,0.0,1.0,-3.4620672467168525e-13,2.2176583e-12,2.1874566000000002e-16,0.0,0.0,0.0,7.480000000000001e-16,2.529561750485892e-14,1.871451680191229e-12,1057.0500972228044,13.571445232224502,0.0
50,50,51,-52.424113769384405,-21.77856509989024,12062.46,,,226.7671109152,0.691098611739455,34610D,217.86816,10.432961,-6.7181106,238.3851108974619,71930.69580522817,0.3123402824423887,0.748327917824032,44.4848534114798,42.1912369939126,0.0,2.3112391113804644e-05,19140.60881376311,0.3524516147301021,0.3707071117623316,0.6827955147576864,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.8056370969032101,21.095749186444767,13.681597736540883,54.9696828402578,234492379564533.25,8.76911174905081,705.786619224351,1487.23009453206,0.00231123911138,0.0228288784612359,0.374163958912016,21.0956184969563,16.3899404671744,16.38956166521501,0.0023112391113804,0.6155474202054274,3462955997959035.5,0.0151197743668193,5.0802320265390894e-05,3.16,35.8,2023-08-06 13:51:00,2.311239111380464e-05,0.3524518998039045,0.0,191.40608813763112,50,2.311239111380464e-05,10.432961,-6.7181106,0.3524518998039045,0.0,0.0,0.3060584895850429,913.8449513688362,13568.531077097034,0.3520125522999009,-0.9359952793808894,1.2886599743859668,228.71767649407784,0.2046186823588089,0.0,1.0,220.1910868402993,0.0,0.0,0.0,0 days,2.2026301e-05,-2.7306253e-08,124775.65,0.3299176,-304.48645,0.0,0.0,1.0,-3.461386675692468e-13,2.218042e-12,2.1881358000000002e-16,0.0,0.0,0.0,7.48e-16,2.5301556298363124e-14,1.871903285972622e-12,1057.690448066645,13.568531077097033,1.2707845174564997e-12,2.2026301e-05,-2.7306253e-08,124775.65,0.3299176,-304.48645,0.0,0.0,1.0,-3.461386675692468e-13,2.218042e-12,2.1881358000000002e-16,0.0,0.0,0.0,7.48e-16,2.5301556298363124e-14,1.871903285972622e-12,1057.690448066645,13.568531077097033,0.0
51,51,52,-52.54706577304196,-21.73556696902859,12062.46,,,226.8442775818,0.6924092754071577,34610D,217.85072,10.461764,-7.299339,239.47500886347336,71886.2109518167,0.3130621810638898,0.736575384580728,43.28705329379376,41.4351627074496,0.0,2.3130653551644925e-05,19140.60881376311,0.3535280856306955,0.3607254441149479,0.6650060125036437,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.8093528615914108,20.717473779617187,13.379331958243476,52.30718008055972,239256349051192.4,8.67265455965959,703.027711743795,1479.73029215176,0.00231306535516,0.0226568053282313,0.368287692290364,20.7175813537248,16.2550583347893,16.254682353363194,0.0023130653551644,0.6052125710335102,3548348463983433.0,0.0148618397833193,5.046336433264296e-05,3.16,35.8,2023-08-06 13:52:00,2.313065355164493e-05,0.3535280994321675,0.0,191.40608813763112,51,2.313065355164493e-05,10.461764,-7.299339,0.3535280994321675,0.0,0.0,0.3060829910420881,915.5782448110114,13572.087072873852,0.3519209109910087,-0.9360297390613496,1.290014239345891,228.7283406147487,0.2052086937822748,0.0,1.0,220.20320323564707,0.0,0.0,0.0,0 days,2.2061871e-05,-2.8379606e-08,124779.59,0.33155605,-305.8549,0.0,0.0,1.0,-3.4607017320763013e-13,2.2184537e-12,2.1881135000000003e-16,0.0,0.0,0.0,7.480000000000001e-16,2.5307797192809798e-14,1.8723835264943448e-12,1058.3322022188086,13.572087072873853,1.2298038213321352e-12,2.2061871e-05,-2.8379606e-08,124779.59,0.33155605,-305.8549,0.0,0.0,1.0,-3.4607017320763013e-13,2.2184537e-12,2.1881135000000003e-16,0.0,0.0,0.0,7.480000000000001e-16,2.5307797192809798e-14,1.8723835264943448e-12,1058.3322022188086,13.572087072873853,0.0
52,52,53,-52.67001777669951,-21.69256883816694,12062.46,,,226.9214442484,0.6937161357411332,34610D,217.83379,10.447951,-7.870099,239.38637459285167,71842.9238985229,0.3130227060851814,0.746999563792632,44.29479689093635,42.031820526571,0.0,2.3118049530580983e-05,19140.60881376311,0.3541114153998407,0.3691233074244696,0.6802276636333651,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.8090847649734967,21.01592773935713,13.641336024230146,54.5789152918047,236228784600266.25,8.76442042956665,705.406426276971,1485.65254877322,0.00231180495306,0.0227872121455273,0.373499781896316,21.0159102632855,16.3907624816503,16.39038356795115,0.002311804953058,0.6141128112865799,3472592646956503.5,0.0150885521947575,5.072318635898178e-05,3.16,35.8,2023-08-06 13:53:00,2.3118049530580983e-05,0.3541112639997167,0.0,191.40608813763112,52,2.3118049530580983e-05,10.447951,-7.870099,0.3541112639997167,0.0,0.0,0.3061067797529137,917.30650980796,13575.63650543028,0.3518294886215276,-0.9360641062108483,1.2899400987318428,228.72775705407017,0.2055133806037303,0.0,1.0,220.20384921699025,0.0,0.0,0.0,0 days,2.2071872e-05,-3.051116e-08,124783.75,0.33280182,-306.46426,0.0,0.0,1.0000000000000002,-3.46000720986468e-13,2.2188761e-12,2.1859526e-16,0.0,0.0,0.0,7.480000000000001e-16,2.5313975580408023e-14,1.8728754087585088e-12,1058.971654591442,13.575636505430278,1.2665666704587262e-12,2.2071872e-05,-3.051116e-08,124783.75,0.33280182,-306.46426,0.0,0.0,1.0000000000000002,-3.46000720986468e-13,2.2188761e-12,2.1859526e-16,0.0,0.0,0.0,7.480000000000001e-16,2.5313975580408023e-14,1.8728754087585088e-12,1058.971654591442,13.575636505430278,0.0
