Unnamed: 0.1,Unnamed: 0,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_level,cocip_waypoint,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_ef,cocip_persistent_1,cocip_cocip,cocip_contrail_age,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_segment_length_km,accf_issr_nox_impact,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_segment_length_km,accf_sac_accf_contrail_cocip
156,156,157,-65.46888021008942,-17.09167049554121,12352.02,,,234.71813559968888,0.8083712029978061,34610D,217.21223,12.363581,6.5396557,240.96560993165951,67248.07029407076,0.312402864769823,0.718791588327394,42.32412056289724,40.0999995002098,0.0,1.0764120443628763e-05,18286.28725004259,0.1707687950985581,0.3527010046908103,0.6744063691247888,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.8155867394859567,20.049552624360803,13.295835232153484,51.24587340210929,224969390907702.4,8.38785174687452,703.870694175298,1488.8643775208,0.00107641204436,0.0229345435201106,0.359395794163697,20.0499997501049,15.670501305097,15.670332627749202,0.0010764120443628,0.6083567004131539,3435441976787360.5,0.0147798151937035,4.931907353178311e-05,3.16,35.8,2023-08-06 15:37:00,1.0764120443628762e-05,0.1707690882107321,0.0,182.8628725004259,156,1.0764120443628762e-05,12.363581,6.5396557,0.1707690882107321,0.0,0.0,0.2932808539135689,1068.939287331839,13893.912973462497,0.3680212944662429,-0.9298173620767634,1.2312408897734286,228.2561031386126,0.0985116527229011,0.0,1.0,219.37480338870543,0.0,0.0,0.0,0 days,1.0548159e-05,-3.649063e-07,127461.12,0.16749255,-283.47385,0.0,0.0,1.0,-3.272200213329372e-13,2.3105784e-12,2.4310227000000003e-16,0.0,0.0,0.0,7.479999999999999e-16,2.6774760331855232e-14,1.9833583134130147e-12,1124.0081746733156,13.893912973462497,1.264225136466555e-12,1.0548159e-05,-3.649063e-07,127461.12,0.16749255,-283.47385,0.0,0.0,0.6854850999829636,-3.272200213329372e-13,2.3105784e-12,2.4310227000000003e-16,0.0,0.0,0.0,7.479999999999999e-16,2.6774760331855232e-14,1.9833583134130147e-12,1124.0081746733156,13.893912973462497,0.0
157,157,158,-65.59039559075521,-17.04565135757876,12352.02,,,234.7924442416,0.8092647468015157,34610D,217.28824,12.360443,6.1165648,241.1054433576004,67205.74617350787,0.3124794207981211,0.71958173163171,42.39320527887298,40.1306296160742,0.0,1.074975863037099e-05,18286.28725004259,0.1688610720695421,0.3532767106572748,0.6764786878711547,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.8159172621704642,20.06499924931866,13.322916968160063,51.4568177849902,224891367518440.25,8.39425190756689,704.254756718174,1489.63062107424,0.00107497586304,0.0229493923032083,0.359790865815855,20.0653148080371,15.677577038306,15.677408509948568,0.001074975863037,0.6097891648151986,3416839375373314.0,0.0148119287500072,4.926320868372092e-05,3.16,35.8,2023-08-06 15:38:00,1.0749758630370988e-05,0.1688611566611487,0.0,182.8628725004259,157,1.0749758630370988e-05,12.360443,6.1165648,0.1688611566611487,0.0,0.0,0.2931782607971354,1070.121079434081,13896.870745996392,0.3679436517587648,-0.9298480892761056,1.2313779742882522,228.25722771315512,0.0974829367558526,0.0,1.0,219.37222154331064,0.0,0.0,0.0,0 days,1.0454201e-05,-3.2181038e-07,127474.016,0.16599165,-281.96994,0.0,0.0,1.0,-3.2710052925788983e-13,2.309987e-12,2.3925674e-16,0.0,0.0,0.0,7.479999999999999e-16,2.6764780387380584e-14,1.9828864339475798e-12,1124.6236477727657,13.896870745996392,1.2680630135433786e-12,1.0454201e-05,-3.2181038e-07,127474.016,0.16599165,-281.96994,0.0,0.0,0.6854850999829637,-3.2710052925788983e-13,2.309987e-12,2.3925674e-16,0.0,0.0,0.0,7.479999999999999e-16,2.6764780387380584e-14,1.9828864339475798e-12,1124.6236477727657,13.896870745996392,0.0
158,158,159,-65.71191097142099,-16.999632219616306,12352.02,,,234.8667528835111,0.8101534910307796,34610D,217.37372,12.352548,5.6567836,241.2365585194443,67163.352968229,0.3125736280875562,0.72264083375076,42.68924482493853,40.29147315877,0.0,1.0705825916159262e-05,18286.28725004259,0.1663104193369899,0.3557437068744877,0.6822846246655422,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.8162003887035935,20.14578480978617,13.411495560189016,52.19245645267072,224156823519360.72,8.42069775682669,705.214084275209,1491.76496884949,0.00107058259162,0.0229937727407074,0.36132041687538,20.145736579385,15.71383787036,15.713669642548302,0.0010705825916159,0.613387033617377,3378836807659697.0,0.0148976991163488,4.9245698088602895e-05,3.16,35.8,2023-08-06 15:39:00,1.0705825916159264e-05,0.1663104113441994,0.0,182.8628725004259,158,1.0705825916159264e-05,12.352548,5.6567836,0.1663104113441994,0.0,0.0,0.2930629714340378,1071.29652538119,13899.820867661118,0.3678662453233765,-0.9298787155063188,1.2315466799200991,228.2586115391182,0.0960901254049857,0.0,1.0,219.368603363839,0.0,0.0,0.0,0 days,1.0342714e-05,-2.898374e-07,127487.65,0.16419806,-279.49164,0.0,0.0,1.0,-3.26977228513208e-13,2.309284e-12,2.357245e-16,0.0,0.0,0.0,7.480000000000002e-16,2.6753713731713773e-14,1.982306864345276e-12,1125.2390893566192,13.899820867661118,1.2804535609873378e-12,1.0342714e-05,-2.898374e-07,127487.65,0.16419806,-279.49164,0.0,0.0,0.6854850999829637,-3.26977228513208e-13,2.309284e-12,2.357245e-16,0.0,0.0,0.0,7.480000000000002e-16,2.6753713731713773e-14,1.982306864345276e-12,1125.2390893566192,13.899820867661118,0.0
159,159,160,-65.83342635208678,-16.953613081653856,12352.02,,,234.9410615254222,0.8110374289595798,34610D,217.46916,12.460001,5.2269926,241.4845930904102,67120.66372340405,0.3126694339827158,0.726111293045296,43.003534728915135,40.4557847488496,0.0,1.06034666075513e-05,18286.28725004259,0.1626885398662614,0.3583627894076261,0.6886036488586257,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.8168603595920906,20.227931776662224,13.507396500926175,52.99354063974427,223502385065376.5,8.45010108043695,706.276868881822,1494.16412314471,0.00106034666076,0.0230441189671619,0.363055646522648,20.2278923744248,15.7548069874143,15.754639933615849,0.0010603466607551,0.6173973138868236,3337250344475662.5,0.014993066725218,4.923345504808764e-05,3.16,35.8,2023-08-06 15:40:00,1.06034666075513e-05,0.1626884842620585,0.0,182.8628725004259,159,1.06034666075513e-05,12.460001,5.2269926,0.1626884842620585,0.0,0.0,0.2929343558179493,1072.465616275094,13902.763335718622,0.3677890749525288,-0.9299092409184688,1.231718234471158,228.26001856078008,0.094084628931227,0.0,1.0,219.36286586013415,0.0,0.0,0.0,0 days,1.0210065e-05,-2.8272862e-07,127492.15,0.16149369,-278.7376,0.0,0.0,1.0,-3.2690128699642223e-13,2.308002e-12,2.3379324e-16,0.0,0.0,0.0,7.479999999999999e-16,2.6736104805578735e-14,1.9811008903390477e-12,1125.850619014064,13.902763335718625,1.2940513453897956e-12,1.0210065e-05,-2.8272862e-07,127492.15,0.16149369,-278.7376,0.0,0.0,0.6854850999829637,-3.2690128699642223e-13,2.308002e-12,2.3379324e-16,0.0,0.0,0.0,7.479999999999999e-16,2.6736104805578735e-14,1.9811008903390477e-12,1125.850619014064,13.902763335718625,0.0
160,160,161,-65.95494173275257,-16.907593943691406,12352.02,,,235.0153701673333,0.811916553899759,34610D,217.5722,12.613862,4.805627,241.7740088964321,67077.66018867513,0.3128468506986721,0.732015105146392,43.573412828583166,40.7590128711224,0.0,1.0485158822467216e-05,18286.28725004259,0.1587337927240722,0.3631117735715264,0.6991656404832383,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.817645643076832,20.379510302016303,13.67289698831759,54.41551280569024,222186133606568.88,8.50177834223508,707.94001775424,1497.92813389343,0.00104851588225,0.0231233042761475,0.366007552573196,20.3795064355612,15.8285143075657,15.828348344819403,0.0010485158822467,0.6237095139872473,3275646852715357.0,0.0151464156394741,4.9263641912564016e-05,3.16,35.8,2023-08-06 15:41:00,1.0485158822467216e-05,0.1587338932934883,0.0,182.8628725004259,160,1.0485158822467216e-05,12.613862,4.805627,0.1587338932934883,0.0,0.0,0.2927956250608788,1073.628343267774,13905.698147433266,0.3677121404395732,-0.9299396656629652,1.2320361272334277,228.262625329182,0.0918895657582172,0.0,1.0,219.35757867501871,0.0,0.0,0.0,0 days,1.007498e-05,-2.874043e-07,127495.07,0.15848143,-278.0609,0.0,0.0,0.9999999999999998,-3.268335000568135e-13,2.3065673e-12,2.3332163e-16,0.0,0.0,0.0,7.479999999999999e-16,2.671785961532152e-14,1.9797336901513245e-12,1126.4621486715089,13.905698147433268,1.3170065572767124e-12,1.007498e-05,-2.874043e-07,127495.07,0.15848143,-278.0609,0.0,0.0,0.6854850999829637,-3.268335000568135e-13,2.3065673e-12,2.3332163e-16,0.0,0.0,0.0,7.479999999999999e-16,2.671785961532152e-14,1.9797336901513245e-12,1126.4621486715089,13.905698147433268,0.0
161,161,162,-66.07645711341836,-16.861574805728953,12352.02,,,235.08967880924445,0.8127908592011055,34610D,217.65764,12.952836,4.417273,242.19975126255903,67034.08677584655,0.3130517380502715,0.739700067239646,43.998635705776735,41.1414433196794,0.0,1.0383813267029243e-05,18286.28725004259,0.1554657791569691,0.3666552975481394,0.7073386383731212,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.8189246904316375,20.57054229448769,13.799920207299673,55.517338418623055,221444953695572.1,8.56914681083257,709.96292690759,1502.56475832686,0.0010383813267,0.023221687669954,0.369850033619823,20.5707216598397,15.926923093465,15.92675771298696,0.0010383813267029,0.6313804432853977,3206136515204676.5,0.0153342315215967,4.93712597375406e-05,3.16,35.8,2023-08-06 15:42:00,1.0383813267029243e-05,0.1554656726402886,0.0,182.8628725004259,161,1.0383813267029243e-05,12.952836,4.417273,0.1554656726402886,0.0,0.0,0.2926806901649331,1074.784697561382,13895.349129575568,0.3706453651745861,-0.92877446846616,1.2324034833037631,228.2656369592531,0.0900723554495923,0.0,1.0,219.35399556402783,0.0,0.0,0.0,0 days,9.961906e-06,-2.9354877e-07,127500.625,0.15571427,-278.34094,0.0,0.0,1.0,-3.2675205721624285e-13,2.305471e-12,2.3356523000000004e-16,0.0,0.0,0.0,7.48e-16,2.6704910668912142e-14,1.978718880383852e-12,1127.0736783289535,13.895349129575568,1.3466446882114093e-12,9.961906e-06,-2.9354877e-07,127500.625,0.15571427,-278.34094,0.0,0.0,0.6854850999829637,-3.2675205721624285e-13,2.305471e-12,2.3356523000000004e-16,0.0,0.0,0.0,7.48e-16,2.6704910668912142e-14,1.978718880383852e-12,1127.0736783289535,13.895349129575568,0.0
162,162,163,-66.19770022689373,-16.815223602165716,12352.02,,,235.16398745115555,0.813664408196308,34610D,217.73328,13.381588,4.048033,242.72029683483203,66990.08814014078,0.3133496223075052,0.74789128238722,43.917284718131725,41.5473176886926,0.0,1.0291119025341034e-05,18286.28725004259,0.1525733143174787,0.3659773726510977,0.7073386383731212,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.8205421751876472,20.77343181683213,13.792035206852542,55.41122044284056,222210124744712.62,8.64209064231148,712.060584337809,1507.30420819466,0.00102911190253,0.0233215969610765,0.37394564119361,20.7736588443463,16.0343068194567,16.03414181019486,0.0010291119025341,0.6392518978034554,3139536694040657.0,0.0155264036667714,4.954664930519673e-05,3.16,35.8,2023-08-06 15:43:00,1.0291119025341033e-05,0.1525734177030631,0.0,182.8628725004259,162,1.0291119025341033e-05,13.381588,4.048033,0.1525734177030631,0.0,0.0,0.2925790136210254,1075.9400522545416,13892.554818588624,0.3718753994070174,-0.9282826548610458,1.2329380288606056,228.2700178035264,0.0884616546714778,0.0,1.0,219.35239832675165,0.0,0.0,0.0,0 days,9.865087e-06,-2.9218984e-07,127508.21,0.15316448,-278.37726,0.0,0.0,1.0000000000000002,-3.2665975128320775e-13,2.3046409e-12,2.3346047e-16,0.0,0.0,0.0,7.48e-16,2.6695213484684612e-14,1.9779810012579884e-12,1127.6896206714705,13.892554818588623,1.3781062752572977e-12,9.865087e-06,-2.9218984e-07,127508.21,0.15316448,-278.37726,0.0,0.0,0.6854850999829638,-3.2665975128320775e-13,2.3046409e-12,2.3346047e-16,0.0,0.0,0.0,7.48e-16,2.6695213484684612e-14,1.9779810012579884e-12,1127.6896206714705,13.892554818588623,0.0
163,163,164,-66.3188251048155,-16.76872819481471,12352.02,,,235.23829609306665,0.8145348615130462,34610D,217.78696,13.832869,3.7010126,243.26655536793888,66946.17085542265,0.313672053611232,0.756526582587528,43.8510025032811,41.9758068855344,0.0,1.021278473681304e-05,18286.28725004259,0.15036206013431,0.3654250208606758,0.7073386383731212,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.8222874848435662,20.98794082348866,13.78644573901034,55.32815229062177,222976355704346.8,8.71956795108052,714.19072215768,1512.09860035863,0.00102127847368,0.0234226035930134,0.378263291293764,20.9879034427672,16.149498060352,16.149333130689094,0.0010212784736813,0.6471759434776889,3077392764715176.0,0.0157205772351716,4.979587580293485e-05,3.16,35.8,2023-08-06 15:44:00,1.021278473681304e-05,0.1503619811667342,0.0,182.8628725004259,163,1.021278473681304e-05,13.832869,3.7010126,0.1503619811667342,0.0,0.0,0.2925068989202593,1077.0913139030931,13895.481771315282,0.3717977604932252,-0.9283137536911872,1.2335171698039764,228.2747622214142,0.0872249557587913,0.0,1.0,219.3524441190405,0.0,0.0,0.0,0 days,9.790689e-06,-2.797561e-07,127517.74,0.15150395,-278.20715,0.0,0.0,1.0,-3.265572383690461e-13,2.3043572e-12,2.3250202e-16,0.0,0.0,0.0,7.480000000000001e-16,2.6691903081335544e-14,1.977800080693415e-12,1128.3074792796283,13.895481771315282,1.4113226841747554e-12,9.790689e-06,-2.797561e-07,127517.74,0.15150395,-278.20715,0.0,0.0,0.6854850999829637,-3.265572383690461e-13,2.3043572e-12,2.3250202e-16,0.0,0.0,0.0,7.480000000000001e-16,2.6691903081335544e-14,1.977800080693415e-12,1128.3074792796283,13.895481771315282,0.0
164,164,165,-66.43994998273728,-16.722232787463703,12352.02,,,235.31260473497773,0.8154004396955193,34610D,217.81941,14.289866,3.373331,243.80832271379583,66902.31985291936,0.314014720694099,0.763686589287334,43.8006539293642,42.325108894211,0.0,1.014192525032835e-05,18286.28725004259,0.1486920741649531,0.3650054494113683,0.7073386383731212,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.8240573878709251,21.162169917979423,13.783076450635708,55.26857666057183,223707374606998.9,8.7847397832999,715.918443338887,1515.90086977515,0.00101419252503,0.0235017761647638,0.381843294643667,21.1625544471055,16.2474228316481,16.247258053171404,0.0010141925250328,0.6536522381958071,3027305377789516.0,0.0158798552346954,5.000897264065587e-05,3.16,35.8,2023-08-06 15:45:00,1.0141925250328348e-05,0.148692105569935,0.0,182.8628725004259,164,1.0141925250328348e-05,14.289866,3.373331,0.148692105569935,0.0,0.0,0.2924633222304226,1078.2361294599386,13898.400939114144,0.3717203632365579,-0.9283447482241074,1.2341332675535348,228.27980722150104,0.0862834658405985,0.0,1.0,219.3537969965571,0.0,0.0,0.0,0 days,9.727272e-06,-2.5698247e-07,127526.28,0.15037465,-278.77075,0.0,0.0,1.0,-3.264599753987052e-13,2.3043154e-12,2.3074657000000003e-16,0.0,0.0,0.0,7.480000000000001e-16,2.66908667110357e-14,1.977855396345009e-12,1128.9229514529054,13.898400939114143,1.4391547325018434e-12,9.727272e-06,-2.5698247e-07,127526.28,0.15037465,-278.77075,0.0,0.0,0.6854850999829637,-3.264599753987052e-13,2.3043154e-12,2.3074657000000003e-16,0.0,0.0,0.0,7.480000000000001e-16,2.66908667110357e-14,1.977855396345009e-12,1128.9229514529054,13.898400939114143,0.0
165,165,166,-66.56107486065906,-16.6757373801127,12352.02,,,235.38691337688888,0.816261136144503,34610D,217.85535,14.6436825,3.0457368,244.2432597673184,66858.51919899,0.3142696613361523,0.76986656679953,43.752955969406834,42.6262147472612,0.0,1.0080675957885404e-05,18286.28725004259,0.1471076520033835,0.3646079664117236,0.7073386383731212,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.8254593335128803,21.313064777356416,13.779340264869647,55.20995802051549,224310957620568.1,8.84046576586174,717.413135322275,1519.22155458565,0.00100806759579,0.0235713915301011,0.384933283399765,21.3131073736306,16.3305285947246,16.330363973617107,0.0010080675957885,0.6592743298981623,2982509307382995.0,0.0160207763449745,5.017055271008971e-05,3.16,35.8,2023-08-06 15:46:00,1.0080675957885404e-05,0.1471075665938916,0.0,182.8628725004259,165,1.0080675957885404e-05,14.6436825,3.0457368,0.1471075665938916,0.0,0.0,0.2924150740152608,1079.3744901945918,13901.312319197486,0.3716432074274426,-0.9283756386145872,1.2345920280663076,228.2835623897043,0.0853938061126375,0.0,1.0,219.3541485826069,0.0,0.0,0.0,0 days,9.671663e-06,-2.312195e-07,127528.695,0.14932102,-279.18027,0.0,0.0,1.0,-3.263945014481607e-13,2.3040263e-12,2.2876068e-16,0.0,0.0,0.0,7.480000000000001e-16,2.6685974747205623e-14,1.9776318525021266e-12,1129.5368140437542,13.901312319197489,1.4635100737680804e-12,9.671663e-06,-2.312195e-07,127528.695,0.14932102,-279.18027,0.0,0.0,0.6854850999829637,-3.263945014481607e-13,2.3040263e-12,2.2876068e-16,0.0,0.0,0.0,7.480000000000001e-16,2.6685974747205623e-14,1.9776318525021266e-12,1129.5368140437542,13.901312319197489,0.0
166,166,167,-66.68219973858083,-16.629241972761694,12352.02,,,235.4612220188,0.8171169442997473,34610D,217.90245,14.906034,2.7184675,244.60574355560016,66814.7662430206,0.3143317170230465,0.774844678014564,43.70063131039984,42.8467265343536,0.0,1.0040192794597978e-05,18286.28725004259,0.1456258337997044,0.3641719275866653,0.7073386383731213,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.826595059268632,21.4238471783835,13.774437130606362,55.14245156288512,224841247825007.5,8.88098795279498,718.570941202229,1522.0498227396,0.00100401927946,0.0236338936968768,0.387422339007282,21.4233632671768,16.3926581026502,16.392493518854888,0.0010040192794597,0.663650175423288,2947665681780557.0,0.0161313906002655,5.029527276634064e-05,3.16,35.8,2023-08-06 15:47:00,1.0040192794597976e-05,0.1456258088914955,0.0,182.8628725004259,166,1.0040192794597976e-05,14.906034,2.7184675,0.1456258088914955,0.0,0.0,0.2923518679797797,1080.5063874280977,13904.215908798313,0.3715662928566764,-0.9284064250169464,1.2347037204055664,228.28447645562585,0.0845723727135857,0.0,1.0,219.3521319424396,0.0,0.0,0.0,0 days,9.626062e-06,-2.0694922e-07,127526.96,0.14837763,-279.34592,0.0,0.0,1.0,-3.263504469671048e-13,2.3035207e-12,2.2688985e-16,0.0,0.0,0.0,7.48e-16,2.6678103019070612e-14,1.9771702450115555e-12,1130.1506766346026,13.90421590879831,1.482797270930769e-12,9.626062e-06,-2.0694922e-07,127526.96,0.14837763,-279.34592,0.0,0.0,0.6854850999829637,-3.263504469671048e-13,2.3035207e-12,2.2688985e-16,0.0,0.0,0.0,7.48e-16,2.6678103019070612e-14,1.9771702450115555e-12,1130.1506766346026,13.90421590879831,0.0
167,167,168,-66.80332461650261,-16.582746565410687,12352.02,,,235.53553066071112,0.8179678576400096,34610D,217.94383,15.081903,2.3940744,244.8835427375736,66771.06561171019,0.3147637566186756,0.776552312080372,43.656677193574765,42.9513952467636,0.0,1.0006686857256664e-05,18286.28725004259,0.144364197683605,0.3638056432797897,0.7073386383731212,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.8274552323962486,21.475239815484727,13.770129870066748,55.08500034656333,225256264777710.25,8.90428653464078,719.227377747364,1522.87321405113,0.00100066868573,0.0236433748012955,0.388276156040186,21.4756976233818,16.4221968861616,16.422032556024252,0.0010006686857256,0.6661312461906486,2920072944478969.0,0.0161948211737847,5.0230615600378194e-05,3.16,35.8,2023-08-06 15:48:00,1.0006686857256664e-05,0.1443644296674792,0.0,182.8628725004259,167,1.0006686857256664e-05,15.081903,2.3940744,0.1443644296674792,0.0,0.0,0.2922963604653114,1081.6318125330731,13905.721895844985,0.3718009600312569,-0.9283124722418824,1.2354821620515453,228.2908450122115,0.0838735524073008,0.0,1.0,219.35554867314025,0.0,0.0,0.0,0 days,9.584493e-06,-1.9102207e-07,127532.76,0.1474829,-279.38617,0.0,0.0,1.0,-3.262674883290409e-13,2.303282e-12,2.2566212e-16,0.0,0.0,0.0,7.48e-16,2.6674848660416733e-14,1.9770143495426305e-12,1130.7645392254517,13.905721895844986,1.491790873206706e-12,9.584493e-06,-1.9102207e-07,127532.76,0.1474829,-279.38617,0.0,0.0,0.6854850999829636,-3.262674883290409e-13,2.303282e-12,2.2566212e-16,0.0,0.0,0.0,7.48e-16,2.6674848660416733e-14,1.9770143495426305e-12,1130.7645392254517,13.905721895844986,0.0
168,168,169,-66.9244211098283,-16.536216883518897,12352.02,,,235.60983930262225,0.8188142828829771,34610D,217.97034,15.164303,2.0855517,245.04040445958927,66727.40893451661,0.3148436404211633,0.778196862086618,43.62958209843207,43.0257192220744,0.0,9.96712072206613e-06,18286.28725004259,0.1433011002004484,0.3635798508202672,0.707338638373121,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.8279349782147153,21.512417635122663,13.767378151406188,55.04918216413189,225495677841895.5,8.91878349837879,719.660905754054,1523.81490499058,0.000996712072207,0.0236628897811912,0.389098431043309,21.5128596110372,16.4434029250556,16.443239033307094,0.0009967120722066,0.6677765052770129,2905444487683309.0,0.016236052806632,5.024974882588824e-05,3.16,35.8,2023-08-06 15:49:00,9.967120722066127e-06,0.1433011453442789,0.0,182.8628725004259,168,9.967120722066127e-06,15.164303,2.0855517,0.1433011453442789,0.0,0.0,0.2922608107821942,1082.7513033247096,13891.240643170842,0.3756437746267987,-0.9267641310409735,1.2356261673131386,228.2920227513455,0.0832772566933555,0.0,1.0,219.35455888050663,0.0,0.0,0.0,0 days,9.541488e-06,-1.8807127e-07,127547.555,0.14668085,-279.84424,0.0,0.0,1.0,-3.2613779739918775e-13,2.3034554e-12,2.2543467000000004e-16,0.0,0.0,0.0,7.48e-16,2.6678563260239e-14,1.977317584668114e-12,1131.3788543310668,13.891240643170844,1.4989861130266392e-12,9.541488e-06,-1.8807127e-07,127547.555,0.14668085,-279.84424,0.0,0.0,0.6854850999829637,-3.2613779739918775e-13,2.3034554e-12,2.2543467000000004e-16,0.0,0.0,0.0,7.48e-16,2.6678563260239e-14,1.977317584668114e-12,1131.3788543310668,13.891240643170844,0.0
169,169,170,-67.04516038568646,-16.489255859760274,12352.02,,,235.6841479445333,0.8196609812903741,34610D,217.98964,15.182472,1.8052275,245.1587981472944,66683.77935241819,0.3149050110152827,0.777743841681666,43.6096507642098,42.9882838325096,0.0,9.919132065125669e-06,18286.28725004259,0.1422554560438975,0.363413756368415,0.7073386383731212,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.8282982779939924,21.49372058886621,13.765378706104658,55.022918163228304,225675369657276.7,8.91493403446394,719.605566180575,1523.59944479997,0.000991913206513,0.0236572244231967,0.388871920840833,21.4941419162548,16.4377660660619,16.43760301930672,0.0009919132065125,0.6675664890042533,2905455481836840.5,0.0162297047676355,5.0215250170768574e-05,3.16,35.8,2023-08-06 15:50:00,9.919132065125669e-06,0.1422555176281368,0.0,182.8628725004259,169,9.919132065125669e-06,15.182472,1.8052275,0.1422555176281368,0.0,0.0,0.2922349350862295,1083.871155809887,13894.135019084231,0.3755662220441154,-0.9267955615234192,1.235736803167517,228.29292749770636,0.0826851171251947,0.0,1.0,219.3533339734579,0.0,0.0,0.0,0 days,9.492918e-06,-1.8735665e-07,127557.96,0.14576764,-280.24127,0.0,0.0,1.0,-3.260304063297316e-13,2.303479e-12,2.2537959e-16,0.0,0.0,0.0,7.479999999999998e-16,2.6680211679484573e-14,1.9774486234395325e-12,1131.9979381936585,13.894135019084231,1.4976269955768593e-12,9.492918e-06,-1.8735665e-07,127557.96,0.14576764,-280.24127,0.0,0.0,0.6854850999829636,-3.260304063297316e-13,2.303479e-12,2.2537959e-16,0.0,0.0,0.0,7.479999999999998e-16,2.6680211679484573e-14,1.9774486234395325e-12,1131.9979381936585,13.894135019084231,0.0
170,170,171,-67.16589966154461,-16.44229483600165,12352.02,,,235.7584565864444,0.8205027297626871,34610D,217.9998,15.097916,1.5517381,245.1716821608396,66640.16970165397,0.3148901665882407,0.786333661926696,43.60158686317352,43.4587367606244,0.0,9.864629346531436e-06,18286.28725004259,0.1412880859964099,0.3633465571931127,0.707338638373121,cruise,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.8283225063978013,21.72894983741829,13.764335533148492,55.01131528634232,225707146947097.3,8.98944486765059,721.543829263337,1528.30099018203,0.000986462934653,0.0237609305122294,0.393166830963348,21.7293683803122,16.5467775246003,16.546614298383307,0.0009864629346531,0.6749222881670947,2849547001082218.0,0.0164213322878539,5.046245180481916e-05,3.16,35.8,2023-08-06 15:51:00,9.864629346531436e-06,0.1412880368236499,0.0,182.8628725004259,170,9.864629346531436e-06,15.097916,1.5517381,0.1412880368236499,0.0,0.0,0.2922213153171266,1084.9844632698118,13897.021478528804,0.3754889164068147,-0.9268268844048688,1.2357099700916832,228.2927080715917,0.0821308861897057,0.0,1.0,219.35120992719777,0.0,0.0,0.0,0 days,9.441055e-06,-1.972054e-07,127559.41,0.14471096,-279.7999,0.0,0.0,1.0,-3.259696446822763e-13,2.303168e-12,2.2613874000000004e-16,0.0,0.0,0.0,7.480000000000001e-16,2.6677718447413463e-14,1.977198438375201e-12,1132.6139003164783,13.897021478528805,1.5318518521032449e-12,9.441055e-06,-1.972054e-07,127559.41,0.14471096,-279.7999,0.0,0.0,0.6854850999829637,-3.259696446822763e-13,2.303168e-12,2.2613874000000004e-16,0.0,0.0,0.0,7.480000000000001e-16,2.6677718447413463e-14,1.977198438375201e-12,1132.6139003164783,13.897021478528805,0.0
