Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,time,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem
0,1,801733.0,IGO1004,1.4106889349229954,104.0191171175605,120.379999896,586.74,-0.914762026709656,34610D,295.00882,-0.09411511,-4.9819207,123.45720618734114,69007.23811686062,0.235404374470596,0.6092927160798594,36.55756296479156,50107.59155548329,50.55010293134936,2023-02-05 16:01:00,0.0162945012883401,0.9447202900687772,0.7666916254475116,0.3046463580399297,0.3241423664475036,0.0072919880650742,0.0010446679528314,0.0002321484339625,4.159900506085159e-05,2188809233185936.5,115.48534140577652,45.22170538744716,0.0438690755577498,0.0008952872562806,0.0007311512592958,0.2665773128274606,0.0381905144629353,0.0084867809917634,0.0015207582467847,8.0017531360112e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.3585553020893799,25.053795777741644,7.291988065074254,41.5990050608516,2188809233185936.5,,,,,,,,,,,1.0,,,
1,2,801733.0,,1.4745127782828862,104.04393870359776,133.41259247733333,601.5917197452229,-0.9165477598160576,34610D,294.85083,-0.19777648,-5.0483055,136.3302762588675,68970.68055389583,0.2691868346261214,1.018354398692766,61.10126392156595,86724.12018719348,1518.6728489893137,2023-02-05 16:02:00,0.0162796309839327,0.9430356884702292,0.7731799561146664,0.509177199346383,0.5446997321761162,0.0113460981542235,0.0010447227708013,0.0002321606157336,8.917088935795095e-05,2038096299390846.5,193.01889272822683,75.58226347097708,0.0733215167058791,0.0014963574837934,0.0012220252784313,0.6932609378012023,0.0638338817436037,0.0141853070541341,0.0054484540447809,1.24530259886647e+17,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.3960484868442264,43.36206009359674,11.3460981542235,89.17088935795095,2038096299390846.5,17.8231758206225,728.676975629997,1362.70013113892,1.62796309839,0.018489103693521,0.640661456918168,43.3615935379999,34.6507579565726,34.09569266189536,1.6279630983932698,0.7027028498530306,15.312954826178865,3272847101925977.0,63.73413648857214
2,3,801733.0,,1.5336845271932014,104.00137361944992,146.44518505866665,1047.1433121019109,-0.9179290590484888,34610D,292.74365,2.4163399,-1.5732478,148.5471621795403,68909.57928997427,0.2784697087761809,1.070737598487277,64.2442559092366,86571.73318150686,1521.9763727050336,2023-02-05 16:03:00,0.0146647582105093,0.8936170680416206,0.7664506393539232,0.5353687992436383,0.591764774199704,0.0123602506463283,0.0010778695710268,0.0002395265713393,9.715084811746332e-05,1878339219469044.8,202.9476044172784,79.47014455972568,0.0770931070910839,0.0015733287161445,0.0012848851181847,0.7940751056250248,0.0692469285578311,0.0153882063461846,0.0062413839482576,1.2067250549992509e+17,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.433089657963979,43.28586659075343,12.360250646328335,97.15084811746333,1878339219469044.8,18.0325725403597,736.936698105663,1381.34374174846,1.46647582105,0.01883396957139,0.65576799773763,43.2858338028992,34.8183634497202,34.31514021550017,1.46647582105093,0.7367512851555517,16.500858974612136,2849923221169804.5,62.82643665820043
3,4,801733.0,IGO1004,1.5928562761035163,103.95880853530213,159.47777764,1492.6949044585988,-0.9192973790100372,34610D,290.09833,5.0658054,0.2865718,162.4564102290369,68845.33503406502,0.2785470857519221,1.244949549001194,74.69697294007163,195290.94889296428,6997.611131914784,2023-02-05 16:04:00,0.0133617761198125,0.8463166762616119,0.8005044928794988,0.622474774500597,0.707338638373121,0.0145610045163314,0.0011057266121351,0.0002457170249189,0.0001270431397699,1678694701562153.0,235.96773751768623,92.40015552686862,0.0896363675280859,0.0018293136230221,0.0014939394588014,1.087662960336672,0.0825944308257748,0.0183543179612833,0.0094897379736166,1.2539341269722976e+17,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.4757967184371254,97.64547444648214,14.56100451633146,127.04313976993596,1678694701562153.0,32.8617101588012,818.64,1730.84552471005,1.33617761198,0.0267464997250846,1.49799369578548,97.6453509260381,56.007092934877,55.268606192479005,1.33617761198125,1.0,31.551405744009934,2358020005526416.5,148.4679262738855
4,5,801733.0,IGO1004,1.6540695966300318,103.90687330057575,173.367777628,3529.5840000000003,-0.920612164516022,34610D,279.17514,1.1216683,-0.67928076,171.85457464465043,68770.63806112496,0.3011441625639122,1.106852200758644,66.41113204551863,92537.20294003596,2262.191503510311,2023-02-05 16:05:00,0.0086198308991683,0.6551372471949614,0.9144473916881048,0.5534261003793219,0.7073386383731213,0.0148974062465907,0.0012649295485822,0.0002810954552404,0.0001043463626108,1172385284272941.5,209.7927661317933,82.15057034030654,0.0796933584546223,0.0016263950705024,0.0013282226409103,0.9893536133780728,0.0840054032791713,0.0186678673953714,0.006929760065818,7.785943392207322e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.5130739343367622,46.26860147001797,14.89740624659076,104.34636261084002,1172385284272941.5,18.0893291661622,769.90151737329,1487.66357676933,0.861983089917,0.0212785343080816,0.715319568899617,46.2686370277126,33.6169568139822,33.32966077418211,0.86198308991683,0.8913959708251724,21.93049199807729,1506087193322116.8,62.76966256572103
5,6,801733.0,IGO1004,1.7228052171610169,103.83673569251752,186.743333172,4183.38,-0.921852333120927,34610D,275.73752,-0.13476294,-0.807832,181.82882918593367,68704.22692907944,0.3059441334718844,1.058312437626079,63.49874625756475,90467.77434081062,2263.2228969878865,2023-02-05 16:06:00,0.0070764482522659,0.6018100734168642,0.9071881811276932,0.5291562188130395,0.7073386383731212,0.014994063473559,0.001324096712438,0.0002942437138751,9.756930043415622e-05,1063330554900346.4,200.592539427647,78.5479491206076,0.0761984955090776,0.0015550713369199,0.0012699749251512,0.9521042318773484,0.0840784811635783,0.0186841069252396,0.0061955282507965,6.752015709353262e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.5462255456569296,45.23388717040531,14.994063473559086,97.56930043415622,1063330554900346.4,17.767589839273,775.196314302908,1506.8298692444,0.707644825227,0.021733183506577,0.713057509437545,45.2334007079327,32.8096207912549,32.57907664129617,0.70764482522659,0.9181348990591187,23.110723487510306,1344561088957309.8,61.43070737595365
6,7,801733.0,IGO1004,1.7943572998046875,103.76389842922404,194.974444276,4835.3133333333335,-0.9230801994026868,34610D,272.03372,-1.3856728,0.16840616,191.6983385181969,68640.72818282187,0.3071940920474885,1.0145634282140694,60.873805692844165,91933.24622190327,2532.658850800029,2023-02-05 16:07:00,0.0060105134231788,0.5521903874268522,0.9575421042899712,0.5072817141070347,0.7073386383731212,0.0149743034505342,0.0013824723789319,0.000307216084207,9.164029497369855e-05,964971665140832.2,192.3003521836947,75.30089764204824,0.0730485668314129,0.0014907870781921,0.0012174761138568,0.9115428386335106,0.0841563549708251,0.0187014122157389,0.0055784935098638,5.87414976428833e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.5797812682205171,45.96662311095164,14.974303450534295,91.64029497369856,964971665140832.2,17.9355755058551,785.415548890744,1541.55949180741,0.601051342318,0.0225840839808839,0.738436494710105,45.9663024323889,32.6972081460178,32.5018553084084,0.6010513423178799,0.9714391487964275,24.95180283920782,1117271127364118.4,62.39895830483448
7,8,801733.0,IGO1004,1.869444766287076,103.68749684300916,200.63333316,5562.6,-0.9242946108163532,34610D,267.9235,-2.1383708,1.4831243,200.15846696409048,68579.85437712903,0.3168611602003746,0.9679598363187066,58.0775901791224,77193.6446583855,1979.9319689202248,2023-02-05 16:08:00,0.0044162946968725,0.5007994046965324,0.9023783984236678,0.4839799181593533,0.707338638373121,0.0150582476600728,0.0014524812887107,0.0003227736197134,8.544329972269127e-05,859218914430504.4,183.46710737584763,71.84197905157441,0.0696931082149468,0.0014223083309172,0.0011615518035824,0.8745467364174375,0.0843566130285853,0.0187459140063523,0.0049623409448463,4.990136398644526e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6099942751803178,38.59682232919275,15.058247660072812,85.44329972269128,859218914430504.4,15.7145182747885,767.954926447204,1505.61395025526,0.441629469687,0.021833408358489,0.635124414834256,38.5963833699051,29.0895678954915,28.961664649487368,0.44162946968725,0.8816607901357979,22.520900829730323,1399443491626558.0,56.47481323711594
8,9,801733.0,IGO1004,1.9471435546875,103.6083317126258,208.34999982,6129.528,-0.9254959931564498,34610D,264.63687,-3.7904565,0.75467134,205.5583216905366,68521.77678694991,0.3202702904249473,0.9341353651306902,56.04812190784141,71810.52265572365,1748.918085423866,2023-02-05 16:09:00,0.0035238514350246,0.463486728707049,0.886081395624106,0.4670676825653451,0.707338638373121,0.0150256659154813,0.0015091073066354,0.0003353571792523,8.103060127143182e-05,781399659662114.0,177.05601710687102,69.33152679999984,0.0672577462894096,0.0013726070671308,0.0011209624381568,0.8421603549773938,0.0845826302943164,0.0187961400654036,0.0045416130183269,4.379598338348795e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6303287341503195,35.90526132786182,15.025665915481309,81.03060127143182,781399659662113.9,14.7980671115362,762.99119315477,1499.43495620923,0.352385143502,0.0217457713252222,0.596816328833582,35.9047865617904,27.4451671503303,27.348794063124764,0.35238514350246,0.8569910710417596,21.905370972903622,1451282777916970.8,54.11247227801584
9,10,801733.0,IGO1004,2.02679443359375,103.5272889218088,212.979999816,6629.400000000001,-0.9266862304350844,34610D,261.49628,-5.29313,-0.11083146,210.4914674015488,68465.72866504207,0.3245293458525806,0.8661519502668096,51.969117016008575,57596.09301349108,1014.0014131084196,2023-02-05 16:10:00,0.0028870873624061,0.4324854735942331,0.8954397672655386,0.4330759751334048,0.6749723592399252,0.0143877839154735,0.0015569594433753,0.0003459909874167,7.122863148912547e-05,732497978497276.8,164.1704406535711,64.28579774880261,0.0623629404192102,0.0012727130697798,0.0010393823403201,0.7477204259042908,0.0809138075019515,0.0179808461115447,0.0037016890847485,3.806727315851471e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.649320266673779,28.79804650674554,14.387783915473548,71.22863148912546,732497978497276.9,12.6212483062263,736.754159669653,1439.26772612466,0.288708736241,0.0204809977280193,0.490884670333057,28.7985227334353,23.9678103992705,23.898812439898755,0.28870873624061,0.7359650632039727,18.5267238746171,2181363791479234.5,47.9454221002803
