,Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_mass_meem,ei_number_meem,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_level,cocip_waypoint,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_ef,cocip_persistent_1,cocip_cocip,cocip_contrail_age,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact_conservative,accf_issr_co2_impact_optimistic,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact_conservative,accf_sac_co2_impact_optimistic,accf_sac_contrails_atr20
0,0,2,adbb36,NKS2975,42.33370971679688,-71.06150540438568,102.8888888,701.0400000000001,0.476028396984265,34610D,274.40048,-3.5010438,0.8134602,103.14792563376028,67168.13851453394,0.287423158643822,1.003425391278204,67.50515220866012,120.915575490298,1597.9434299523532,0.0038503267111734,93181.80291069952,0.8519040716915872,0.5625429350721677,0.647356328499277,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,21.91957119885942,3.203538169344476,0.3106170273123663,60.45791179130426,16.36294929035094,20.40836301562978,1322005872107352.5,32.3371092038555,809.716924428841,1323.43935549606,0.385032671117,0.02295245934983,0.501712695639102,60.457787745149,21.8587772226168,21.77493660258177,15.097076282599748,0.7125303272986844,1020958548439695.6,,,0.001371308593199495,1.4980143341947487e-05,3.0968000000000004,35.8,2023-11-06 15:02:00,0.003850326711173462,0.851904126756708,0.0,931.8180291069953,0,0.003850326711173462,-3.5010438,0.8134602,0.851904126756708,0.09664671,3.8418133e-07,1.18301075013529,659.9203906608174,7725.93080288237,-0.8195006120311534,-0.5730783078084224,6.1897121401776936,246.16873076952194,0.8621893715270337,inf,0.0,241.11294489930776,0.0,0.0,0.0,0 days,0.0037662012,-2.5499787e-08,7486.8315,0.8455627,-238.64886,0.0,0.0,1.0,-8.088655848686434e-13,7.34321e-12,2.1299754e-16,0.0,0.0,0.0,7.479999999999999e-16,8.590747817697328e-14,6.534344664563732e-12,722.3401677551228,5.394777936462604e-13,1.3946045989676016e-13,1.15552952485887e-13,0.0,0.0037662012,-2.5499787e-08,7486.8315,0.8455627,-238.64886,0.0,0.0,0.0,-8.088655848686434e-13,7.34321e-12,2.1299754e-16,0.0,0.0,0.0,7.479999999999999e-16,8.590747817697328e-14,6.534344664563732e-12,722.3401677551228,5.394777936462604e-13,1.3946045989676016e-13,1.15552952485887e-13,0.0
1,1,3,adbb36,NKS2975,42.276880296610166,-71.11520456713299,152.789999868,1203.96,0.4777140041262062,34610D,271.7257,1.6684202,3.0934489,134.43673290605284,67100.63336232529,0.32362499652985866,1.36618908574398,96.0,142.2233231666244,3556.673338336442,0.0036475388157012,87673.12586169648,0.9465497126456544,0.8,0.9558109850425206,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,17.65336088778267,2.5836128141016306,0.4068270401958525,71.11071150348597,21.0088291553776,36.28235539,1450000000000000.0,39.1628879495606,853.438586762623,1507.92339270118,0.36475388157,0.0263015911212148,0.68309454287199,71.1116615833122,25.9716052813629,25.87721712744821,10.348875440611986,0.8939650766019187,1422430558076059.5,29.692464418075705,1754618332863853.2,0.003193753640923878,2.557906758486703e-05,3.0968000000000004,35.8,2023-11-06 15:03:00,0.0036475388157012965,0.9465501326513638,0.0,876.7312586169647,1,0.0036475388157012965,1.6684202,3.0934489,0.9465501326513638,0.083342776,7.5017005e-07,1.1240308307799511,662.2573882325128,8772.56839360524,-0.9285345241436924,0.3712460605491279,6.1344307613559765,246.0598149398287,0.933482293875419,inf,0.0,242.37510581415196,0.0,0.0,0.0,0 days,0.003570197,4.512404e-08,12275.79,0.9215823,-238.86665,0.0,0.0,0.9999999999999999,-7.913899751493748e-13,6.711135e-12,2.1970245e-16,0.0,0.0,0.0,7.48e-16,7.79243894603678e-14,5.9197451543553036e-12,723.4836154165204,1.5497672718398714e-12,1.898789485096503e-13,1.573282716222817e-13,0.0,0.003570197,4.512404e-08,12275.79,0.9215823,-238.86665,0.0,0.0,0.0,-7.913899751493748e-13,6.711135e-12,2.1970245e-16,0.0,0.0,0.0,7.48e-16,7.79243894603678e-14,5.9197451543553036e-12,723.4836154165204,1.5497672718398714e-12,1.898789485096503e-13,1.573282716222817e-13,0.0
2,2,4,adbb36,NKS2975,42.20421225337659,-71.07598593068673,150.217777648,2316.48,0.4800311223748746,34610D,267.5411,10.241673,-1.6696558,152.87610612892655,67004.63336232529,0.35887114122057867,1.070863607542826,79.28464837353364,108.70987202541,2424.5064474373003,0.0025170585417725,76420.53006165694,0.8109809057646061,0.6607054031127804,0.8626573698785934,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,20.715953121551447,3.055249701477156,0.4662314422680632,54.3551098558094,18.19814458288512,32.05316140476139,1513537548790754.8,33.1706339085385,836.818743520809,1385.61289139698,0.251705854177,0.0242762992875468,0.535431803771413,54.354936012705,22.0557424107091,22.00036620104065,14.13897333671869,0.8220255524429053,1093815808054568.4,26.5828133338947,1651136328458986.0,0.0017029450174140238,1.7010574059209702e-05,3.0968000000000004,35.8,2023-11-06 15:04:00,0.0025170585417725556,0.8109817815869609,0.0,764.2053006165694,2,0.0025170585417725556,10.241673,-1.6696558,0.8109817815869609,0.03258582,1.9012198e-08,0.9950891390349,665.4698548557412,9611.468894653619,-0.8690383133027305,0.49474479280932826,5.6355679568361445,245.03546734753434,0.7678815666562685,inf,0.0,238.82872348923073,0.0,0.0,0.0,0 days,0.0024622662,9.445608e-07,22929.236,0.7684693,-239.34149,0.0,0.0,1.0000000000000002,-7.520644257925014e-13,5.6632446e-12,2.8374738e-16,0.0,0.0,0.0,7.48e-16,6.48770893709584e-14,4.911180152334536e-12,724.9432226225945,5.37368124571272e-13,1.4883331884235744e-13,1.2331903561223904e-13,0.0,0.0024622662,9.445608e-07,22929.236,0.7684693,-239.34149,0.0,0.0,0.0,-7.520644257925014e-13,5.6632446e-12,2.8374738e-16,0.0,0.0,0.0,7.48e-16,6.48770893709584e-14,4.911180152334536e-12,724.9432226225945,5.37368124571272e-13,1.4883331884235744e-13,1.2331903561223904e-13,0.0
3,3,5,adbb36,NKS2975,42.12930970272775,-71.01849933003268,167.1944443,3063.24,0.4824454415549944,34610D,268.15787,13.30446,0.8889555,171.93461508980045,66925.34871395175,0.3804113243115887,0.780009841368058,59.79416917977325,74.632175225597,1328.1166699023013,0.0018386636405531,69546.28509278147,0.5113698369464764,0.498284743164777,0.7294412326892359,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,18.565010533168863,2.7506167701215065,0.5237514961077228,37.3154565553592,16.04327995482066,23.24678416857473,1455980074229015.5,26.1235266742867,812.977013264567,1291.39040482853,0.183866364055,0.0219860649344092,0.390004920684029,37.3160876127985,17.7387323219287,17.706176618766563,15.718653062196347,0.7250654821477247,678738777352665.1,25.418515842678115,1580100683922207.5,0.0012548239631280137,1.0038182152169981e-05,3.0968000000000004,35.8,2023-11-06 15:05:00,0.0018386636405531061,0.5113704094971123,0.0,695.4628509278148,3,0.0018386636405531061,13.30446,0.8889555,0.5113704094971123,0.027027603,0.0,0.9034951758132116,668.8170739802208,11080.285114414322,-0.8202005681753433,0.5720760683378078,5.3038323240817355,244.3087628639833,0.48711359578062907,inf,0.0,235.89712285185294,0.0,0.0,0.0,0 days,0.0017989539,1.5152382e-06,30177.553,0.4853882,-239.67973,0.0,0.0,0.9999999999999999,-7.253777007246938e-13,5.428992e-12,3.277371e-16,0.0,0.0,0.0,7.48e-16,6.222272150220446e-14,4.703614184116813e-12,726.4461843615791,2.7622680979196027e-13,1.0840918731647728e-13,8.982475520508118e-14,0.0,0.0017989539,1.5152382e-06,30177.553,0.4853882,-239.67973,0.0,0.0,0.0,-7.253777007246938e-13,5.428992e-12,3.277371e-16,0.0,0.0,0.0,7.48e-16,6.222272150220446e-14,4.703614184116813e-12,726.4461843615791,2.7622680979196027e-13,1.0840918731647728e-13,8.982475520508118e-14,0.0
4,4,6,adbb36,NKS2975,42.04761052535752,-70.94178665515989,199.089999828,3467.1000000000004,0.4850222663684227,34610D,266.95068,13.789381,1.1562488,183.12771851150555,66865.55454477198,0.3942259007793512,1.030401967832534,78.58513527620313,95.925406935623,2624.468496835217,0.0018067510330197,66042.770723412,0.5292972750896362,0.6548761273016928,1.0,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,21.118430535433244,3.1296088341293355,0.5591080663887195,47.96335188078648,20.447469576542343,36.28235538999999,1450000000000000.0,31.8185856471188,858.591952847386,1394.99046437739,0.180675103302,0.0247697111121042,0.515200983916267,47.9627034678115,20.7996363617056,20.76212437204872,15.254319678625931,0.9184776660861989,856383177765877.4,25.051636612588467,1541368933318204.5,0.0015935436360567264,1.6521955459314192e-05,3.0968000000000004,35.8,2023-11-06 15:06:00,0.0018067510330197956,0.5292972960971883,0.0,660.42770723412,4,0.0018067510330197956,13.789381,1.1562488,0.5292972960971883,0.022437798,0.0,0.8618599552144098,672.3895780882729,12201.84212776877,-0.8219449188493326,0.5695669849787328,5.151360810207601,243.96113861024241,0.4982887813867292,inf,0.0,235.64699859131164,0.0,0.0,0.0,0 days,0.0017661038,1.0341237e-06,34183.496,0.5014538,-240.37125,0.0,0.0,1.0,-7.107942712187836e-13,5.122362e-12,2.906512e-16,0.0,0.0,0.0,7.480000000000001e-16,5.838903411690305e-14,4.4115679160028255e-12,728.0855242322551,4.346251560726332e-13,1.432097827715926e-13,1.1865953429646245e-13,0.0,0.0017661038,1.0341237e-06,34183.496,0.5014538,-240.37125,0.0,0.0,0.0,-7.107942712187836e-13,5.122362e-12,2.906512e-16,0.0,0.0,0.0,7.480000000000001e-16,5.838903411690305e-14,4.4115679160028255e-12,728.0855242322551,4.346251560726332e-13,1.432097827715926e-13,1.1865953429646245e-13,0.0
5,5,7,adbb36,NKS2975,41.9575784974179,-70.85792009220563,205.7777776,4259.58,0.4877281811227207,34610D,264.07678,15.005534,0.02904035,192.52587516718307,66786.96940949577,0.4013884193146719,0.903136975316666,69.14287712736765,81.4264041663464,1270.650726365469,0.0022059499928679,59583.07384093393,0.7490934860248157,0.5761906427280638,0.942825539152575,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,17.51724293276741,2.588944277992508,0.5909914615802591,40.71339853408401,18.29021860861983,35.593972005780095,1460341968945921.8,28.1461115549584,845.946490859399,1389.18247539287,0.220594999287,0.0241669020463019,0.451568487658333,40.7132020831732,18.6854105997187,18.64428224543236,14.106590951889205,0.8605752368936198,815980431782116.6,22.86050657958671,1456482650004184.2,0.0016786758649802876,1.3270507479836564e-05,3.0968000000000004,35.8,2023-11-06 15:07:00,0.0022059499928679177,0.7490945135048431,0.0,595.8307384093393,5,0.0022059499928679177,15.005534,0.02904035,0.7490945135048431,0.017932776,0.0,0.7860227884392117,676.1410430052911,12801.950611483831,-0.8650897885852082,0.5016170428579952,4.704727314219453,242.88759399443816,0.6856734220315602,inf,0.0,236.02324859149124,0.0,0.0,0.0,0 days,0.0021567906,1.4191387e-06,42039.11,0.7060045,-241.0617,0.0,0.0,0.9999999999999999,-6.817532693883939e-13,4.5071746e-12,3.2032946e-16,0.0,0.0,0.0,7.48e-16,5.0798807857805255e-14,3.825421415842294e-12,729.8897122061214,3.479773726847724e-13,1.2552193618201006e-13,1.0400388997937977e-13,0.0,0.0021567906,1.4191387e-06,42039.11,0.7060045,-241.0617,0.0,0.0,0.0,-6.817532693883939e-13,4.5071746e-12,3.2032946e-16,0.0,0.0,0.0,7.48e-16,5.0798807857805255e-14,3.825421415842294e-12,729.8897122061214,3.479773726847724e-13,1.2552193618201006e-13,1.0400388997937977e-13,0.0
6,6,8,adbb36,NKS2975,41.858001708984375,-70.78041770241475,227.384444248,4640.58,0.4905220154853955,34610D,262.93723,14.777623,-0.24959984,211.7960983054692,66717.8265323684,0.4115806916934241,1.164814566271334,69.8409039819775,97.888062320472,2863.7935313317785,0.0022280647373965,56665.10718470681,0.795946216042961,0.5820075331831459,1.0,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,16.224181711231115,2.39747872952076,0.6515520673208862,48.94405650565303,19.235279848213324,36.28235539,1450000000000000.0,32.9183130912362,887.668379142495,1536.12757823382,0.22280647374,0.0273725208903971,0.582407283135667,48.944031160236,21.277078770629,21.22977745210519,11.51580629406052,1.0,778893725801028.8,23.779556050561272,1433178918583716.2,0.0029268473270267427,1.8669150544791487e-05,3.0968000000000004,35.8,2023-11-06 15:08:00,0.0022280647373965016,0.7959467968204944,0.0,566.6510718470681,6,0.0022280647373965016,14.777623,-0.24959984,0.7959467968204944,0.013428025,0.0,0.7507685645732424,680.0143941752333,12932.714296879942,-0.96828920219839,-0.24983198535416845,4.551910713155164,242.49946176111956,0.7204713955085309,inf,0.0,235.97370418506063,0.0,0.0,0.0,0 days,0.002179053,1.242697e-06,45898.645,0.7507435,-241.43207,0.0,0.0,1.0,-6.6767390450413e-13,4.2581533e-12,3.0672874e-16,0.0,0.0,0.0,7.48e-16,4.7730960959148673e-14,3.590479402543518e-12,731.8822479233523,7.344471534496811e-13,1.6189103496744855e-13,1.3413828611588595e-13,0.0,0.002179053,1.242697e-06,45898.645,0.7507435,-241.43207,0.0,0.0,0.0,-6.6767390450413e-13,4.2581533e-12,3.0672874e-16,0.0,0.0,0.0,7.48e-16,4.7730960959148673e-14,3.590479402543518e-12,731.8822479233523,7.344471534496811e-13,1.6189103496744855e-13,1.3413828611588595e-13,0.0
7,7,9,adbb36,NKS2975,41.74562615863347,-70.81927632176598,209.378888708,5494.02,0.4929920030467177,34610D,259.11707,14.235652,0.32113427,222.4994839701045,66647.98562838644,0.42909455219492976,0.860059297556946,65.19649308170366,71.727928597917,2154.0469652773777,0.0016235560064472,50547.32103053465,0.730377779058051,0.5433041090141972,1.0,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,16.36437746209909,2.4280881359945026,0.6895062377543091,35.86376584412974,18.804819791519524,36.28235538999999,1450000000000000.0,26.6596894815903,855.693790570291,1402.9313055909,0.162355600645,0.0244096988990842,0.430029648778473,35.8639642989585,17.617163184041,17.588607095346312,13.96724715818562,0.9046328091837434,679327013529350.0,21.60542754745052,1363343066451530.8,0.0017546248384213434,1.2599929012396536e-05,3.0968000000000004,35.8,2023-11-06 15:09:00,0.001623556006447232,0.7303787004557133,0.0,505.4732103053465,7,0.001623556006447232,14.235652,0.32113427,0.7303787004557133,0.011933752,0.0,0.6795862259317265,683.438796626042,12430.578898437592,-0.7042767810084202,-0.7099255001283007,4.182855072945868,241.5122411412685,0.6367820897299271,inf,0.0,234.34278951160044,0.0,0.0,0.0,0 days,0.001587165,4.7533842e-07,54472.402,0.68952227,-241.01299,0.0,0.0,1.0,-6.358238509783736e-13,3.6345107e-12,2.4757817e-16,0.0,0.0,0.0,7.479999999999998e-16,3.9978507526044935e-14,2.9986868735056237e-12,734.1306429039339,2.7151575619496943e-13,1.1953481167442485e-13,9.904312967309487e-14,0.0,0.001587165,4.7533842e-07,54472.402,0.68952227,-241.01299,0.0,0.0,0.0,-6.358238509783736e-13,3.6345107e-12,2.4757817e-16,0.0,0.0,0.0,7.479999999999998e-16,3.9978507526044935e-14,2.9986868735056237e-12,734.1306429039339,2.7151575619496943e-13,1.1953481167442485e-13,9.904312967309487e-14,0.0
8,8,10,adbb36,NKS2975,41.6669528767214,-70.9253710369731,213.49444426,6134.1,0.4946992809072281,34610D,254.48691,14.980383,-0.81904274,221.0589610157187,66582.78913530473,0.4352542334158752,0.77039836592003,60.86888363641658,65.5973256322712,1996.084738250183,0.0010083362087569,46319.52510881937,0.6401923517282871,0.5072406969701382,0.9518260262201088,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,16.694776001079955,2.487382453023018,0.6912459228091962,32.7985095352578,17.688460867833438,36.28235538999999,1450000000000000.0,24.5674848206958,843.733797156706,1355.77350045674,0.100833620876,0.0236647188113878,0.385199182960015,32.7986628161356,16.277361503009,16.260964983227083,15.39748087144607,0.8512252731600478,662747794629902.5,19.31563093598288,1242494830616753.8,0.001402647098127294,1.0467898734989025e-05,3.0968000000000004,35.8,2023-11-06 15:10:00,0.001008336208756929,0.640192323185175,0.0,463.1952510881937,8,0.001008336208756929,14.980383,-0.81904274,0.640192323185175,0.0148157645,7.804413e-10,0.6340756833485178,685.8058504882205,12894.637238011368,-0.7060505909466769,-0.7081613961688737,3.872752786283593,240.62114155811864,0.5332645578793904,inf,0.0,232.7897034346332,0.0,0.0,0.0,0 days,0.0009867162,2.6344804e-07,60973.32,0.59685385,-240.83228,0.0,0.0,1.0000000000000002,-6.115619557648893e-13,3.1066668e-12,2.3124494e-16,0.0,0.0,0.0,7.48e-16,3.341560725074583e-14,2.4951047921393266e-12,735.7005007014342,1.617721700287392e-13,1.0707334232200197e-13,8.871791220965879e-14,0.0,0.0009867162,2.6344804e-07,60973.32,0.59685385,-240.83228,0.0,0.0,0.0,-6.115619557648893e-13,3.1066668e-12,2.3124494e-16,0.0,0.0,0.0,7.48e-16,3.341560725074583e-14,2.4951047921393266e-12,735.7005007014342,1.617721700287392e-13,1.0707334232200197e-13,8.871791220965879e-14,0.0
9,9,11,adbb36,NKS2975,41.58511404263771,-71.0350426962209,218.124444256,6728.46,0.4964326854775075,34610D,249.85037,16.492332,-1.3010349,217.61862605308275,66521.92025166831,0.43249904148783674,0.818802472364172,63.22949956107199,70.3726867247548,2271.0814188136724,0.0006956077976126,42654.61853884109,0.6369219656457075,0.5269124963422666,1.0,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,15.425979641907322,2.303166514561373,0.6867730964130465,35.185974369462514,18.63885801364701,36.28235539,1450000000000000.0,24.9614999218254,850.092603311018,1408.54067681651,0.0695607797613,0.0249318475319395,0.409401236182086,35.1863433623774,16.4208142079167,16.409399701530173,14.105214468827064,0.8782944236981762,711232657712434.9,17.195188321343686,1123092883761637.8,0.0016865410004743072,1.2209436827731327e-05,3.0968000000000004,35.8,2023-11-06 15:11:00,0.0006956077976126968,0.6369224379455772,0.0,426.54618538841095,9,0.0006956077976126968,16.492332,-1.3010349,0.6369224379455772,0.017971132,1.3902137e-08,0.5947418703400985,688.2091257048348,13073.016020263154,-0.7085019961968824,-0.7057088077847923,3.5480608689547326,239.61767070277892,0.5067878391600121,inf,0.0,231.69749158167724,0.0,0.0,0.0,0 days,0.0006811806,2.554919e-07,66999.16,0.6127406,-240.80501,0.0,0.0,0.9999999999999999,-5.890313836329039e-13,2.6705385e-12,2.3063167e-16,0.0,0.0,0.0,7.48e-16,2.8038224692241156e-14,2.0815071556416602e-12,737.3335243748107,1.724666816753855e-13,1.138007572392115e-13,9.429205599820381e-14,0.0,0.0006811806,2.554919e-07,66999.16,0.6127406,-240.80501,0.0,0.0,0.0,-5.890313836329039e-13,2.6705385e-12,2.3063167e-16,0.0,0.0,0.0,7.48e-16,2.8038224692241156e-14,2.0815071556416602e-12,737.3335243748107,1.724666816753855e-13,1.138007572392115e-13,9.429205599820381e-14,0.0
