,Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_waypoint,cocip_level,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,cocip_mean_contrail_altitude,cocip_mean_rhi,cocip_std_rhi,cocip_mean_n_ice_per_m,cocip_std_n_ice_per_m,cocip_mean_r_ice_vol,cocip_mean_width,cocip_mean_depth,cocip_mean_tau_contrail,cocip_mean_tau_cirrus,cocip_max_age,cocip_mean_rf_sw,cocip_mean_rf_lw,cocip_mean_rf_net,cocip_mean_olr,cocip_mean_sdr,cocip_mean_rsr,cocip_contrail_length,cocip_persistent_contrail_length,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact_conservative,accf_issr_co2_impact_optimistic,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact_conservative,accf_sac_co2_impact_optimistic,accf_sac_contrails_atr20
0,0,1,801733.0,IGO1004,1.4106889349229954,104.0191171175605,120.379999896,586.74,0.7118259425495629,34610D,297.79434,-1.537606,-3.9238124,122.9821190311274,69524.03842572187,0.25882926146261614,0.52870827579568,35.865534033623995,49.0722472691224,51.034877093021066,0.0163055163991879,94472.02900687772,0.6318233280880055,0.2988794502801999,0.4657239354443607,climb,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.3555011073278831,24.535156103533325,9.810108404629082,6.563830950132765,668540428722281.2,16.479538172125,722.710434520251,1347.21109127783,1.63055163992,0.0177601061291231,0.26435413789784,24.5361236345612,14.884716114638,14.64590703726096,1.63055163991879,0.4492722281105055,259569063257465.1,0.010436234253162535,1.7574463076542527e-06,2.8440000000000003,35.8,2023-11-06 02:01:00,0.016305516399187914,0.631824111698106,0.0,0,944.7202900687771,0.016305516399187914,-1.537606,-3.9238124,0.631824111698106,1.1916287,0.0,1.105170420400188,986.5363041987421,7614.667628717853,0.9320395128137099,0.36235665656088395,6.488456005369888,246.74278439500694,0.7980618688727509,inf,0.0,240.78120912891933,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.015949028,-3.78485e-08,5970.2783,0.7808397,-182.72266,0.0,0.0,1.0,-1.0146727758644746e-12,1.0962258e-11,2.1390965e-16,0.0,0.0,0.0,7.48e-16,1.3028051856862717e-13,9.947585301759084e-12,1300.6070167726418,3.2932814621984122e-12,6.748364757596759e-14,4.498909838397839e-15,0.0,0.015949028,-3.78485e-08,5970.2783,0.7808397,-182.72266,0.0,0.0,0.0,-1.0146727758644746e-12,1.0962258e-11,2.1390965e-16,0.0,0.0,0.0,7.48e-16,1.3028051856862717e-13,9.947585301759084e-12,1300.6070167726418,3.2932814621984122e-12,6.748364757596759e-14,4.498909838397839e-15,0.0
1,1,2,801733.0,,1.4745127782828862,104.04393870359776,133.41259247733333,601.5917197452229,0.7145609602042904,34610D,297.722,-1.4542835,-3.7788396,134.5732431837641,69488.17289168824,0.2969738777786848,0.918791711559568,62.14946546036452,89.41801753542,1530.8226760023767,0.0161558095571855,94303.56884702292,0.6280366408815967,0.5179122121697043,0.8117691799478728,climb,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.3890545184691071,44.70893140357927,12.600515066127116,20.76636579888085,1338903694755564.5,26.9883782141937,810.727254658606,1490.69228812404,1.61558095572,0.0199514530946855,0.459395855779784,44.70900876771,23.0256840742168,22.659599893692288,1.61558095571855,0.7162816163314502,711594643384397.1,0.015717604256628756,8.598079635438255e-06,2.8440000000000003,35.8,2023-11-06 02:02:00,0.016155809557185558,0.6280358932426244,0.0,1,943.035688470229,0.016155809557185558,-1.4542835,-3.7788396,0.6280358932426244,1.3088989,0.0,1.1034677617849074,990.3271791304961,8116.674608168534,0.8118862591610064,-0.583815640579753,6.827437710834998,247.3663850053443,0.7927463542363671,inf,0.0,241.3046980851062,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.015809396,-2.90233e-08,6127.1606,0.773161,-179.16582,0.0,0.0,0.9999999999999999,-1.0136127189444003e-12,1.0938834e-11,2.1330526e-16,0.0,0.0,0.0,7.479999999999999e-16,1.2998917788011426e-13,9.925220970550902e-12,1300.1651191586157,8.599928754468857e-12,1.1727339801007247e-13,7.81822653400483e-15,0.0,0.015809396,-2.90233e-08,6127.1606,0.773161,-179.16582,0.0,0.0,0.0,-1.0136127189444003e-12,1.0938834e-11,2.1330526e-16,0.0,0.0,0.0,7.479999999999999e-16,1.2998917788011426e-13,9.925220970550902e-12,1300.1651191586157,8.599928754468857e-12,1.1727339801007247e-13,7.81822653400483e-15,0.0
2,2,3,801733.0,,1.5336845271932014,104.00137361944992,146.44518505866665,1047.1433121019109,0.716557462570618,34610D,294.57346,-0.5494785,-3.0182807,148.00172749071507,69426.02342622788,0.31277987349421377,0.917132189693792,63.45509373835576,85.477613646005,1530.405248513878,0.0136377015037275,89361.70680416205,0.625886322969398,0.5287924478196313,0.8457017937072606,climb,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.4301571748643309,42.73868602293053,13.329103022542323,22.36162928805492,1414200538183527.5,27.0596719047901,814.910497357777,1493.18021392241,1.36377015037,0.0198650725573609,0.458566094846896,42.7388068230025,23.0840382547194,22.77346059689209,1.36377015037275,0.7307367862482245,694779815617826.0,0.01681075758589017,8.521243776374907e-06,2.8440000000000003,35.8,2023-11-06 02:03:00,0.013637701503727527,0.6258861747592482,0.0,2,893.6170680416205,0.013637701503727527,-0.5494785,-3.0182807,0.6258861747592482,1.2818587,0.0,1.0568182102170565,993.0945303179819,8116.598342372834,0.8118941346415219,-0.5838046883459348,6.604278011613455,246.95904321800938,0.7672759800560912,inf,0.0,240.62886753511594,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.013338375,9.221294e-09,10743.701,0.7429444,-172.50319,0.0,0.0,1.0,-9.867838937279537e-13,1.00911085e-11,2.1164831e-16,0.0,0.0,0.0,7.48e-16,1.1931586962703193e-13,9.104324717272967e-12,1299.7520965290971,8.42205768389147e-12,1.170615787633128e-13,7.80410525088752e-15,0.0,0.013338375,9.221294e-09,10743.701,0.7429444,-172.50319,0.0,0.0,0.0,-9.867838937279537e-13,1.00911085e-11,2.1164831e-16,0.0,0.0,0.0,7.48e-16,1.1931586962703193e-13,9.104324717272967e-12,1299.7520965290971,8.42205768389147e-12,1.170615787633128e-13,7.80410525088752e-15,0.0
3,3,4,801733.0,IGO1004,1.5928562761035163,103.95880853530213,159.47777764,1492.6949044585988,0.7185435750843697,34610D,291.49634,-1.0996566,-2.125276,160.2728907171324,69362.56833248952,0.3155457938398243,2.27358521006688,73.44899539537049,197.406749840813,7026.6865173136775,0.0124980251455565,84631.66762616119,0.6766014539095037,0.6120749616280874,1.0,climb,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.468274745263907,98.7043222642002,16.38011589927148,29.588214942427527,1550569819399240.5,52.5568091179041,1005.71117512761,1924.38855298455,1.24980251456,0.0292678869381528,1.13679260503344,98.7033749204065,38.8409524553531,38.36150934691387,1.24980251455565,1.2664384210008262,1153438631695982.0,0.04905263860528869,2.88757395383201e-05,2.8440000000000003,35.8,2023-11-06 02:04:00,0.012498025145556544,0.6766018833205882,0.0,3,846.3166762616119,0.012498025145556544,-1.0996566,-2.125276,0.6766018833205882,1.2953633,0.0,1.0114449285314346,995.8474839009517,9154.654061101975,0.7626660465466881,-0.6467924716977193,6.27387842451105,246.3329084178705,0.805932447540994,inf,0.0,240.4912442724335,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.012217185,9.863759e-09,15348.653,0.7807699,-167.19984,0.0,0.0,0.9999999999999999,-9.600348283061255e-13,9.29291e-12,2.1232939e-16,0.0,-0.0,0.0,7.48e-16,1.0928770840145296e-13,8.332875308971427e-12,1299.3365506737973,5.575961194413356e-11,2.901975060238677e-13,1.9346500401591176e-14,0.0,0.012217185,9.863759e-09,15348.653,0.7807699,-167.19984,0.0,0.0,0.0,-9.600348283061255e-13,9.29291e-12,2.1232939e-16,0.0,-0.0,0.0,7.48e-16,1.0928770840145296e-13,8.332875308971427e-12,1299.3365506737973,5.575961194413356e-11,2.901975060238677e-13,1.9346500401591176e-14,0.0
4,4,5,801733.0,IGO1004,1.6540695966300318,103.90687330057575,173.367777628,3529.5840000000003,0.7204060767308123,34610D,280.14243,-3.393209,-0.31935388,168.39863301211832,69289.11933709415,0.3513253627025242,1.022734450197974,65.69297250480652,94.0984054175858,2267.914108230868,0.0073034303920536,65513.72471949614,0.7181447560287064,0.5474414375400544,1.0,climb,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.5018874516860028,47.04882024160369,16.94095390137175,33.73284033880832,1488302791861347.0,28.9637018740345,853.824633089188,1573.22233293076,0.730343039205,0.0212720770729934,0.511367225098987,47.0492027087929,24.0393650015592,23.86506813761452,0.73034303920536,0.866529315003649,808947555461398.8,0.022399256348793476,1.1579064428927851e-05,2.8440000000000003,35.8,2023-11-06 02:05:00,0.007303430392053648,0.7181444091919227,0.0,4,655.1372471949613,0.007303430392053648,-3.393209,-0.31935388,0.7181444091919227,1.3071055,0.0,0.8146964968137608,998.4291239770944,10937.230704101195,0.7001003970091046,-0.714044420262279,5.101801370517688,243.8461802874061,0.7681081922061886,inf,0.0,237.71387582311047,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0071382765,3.525149e-08,36492.76,0.7436329,-161.69456,0.0,0.0,0.9999999999999999,-8.377396714524691e-13,6.454258e-12,2.1450236e-16,0.0,-0.0,0.0,7.479999999999999e-16,7.397724378241831e-14,5.616518571260624e-12,1298.9066674592166,7.719957951169209e-12,1.3054051612317315e-13,8.702701074878208e-15,0.0,0.0071382765,3.525149e-08,36492.76,0.7436329,-161.69456,0.0,0.0,0.0,-8.377396714524691e-13,6.454258e-12,2.1450236e-16,0.0,-0.0,0.0,7.479999999999999e-16,7.397724378241831e-14,5.616518571260624e-12,1298.9066674592166,7.719957951169209e-12,1.3054051612317315e-13,8.702701074878208e-15,0.0
5,5,6,801733.0,IGO1004,1.7228052171610169,103.83673569251752,186.743333172,4183.38,0.7220214740311708,34610D,276.174,-3.3657024,0.44339776,178.65791787107486,69223.42636458935,0.36374968376617844,1.037318667479102,63.25432189742953,93.1410194174752,2266.148672653175,0.0062850607277754,60181.00734168642,0.7778613728953687,0.527119349145246,1.0,climb,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.5362756377811478,46.57014836527823,16.93399331672787,34.69803093976289,1473802193138616.8,29.014835934434,862.680808772268,1594.06605678983,0.628506072778,0.0216915484988535,0.518659333739551,46.5705097087376,23.9106642740128,23.76132291651025,0.6285060727775401,0.8941870671437916,785556336981753.4,0.023694812755004128,1.2302450623339873e-05,2.8440000000000003,35.8,2023-11-06 02:06:00,0.006285060727775482,0.7778630038910128,0.0,5,601.8100734168642,0.006285060727775482,-3.3657024,0.44339776,0.7778630038910128,1.3157862,1.2642797e-09,0.7591351686591735,1000.6682975479965,11369.69839384247,0.7009670382757435,-0.7131936702263506,4.773867431598666,243.05954010025513,0.8008483388356074,inf,0.0,237.3425335290133,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0061395816,9.7401056e-08,43291.02,0.7789814,-155.47438,0.0,0.0,1.0,-7.983595418269973e-13,5.6521823e-12,2.184455e-16,0.0,-0.0,0.0,7.479999999999998e-16,6.40661383407536e-14,4.853822526289958e-12,1298.4239573357347,7.1581470824584865e-12,1.3240202694913818e-13,8.826801796609211e-15,0.0,0.0061395816,9.7401056e-08,43291.02,0.7789814,-155.47438,0.0,0.0,0.0,-7.983595418269973e-13,5.6521823e-12,2.184455e-16,0.0,-0.0,0.0,7.479999999999998e-16,6.40661383407536e-14,4.853822526289958e-12,1298.4239573357347,7.1581470824584865e-12,1.3240202694913818e-13,8.826801796609211e-15,0.0
6,6,7,801733.0,IGO1004,1.7943572998046875,103.76389842922404,194.974444276,4835.3133333333335,0.7235845933858567,34610D,272.3054,-3.026068,0.942785,189.98939153831887,69160.17204269192,0.3760368667074717,1.067249464138118,60.71976833766029,93.1569918395772,2534.184459395988,0.0049180917572129,55219.038742685225,0.7660493872625476,0.5059980694805024,1.0,climb,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.5743259746040843,46.57871981388863,17.025071027927744,35.50063432113008,1461744233233908.0,29.2997392866159,876.440087459427,1626.10013155234,0.491809175721,0.0223408052007093,0.533624732069059,46.5784959197886,23.8856535059944,23.768756580178227,0.49180917572129,0.9346344798535609,758857349168813.9,0.025840205809651177,1.3455678043583749e-05,2.8440000000000003,35.8,2023-11-06 02:07:00,0.004918091757212914,0.7660494180431208,0.0,6,552.1903874268522,0.004918091757212914,-3.026068,0.942785,0.7660494180431208,1.308984,1.2908087e-08,0.7064396019540706,1002.8350193103523,11931.049130967078,0.7011438520440351,-0.7130198445631456,4.46127731030207,242.26377573546705,0.7597327816704034,inf,0.0,236.13892305001076,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.004803645,1.0214912e-07,50094.145,0.74099183,-150.79312,0.0,0.0,0.9999999999999999,-7.589701003716697e-13,4.938133e-12,2.188115e-16,0.0,-0.0,0.0,7.479999999999999e-16,5.5295924912307915e-14,4.179162571038552e-12,1297.9170825980043,6.915163133304292e-12,1.3622235552327528e-13,9.08149036821835e-15,0.0,0.004803645,1.0214912e-07,50094.145,0.74099183,-150.79312,0.0,0.0,0.0,-7.589701003716697e-13,4.938133e-12,2.188115e-16,0.0,-0.0,0.0,7.479999999999999e-16,5.5295924912307915e-14,4.179162571038552e-12,1297.9170825980043,6.915163133304292e-12,1.3622235552327528e-13,9.08149036821835e-15,0.0
7,7,8,801733.0,IGO1004,1.869444766287076,103.68749684300916,200.63333316,5562.6,0.7250824961144019,34610D,267.97705,-4.567638,0.92579734,198.8314926494478,69099.45227435426,0.3849773258055847,0.89759382907392,58.09143840406395,76.6440197393788,1979.968955918968,0.0036986113209454,50079.94046965324,0.7522780810773464,0.4840953200338662,1.0,climb,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.6058897256168301,38.32103553964829,17.021449249810104,36.28235538999999,1450000000000000.2,25.602955720383,852.955876027058,1568.54854327765,0.369861132095,0.0210614645083136,0.44879691453696,38.3220098696894,21.3089129846505,21.23039002376053,0.36986113209454,0.8638045755686509,672844614978035.6,0.023041277453462135,9.543595403735689e-06,2.8440000000000003,35.8,2023-11-06 02:08:00,0.003698611320945453,0.7522784757841249,0.0,7,500.79940469653235,0.003698611320945453,-4.567638,0.92579734,0.7522784757841249,1.3000907,4.8378697e-09,0.6510414665784363,1004.9113571217125,12344.213494269052,0.7006804692162174,-0.7134752133458749,4.10059480809432,241.281716451129,0.7153323522479411,inf,0.0,234.78665293871646,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0036141817,1.8190359e-07,57688.25,0.7105163,-147.64517,0.0,0.0,1.0,-7.150349715391576e-13,4.2266e-12,2.2495925e-16,0.0,-0.0,0.0,7.480000000000001e-16,4.662330178857551e-14,3.5115648118322257e-12,1297.3823417286867,4.357509579803508e-12,1.14567727422894e-13,7.637848494859598e-15,0.0,0.0036141817,1.8190359e-07,57688.25,0.7105163,-147.64517,0.0,0.0,0.0,-7.150349715391576e-13,4.2266e-12,2.2495925e-16,0.0,-0.0,0.0,7.480000000000001e-16,4.662330178857551e-14,3.5115648118322257e-12,1297.3823417286867,4.357509579803508e-12,1.14567727422894e-13,7.637848494859598e-15,0.0
8,8,9,801733.0,IGO1004,1.9471435546875,103.6083317126258,208.34999982,6129.528,0.7265288352220431,34610D,264.5933,-6.9259915,0.83408654,203.3008160386717,69041.3608359502,0.390540296452993,0.847075443428222,56.17991596241686,71.7624502538024,1748.576018241862,0.0030631712806506,46348.6728707049,0.7731953466657133,0.4681659663534738,1.0,climb,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.6234576091139252,35.881560793452564,16.912055376823115,36.28235539,1450000000000000.0,24.2756463741029,848.839399596696,1560.54362913896,0.306317128065,0.0208989560944733,0.423537721714111,35.8812251269012,20.2659749989194,20.20408642164085,0.30631712806506,0.8508319713644773,636767647380653.2,0.0225858496161387,8.642889136946047e-06,2.8440000000000003,35.8,2023-11-06 02:09:00,0.003063171280650642,0.773194531122047,0.0,8,463.48672870704905,0.003063171280650642,-6.9259915,0.83408654,0.773194531122047,1.285967,1.2543635e-08,0.610240334192597,1006.9162329606214,12641.761182441607,0.7011874084713596,-0.71297701099069,3.8276228972105506,240.48622871858382,0.7113200650672686,inf,0.0,234.00580704960828,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0029938295,2.1920387e-07,63690.742,0.7258927,-144.36691,0.0,0.0,1.0,-6.803100322245666e-13,3.7433177e-12,2.2783447e-16,0.0,-0.0,0.0,7.479999999999999e-16,4.0794933541928576e-14,3.063007621591143e-12,1296.8290041398634,3.516072745350401e-12,1.0811962534261068e-13,7.20797502284071e-15,0.0,0.0029938295,2.1920387e-07,63690.742,0.7258927,-144.36691,0.0,0.0,0.0,-6.803100322245666e-13,3.7433177e-12,2.2783447e-16,0.0,-0.0,0.0,7.479999999999999e-16,4.0794933541928576e-14,3.063007621591143e-12,1296.8290041398634,3.516072745350401e-12,1.0811962534261068e-13,7.20797502284071e-15,0.0
9,9,10,801733.0,IGO1004,2.02679443359375,103.5272889218088,212.979999816,6629.400000000001,0.7279367346504042,34610D,261.437,-8.310146,0.617005,207.78674326647612,68985.18091998778,0.39117691642583186,0.693380382116658,51.47737424270797,57.5672349301262,1013.6929905615248,0.0024163739906033,43248.54735942331,0.7534517184024843,0.4289781186892331,0.9423854028724924,climb,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.6410494421668127,28.783590948261683,15.72084760061917,35.37685525963681,1463603835367636.8,20.8136919563332,820.701314293292,1492.57000781784,0.24163739906,0.0194562148985079,0.346690191058329,28.7836174650631,17.8189947462451,17.77604118267539,0.24163739906033,0.7510070880786802,460175850960454.0,0.019610922985228197,5.75596776205222e-06,2.8440000000000003,35.8,2023-11-06 02:10:00,0.002416373990603368,0.7534532480034766,0.0,9,432.4854735942332,0.002416373990603368,-8.310146,0.617005,0.7534532480034766,1.258305,1.1801118e-08,0.5762977478003039,1008.8678355883238,12914.546795885111,0.6657696000138174,-0.7461573826596113,3.5733497987385414,239.69868559652076,0.67204505272292,inf,0.0,232.93343119540867,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.002362044,1.7432683e-07,68957.92,0.6971947,-141.25615,0.0,0.0,1.0,-6.498481045230857e-13,3.3520038e-12,2.243752e-16,0.0,-0.0,0.0,7.48e-16,3.6100397720594476e-14,2.7021555792884045e-12,1296.2591191722188,2.204607014200485e-12,8.850218444648114e-14,5.900145629765408e-15,0.0,0.002362044,1.7432683e-07,68957.92,0.6971947,-141.25615,0.0,0.0,0.0,-6.498481045230857e-13,3.3520038e-12,2.243752e-16,0.0,-0.0,0.0,7.48e-16,3.6100397720594476e-14,2.7021555792884045e-12,1296.2591191722188,2.204607014200485e-12,8.850218444648114e-14,5.900145629765408e-15,0.0
