,Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,fuel_flow_corrected,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_waypoint,cocip_level,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,cocip_mean_contrail_altitude,cocip_mean_rhi,cocip_std_rhi,cocip_mean_n_ice_per_m,cocip_std_n_ice_per_m,cocip_mean_r_ice_vol,cocip_mean_width,cocip_mean_depth,cocip_mean_tau_contrail,cocip_mean_tau_cirrus,cocip_max_age,cocip_mean_rf_sw,cocip_mean_rf_lw,cocip_mean_rf_net,cocip_mean_olr,cocip_mean_sdr,cocip_mean_rsr,cocip_contrail_length,cocip_persistent_contrail_length,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact_conservative,accf_issr_co2_impact_optimistic,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact_conservative,accf_sac_co2_impact_optimistic,accf_sac_contrails_atr20
0,0,1,461f63,FIN43D,60.33805847167969,24.99399119410021,82.825555484,518.1600000000001,-0.2100595489953229,34610D,270.08453,-0.6988307,-9.352591,101.04026371280816,69696.73355775926,0.24936297356678938,0.9207030183309564,55.24218109985739,100.2087168821388,1018.1482363703084,0.0021542532091211,95253.08221487128,0.6968372381968352,0.4603515091654782,0.4877027569841,climb,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,30.50182418342243,4.509564974882176,0.3066915747116087,50.10417741086517,15.459449093916684,13.863660702408271,1013094254242638.4,28.0091908633722,750.929613615936,1066.69239241285,0.215425320912,0.0158024751920891,0.375311934958942,50.1043584410694,23.7501992818712,23.69914532200784,19.243811845444025,0.524003250340044,413384124816857.7,0.9207030183309564,0.0008469223489212938,3.6214344420952543e-06,2.8440000000000003,35.8,2023-05-04 21:01:00,0.002154253209121194,0.6968379060048556,0.0,0,952.5308221487128,0.002154253209121194,-0.6988307,-9.352591,0.6968379060048556,0.035898462,0.0,1.228631871821257,0.0,6029.785920388542,0.6666672554820844,0.7453554658469911,6.381843861310537,246.5406691170568,0.676350257616624,inf,0.0,239.3464971700442,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0021064456,3.863036e-08,5914.7583,0.6672802,-228.92389,0.0,0.0,0.9999999999999999,-8.99903594984114e-13,6.767393e-12,2.1391526e-16,0.0,0.0,0.0,7.479999999999999e-16,7.723927591249242e-14,5.867489280653325e-12,968.2912339480054,2.745154016407427e-13,1.175173547598998e-13,7.834490317326654e-15,0.0,0.0021064456,3.863036e-08,5914.7583,0.6672802,-228.92389,0.0,0.0,0.0,-8.99903594984114e-13,6.767393e-12,2.1391526e-16,0.0,0.0,0.0,7.479999999999999e-16,7.723927591249242e-14,5.867489280653325e-12,968.2912339480054,2.745154016407427e-13,1.175173547598998e-13,7.834490317326654e-15,0.0
1,1,2,461f63,FIN43D,60.37413024902344,25.075630977235992,118.32222212,845.82,-0.2103553570766212,34610D,267.34067,-0.49952975,-8.746495,126.49559489660588,69641.4913766594,0.35946016063579095,1.0223924788228325,82.21504859288275,128.1272324509042,2502.2892407036084,0.0018950551319709,91568.03740577509,0.744310552471869,0.6851254049406896,0.7343204030302902,climb,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,26.037753633000733,3.8563200663028967,0.3859225089117658,64.0636348510064,18.588178485861768,25.59477445914603,1566805814603140.0,36.1347073689987,796.78393631887,1224.33242176816,0.189505513197,0.0179426027166293,0.545047329779582,64.0636162254521,30.3772723716627,30.31981465130733,12.908316992266007,0.6679925809496859,815133196865073.1,1.0223924788228325,0.002088263097092608,9.309055008085365e-06,2.8440000000000003,35.8,2023-05-04 21:02:00,0.001895055131970928,0.744310240216397,0.0,1,915.6803740577508,0.001895055131970928,-0.49952975,-8.746495,0.744310240216397,0.05697743,3.812411e-09,1.1932221939260197,0.0,6727.090235406854,0.9159880604940928,0.40120552467815057,7.187832578480295,247.999894518845,0.7033768561790847,inf,0.0,240.95282178410727,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0018533062,1.4789939e-07,8971.553,0.7059936,-228.34227,0.0,0.0,1.0,-8.856362656824001e-13,6.2281747e-12,2.2233808e-16,0.0,0.0,0.0,7.480000000000003e-16,7.042333871317976e-14,5.342538510430175e-12,967.6896065281541,6.843870316756705e-13,1.3049686733457352e-13,8.699791155638233e-15,0.0,0.0018533062,1.4789939e-07,8971.553,0.7059936,-228.34227,0.0,0.0,0.0,-8.856362656824001e-13,6.2281747e-12,2.2233808e-16,0.0,0.0,0.0,7.480000000000003e-16,7.042333871317976e-14,5.342538510430175e-12,967.6896065281541,6.843870316756705e-13,1.3049686733457352e-13,8.699791155638233e-15,0.0
2,2,3,461f63,FIN43D,60.429134045617054,25.12445722307477,130.668888776,1653.5400000000002,-0.210241646385678,34610D,261.49612,2.0787206,-6.4071717,148.60255904568504,69559.27632806652,0.354732404454206,0.8793557319213827,66.31315013779755,92.5736975221408,1436.098199407674,0.0011555097466908,82974.78838491326,0.6875920416609302,0.5526095844816462,0.6083708406562408,climb,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,26.14333837289869,3.8912918736338806,0.458406612439052,46.28601012360804,17.09540904551078,20.51766695262228,1327165045802254.2,30.1455347518058,767.1051965474,1131.24322300944,0.115550974669,0.0162874450187623,0.42007948854593,46.2868487610704,25.791613605573,25.761845541956525,15.22041552055887,0.5717180208288428,501000207088352.2,0.8793557319213827,0.0013633947817295773,4.900445504808259e-06,2.8440000000000003,35.8,2023-05-04 21:03:00,0.001155509746690898,0.6875922628522184,0.0,2,829.7478838491327,0.001155509746690898,2.0787206,-6.4071717,0.6875922628522184,0.074617565,1.4601181e-07,1.1054099080628654,0.0,8544.990800005955,0.7447234338120295,-0.6673732142746063,6.461447510680899,246.69186229894459,0.6136561157661082,inf,0.0,238.97086662369884,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0011297418,2.2390535e-07,16460.492,0.6490327,-227.69826,0.0,0.0,1.0,-8.50909464808825e-13,5.1138347e-12,2.2841506e-16,0.0,0.0,0.0,7.479999999999999e-16,5.639444495655171e-14,4.26292537682848e-12,966.7722191781689,3.0665158017636527e-13,1.1223984004710844e-13,7.482656003140561e-15,0.0,0.0011297418,2.2390535e-07,16460.492,0.6490327,-227.69826,0.0,0.0,0.0,-8.50909464808825e-13,5.1138347e-12,2.2841506e-16,0.0,0.0,0.0,7.479999999999999e-16,5.639444495655171e-14,4.26292537682848e-12,966.7722191781689,3.0665158017636527e-13,1.1223984004710844e-13,7.482656003140561e-15,0.0
3,3,4,461f63,FIN43D,60.486236572265625,25.02050991716056,151.76111098,2118.36,-0.2096878757302901,34610D,258.11966,4.025046,-6.3265367,168.86012279050243,69492.96317792872,0.3766363238476378,0.8735164427210199,67.39349873063165,85.9240270582264,1434.4225814738652,0.0008776803371523,78333.6820030578,0.6706536831924057,0.5616124894219304,0.631480981698423,climb,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,27.13050869153064,4.045764389714099,0.5242926535844976,42.96187250982207,17.336563336928023,21.675682892356573,1381823693413128.5,30.2611698633416,770.589022979752,1121.2884345135,0.0877680337152,0.0160513096397966,0.415015169205981,42.9620135291132,25.8555331944391,25.83286020098829,15.749078311542386,0.5824287631314985,485089404938268.1,0.8735164427210199,0.001306910470482028,4.845554418391487e-06,2.8440000000000003,35.8,2023-05-04 21:04:00,0.000877680337152326,0.6706543740077421,0.0,3,783.336820030578,0.000877680337152326,4.025046,-6.3265367,0.6706543740077421,0.076330826,6.079356e-07,1.0572310391493929,0.0,10590.383165001072,0.5754203859833056,-0.8178577990059297,6.3128662478062125,246.40829743256035,0.5790014056910732,inf,0.0,238.44835784677457,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00085807435,3.326106e-07,20757.467,0.63621706,-227.47556,0.0,0.0,1.0000000000000002,-8.308811389433198e-13,4.5273585e-12,2.3657622e-16,0.0,0.0,0.0,7.48e-16,4.903878235273874e-14,3.6964773936719356e-12,965.8198279098601,2.53195642210446e-13,1.1149452064786432e-13,7.432968043190954e-15,0.0,0.00085807435,3.326106e-07,20757.467,0.63621706,-227.47556,0.0,0.0,0.0,-8.308811389433198e-13,4.5273585e-12,2.3657622e-16,0.0,0.0,0.0,7.48e-16,4.903878235273874e-14,3.6964773936719356e-12,965.8198279098601,2.53195642210446e-13,1.1149452064786432e-13,7.432968043190954e-15,0.0
4,4,5,,,60.54089218520622,24.86228326150616,156.5968887536,2583.378890701468,-0.2090311261432897,34610D,254.98534,5.587601,-6.8151526,184.3142828815975,69425.56967919809,0.40122907001823205,0.9025743817172678,71.64077930768693,86.6492564141758,1567.6695215798177,0.0006722167583041,73903.20336720873,0.6495231604531612,0.5970064942307244,0.6869820737666257,climb,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,26.586880023713046,3.970159857253994,0.5757826975542707,43.32477635814418,17.899732748668125,24.41965796568195,1511340016496149.2,31.5478376667038,780.253954334388,1145.1582617596,0.0672216758304,0.0163243035878025,0.43908995766455,43.3246282070879,26.8979289255953,26.87985983335445,14.837238639711808,0.6130681792515866,534928351156173.25,0.9025743817172678,0.001520643236479718,5.640919251138302e-06,2.8440000000000003,35.8,2023-05-04 21:05:00,0.0006722167583041694,0.64952268585975,0.0,4,739.0320336720873,0.0006722167583041694,5.587601,-6.8151526,0.64952268585975,0.06280235,1.240933e-06,1.0096956849238443,0.0,12087.831524169216,0.4509723047668072,-0.8925379433577679,6.199336065004727,246.18760356548634,0.5437035035693524,inf,0.0,237.99554318235374,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00065721886,5.187543e-07,25045.5,0.62745875,-227.09802,0.0,0.0,0.9999999999999999,-8.109333884369847e-13,4.013128e-12,2.509248e-16,0.0,0.0,0.0,7.48e-16,4.262745495888681e-14,3.202194626877845e-12,964.9052408249921,2.6369950344828913e-13,1.1520343878718347e-13,7.680229252478897e-15,0.0,0.00065721886,5.187543e-07,25045.5,0.62745875,-227.09802,0.0,0.0,0.0,-8.109333884369847e-13,4.013128e-12,2.509248e-16,0.0,0.0,0.0,7.48e-16,4.262745495888681e-14,3.202194626877845e-12,964.9052408249921,2.6369950344828913e-13,1.1520343878718347e-13,7.680229252478897e-15,0.0
5,5,6,,,60.58972609021037,24.6648793684984,161.4326665272,3092.041859706362,-0.2083675180257466,34610D,251.72313,6.433885,-7.552772,198.1226571470029,69353.92889989041,0.4101697157298401,0.8820039369230724,70.03432115861385,80.5282773358376,1567.1882446753068,0.0005595831189813,69291.54882889376,0.6930190033706422,0.5836193429884488,0.6898212937074606,climb,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,25.45986662665592,3.804733082422593,0.6229164521997862,40.26416723842881,17.763600223059388,24.74040251436885,1526479240973325.8,30.7887153146589,779.302752241952,1143.34526624842,0.0559583118981,0.0161370027055813,0.425491891337217,40.2641386679188,26.3674673110175,26.352720773333512,14.493682276524304,0.6099894375415499,502933669821671.6,0.8820039369230724,0.0015725298912071858,5.2766246166411285e-06,2.8440000000000003,35.8,2023-05-04 21:06:00,0.0005595831189813917,0.693019576753468,0.0,5,692.9154882889376,0.0005595831189813917,6.433885,-7.552772,0.693019576753468,0.029643953,8.920853e-07,0.9589580175034347,0.0,12073.289009639417,0.4515150911983963,-0.8922634826216436,5.900022331417762,245.58807648408452,0.5617270751581547,inf,0.0,237.5671448392297,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00054689025,6.2510225e-07,29733.463,0.6749489,-226.95683,0.0,0.0,1.0,-7.892046889524097e-13,3.5135102e-12,2.5912247e-16,0.0,0.0,0.0,7.48e-16,3.642309393540818e-14,2.7243054976282542e-12,964.0871678021932,2.2671303468615136e-13,1.1257785354382172e-13,7.505190236254781e-15,0.0,0.00054689025,6.2510225e-07,29733.463,0.6749489,-226.95683,0.0,0.0,0.0,-7.892046889524097e-13,3.5135102e-12,2.5912247e-16,0.0,0.0,0.0,7.48e-16,3.642309393540818e-14,2.7243054976282542e-12,964.0871678021932,2.2671303468615136e-13,1.1257785354382172e-13,7.505190236254781e-15,0.0
6,6,7,,,60.63855999521452,24.467475475490644,166.2684443008,3600.7048287112566,-0.2077029740402565,34610D,248.61993,6.1255445,-8.267253,206.45383906274483,69283.8945787318,0.4100611456032441,0.8440508303967836,66.2820187282993,73.933743480023,1566.5480419506714,0.0004623382602194,64915.7329138443,0.7277619237150814,0.5523501560691609,0.6699329300352233,climb,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,24.401497528161133,3.648942883310251,0.6531489178861958,36.96640340428448,17.34215626330617,24.225786688486288,1502189242781809.0,29.3126458247668,774.295193030279,1131.53503890561,0.0462338260219,0.0158358955338041,0.399689278685515,36.9668717400115,25.2394490625629,25.22778529220172,14.510218044399576,0.5940109678899366,449133873588231.7,0.8440508303967836,0.0015252671555408492,4.583688552968647e-06,2.8440000000000003,35.8,2023-05-04 21:07:00,0.00046233826021944134,0.7277623052471648,0.0,6,649.1573291384431,0.00046233826021944134,6.1255445,-8.267253,0.7277623052471648,0.0041197124,5.591179e-08,0.9096126127969338,0.0,12058.744006481982,0.4520592798614447,-0.8919878964936419,5.525950700043707,244.79963709082244,0.5720624758152273,inf,0.0,236.91156559880858,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00045145562,7.1130376e-07,34409.83,0.7106258,-226.943,0.0,0.0,1.0,-7.675564613047949e-13,3.0734627e-12,2.6576718e-16,0.0,0.0,0.0,7.48e-16,3.099054749394306e-14,2.305906179324983e-12,963.2690947793945,1.781178332533002e-13,1.0773356760678258e-13,7.18223784045217e-15,0.0,0.00045145562,7.1130376e-07,34409.83,0.7106258,-226.943,0.0,0.0,0.0,-7.675564613047949e-13,3.0734627e-12,2.6576718e-16,0.0,0.0,0.0,7.48e-16,3.099054749394306e-14,2.305906179324983e-12,963.2690947793945,1.781178332533002e-13,1.0773356760678258e-13,7.18223784045217e-15,0.0
7,7,8,,,60.68739390021867,24.270071582482885,171.1042220744,4109.367797716151,-0.2070374960883641,34610D,245.31146,5.0336337,-9.267928,209.3262932329279,69217.61256000349,0.40842695921444017,0.8111429767454705,63.009831432047775,69.796953598577,1565.681974332865,0.0003788285701686,60766.415826467666,0.7793422819598272,0.5250819286003982,0.6488936034776918,climb,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,23.78230749781481,3.558336707127514,0.6666871403535972,34.89898534914553,16.926879554661873,24.02931352674191,1492915659453375.2,27.9913356700175,768.738859092681,1118.97149029827,0.0378828570169,0.0156180616048371,0.377673914133166,34.8984767992885,24.1818686395882,24.1727113259195,14.758352808238437,0.5767184799509242,407963470280332.6,0.8111429767454705,0.0014365817415185576,4.0303439847691615e-06,2.8440000000000003,35.8,2023-05-04 21:08:00,0.00037882857016860216,0.7793425437207014,0.0,7,607.6641582646766,0.00037882857016860216,5.0336337,-9.267928,0.7793425437207014,9.419936e-05,1.0375729e-09,0.8629551656165778,0.0,12044.196548020338,0.45260487494179535,-0.8917111792385032,5.158079333206581,243.97664736261925,0.5928717861745852,inf,0.0,236.2997619989575,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00037004772,7.026263e-07,39124.133,0.7650223,-226.9312,0.0,0.0,0.9999999999999999,-7.457617186733041e-13,2.6589223e-12,2.6509828e-16,0.0,0.0,0.0,7.479999999999997e-16,2.588418709316153e-14,1.91316067708895e-12,962.4510217565958,1.3376129072806655e-13,1.035332512887816e-13,6.902216752585438e-15,0.0,0.00037004772,7.026263e-07,39124.133,0.7650223,-226.9312,0.0,0.0,0.0,-7.457617186733041e-13,2.6589223e-12,2.6509828e-16,0.0,0.0,0.0,7.479999999999997e-16,2.588418709316153e-14,1.91316067708895e-12,962.4510217565958,1.3376129072806655e-13,1.035332512887816e-13,6.902216752585438e-15,0.0
8,8,9,,,60.736227805222825,24.07266768947513,175.939999848,4618.030766721044,-0.2063710860749995,34610D,242.14302,4.5554647,-10.968544,209.4880763362564,69154.60272857144,0.4100961311882379,0.7979450425050395,61.703558098409616,68.888667062408,1565.4258225198882,0.0002605431508975,56834.51722472721,0.696046268520874,0.5141963174867468,0.6474975525853361,climb,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,23.1091302411564,3.4603486105659265,0.6715533924779669,34.44476146487163,16.73535575296157,24.924872775499416,1535186284332448.8,27.2744464741112,766.736224738872,1119.20075203735,0.0260543150898,0.0156643114557092,0.369179566818724,34.444333531204,23.5681962697548,23.562057337094565,14.712159866315025,0.5705920668777171,396972772010948.8,0.7979450425050395,0.001427580276159325,3.874084534251017e-06,2.8440000000000003,35.8,2023-05-04 21:09:00,0.00026054315089757353,0.6960466559345846,0.0,8,568.3451722472721,0.00026054315089757353,4.5554647,-10.968544,0.6960466559345846,0.0,0.0,0.8176786710883628,0.0,12029.646667695799,0.45315188063676093,-0.8914333250868327,4.837482462812664,243.2158068774016,0.5131504912539725,0.9949169888654693,0.0,235.05465875526008,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0002542556,7.954054e-07,43842.184,0.6548342,-226.77379,0.0,0.0,1.0000000000000002,-7.239772723329027e-13,2.302642e-12,2.7225e-16,0.0,0.0,0.0,7.480000000000001e-16,2.154289280789767e-14,1.5786648310999544e-12,961.6329487337974,1.0789832536706223e-13,1.0184868385568887e-13,6.789912257045923e-15,0.0,0.0002542556,7.954054e-07,43842.184,0.6548342,-226.77379,0.0,0.0,0.0,-7.239772723329027e-13,2.302642e-12,2.7225e-16,0.0,0.0,0.0,7.480000000000001e-16,2.154289280789767e-14,1.5786648310999544e-12,961.6329487337974,1.0789832536706223e-13,1.0184868385568887e-13,6.789912257045923e-15,0.0
9,9,10,,,60.78506171022698,23.87526379646737,180.7757776216,5126.693735725938,-0.2057037459084431,34610D,239.02884,4.4992013,-12.598233,209.99825954015697,69092.89917047303,0.41152905444295096,0.7823241366564401,60.26657039540187,67.611407015348,1565.5904508380574,0.0001773260913948,53111.21215722206,0.6164109851798929,0.5022214199616822,0.6453152309343559,climb,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,22.479228428984715,3.367898110632824,0.6775600170238073,33.80601336428569,16.51717276120906,25.772653287770414,1575201740667375.2,26.4971911261027,764.682963444695,1118.26494805609,0.0177326091395,0.0156923168960122,0.359360002186382,33.805703507674,22.9003788648764,22.896318750165104,14.727075833183031,0.5643598380224153,383263094723538.7,0.7823241366564401,0.0014062021575262495,3.692501932612565e-06,2.8440000000000003,35.8,2023-05-04 21:10:00,0.00017732609139481273,0.6164116680576789,0.0,9,531.1121215722205,0.00017732609139481273,4.4992013,-12.598233,0.6164116680576789,0.0,0.0,0.7740666530535374,0.0,12015.094399064026,0.4537003011554713,-0.8911543282346973,4.531254899867214,242.44611598410918,0.4406417460730916,0.9389113858455062,0.0,233.90985164948668,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00017306862,8.51909e-07,48545.38,0.5968723,-226.70424,0.0,0.0,1.0,-7.022876852972008e-13,1.990938e-12,2.766055e-16,0.0,0.0,0.0,7.48e-16,1.777706058028957e-14,1.2886503913413177e-12,960.8123086731127,8.505911305109508e-14,9.985485142793311e-14,6.65699009519554e-15,0.0,0.00017306862,8.51909e-07,48545.38,0.5968723,-226.70424,0.0,0.0,0.0,-7.022876852972008e-13,1.990938e-12,2.766055e-16,0.0,0.0,0.0,7.48e-16,1.777706058028957e-14,1.2886503913413177e-12,960.8123086731127,8.505911305109508e-14,9.985485142793311e-14,6.65699009519554e-15,0.0
