trajectory,season,diurnal,engine,saf_level,water_injection,untrimmed_min_altitude,untrimmed_max_altitude,trimmed_min_altitude,trimmed_max_altitude,fuel_sum,fuel_kg_sum,energy_sum,ei_co2_conservative_sum,ei_co2_optimistic_sum,co2_conservative_sum,co2_optimistic_sum,ei_nox_sum,nox_sum,ei_nvpm_mass_sum,nvpm_mass_sum,ei_nvpm_num_sum,nvpm_num_sum,nox_impact_sum,co2_impact_cons_sum,co2_impact_opti_sum,h2o_impact_sum,contrail_atr20_cocip_sum,contrail_atr20_accf_sum,climate_non_co2,climate_total_cons_sum,climate_total_opti_sum,is_special_case,contrail_category
sfo_dfw,2023-02-06,nighttime,GTF2000,0,0,632.46,11308.08,632.46,11308.08,106.65402484503373,6399.241490702025,275365760.5863988,587.7600000000001,587.7600000000001,20221.603110618395,20221.603110618395,2.1242310663742927,82.79704325941066,0.0021046001705570232,0.09646510688854376,9.600903629371267e+16,3.801783097745324e+18,1.5924467851234632e-10,1.512575912674256e-11,1.512575912674256e-11,1.063066358430776e-11,0.0,0.0,1.698753420966541e-10,1.8500110122339666e-10,1.8500110122339666e-10,False,no contrail
sfo_dfw,2023-02-06,nighttime,GTF,0,0,632.46,11308.08,632.46,11308.08,86.55085005226385,5193.051003135832,223462177.71593797,587.7600000000001,587.7600000000001,16410.04116990923,16410.04116990923,2.157732418607156,67.18582681708467,0.00128117500650308,0.04728718299555125,1.0572671504748813e+17,3.2655850942137713e+18,1.1679025571256827e-10,1.2274710795092104e-11,1.2274710795092104e-11,8.798997438604633e-12,0.0,0.0,1.255892531511729e-10,1.37863963946265e-10,1.37863963946265e-10,False,no contrail
sfo_dfw,2023-02-06,nighttime,GTF2035,0,0,632.46,11308.08,632.46,11308.08,79.49492512552499,4769.6955075315,205244767.38458797,587.7600000000001,587.7600000000001,15072.23780379954,15072.23780379954,2.5237635413223596,72.33804336557118,0.0013001884098455836,0.04428432968151959,1.0306792776556368e+17,2.990829837075721e+18,1.2533123003876724e-10,1.1274033877242057e-11,1.1274033877242057e-11,8.092925985258661e-12,0.0,0.0,1.3342415602402589e-10,1.4469818990126793e-10,1.4469818990126793e-10,False,no contrail
sfo_dfw,2023-02-06,nighttime,GTF2035,20,0,632.46,11308.08,632.46,11308.08,79.1005125390931,4746.030752345587,205242099.88518488,576.0048000000002,477.26112000000023,14697.50803386381,12177.935228058588,2.523669990553163,71.97626500031828,0.0010703810854521263,0.03694800345903922,8.590337867666234e+16,2.572106663188875e+18,1.2470401411304234e-10,1.0993736009330133e-11,9.109095550587824e-12,7.891717005301479e-12,0.0,0.0,1.3259573111834384e-10,1.4358946712767396e-10,1.4170482666893165e-10,False,no contrail
sfo_dfw,2023-02-06,nighttime,GTF2035,100,0,632.46,11308.08,632.46,11308.08,77.56107504215903,4653.664502529542,205231258.22605532,528.9840000000002,35.26559999999999,13235.021845194018,882.334789679601,2.5232960794578925,70.56487006431679,0.0005763638267301488,0.02107855219410646,5.134558262492831e+16,1.7053364709847885e+18,1.2225521789721e-10,9.899796340205126e-12,6.599864226803416e-13,7.106487374209197e-12,0.0,0.0,1.293617052714192e-10,1.3926150161162432e-10,1.3002169169409954e-10,False,no contrail
sfo_dfw,2023-02-06,nighttime,GTF2035_wi,0,15,632.46,11308.08,632.46,11308.08,71.18820235986865,4271.292141592119,183797972.1448505,584.6000000000001,584.6000000000001,13497.283167431098,13497.283167431098,0.1867872054020591,5.07465397952179,0.0010324415022411374,0.03281991918803387,7.270131955663386e+16,2.1393821785029343e+18,8.559858060585034e-12,1.0095967809238462e-11,1.0095967809238462e-11,7.355810753562448e-12,0.0,0.0,1.5915668814147482e-11,2.6011636623385944e-11,2.6011636623385944e-11,False,no contrail
sfo_dfw,2023-02-06,nighttime,GTF2035_wi,20,15,632.46,11308.08,632.46,11308.08,72.5788273007453,4354.729638044718,188320283.19724384,572.9080000000001,474.6952000000002,13485.726743096884,11173.887872851705,0.19474655836464588,5.149927626704742,0.0008628581753159744,0.027543209487555162,6.789657425225277e+16,1.909194718360279e+18,9.042226738147083e-12,1.008732360383647e-11,8.358068128893077e-12,7.2468589962712236e-12,0.0,0.0,1.6289085734418308e-11,2.637640933825478e-11,2.4647153863311385e-11,False,no contrail
sfo_dfw,2023-02-06,nighttime,GTF2035_wi,100,15,632.46,11308.08,632.46,11308.08,69.45836644611323,4167.501986766794,183791005.11840236,526.1400000000001,35.07599999999999,11852.375650364764,790.1583766909841,0.1867277821735035,4.949838928380643,0.00046467650147199026,0.015743419436986084,4.0158077366353944e+16,1.2602702507129428e+18,8.349096472157192e-12,8.865576986472843e-12,5.910384657648561e-13,6.459387548339285e-12,0.0,0.0,1.4808484020496478e-11,2.367406100696932e-11,1.5399522486261333e-11,False,no contrail
sfo_dfw,2023-05-05,daytime,GTF1990,0,0,632.46,11308.08,632.46,11308.08,110.25054104534442,6615.032462720664,284651461.9033329,587.7600000000001,587.7600000000001,20903.502582197296,20903.502582197296,2.175854864547028,87.0630570851282,0.008135275993856012,0.32528640447642676,8.127260089200009e+17,2.869110687809011e+19,1.710611932946623e-10,1.5635819931483578e-11,1.5635819931483578e-11,1.0415005512816002e-11,0.0,1.2447438868893852e-11,1.814761988074783e-10,1.9711201873896187e-10,1.9711201873896187e-10,False,no contrail
sfo_dfw,2023-05-05,daytime,GTF2000,0,0,632.46,11308.08,632.46,11308.08,110.25054104534442,6615.032462720664,284651461.9033329,587.7600000000001,587.7600000000001,20903.502582197296,20903.502582197296,2.178537107425881,87.18918311639676,0.0022031239648484377,0.1024694822941524,9.484229552095594e+16,3.887727610839942e+18,1.716576472811878e-10,1.5635819931483578e-11,1.5635819931483578e-11,1.0415005512816002e-11,0.0,1.2447438868893852e-11,1.820726527940038e-10,1.9770847272548737e-10,1.9770847272548737e-10,False,no contrail
sfo_dfw,2023-05-05,daytime,GTF,0,0,632.46,11308.08,632.46,11308.08,92.91336160475396,5574.801696285236,239889291.79285002,587.7600000000001,587.7600000000001,17616.373360261347,17616.373360261347,2.2571263492945475,72.21626305337281,0.001380191409319418,0.05132569986767444,1.157834854987722e+17,3.570888010954337e+18,1.3423777635718802e-10,1.3177047273475489e-11,1.3177047273475489e-11,8.79981543339309e-12,0.0,1.2447438868893852e-11,1.4303759179058112e-10,1.562146390640566e-10,1.562146390640566e-10,False,no contrail
sfo_dfw,2023-05-05,daytime,GTF2035,0,0,632.46,11308.08,632.46,11308.08,82.83603608718488,4970.162165231093,213871048.1320592,587.7600000000001,587.7600000000001,15705.712442130256,15705.712442130256,2.571892569492232,76.50667171684753,0.001378145880071494,0.04762787356340871,1.0431884978175245e+17,3.1329766712538097e+18,1.3168456185991532e-10,1.1747872906713432e-11,1.1747872906713432e-11,7.995437665420021e-12,0.0,1.2447438868893852e-11,1.3967999952533533e-10,1.5142787243204876e-10,1.5142787243204876e-10,False,no contrail
sfo_dfw,2023-05-05,daytime,GTF2035,20,0,632.46,11308.08,632.46,11308.08,84.85967107096778,5091.580264258066,220185388.52784008,576.0048000000002,477.26112000000023,15767.605762354382,13064.587631665061,2.6394758932882545,77.37965738569591,0.0011566900415732912,0.04018477118637873,9.469993908256458e+16,2.802495783957646e+18,1.426682622998728e-10,1.1794169110241079e-11,9.772311548485467e-12,7.894570843825993e-12,0.0,1.2447438868893852e-11,1.505628331436988e-10,1.6235700225393988e-10,1.6033514469218427e-10,False,no contrail
sfo_dfw,2023-05-05,daytime,GTF2035,100,0,632.46,11308.08,632.46,11308.08,80.87018230248083,4852.21093814885,213987354.58330244,528.9840000000002,35.26559999999999,13799.68790809533,919.9791938730218,2.5760166341292443,74.64440368598497,0.0006282901218353429,0.023108221464139975,5.441342392794026e+16,1.8201945217965197e+18,1.2856150310041736e-10,1.032216655525531e-11,6.881444370170204e-13,7.022653424576813e-12,0.0,1.2447438868893852e-11,1.3558415652499417e-10,1.459063230802495e-10,1.362723009620112e-10,False,no contrail
sfo_dfw,2023-05-05,daytime,GTF2035_wi,0,15,632.46,11308.08,632.46,11308.08,78.13056042610745,4687.833625566447,201722168.74174976,584.6000000000001,584.6000000000001,14813.554256789972,14813.554256789972,0.21647273227192632,5.806724795461526,0.0011294105770910797,0.03579047399077564,9.319851196590438e+16,2.45512278645772e+18,1.2780870498962153e-11,1.1080538584078899e-11,1.1080538584078899e-11,7.424910322720998e-12,0.0,1.2447438868893852e-11,2.020578082168315e-11,3.1286319405762054e-11,3.1286319405762054e-11,False,no contrail
sfo_dfw,2023-05-05,daytime,GTF2035_wi,20,15,632.46,11308.08,632.46,11308.08,77.60721768002813,4656.433060801686,201367447.71436894,572.9080000000001,474.6952000000002,14420.041902690666,11948.034719372266,0.2035430426794054,5.527406962242258,0.0009317130295970368,0.02993686740338774,7.575693729837648e+16,2.0825993437159818e+18,1.0378776866206259e-11,1.078619134321262e-11,8.937129970090457e-12,7.2349338132118365e-12,0.0,1.2447438868893852e-11,1.7613710679418096e-11,2.8399902022630717e-11,2.6550840649508552e-11,False,no contrail
sfo_dfw,2023-05-05,daytime,GTF2035_wi,100,15,632.46,11308.08,632.46,11308.08,76.23937093168121,4574.362255900873,201733949.84748438,526.1400000000001,35.07599999999999,13009.486255782082,867.2990837188054,0.21789925153517242,5.69229666446674,0.0005102527963881531,0.017329687836814253,4.514904361737414e+16,1.3793709715258578e+18,1.2731287071623098e-11,9.731095719324998e-12,6.487397146216665e-13,6.520399438932328e-12,0.0,1.246588742461508e-11,1.9251686510555425e-11,2.8982782229880423e-11,1.990042622517709e-11,False,no contrail
sfo_dfw,2023-05-05,nighttime,GTF1990,0,0,632.46,11308.08,632.46,11308.08,108.48909902410693,6509.345941446416,280103665.2063807,587.7600000000001,587.7600000000001,20569.533174970675,20569.533174970675,2.2265483645070168,88.99583619395196,0.007481727593896297,0.3033263184219164,6.853447738474889e+17,2.4654504800284205e+19,1.5932077043434863e-10,1.5386010814878067e-11,1.5386010814878067e-11,8.993838935265781e-12,0.0,1.0876352378381466e-13,1.6831460936961442e-10,1.8370062018449247e-10,1.8370062018449247e-10,False,no contrail
sfo_dfw,2023-05-05,nighttime,GTF2000,0,0,632.46,11308.08,632.46,11308.08,108.48909902410693,6509.345941446416,280103665.2063807,587.7600000000001,587.7600000000001,20569.533174970675,20569.533174970675,2.2299165594704693,89.17425020241186,0.002267456390107569,0.10362251088677749,9.073557748365386e+16,3.7476956582616443e+18,1.6042372746062414e-10,1.5386010814878067e-11,1.5386010814878067e-11,8.993838935265781e-12,0.0,1.0876352378381466e-13,1.6941756639588993e-10,1.84803577210768e-10,1.84803577210768e-10,False,no contrail
sfo_dfw,2023-05-05,nighttime,GTF,0,0,632.46,11308.08,632.46,11308.08,90.66253292385343,5439.751975431206,234077967.25478023,587.7600000000001,587.7600000000001,17189.616242362612,17189.616242362612,2.242292263377136,73.13065668704077,0.0013960266456232028,0.052876766103624157,1.1201354016331747e+17,3.466152483021202e+18,1.2651682192095923e-10,1.2857832949287234e-11,1.2857832949287234e-11,7.542265929595453e-12,0.0,1.0876352378381466e-13,1.340590878505547e-10,1.4691692079984193e-10,1.4691692079984193e-10,False,no contrail
sfo_dfw,2023-05-05,nighttime,GTF2035,0,0,632.46,11308.08,632.46,11308.08,83.32400959319642,4999.440575591785,215130927.40829012,587.7600000000001,587.7600000000001,15798.232218870042,15798.232218870042,2.6261655324263966,78.9644114841179,0.0014105695794029566,0.04940741337954295,1.0803249449681982e+17,3.163311036719805e+18,1.3616507589338157e-10,1.1817077699714793e-11,1.1817077699714793e-11,6.945225392914842e-12,0.0,1.0876352378381466e-13,1.431103012862964e-10,1.549273789860112e-10,1.549273789860112e-10,False,no contrail
sfo_dfw,2023-05-05,nighttime,GTF2035,20,0,632.46,11308.08,632.46,11308.08,82.80311955366456,4968.187173219872,214849254.30589342,576.0048000000002,477.26112000000023,15385.482038027305,12747.97083150834,2.6161135577555514,78.53679890726191,0.0011795391897290268,0.041888004803660187,8.833390942956624e+16,2.757566187326011e+18,1.3523784961792117e-10,1.1508340564444426e-11,9.53548218196824e-12,6.768263045445947e-12,0.0,1.0876352378381466e-13,1.4200611266336712e-10,1.5351445322781154e-10,1.5154159484533537e-10,False,no contrail
sfo_dfw,2023-05-05,nighttime,GTF2035,100,0,632.46,11308.08,632.46,11308.08,81.1907504071436,4871.445024428616,214835597.0223264,528.9840000000002,35.26559999999999,13854.389649474986,923.6259766316656,2.615694035545059,76.99482716908729,0.0006920432285777752,0.025529069783006855,5.690808854824053e+16,1.9340251650422561e+18,1.3258004888254014e-10,1.0363083457807288e-11,6.908722305204858e-13,6.0947110672274925e-12,0.0,1.0876352378381466e-13,1.3867475994976763e-10,1.490378434075749e-10,1.3936563218028812e-10,False,no contrail
sfo_dfw,2023-05-05,nighttime,GTF2035_wi,0,15,632.46,11308.08,632.46,11308.08,76.3725977373278,4582.355864239667,197183355.1940971,584.6000000000001,584.6000000000001,14480.244530997348,14480.244530997348,0.20194866702990372,5.640138986296094,0.0011310368323756365,0.036809782965212076,8.160871516608278e+16,2.334480750842293e+18,9.85603542245215e-12,1.0831222909186018e-11,1.0831222909186018e-11,6.373373781708853e-12,0.0,1.0876352378381466e-13,1.6229409204161003e-11,2.706063211334702e-11,2.706063211334702e-11,False,no contrail
sfo_dfw,2023-05-05,nighttime,GTF2035_wi,20,15,632.46,11308.08,632.46,11308.08,75.99509532292831,4559.705719375699,197184473.83440208,572.9080000000001,474.6952000000002,14120.496671762665,11699.840099460496,0.2019400406891707,5.6119270433715425,0.000950751921756993,0.03124623205198119,6.986896207417813e+16,2.047732697463398e+18,9.80683861911121e-12,1.0562131510478473e-11,8.75148039439645e-12,6.21505376207724e-12,0.0,1.0876352378381466e-13,1.602189238118845e-11,2.6584023891666924e-11,2.47733727755849e-11,False,no contrail
sfo_dfw,2023-05-05,nighttime,GTF2035_wi,100,15,632.46,11308.08,632.46,11308.08,74.51676383641107,4471.005830184664,197175828.11697388,526.1400000000001,35.07599999999999,12715.540581045187,847.7027054030123,0.2018857466568002,5.501361568888005,0.0005599333982619724,0.019103530668687977,4.581898990646822e+16,1.4438192493019164e+18,9.613324443397361e-12,9.5112243546218e-12,6.340816236414532e-13,5.5966658433429416e-12,0.0,1.0876352378381466e-13,1.5209990286740304e-11,2.4721214641362103e-11,1.5844071910381758e-11,False,no contrail
sfo_dfw,2023-08-06,daytime,GTF1990,0,0,632.46,11308.08,632.46,11308.08,105.76099677835069,6345.659806701042,273060087.14215255,587.7600000000001,587.7600000000001,20052.284989175292,20052.284989175292,2.137951704306091,84.99875964817352,0.00799555685063049,0.29684315203465117,8.284170636232925e+17,2.7000510264802386e+19,2.2463756221088669e-10,1.499910917190312e-11,1.499910917190312e-11,5.112941920376353e-12,0.0,0.0,2.2975050413126303e-10,2.4474961330316615e-10,2.4474961330316615e-10,False,no contrail
sfo_dfw,2023-08-06,daytime,GTF2000,0,0,632.46,11308.08,632.46,11308.08,105.76099677835069,6345.659806701042,273060087.14215255,587.7600000000001,587.7600000000001,20052.284989175292,20052.284989175292,2.1465841901809215,85.33485282411446,0.002052393593990565,0.09136113174194328,8.797072342481029e+16,3.294200521387072e+18,2.2680157487213046e-10,1.499910917190312e-11,1.499910917190312e-11,5.112941920376353e-12,0.0,0.0,2.319145167925068e-10,2.469136259644099e-10,2.469136259644099e-10,False,no contrail
sfo_dfw,2023-08-06,daytime,GTF,0,0,632.46,11308.08,632.46,11308.08,85.4110997830252,5124.665986981511,220519502.08580142,587.7600000000001,587.7600000000001,16193.94451886158,16193.94451886158,2.1545540718935268,67.4702031158877,0.001251573970180849,0.04431151795042467,9.838255544888797e+16,2.820204780124784e+18,1.5884048945886734e-10,1.211307050010846e-11,1.211307050010846e-11,4.1454658131290475e-12,0.0,0.0,1.629859552719964e-10,1.7509902577210485e-10,1.7509902577210485e-10,False,no contrail
sfo_dfw,2023-08-06,daytime,GTF2035,0,0,632.46,11308.08,632.46,11308.08,76.44812649580152,4586.887589748091,197378359.87445012,587.7600000000001,587.7600000000001,14494.564783603968,14494.564783603968,2.4317400667565705,71.67723836506923,0.0012457760046808513,0.04100552937672916,8.373608487806331e+16,2.4806318208920673e+18,1.6570758744357764e-10,1.084193445813577e-11,1.084193445813577e-11,3.72681881401166e-12,0.0,0.0,1.6943440625758932e-10,1.8027634071572509e-10,1.8027634071572509e-10,False,no contrail
sfo_dfw,2023-08-06,daytime,GTF2035,20,0,632.46,11308.08,632.46,11308.08,76.06853689488167,4564.112213692901,197375032.68114948,576.0048000000002,477.26112000000023,14134.142703364178,11711.146811358893,2.431652287516142,71.31855794145426,0.0010317232214751156,0.0346297452896996,7.1509194470986376e+16,2.155698090736267e+18,1.6487614224261516e-10,1.0572338742116403e-11,8.75993781489645e-12,3.6341485746755778e-12,0.0,0.0,1.6851029081729073e-10,1.7908262955940713e-10,1.7727022863218718e-10,False,no contrail
sfo_dfw,2023-08-06,daytime,GTF2035,100,0,632.46,11308.08,632.46,11308.08,74.58701926755317,4475.2211560531905,197361728.20310175,528.9840000000002,35.26559999999999,12727.528967815273,848.5019311876848,2.431319512224688,69.91919530902777,0.0005684967569461455,0.020744961777121207,4.640330590603741e+16,1.4765148411694318e+18,1.6163258960778306e-10,9.520191667925825e-12,6.346794445283882e-13,3.2724856602877566e-12,0.0,0.0,1.6490507526807082e-10,1.7442526693599664e-10,1.655397547125992e-10,False,no contrail
sfo_dfw,2023-08-06,daytime,GTF2035_wi,0,15,632.46,11308.08,632.46,11308.08,70.31207512960677,4218.7245077764055,181535934.2941265,584.6000000000001,584.6000000000001,13331.169444573443,13331.169444573443,0.1874174038957772,5.145514242304915,0.0010088641735833703,0.030763140789283078,6.749655283472397e+16,1.8503783107068283e+18,1.2105489919608027e-11,9.971714744540936e-12,9.971714744540936e-12,3.4280135584913197e-12,0.0,0.0,1.5533503478099346e-11,2.5505218222640282e-11,2.5505218222640282e-11,False,no contrail
sfo_dfw,2023-08-06,daytime,GTF2035_wi,20,15,632.46,11308.08,632.46,11308.08,71.67827502849005,4300.696501709403,185983620.21642315,572.9080000000001,474.6952000000002,13318.396926493682,11035.243167666194,0.196340038387339,5.24610840170856,0.0008450810505880374,0.02612100639281413,6.238279959112505e+16,1.6499337987187302e+18,1.2760824517194741e-11,9.962160901017274e-12,8.254361889414313e-12,3.412007862306484e-12,0.0,0.0,1.6172832379501224e-11,2.61349932805185e-11,2.4427194268915537e-11,False,no contrail
sfo_dfw,2023-08-06,daytime,GTF2035_wi,100,15,632.46,11308.08,632.46,11308.08,70.28495959975771,4217.097575985463,185978220.1985349,526.1400000000001,35.07599999999999,11993.425506102658,799.5617004068437,0.1962935047355292,5.142918283135431,0.0004640445182612283,0.015689848672247986,3.8581015155201624e+16,1.1169758808773734e+18,1.2509112830084479e-11,8.971082278564788e-12,5.98072151904319e-13,3.0725750459834228e-12,0.0,0.0,1.5581687876067902e-11,2.455277015463269e-11,1.617976002797222e-11,False,no contrail
sfo_dfw,2023-08-06,nighttime,GTF1990,0,0,632.46,11308.08,632.46,11308.08,103.38688825583395,6203.213295350037,266930471.3122074,587.7600000000001,587.7600000000001,19602.154013306117,19602.154013306117,2.1067303170600935,84.36673817891882,0.007824585643149529,0.29273151475055637,7.959747019883828e+17,2.6093183850733797e+19,2.1080162124999865e-10,1.4662411201952977e-11,1.4662411201952977e-11,4.872988306261518e-12,0.0,0.0,2.1567460955626018e-10,2.3033702075821315e-10,2.3033702075821315e-10,False,no contrail
sfo_dfw,2023-08-06,nighttime,GTF2000,0,0,632.46,11308.08,632.46,11308.08,103.38688825583395,6203.213295350037,266930471.3122074,587.7600000000001,587.7600000000001,19602.154013306117,19602.154013306117,2.1101171788572346,84.5301408070565,0.0020730426864624227,0.09222897097461903,8.843320902221757e+16,3.290483393325745e+18,2.116496639040551e-10,1.4662411201952977e-11,1.4662411201952977e-11,4.872988306261518e-12,0.0,0.0,2.1652265221031661e-10,2.311850634122696e-10,2.311850634122696e-10,False,no contrail
sfo_dfw,2023-08-06,nighttime,GTF,0,0,632.46,11308.08,632.46,11308.08,88.87665601355386,5332.59936081323,229467083.0951541,587.7600000000001,587.7600000000001,16851.01398016981,16851.01398016981,2.2176255109026943,69.50008010222368,0.0012839490621108485,0.04532902010837937,1.058464106696303e+17,3.0276264105889377e+18,1.7385460615829025e-10,1.2604558457167016e-11,1.2604558457167016e-11,4.3078941777065666e-12,0.0,0.0,1.7816250033599681e-10,1.9076705879316384e-10,1.9076705879316384e-10,False,no contrail
sfo_dfw,2023-08-06,nighttime,GTF2035,0,0,632.46,11308.08,632.46,11308.08,78.88071701342434,4732.843020805461,203658968.02827978,587.7600000000001,587.7600000000001,14955.783945745257,14955.783945745257,2.526134498374965,73.44289568644473,0.0012787872402264951,0.04168412978036658,9.666567433537693e+16,2.615836430961347e+18,1.7401771109873136e-10,1.1186926391417452e-11,1.1186926391417452e-11,3.83777158939599e-12,0.0,0.0,1.7785548268812735e-10,1.890424090795448e-10,1.890424090795448e-10,False,no contrail
sfo_dfw,2023-08-06,nighttime,GTF2035,20,0,632.46,11308.08,632.46,11308.08,78.48910272951892,4709.346163771135,203655674.85228276,576.0048000000002,477.26112000000023,14583.903199966455,12083.805508543635,2.526050253689188,73.07554567341361,0.0010563450528743266,0.03513458533854322,8.074725891112198e+16,2.2603643178826803e+18,1.7314466244640182e-10,1.0908759593574909e-11,9.038686520390638e-12,3.742341263301907e-12,0.0,0.0,1.7688700370970373e-10,1.8779576330327864e-10,1.8592569023009438e-10,False,no contrail
