,index,longitude,latitude,altitude,time,groundspeed,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem
27,27,-3.458125902258814,39.55517578125,11513.82,2024-06-07 09:50:00,254.135555336,34610D,216.6452,12.595234,21.18456,229.77638751454828,65245.88616868363,0.3407478511007749,0.5569218611726194,33.41531167035717,35620.61819493318,0.0,5.985534533755621e-05,0.2087030407451307,1.1670949307253358,0.2784609305863097,0.6454032019540418,0.0120921410152962,0.0006163648747649,0.0001281984103875,3.540823089527106e-05,1463132461629068.8,105.55896956665828,41.33474053623182,0.0400983740044286,0.0008183341633556,0.0006683062334071,0.4040626607880327,0.0205960243929321,0.0042837898387455,0.0011831770710614,4.889102722035223e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7787320615236615,17.81030909746659,12.092141015296232,35.40823089527106,1463132461629068.8,10.5167818695733,712.107145382685,1346.70766165332,0.00598553453376,0.0182024256645312,0.237397214438008,17.810108826695,13.0420647672576,13.04128417668956,0.005985534533755621,0.5043839991589403,12.065501633085269,508679584951332.6,6.172428439773269
28,28,-3.432451331097127,39.68962097167969,11513.82,2024-06-07 09:51:00,253.106666448,34610D,216.6666,12.682876,20.846222,231.18169170515333,65212.47085701327,0.3430407647271131,0.5370432290634959,32.22259374380975,34370.11600935648,-50.02095873736081,5.904983084148513e-05,0.2087030407451307,1.1481681461328723,0.2685216145317479,0.623519631809669,0.0119056376771751,0.00061656582194,0.0001275651636293,3.336474391447288e-05,1493832910508670.2,101.791173636695,39.859348461092665,0.0386671124925717,0.0007891247447463,0.0006444518748761,0.3836305261326093,0.0198673499966937,0.0041104804434911,0.0010750985885223,4.813517099645379e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7834561075885156,17.185058004678236,11.90563767717514,33.364743914472875,1493832910508670.2,10.2852099578554,707.195709677725,1333.43349684829,0.00590498308415,0.0179152567014894,0.22977438728929,17.1852422611947,12.8256262870175,12.824868980673626,0.005904983084148514,0.4906336919527374,11.861361365794943,480726519583630.9,5.66988467189275
29,29,-3.406494140625,39.82529979641154,11498.58,2024-06-07 09:52:00,252.592222004,34610D,216.81503,12.696164,20.393412,231.93251328512648,65180.24826326947,0.3427649374268778,0.5492396294387197,32.954377766323184,35008.70769112065,25.01680403638321,5.9382309279877135e-05,0.2092051984455095,1.1351448290949937,0.2746198147193598,0.6382625359477195,0.0120315431992738,0.0006164478476101,0.0001279976015401,3.440819397538741e-05,1478156576108433.0,104.10287936381494,40.76456529694178,0.0395452533195878,0.000807045986114,0.0006590875553264,0.3964920197007054,0.0203146552433804,0.0042180813143366,0.0011339006225218,4.871173020685214e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7857315241429567,17.504353845560328,12.0315431992738,34.40819397538741,1478156576108433.0,10.446914330431,710.400357277133,1340.77653657983,0.00593823092799,0.0180607999847283,0.234562444193369,17.5042839506932,12.98737843239,12.986607257661332,0.005938230927987714,0.4995647336777214,12.016470994132007,494058847416074.56,5.937581670254725
30,30,-3.380543101917624,39.95983576370498,11506.2,2024-06-07 09:53:00,253.106666448,34610D,216.7762,12.636277,19.890356,232.22055204512503,65147.29388550314,0.3421140953222041,0.5601578765892162,33.609472595352976,35592.64146915827,25.01174888020984,5.8568525641166565e-05,0.2089539687473447,1.123938963699505,0.2800789382946081,0.651503976388102,0.0121386523832669,0.0006168391252309,0.0001284818641827,3.5495032021188765e-05,1461828399722157.2,106.17232392872005,41.574917600451634,0.0403313671144235,0.0008230891247841,0.000672189451907,0.4079737046199282,0.0207316376751917,0.0043182076932502,0.0011929693059873,4.913128153957054e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7867777722717615,17.796320734579133,12.138652383266995,35.49503202118877,1461828399722157.2,10.5758255633788,713.189123435704,1347.84403566338,0.00585685256412,0.0182091816126847,0.23870578430434,17.7962431711397,13.1090891057979,13.108321370741585,0.005856852564116656,0.5074597769856103,12.113642653964693,511516921161682.06,6.24402452377119
31,31,-3.354450572620749,40.09488380561441,11513.82,2024-06-07 09:54:00,253.621110892,34610D,216.72743,12.579393,19.42844,233.0168781303936,65113.68441290779,0.3433370033472668,0.5497909521764738,32.987457130588425,34938.98460889239,25.00582742768074,5.790653215053189e-05,0.2087030407451307,1.1170063105787085,0.2748954760882369,0.6402305096692925,0.0120416927714674,0.000617137259584,0.0001282011214087,3.4474219658173055e-05,1477164635314022.0,104.20737707552884,40.80548447053789,0.0395849485567061,0.000807856092994,0.0006597491426117,0.3972248240784974,0.0203577888942181,0.0042290289965634,0.0011372168430844,4.872790508224258e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7895645964058936,17.469492304446195,12.0416927714674,34.474219658173055,1477164635314022.0,10.4537854880624,710.686919671402,1341.13824500448,0.00579065321505,0.0180644795584923,0.234729504080082,17.4695547168782,12.9939809956901,12.993228602880269,0.005790653215053189,0.5003738676589251,12.023363933118697,494804336398234.1,5.956302038566545
32,32,-3.32794189453125,40.23133850097656,11521.44,2024-06-07 09:55:00,254.135555336,34610D,216.67358,12.527433,18.991657,233.0972357089556,65080.6969557772,0.3441460247479373,0.5371743941242725,32.23046364745635,34205.850628497494,0.0,5.731593933302135e-05,0.2084524140765676,1.112098372245629,0.2685871970621362,0.6257728171052698,0.0119172736100235,0.0006173876803144,0.0001278057194044,3.328588460374557e-05,1495017658080058.8,101.8160346623146,39.86908353190351,0.0386765563769476,0.0007893174770805,0.0006446092729491,0.3840992538646552,0.0198986911867637,0.0041192375932009,0.0010728194936944,4.818511228105466e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7899349870917493,17.102925314248747,11.91727361002356,33.28588460374558,1495017658080058.8,10.2941177688168,707.480625590031,1333.1613494028,0.0057315939333,0.0178989650322742,0.229790675936853,17.1030721345848,12.8382102273796,12.837474435473666,0.0057315939333021345,0.49142547534360637,11.874414208054576,479487523740349.75,5.66498613541441
33,33,-3.301513671875,40.366607666015625,11521.44,2024-06-07 09:56:00,254.64999978,34610D,216.66005,12.628166,18.765268,232.8200235801725,65048.466492129744,0.3427794604374128,0.5554973968543034,33.32984381125821,35274.1005222705,0.0,5.7107453444342615e-05,0.2084524140765676,1.1100171507605383,0.2777486984271517,0.6467774787529182,0.0120954741382176,0.0006172604493956,0.0001284264708608,3.508807339018438e-05,1467942367055770.0,105.28897659976468,41.22901679452641,0.0399958125735098,0.0008162410729287,0.0006665968762251,0.4031402638499088,0.0205731943692229,0.0042804342150232,0.0011694800057328,4.892628981789748e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7890201960298422,17.63705026113525,12.0954741382177,35.08807339018438,1467942367055770.0,10.5176795886322,712.091557814846,1344.99585347272,0.00571074534443,0.0181485991506453,0.236885675507223,17.6364442141395,13.0525597893763,13.051814433491176,0.005710745344434261,0.5043399862979543,12.0662102280714,504982741658029.2,6.127040764008234
34,34,-3.274924538352252,40.50249519994704,11521.44,2024-06-07 09:57:00,254.135555336,34610D,216.64197,12.767213,18.597733,233.5879904702601,65015.13664831848,0.344314808297677,0.539473643977082,32.36841863862492,34296.90108836123,-25.00111562067275,5.690892084559419e-05,0.2084524140765676,1.108781817848082,0.269736821988541,0.6284448260207206,0.011942926439731,0.0006170904153369,0.00012782748809,3.346080851293809e-05,1492389678267881.2,102.2518344794161,40.03973385597902,0.0388421023663499,0.0007926959666602,0.0006473683727724,0.3865736427715184,0.0199742409015086,0.0041375736480211,0.0010830734579336,4.830629387813753e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7916558090283384,17.148450544180616,11.942926439731098,33.460808512938094,1492389678267881.2,10.3270553541748,708.004328292501,1334.24398884621,0.00569089208456,0.0179190087885683,0.230678497309698,17.1488010057627,12.8733960695897,12.872663500201497,0.005690892084559419,0.4928820469250797,11.903383626996549,481624346419699.7,5.708072925868248
35,35,-3.248207785866498,40.63814842094809,11513.82,2024-06-07 09:58:00,253.106666448,34610D,216.67737,13.109794,18.59076,233.65372934315133,64982.76822967986,0.344536043602299,0.5367257697091963,32.203546182551776,34134.52397409531,-25.00518298770879,5.708680581931343e-05,0.2087030407451307,1.108433758139347,0.2683628848545981,0.6249121080561074,0.0119169645929474,0.0006166669546795,0.0001276296414818,3.3134570660574234e-05,1497290932155574.5,101.73100239068106,39.83578662781655,0.0386442554190621,0.0007886582738584,0.000644070923651,0.3837685196248188,0.0198588627542776,0.0041101270537238,0.0010670506765068,4.821807768238804e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7918139900025206,17.067261987047655,11.91696459294749,33.13457066057424,1497290932155574.5,10.2957099697882,707.213926104182,1332.16295270034,0.00570868058193,0.0178746520380473,0.229611314265073,17.0672666096292,12.8456382690041,12.844904994406916,0.005708680581931343,0.4906842687955391,11.866054214289603,478620119920914.94,5.645661616585839
36,36,-3.221678300337373,40.77245162705243,11506.2,2024-06-07 09:59:00,252.592222004,34610D,216.71245,13.492777,18.609238,233.57499119015668,64950.56468349731,0.3443157769898864,0.540314219427618,32.41885316565708,34352.34882609102,0.0,5.743706128228635e-05,0.2089539687473447,1.1114590331951455,0.270157109713809,0.6286555184389784,0.011952824404863,0.0006162408311074,0.0001276580475569,3.343826235983541e-05,1492728401747533.8,102.41115715031071,40.10212136591782,0.0389026237987885,0.0007939310979344,0.0006483770633131,0.3874968592961365,0.0199778210183552,0.0041385274991621,0.0010840301175582,4.839254287245927e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7914830673630604,17.176174413045512,11.95282440486301,33.438262359835406,1492728401747533.8,10.3447638679636,708.059859800547,1334.18824897116,0.00574370612823,0.017915763196609,0.23103717784747,17.1763378397881,12.895748582522,12.895007931161222,0.0057437061282286355,0.4930364964173482,11.911242352491108,482384705068048.8,5.718970941228091
37,37,-3.19549560546875,40.905120849609375,11506.2,2024-06-07 10:00:00,253.36388867,34610D,216.70164,13.960676,18.629236,233.4093664580924,64918.14583033165,0.3449411069315999,0.5262063703245156,31.57238221947093,33539.936222555705,-25.008656976956463,5.787340264623051e-05,0.2089539687473447,1.1214882303117173,0.2631031851622578,0.6120202067078703,0.0118114800023965,0.0006161394460465,0.0001271143951645,3.206998033072118e-05,1513284868650636.2,99.73715543130868,39.05503680548555,0.0378868586633651,0.0007732011972115,0.0006314476443894,0.3729165612133007,0.0194529900910739,0.0040133042697323,0.0010125256767724,4.777800827997976e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7909415497052952,16.76996811127785,11.81148000239653,32.06998033072118,1513284868650636.2,10.1620902603641,704.347792536993,1325.05070299163,0.00578734026462,0.017727726686142,0.225439634752128,16.7709217031497,12.716781950861,12.716046030009037,0.005787340264623052,0.48269460776025713,11.722234789261293,467810392861580.4,5.420186847584649
38,38,-3.168182373046875,41.04245460639566,11498.58,2024-06-07 10:01:00,254.135555336,34610D,216.7484,14.474306,18.663183,232.85720570364103,64886.573448112176,0.3441364986545229,0.536393458998887,32.18360753993322,34190.3845557306,25.006982489488376,5.901927339137876e-05,0.2092051984455095,1.138083179293391,0.2681967294994435,0.623245053987609,0.0119104816234082,0.0006158229515243,0.0001274028803182,3.3062356083188275e-05,1498375852178179.0,101.66801621864904,39.8111225268974,0.0386203290479198,0.0007881699805697,0.0006436721507986,0.3833222661793574,0.0198194041859437,0.00410028429962,0.0010640658925268,4.82231403738155e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.788985372791115,17.095192277865298,11.910481623408236,33.06235608318828,1498375852178179.0,10.2938533637153,706.945106257244,1331.71582225198,0.00590192733914,0.0178678258636709,0.229522603267172,17.0948074735806,12.8455809351624,12.844822843051363,0.005901927339137877,0.48993790621050437,11.855850406402567,478725743888289.75,5.637728603507327
39,39,-3.140869140625,41.179229736328125,11506.2,2024-06-07 10:02:00,255.164444224,34610D,216.67262,15.01082,18.648233,232.3768647327208,64854.38984057224,0.3409804254879865,0.5753785522879895,34.52271313727937,36414.1089972871,24.99761698071577,5.950383163160264e-05,0.2089539687473447,1.1574719568928926,0.2876892761439947,0.6681435397673876,0.0122855238651589,0.0006158671265252,0.0001287753448116,3.628235539e-05,1450000000000000.0,109.05725080066551,42.70459615081458,0.0414272557647352,0.0008454541992803,0.0006904542627455,0.4241296161380823,0.0212614041397115,0.0044456742880866,0.0012525653470737,5.005793404905508e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.787495457637527,18.207054498643547,12.285523865158956,36.28235539,1450000000000000.0,10.7571299859407,716.603649909517,1356.63039663879,0.00595038316316,0.018395595927789,0.244392171026049,18.2071002588659,13.2853630828486,13.284572599877318,0.005950383163160264,0.5172580940007301,12.293130323306613,527501283932097.5,6.557230181775725
40,40,-3.113750110973001,41.31436622748941,11513.82,2024-06-07 10:03:00,255.164444224,34610D,216.58607,15.556299,18.604252,234.0384363337012,64819.86712743497,0.3447308524292183,0.5377307734288448,32.26384640573069,34161.53011206265,-24.994132426878394,5.9369795894739545e-05,0.2087030407451307,1.166631171759494,0.2688653867144224,0.625372000711748,0.0119286521734508,0.0006158100100838,0.0001274666288239,3.3174171996858736e-05,1496695979111297.5,101.92149079570324,39.91037800388887,0.0387166156868768,0.0007901350140178,0.0006452769281146,0.3848642015516036,0.0198683995804582,0.0041125637342318,0.0010703263899439,4.828916918612161e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.793284815628371,17.080765056031325,11.928652173450848,33.17417199685874,1496695979111297.5,10.3127280623332,707.236694343223,1332.13272534011,0.00593697958947,0.0178731268517276,0.229973283751189,17.0808051701773,12.8669866027925,12.86622273777462,0.005936979589473954,0.4907474834798006,11.872193937478553,479528481538783.44,5.657153385848595
41,41,-3.086455589116952,41.44987979177701,11506.2,2024-06-07 10:04:00,254.64999978,34610D,216.61221,16.12247,18.543467,233.97533254413875,64787.60328102924,0.3448021507670351,0.5362361532282757,32.17416919369654,34082.81380560447,-24.99709931582027,5.951165828598499e-05,0.2089539687473447,1.166820881204733,0.2681180766141378,0.623118881004409,0.0119143468909227,0.0006153007150878,0.0001272908956071,3.297840009102462e-05,1499637170047965.2,101.63820048288736,39.79944729260263,0.0386090030324358,0.0007879388373966,0.0006434833838739,0.3833342127009402,0.0197967893122396,0.0040954788120812,0.001061052624266,4.82495800382795e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7930230981668119,17.041406902802233,11.91434689092273,32.978400091024625,1499637170047965.2,10.2971766959821,706.747819323178,1330.87543815042,0.0059511658286,0.0178466496006469,0.229404276889206,17.0415377864733,12.8541929170219,12.853427988207661,0.005951165828598499,0.4893901505749724,11.85019725010812,478014037571632.2,5.622596838233214
42,42,-3.0593730128088623,41.583764027741,11498.58,2024-06-07 10:05:00,254.135555336,34610D,216.63751,16.664974,18.47144,233.8687375213691,64755.42911183554,0.3459192657121765,0.5044931866703685,30.26959120022211,32183.80162343741,0.0,5.9169781226847965e-05,0.2092051984455095,1.1576697163290848,0.2522465933351842,0.5857130256954962,0.011594594723969,0.0006147839472997,0.0001259849983702,2.9816357910159528e-05,1547142299877995.0,95.62163860150164,37.44348431467476,0.0363235094402665,0.0007412961110258,0.0006053918240044,0.3509636424267959,0.018609258761222,0.0038135143980282,0.00090252896502,4.683136494587835e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.792615489987622,16.09190081171871,11.594594723969072,29.816357910159528,1547142299877995.0,9.9101020112793,698.878003585439,1309.96840446218,0.00591697812268,0.0174009878826941,0.217177638311109,16.0923509744898,12.4807648723841,12.480026431950415,0.005916978122684796,0.4672561966589195,11.444402663112541,445884151569914.75,4.973338508319688
43,43,-3.0324181845021485,41.716391353283896,11498.58,2024-06-07 10:06:00,253.106666448,34610D,216.60146,17.186499,18.385866,231.72113217231453,64725.15952063532,0.3450167646510738,0.4938864428129108,29.63318656877465,31716.197942015675,0.0,5.817509860234355e-05,0.2092051984455095,1.1435971727467495,0.2469432214064554,0.5717329511338861,0.0114736180151547,0.0006144462544882,0.0001254512449918,2.8927543787515836e-05,1560495452010646.5,93.61123637075912,36.65625178557425,0.0355598238825295,0.0007257106914801,0.0005926637313754,0.3399998632619336,0.0182080004957359,0.0037175201481283,0.0008572153020318,4.6242452869155816e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7854023327172688,15.858098971007838,11.473618015154717,28.927543787515837,1560495452010646.5,9.7629698265116,695.954295209496,1303.5888369565,0.00581750986023,0.0172796037710097,0.213039210119489,15.8589257169539,12.3289406946303,12.328223499012651,0.005817509860234355,0.45913853837498775,11.294257047403024,436836529461441.2,4.766084054820332
44,44,-2.9749852960759995,41.85017395019531,11498.58,2024-06-07 10:07:00,256.707777556,34610D,216.5752,17.72841,18.28114,229.5048609229567,64695.52633406654,0.3421317162240931,0.5368162587348981,32.20897552409389,34514.89580910654,0.0,5.7817918668084745e-05,0.2092051984455095,1.1404939483770322,0.268408129367449,0.6196950640299389,0.0118961071263131,0.0006142004291509,0.0001269562027499,3.332702103894142e-05,1494399642385471.0,101.7481536806126,39.84250272330414,0.0386507706289126,0.0007887912373247,0.0006441795104818,0.3831614232634199,0.0197827665894118,0.0040891292270043,0.0010734292049342,4.8133081504808296e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7779375926502452,17.25744790455327,11.896107126313176,33.32702103894142,1494399642385471.0,10.2824933504165,706.492200874269,1332.62057470914,0.00578179186681,0.0179085351710125,0.22970396380549,17.2570744096048,12.8265076742456,12.825766115143498,0.0057817918668084745,0.48868044089957663,11.836851401040418,481890204420883.25,5.659342237045715
45,45,-2.883286909623564,41.97084045410156,11498.58,2024-06-07 10:08:00,255.678888668,34610D,216.55627,18.256893,18.098116,230.1645804168724,64663.31735854245,0.3428851718173999,0.5309415719543884,31.856494317263305,34114.29511053294,0.0,5.787459647600919e-05,0.2092051984455095,1.1444456025928875,0.2654707859771942,0.6131436965908756,0.0118415027409303,0.0006140235044193,0.0001267134117316,3.2694075669211134e-05,1503908735004889.0,100.63466554823478,39.40648347045471,0.0382277931807159,0.0007801590445044,0.0006371298863452,0.3772287647743049,0.0195606362791995,0.0040366450807516,0.0010415186357644,4.7909260070365896e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7802078591167257,17.05714755526647,11.841502740930329,32.69407566921113,1503908735004889.0,10.212343850868,704.922519835254,1328.38971448689,0.0057874596476,0.0178174118945121,0.227382781127159,17.0577432409683,12.7618299713437,12.76109142832669,0.005787459647600919,0.48432231328621766,11.759760306242145,475321872968765.2,5.52785561908286
46,46,-2.7914636785333755,42.09063720703125,11498.58,2024-06-07 10:09:00,254.64999978,34610D,216.53125,18.765537,17.949497,230.3939195679449,64631.460864225184,0.3433332937070277,0.4405462536626149,26.43277521975689,28314.95509371333,-24.98780247688073,5.784003655450023e-05,0.2092051984455095,1.1475215976899664,0.2202731268313074,0.5086603282552902,0.0108962613446399,0.0006137893738678,0.0001230958061324,2.455302684694505e-05,1517635061696381.2,83.50113691921203,32.69734294683928,0.0317193302637082,0.0006473332706879,0.0005286555043951,0.2880184268585949,0.0162241565517235,0.0032537637739926,0.0006490046396099,4.011530645144234e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7810303531122837,14.157477546856668,10.896261344639994,24.553026846945052,1517635061696381.5,9.0294641784957,682.305514047106,1268.77999750516,0.00578400365545,0.0165605692605387,0.191695205948121,14.157385168485,11.5753995489093,11.574730066099168,0.0057840036554500235,0.42243581921280277,10.633993897537321,377500021811051.9,3.6404497268905085
47,47,-2.700209506722331,42.20933299953654,11490.96,2024-06-07 10:10:00,254.64999978,34610D,216.55734,19.247213,17.792755,225.55216144157728,64605.02808900543,0.3364723749064626,0.5741900673592957,34.45140404155774,36943.4588455829,-24.99017950956414,5.807276744510856e-05,0.2094567302023603,1.1495843884793584,0.2870950336796478,0.6591122007286234,0.0122371743172475,0.0006132813442657,0.0001279679308346,3.628235539e-05,1450000000000000.0,108.83198536728088,42.616386799406925,0.0413416848498692,0.0008437078540789,0.0006890280808311,0.4215878367304704,0.0211284033824503,0.0044086748895475,0.0012499780851202,4.995453586025872e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7645708639069654,18.47172942279145,12.237174317247597,36.28235539,1450000000000000.0,10.6992674037559,715.349159660843,1357.19688584531,0.00580727674451,0.0184474831843828,0.243707236393235,18.4717080267424,13.2108664340484,13.210099287024578,0.005807276744510856,0.5136374207957302,12.230313129682418,530798510411635.94,6.55500832244304
48,48,-2.608691128817497,42.3277587890625,11483.34,2024-06-07 10:11:00,254.64999978,34610D,216.57245,19.761076,17.667065,229.1671627288822,64570.57668496388,0.3414701081472149,0.544939599043268,32.696375942596084,35020.96672379052,24.984479913418824,5.7800666294256445e-05,0.2097085643810686,1.1433077489334995,0.272469799521634,0.6273100061539977,0.0119760546763873,0.0006126710792468,0.0001268769519866,3.401769564090375e-05,1484023251192755.0,103.28785160266102,40.44541704099136,0.0392356511311152,0.0008007275741043,0.0006539275188519,0.391573586008247,0.0200321239362123,0.0041484165206049,0.0011122553653758,4.852218212855202e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7767978208364956,17.510483361895258,11.97605467638736,34.01769564090375,1484023251192755.0,10.3899800923707,708.217508806976,1337.04888569985,0.00578006662943,0.0180018300637378,0.232880521517392,17.5109522126129,12.9364914951895,12.935743800578814,0.005780066629425645,0.49347496477263636,11.932040727708648,490688052045543.25,5.822851192755174
49,49,-2.5154321843927505,42.44769287109375,11490.96,2024-06-07 10:12:00,255.164444224,34610D,216.45856,20.295238,17.566435,230.0598380592411,64537.88030902128,0.3429761634952239,0.5292246340873223,31.75347804523934,34028.486855764,-24.978539092475263,5.643004956703864e-05,0.2094567302023603,1.1316322693816736,0.2646123170436611,0.6093468376809794,0.0118250850830714,0.0006123585878377,0.0001262497851572,3.244474139546422e-05,1507654623379528.8,100.30923714491108,39.27905234196107,0.0381041736542872,0.0007776361970262,0.0006350695609047,0.3754875795683963,0.0194445149747192,0.004008869781208,0.0010302333835843,4.787327798328546e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.780028795391845,17.014243427882,11.825085083071444,32.44474139546422,1507654623379528.8,10.1962576774659,704.036408280039,1326.33651081812,0.0056430049567,0.0177765556221619,0.226693106121588,17.0146088549384,12.7523638965791,12.751644320658023,0.005643004956703864,0.48180752830935797,11.723318998630633,474060748149033.06,5.481308120187861
50,50,-2.42382670557771,42.56508520094015,11483.34,2024-06-07 10:13:00,255.678888668,34610D,216.46947,20.8751,17.48747,230.5961670351226,64506.126830976034,0.3430564583901989,0.5341536518524745,32.049219111148474,34273.556734148435,0.0,5.6188258742194e-05,0.2097085643810686,1.1265234904432282,0.2670768259262372,0.6147464272912977,0.011878084081879,0.0006117101910884,0.0001262864541102,3.2822462609617604e-05,1501979906126704.8,101.24348317211802,39.644884040490666,0.0384590629333781,0.000784878835375,0.0006409843822229,0.3806833193607855,0.0196048339467168,0.0040473822385508,0.0010519342959431,4.813728311199698e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7818275054328195,17.136778367074218,11.87808408187902,32.8224626096176,1501979906126704.8,10.2667217196974,705.192632414225,1328.84239712164,0.00561882587422,0.0178243753191473,0.228632121039108,17.136960982211,12.8269359764607,12.826215293757091,0.0056188258742194,0.4850722650661463,11.787957571410606,478528832336622.9,5.574661499028493
51,51,-2.340587269176126,42.67121887207031,11483.34,2024-06-07 10:14:00,257.222222,34610D,216.42828,21.439568,17.444298,230.98602021949776,64474.07761186489,0.3436822948470471,0.5268146888873134,31.60888133323881,33807.168417746005,24.96818579456533,5.579724971381218e-05,0.2097085643810686,1.124746433855984,0.2634073444436567,0.6061268177602712,0.0118072527418082,0.0006113262387525,0.0001259348140238,3.2063425570599195e-05,1513383344481377.8,99.8524561317014,39.1001862092164,0.0379306575998865,0.0007740950530589,0.0006321776266647,0.3732140507873744,0.0193233385366232,0.0039806585922048,0.0010134890139982,4.783635454741194e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7832238437880287,16.903584208873003,11.807252741808217,32.0634255705992,1513383344481377.8,10.1745476758854,703.162116083277,1323.71336110388,0.00557972497138,0.0177174893852213,0.225707444914159,16.9036137570565,12.7392453866758,12.738534611479096,0.005579724971381218,0.4793168222941732,11.685063434446098,471240922663723.9,5.416871773803395
52,52,-2.2364203874454915,42.8035257630429,11490.96,2024-06-07 10:15:00,257.736666444,34610D,216.32033,22.217829,17.41111,230.5820674983781,64442.46873053165,0.3421677288873541,0.5480211343117433,32.8812680587046,35074.402679961844,0.0,5.497017747058874e-05,0.2094567302023603,1.1225423824928569,0.2740105671558716,0.6298567141434115,0.0120140930031563,0.0006110690930763,0.0001266236676747,3.418898002727036e-05,1481449949969437.2,103.87192579744782,40.67412858861759,0.0394575216704455,0.0008052555442948,0.000657625361174,0.3950386125189911,0.0200927266518337,0.0041635467593898,0.0011241770169303,4.871195292049958e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7820491570902914,17.53720133998092,12.014093003156344,34.18898002727036,1481449949969437.2,10.437982482534,708.53084274099,1337.49358643145,0.00549701774706,0.0180073790183784,0.233987133194547,17.5379607694343,12.9939583631654,12.993244122230081,0.005497017747058874,0.49434643880101836,11.959727727416334,493343866938171.8,5.865196903896798
53,53,-2.1393319063408285,42.92623901367188,11490.96,2024-06-07 10:16:00,258.251110888,34610D,216.28467,23.036102,17.376564,231.74095804009573,64409.58746247294,0.340501213906619,0.5783326377584591,34.69995826550755,36649.91963805087,-49.92580699942664,5.444406204648996e-05,0.2094567302023603,1.1170210452730231,0.2891663188792295,0.6651112438241078,0.012313178991228,0.0006107367863031,0.0001276137660618,3.628235539e-05,1450000000000000.0,109.61716816073832,42.92384837443284,0.041639949918609,0.0008497948962981,0.0006939991653101,0.4272667971113364,0.021192540995929,0.0044281923564521,0.0012589962178073,5.031493948498594e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7860445286616163,18.324959819025437,12.313178991228016,36.28235538999999,1450000000000000.0,10.8046439495719,715.876050441552,1355.66144763527,0.00544440620465,0.0183844091394555,0.245414358731772,18.3249792023188,13.3490479280663,13.348321191239148,0.005444406204648995,0.5151581176155667,12.285369312720679,531835589924396.7,6.586096943361069
