,index,longitude,latitude,altitude,time,groundspeed,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem
15,15,-3.7695377431016936,37.970489501953125,9753.6,2024-06-07 09:38:00,250.534444228,34610D,231.17645,7.1221914,19.23679,227.2232596223916,65715.14037357472,0.311785814861263,0.8958087256709727,53.74852354025836,57639.383282628834,1618.7937738059666,0.0002522023414648,0.2744848000248498,1.0860550567667295,0.4479043628354863,1.0,0.0170649426991206,0.0005774448169177,0.0001252351393788,3.628235539e-05,1450000000000000.0,169.79158586367615,66.4869236192996,0.06449822824831,0.0013162903724144,0.0010749704708051,0.9172154743768444,0.0310368063353064,0.0067312038369717,0.0019501230327754,7.793535913337462e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7454837622224634,28.819691641314417,17.064942699120614,36.28235539,1450000000000000.0,15.6874813805016,797.835201564886,1538.16720022541,0.0252202341465,0.0220779552591596,0.398683107054726,28.8190794897504,18.0579724152363,18.05341930061724,0.02522023414648,0.7999991581802941,17.326466171203087,901220857199511.8,14.498732047175588
16,16,-3.740903164478027,38.102142333984375,10233.66,2024-06-07 09:39:00,247.962222008,34610D,227.61829,8.715155,19.679028,226.97696059316564,65661.39185003446,0.3209720115680051,0.8349792553005153,50.09875531803092,50926.11328161144,1205.2102226965617,0.0001792565950457,0.2550380254566048,1.087187028409623,0.4174896276502576,0.947160684593973,0.015841834622124,0.0005913326797773,0.0001282471128002,3.628235539e-05,1450000000000000.0,158.26196804965966,61.97216032840425,0.0601185063816371,0.0012269082935027,0.0010019751063606,0.7936561965225057,0.0296250312357205,0.0064250207244244,0.0018177008450454,7.264319521114483e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7504735670920953,25.46305664080572,15.841834622124091,36.28235539,1450000000000000.0,14.0835849849508,773.318513390057,1481.59947820907,0.0179256595046,0.0208840702726741,0.34574287184845,25.4632011195659,16.555339420632,16.552372298733797,0.01792565950457,0.7039429267301466,15.584014439808877,781011874948498.1,11.907749918535865
17,17,-3.7118010825299166,38.23480224609375,10591.8,2024-06-07 09:40:00,246.418888676,34610D,224.653,9.326156,20.034838,226.35797366470533,65611.29309471643,0.3234492309626614,0.7709487224299009,46.25692334579405,47513.30892199658,1023.09072596541,0.0001374688425485,0.2412695654698515,1.126740410717732,0.3854743612149504,0.8802597191129061,0.0144485030016768,0.00059927064992,0.0001299686847463,3.628235539e-05,1450000000000000.0,146.1256208493634,57.21981417874724,0.0555083080149528,0.00113282261255,0.0009251384669158,0.6683432958100394,0.0277204165167358,0.0060119514876647,0.00167831013208,6.707253885140138e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7533501589716278,23.75665446099829,14.44850300167681,36.28235539,1450000000000000.0,13.2143368470235,760.928887125545,1455.99278112814,0.0137468842549,0.0203864768354709,0.31976995975923,23.7568741128635,15.6853958798243,15.68323992298468,0.013746884254850001,0.6588762160524521,14.719162192631146,727850148220797.4,10.733874922525537
18,18,-3.68316650390625,38.36472333487818,10896.6,2024-06-07 09:41:00,246.418888676,34610D,222.05438,9.738825,20.33667,225.1962254733112,65565.03617137064,0.3405372358752225,0.5042409453430692,30.25445672058415,32886.7582645182,0.0,0.000103383519986,0.2300315857671193,1.1129599078629444,0.2521204726715346,0.577835150449128,0.0116034785912093,0.0006054495550775,0.0001238153497383,2.7216864407515125e-05,1586195945994017.5,95.57382878032531,37.4247629633626,0.0363053480647009,0.0007409254707081,0.0006050891344116,0.351056940845967,0.0183175473605916,0.0037459661400017,0.0008234314462871,4.798949659844204e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7538564256580114,16.4433791322591,11.603478591209315,27.216864407515125,1586195945994017.5,10.079548165086,700.048110325741,1305.11442174856,0.0103383519986,0.0172183535946742,0.219015340083574,16.443316864964,12.7198770125918,12.718562122870377,0.0103383519986,0.47052236650731666,11.53331377422712,441297562078540.8,4.963975786170583
19,19,-3.654148267663061,38.49623107910156,10896.6,2024-06-07 09:42:00,246.93333312,34610D,222.03012,9.948228,20.360191,224.33727118215248,65534.78171465005,0.340216470898597,0.510474268419029,30.62845610514174,33389.29244463373,0.0,0.0001035859722708,0.2300315857671193,1.118517826498593,0.2552371342095145,0.5842366970453383,0.0116627366262587,0.0006052312275987,0.0001239795186935,2.787311765534631e-05,1576336686073876.2,96.75529283614276,37.887400202060334,0.03675414732617,0.0007500846393095,0.0006125691221028,0.3572116168231947,0.0185372980879678,0.0037973012462417,0.0008537105606202,4.828075899633831e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7510220774168948,16.694646222316862,11.66273662625874,27.87311765534631,1576336686073876.2,10.1601358509898,701.349629903486,1309.03391961704,0.0103585972271,0.0173061502330072,0.221521359452682,16.6947702048286,12.8001523429621,12.798826564068534,0.010358597227079998,0.474186951969577,11.606026931004678,448316623047286.9,5.089622557271595
20,20,-3.625,38.6279296875,10896.6,2024-06-07 09:43:00,247.447777564,34610D,222.00072,10.198532,20.359915,224.00677073620017,65504.15325854491,0.3400755551827262,0.5177159614962992,31.06295768977795,33898.87482440313,-25.537145301313824,0.0001032180520073,0.2300315857671193,1.1186405342856458,0.2588579807481496,0.5920388167973729,0.0117346421231484,0.0006049667703927,0.0001241771346909,2.8583366761830223e-05,1565666216141704.0,98.12788334200852,38.42487866225533,0.0372755492277335,0.0007607254944435,0.0006212591537955,0.3645126917760463,0.0187920571924326,0.003857309080943,0.0008878839123541,4.863422342832449e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.749965298802182,16.949437412201565,11.734642123148449,28.583366761830224,1565666216141704.0,10.2544325619672,702.993909937948,1313.54783717509,0.0103218052007,0.0174034888694329,0.224404464606283,16.9488122052891,12.894222893458,12.892892114249227,0.01032180520073,0.4788376323168252,11.696025853891996,455880050050310.56,5.234325492065578
21,21,-3.59600830078125,38.75864837129237,10888.98,2024-06-07 09:44:00,245.389999788,34610D,222.03276,10.433799,20.349888,224.5166643498269,65473.09030085513,0.3403023942472064,0.521770407133476,31.30622442800856,34109.497812999565,-25.5349856959216,0.0001037235705443,0.2303072702383211,1.1209771135310909,0.260885203566738,0.5965841414927083,0.0117790430922982,0.0006045160281487,0.000124229899206,2.888131449173257e-05,1561189980600880.0,98.89636296807905,38.72579961744659,0.0375674693136102,0.0007666830472165,0.0006261244885601,0.368757366594674,0.0189251144475519,0.0038891691052119,0.000904164913254,4.887496390744948e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7516181847193333,17.054748906499782,11.779043092298284,28.881314491732567,1561189980600880.0,10.3146583289761,703.945672894275,1315.53969196361,0.0103723570544,0.0174404212051678,0.226008332585372,17.0547177710235,12.9588804035537,12.957536401612666,0.010372357054430001,0.4815490390171631,11.7502038989991,459316714771417.56,5.307631030079605
22,22,-3.56695556640625,38.88908774165784,10881.36,2024-06-07 09:45:00,244.875555344,34610D,222.06433,10.703032,20.302988,225.1968706773758,65441.78407642712,0.3342628298984955,0.6389694974432454,38.33816984659472,40905.84036438146,357.32423700365604,0.0001041315205429,0.2305832221844504,1.1223075880785514,0.3194847487216227,0.7305966927443774,0.0128988020960271,0.0006040614424286,0.0001280455502266,3.628235539e-05,1450000000000000.0,121.11027854539272,47.42431610023768,0.0460058038159136,0.0009388939554268,0.0007667633969318,0.4945164655751004,0.0231586101776077,0.0049090320526894,0.0013909991033763,5.559034627756235e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7538417199098006,20.45292018219073,12.898802096027136,36.28235538999999,1450000000000000.0,11.7316178991843,731.438051401442,1385.72586938745,0.0104131520543,0.0189217138510655,0.270897534316984,20.4526514260599,14.3167546264171,14.315263956214366,0.01041315205429,0.5614676991386044,13.090536953220631,597611385040449.4,7.957552380667561
23,23,-3.54052734375,39.01799088817532,10988.04,2024-06-07 09:46:00,244.3611109,34610D,221.16972,11.262311,20.413324,226.9880136962751,65403.44590658053,0.3197394815327503,0.7618820539619855,45.71292323771913,46287.16096094731,863.1079577900031,9.132378893696924e-05,0.2267441630463499,1.0825919668377817,0.3809410269809927,0.874392109149863,0.0142636565182161,0.0006063637684993,0.0001315070268837,3.628235539e-05,1450000000000000.0,144.40712450795473,56.54688604505857,0.0548555078852629,0.0011195001609237,0.0009142584647543,0.6520334355064071,0.0277186604035451,0.0060115706251584,0.0016585725268267,6.628373869469274e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7613726670039411,23.143580480473656,14.263656518216154,36.28235539,1450000000000000.0,12.8392379465483,760.261487614359,1462.07588750088,0.0091323788937,0.0206026480007338,0.313266607897238,23.1427426646195,15.2051623600073,15.20377389376918,0.009132378893696924,0.6565357230724718,14.575971228025915,721581147782915.0,10.621045692164904
24,24,-3.52703857421875,39.1510837360964,11247.12,2024-06-07 09:47:00,245.389999788,34610D,218.89119,11.764091,20.99093,227.00018715699008,65357.73298334281,0.3253882949699539,0.6949412622472588,41.69647573483553,42963.85753826464,604.0286837343859,7.551130042230451e-05,0.2176674270226199,1.1476966735675749,0.3474706311236294,0.7997396830624738,0.0133616196333538,0.0006109269635732,0.0001313049769939,3.628235539e-05,1450000000000000.0,131.71916684634544,51.57854048399155,0.0500357708818026,0.0010211381812612,0.0008339295146967,0.5571324488202389,0.0254735013123872,0.0054749547870926,0.0015128463511218,6.045988981551152e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7653661835821226,21.48192876913232,13.361619633353804,36.28235539,1450000000000000.0,12.0486511188156,744.78117211879,1427.86193944851,0.00755113004223,0.0199138676369739,0.287947397633194,21.4825027366366,14.4596420385242,14.458550254592254,0.0075511300422304506,0.603468228852555,13.72344799454685,654929168331240.9,9.17198579985956
25,25,-3.509534752887248,39.284271240234375,11430.0,2024-06-07 09:48:00,250.019999784,34610D,217.31819,12.12505,21.36169,227.41532166309403,65316.036507607976,0.3321648403257155,0.6293046427070342,37.758278562422056,39643.713901478965,300.40486888414495,6.549701879979415e-05,0.2114799020422646,1.1852306841754965,0.3146523213535171,0.7261718092606242,0.0127648951748194,0.0006143669739422,0.0001301090692551,3.628235539e-05,1450000000000000.0,119.27840197869126,46.70699058171608,0.0453099342749064,0.0009246925362225,0.0007551655712484,0.4819804678309481,0.0231974393416638,0.004912694480435,0.0013699592817164,5.474950391551198e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7695358690053072,19.821856950739484,12.7648951748194,36.28235539,1450000000000000.0,11.3108766474793,728.89249490699,1390.19174164537,0.00654970187998,0.0191332578716441,0.263638069346484,19.822769945764,13.7790475158546,13.778145088426717,0.006549701879979415,0.5538125597878857,12.907612396174281,586015173754449.1,7.72102060598396
26,26,-3.48419189453125,39.418433237884,11521.44,2024-06-07 09:49:00,255.164444224,34610D,216.56657,12.406407,21.41865,228.7659587220936,65278.27822904555,0.3413434341459815,0.5398676726986706,32.39206036192024,34742.969421598864,-24.99491068498659,5.9941259656618426e-05,0.2084524140765676,1.1794561830199388,0.2699338363493353,0.6248901567329942,0.0119188856264187,0.000616381995089,0.0001275699786433,3.387227948506747e-05,1486207919507488.2,102.32651868330602,40.06897866769533,0.0388704724343042,0.0007932749476388,0.0006478412072384,0.3860772626577797,0.0199658827909265,0.0041322544485842,0.0010971929216761,4.814133663905045e+16,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7754483855526749,17.371484710799432,11.918885626418753,33.872279485067466,1486207919507488.2,10.3024996791523,707.765969112044,1336.352221487,0.00599412596566,0.0179920368005676,0.23086449937015,17.3720278882129,12.8314821678704,12.830713078766165,0.0059941259656618425,0.4922190997857974,11.886239141296615,485573804518282.2,5.746711741406273
