longitude;latitude;altitude;groundspeed;time;flight_id;air_temperature;eastward_wind;northward_wind;true_airspeed;aircraft_mass;engine_efficiency;fuel_flow;fuel_burn;thrust;rocd;specific_humidity;air_pressure;rhi;fuel_flow_per_engine;thrust_setting;nox_ei;co_ei;hc_ei;nvpm_ei_m;nvpm_ei_n;co2;h2o;so2;sulphates;oc;nox;co;hc;nvpm_mass;nvpm_number;flight_phase;WAR;engine_model;SAF;LHV;ei_h2o;ei_co2_conservative;ei_co2_optimistic;W3_no_water_injection;water_injection_kg_s;mach;thrust_per_engine;EI_nox_py;EI_nvpm_mass_py;EI_nvpm_number_py
-4,458446502685547;36,64544677734375;624,84;100,831111024;2024-06-07 09:23:00;34610D;295,19336;0,96996045;1,6105541;110,572215716343;66657,01520873216;0,2526206822437738;1,3271239379015707;79,62743627409424;148637,69467369904;2781,55761468215;0,00827563755017094;0,9404035659516814;0,3826088177977075;0,6635619689507853;0,9999999999999999;0,01834322578888754;0,00036843124549613336;7,99046714585036e-05;3,078641737874867e-05;1532568553431143,8;251,54307118986367;97,9417466171359;0,09555292352891308;0,001950059663855369;0,0015925487254818847;1,4606240425659645;0,029337235522128528;0,006362604134564432;0,002451443487933977;1,2203450482401918e+17;climb;10;GTF2035_wi_gass_on_design;0;43031;1,237;3,16;3,16;30,133548416143867;2,7639805168218525;0,3210331919589202;74,31884733684952;18,343225788887537;30,78641737874867;1532568553431143,8
-4,399623870849609;36,604248046875;1440,18;118,32222212;2024-06-07 09:24:00;34610D;290,10602;-12,065596;3,6959515;139,33108068323645;66577,38777245807;0,2803715600781101;1,1950438293209404;71,70262975925642;103716,8323707955;2671,4630383454605;0,00781898290796935;0,8517839178058632;0,47119742917719865;0,5975219146604702;0,9424954841825947;0,01688554443133338;0,00038484562293392084;8,346459058153043e-05;2,808468447654321e-05;1573158199281541,2;226,50860740949102;88,1942346038854;0,0860431557111077;0,0017559827696144428;0,0014340525951851283;1,2107379406433716;0,027594443215701328;0,005984630636475397;0,0020137457329271143;1,127995799158229e+17;climb;10;GTF2035_wi_gass_on_design;0;43031;1,237;3,16;3,16;25,461389893608928;2,347056816969621;0,4080626547867353;51,85841618539775;16,885544431333383;28,084684476543213;1573158199281541,2
-4,322477300116361;36,58828993975106;2217,42;135,298888772;2024-06-07 09:25:00;34610D;288,7378;-5,6733317;10,186295;145,58717537578292;66505,68514269881;0,28352511704206795;1,1688525819071043;70,13115491442626;108931,43801968958;3005,555785269361;0,005350947796768626;0,773723179826334;0,32376493307882376;0,5844262909535521;0,9999999999999999;0,018207164212468277;0,0004179169360361043;9,063703439685556e-05;3,160117416568522e-05;1520328006110952,8;221,54431837467254;86,2613205447443;0,0841573858973115;0,0017174976713737041;0,001402623098288525;1,2768894539370106;0,0293089973825104;0,006356479900270059;0,0022162268408914354;1,0662235891730802e+17;climb;10;GTF2035_wi_gass_on_design;0;43031;1,237;3,16;3,16;25,8964819366554;2,4510774707025353;0,42739408547734264;54,46571900984479;18,207164212468278;31,601174165685226;1520328006110952,8
-4,236222936751972;36,61300917803231;3086,1000000000004;152,275555424;2024-06-07 09:26:00;34610D;282,66278;-5,0140047;11,643089;152,16004076680514;66435,55398778438;0,2885505707291853;1,1309381781090246;67,85629068654148;98400,61945474308;2287,214517318119;0,002921095333886725;0,6934403928345334;0,2500719341300094;0,5654690890545123;1,0;0,018675241629046976;0,000435654744375979;9,448397671002174e-05;3,376337620560875e-05;1487844034440081,2;214,35802227878455;83,46323754444603;0,08142754882384977;0,0016617867106908117;0,0013571258137308295;1,2672326246220122;0,029561914973347356;0,00641133218885565;0,0022910574703668453;1,009595772972028e+17;climb;10;GTF2035_wi_gass_on_design;0;43031;1,237;3,16;3,16;24,189562743971127;2,3482962555369387;0,45146441438030066;49,20030972737154;18,67524162904698;33,76337620560875;1487844034440081,2
-4,184622257313833;36,68991347490731;3749,04;174,91111096;2024-06-07 09:27:00;34610D;276,64957;-3,9257789;9,377092;165,96180560067236;66367,69769709784;0,29752605163005247;1,1171801346949655;67,03080808169793;92413,75749340394;2094,6075759498312;0,0020121669953568496;0,6368273221635501;0,25363981187908696;0,5585900673474827;1,0;0,018850005933959114;0,00044264151338411773;9,59992539536768e-05;3,546093665197463e-05;1462340633540833,5;211,75032273008375;82,44789394048846;0,0804369696980375;0,0016415708101640307;0,0013406161616339584;1,2635311300980805;0,02967061833264312;0,0064349075677550905;0,0023769752391157592;9,802187435694418e+16;climb;10;GTF2035_wi_gass_on_design;0;43031;1,237;3,16;3,16;23,757792526758124;2,327974606670934;0,4977375294550086;46,206878746701975;18,850005933959114;35,460936651974635;1462340633540833,5
-4,146251678466797;36,78662109375;4358,64;191,887777612;2024-06-07 09:28:00;34610D;271,71878;-3,406237;8,695613;180,84474749099618;66300,66688901615;0,30125545688174127;1,0933459187748753;65,60075512649252;97118,16341582537;2666,064328572796;0,0012513568449361065;0,588129611839903;0,21796215561719398;0,5466729593874377;1,0;0,01891718916322698;0,0004523949059540834;9,81145512810233e-05;3,628235539e-05;1450000000000000,0;207,23278544458984;80,68892880558579;0,07872090615179102;0,0016065491051385921;0,0013120151025298502;1,240981893978391;0,029677447445966437;0,006436388652932102;0,0023801499113517656;9,512109493341414e+16;climb;10;GTF2035_wi_gass_on_design;0;43031;1,237;3,16;3,16;24,77219463114842;2,446220607799065;0,5472720841957844;48,55908170791269;18,91718916322698;36,28235539;1450000000000000,0
-4,106899829621;36,88751220703125;5135,88;197,546666496;2024-06-07 09:29:00;34610D;266,28842;-2,7134047;9,770877;192,5884354495601;66235,06613388965;0,3135742285408477;1,054779859361127;63,28679156166763;80434,27540051853;2038,5969893301951;0,0006925397341391535;0,5304583483154943;0,17256100008742686;0,5273899296805635;1,0;0,018753175688718923;0,00047022264467457003;0,0001019809975249901;3,628235539e-05;1450000000000000,0;199,92297454330802;77,84275362085118;0,07594414987400115;0,0015498806096734927;0,0012657358312333524;1,186828320931287;0,029758882501095613;0,00645405013361499;0,0022961938629332775;9,176584776441806e+16;climb;10;GTF2035_wi_gass_on_design;0;43031;1,237;3,16;3,16;22,38474217193198;2,2229718938006746;0,5887233802028466;40,217137700259265;18,753175688718922;36,28235538999999;1450000000000000,0
-4,066168602476694;36,99110412597656;5730,240000000001;208,864444264;2024-06-07 09:30:00;34610D;262,3566;-1,3909073;10,909297;201,09224888547624;66171,77934232798;0,3176726141748292;1,0224038074790467;61,344228448742804;77173,63686935938;2170,1479618677918;0,000505436574904874;0,48952171669891104;0,1642689318638077;0,5112019037395233;1,0;0,018513551939938186;0,0004859163202571105;0,00010538461219320475;3,628235539e-05;1450000000000000,0;193,7864176695785;75,45340099195364;0,07361307413849136;0,0015023076354794154;0,001226884568974856;1,1356995596012336;0,029808161756824658;0,006464737725362118;0,0022257130977026344;8,894913125067707e+16;climb;10;GTF2035_wi_gass_on_design;0;43031;1,237;3,16;3,16;21,77373853196423;2,166368609369953;0,6193077802943314;38,58681843467969;18,513551939938186;36,28235538999999;1450000000000000,0
-4,023099858710111;37,10087585449219;6362,700000000001;215,037777592;2024-06-07 09:31:00;34610D;258,16083;0,7978851;12,403082;205,72888926879455;66110,43511387924;0,3205228423891136;0,9917404877437536;59,504429264625216;71753,09076261082;1882,4909328180745;0,0003847001148765698;0,4488094387389205;0,16778301596330134;0,4958702438718768;1,0;0,018230837936519494;0,0005034081697698012;0,00010917821142128054;3,628235539e-05;1450000000000000,0;187,97449204695104;73,19044799548901;0,07140531511755026;0,001457251328929597;0,0011900885852925043;1,0848156064284702;0,029955015829301577;0,006496587158755885;0,002158960849858248;8,628142243370656e+16;climb;10;GTF2035_wi_gass_on_design;0;43031;1,237;3,16;3,16;20,589258564191635;2,0510051662842956;0,638715278911193;35,87654538130541;18,230837936519492;36,28235539;1450000000000000,0
-3,978862356632306;37,21408081054688;6911,34;222,239999808;2024-06-07 09:32:00;34610D;254,31462;1,843599;14,17466;210,6506190647398;66050,93068461462;0,3232113285778495;0,9675381251742406;58,05228751045444;67705,76537955373;1671,6692660383262;0,0002958787626552552;0,41575489665763843;0,17139705533949118;0,4837690625871203;1,0;0,018003268942831916;0,0005179604713034387;0,00011233428704522647;3,628235539e-05;1450000000000000,0;183,38717624552558;71,40431363785896;0,06966274501254532;0,0014216886737254148;0,0011610457502090887;1,0451309447973136;0,03006879019915771;0,006521262328831405;0,002106273726656766;8,417581689015894e+16;climb;10;GTF2035_wi_gass_on_design;0;43031;1,237;3,16;3,16;19,73746445345416;1,9679065487849758;0,6589224532728709;33,85288268977687;18,003268942831916;36,28235538999999;1450000000000000,0
