c_t,air_temperature,air_pressure,mach,wing_surface,q_fuel,eta_poll
0.029498814119574022,216.9648,21662.374173827782,0.7848535686055103,122.4,43130000.0,0.3446595917196343
0.027749925096039785,217.06133,21688.419296386823,0.7869143521829274,122.4,43130000.0,0.345273648337297
0.02675005323552771,217.15417,21714.495733537875,0.7829303544414637,122.4,43130000.0,0.3443085737810399
0.029885825914815395,217.24535,21740.603522931116,0.7749282019207273,122.4,43130000.0,0.3433917055541565
0.029935289511443176,217.33473,21740.603522931116,0.7761905410658779,122.4,43130000.0,0.34351207121148014
0.02765761014281333,217.42706,21740.603522931116,0.7778870226413371,122.4,43130000.0,0.34387791697252706
0.028555700517898668,217.5137,21871.6140744584,0.777155813056016,122.4,43130000.0,0.34392798526115836
0.029313208031841596,217.61176,21871.6140744584,0.7746382536518457,122.4,43130000.0,0.3435258337309623
0.02893833065065059,217.71674,21845.348957515176,0.7733748209104744,122.4,43130000.0,0.34339810261561465
0.029213840895882512,217.82007,21871.6140744584,0.772676223636084,122.4,43130000.0,0.3432843142180893
0.026985380282369402,217.92085,21897.910770497456,0.7730071904325466,122.4,43130000.0,0.3427093471270889
0.0314119860509958,218.00618,21924.239083600536,0.7655002398167913,122.4,43130000.0,0.34157775392773077
0.0173361535455445,218.07513,21950.5990517815,0.7727092846015635,122.4,43130000.0,0.3196621636001643
0.008515242161353371,218.41318,22948.101845605397,0.7699261554683783,122.4,43130000.0,0.2691674371466574
0.011338806990734447,220.39838,24793.00291490484,0.764205429434935,122.4,43130000.0,0.28646375739512886
0.0031372659220173646,222.49506,26415.414792830124,0.7586307019548902,122.4,43130000.0,0.17065837028837397
0.005482165143797277,225.84477,28942.862701920258,0.7456760006935896,122.4,43130000.0,0.22809822489115528
0.0069270854378087575,229.35919,31236.70418127278,0.7302361549562699,122.4,43130000.0,0.24448065527848903
0.005294827405803637,233.48477,33600.61550930239,0.7196850418837817,122.4,43130000.0,0.21584189050941793
0.008538761925303383,237.38817,35948.83900001084,0.6983347799271664,122.4,43130000.0,0.2507751488531463
0.011084905815768915,240.38718,37929.846445119474,0.6819593320456636,122.4,43130000.0,0.26236931780007294
0.010450687233606527,242.9124,39611.720188322026,0.6692248026618928,122.4,43130000.0,0.25539779639605364
0.018603884946437197,245.37253,41442.16772350146,0.6569231382586737,122.4,43130000.0,0.2892285192740483
0.02069780747854333,245.82544,41843.17550633592,0.6479607391856571,122.4,43130000.0,0.2937525101772377
0.01440420795132879,245.80203,41887.925180133876,0.6392451719464177,122.4,43130000.0,0.26631796371505373
0.0,247.18156,43019.325922865006,0.6278819947465897,122.4,43130000.0,0.16075609211784084
0.0,252.33058,47546.661812724305,0.6043115881735561,122.4,43130000.0,0.158824111471028
0.0,256.91016,52237.81322577617,0.5761269335391719,122.4,43130000.0,0.15644501433820904
0.0,261.9831,57818.07214749808,0.5467726525243585,122.4,43130000.0,0.1538809741307234
0.006065470895231713,265.4446,62932.15587409787,0.5210700539931351,122.4,43130000.0,0.15192723564317318
0.0019037527326867562,266.49866,65333.86288489202,0.49870664592196673,122.4,43130000.0,0.14947103858340569
0.002621087268663356,267.61133,68539.81254114237,0.47741606564304473,122.4,43130000.0,0.14742442557174953
0.0053086241123196515,268.9632,71457.04809689333,0.45383696136692786,122.4,43130000.0,0.14508360543580706
0.005331777670244316,270.66458,74260.24407484337,0.43949677386658725,122.4,43130000.0,0.14361902744292349
0.008442256668700064,272.0098,77151.82733633558,0.4274742842526274,122.4,43130000.0,0.14236575675876104
0.009786538783128502,272.9934,79530.15389274756,0.4155939281249843,122.4,43130000.0,0.14828131691360405
0.010854864201451854,274.11057,81659.56769930178,0.40284965019380903,122.4,43130000.0,0.15125740840736862
0.0035635210917214777,275.2491,83756.42488130389,0.3927643600140695,122.4,43130000.0,0.13860653851719854
0.005690970458437777,276.5399,85896.66953399946,0.35986332539278065,122.4,43130000.0,0.1348271830915058
0.0036012929371782056,278.01178,87917.65748408588,0.332646768957002,122.4,43130000.0,0.13151785246634556
0.009252973274910946,279.6551,90143.39545238864,0.3054872932908155,122.4,43130000.0,0.12802530481329077
0.028919974863685218,281.14352,92329.60723777568,0.2890868408729625,122.4,43130000.0,0.18231921178643076
0.0,281.70297,93096.29782938659,0.2709458980823983,122.4,43130000.0,0.12326190584101288
0.0,283.5544,95689.25477700023,0.23238982365152008,122.4,43130000.0,0.11742554609203823
0.07902180237600187,285.6977,98429.76811451821,0.19454619744179938,122.4,43130000.0,0.18819719366329696
,287.60516,100322.09119392285,,122.4,43130000.0,
