timestamp,icao24,callsign,latitude,longitude,groundspeed,geoaltitude,typecode,manufacturer,registration
2025-01-09 18:00:01+00:00,4bb26b,THY8YM,42.9269822977357,24.42319597516741,450.0,33375.0,,,
2025-01-09 18:00:02+00:00,4bb26b,THY8YM,42.9269822977357,24.42319597516741,450.0,33375.0,,,
2025-01-09 18:00:03+00:00,4bb26b,THY8YM,42.9269822977357,24.42319597516741,450.0,33375.0,,,
2025-01-09 18:00:04+00:00,4bb26b,THY8YM,42.92186155157574,24.436144147600444,449.0,33375.0,,,
2025-01-09 18:00:05+00:00,4bb26b,THY8YM,42.92079162597656,24.438895292060323,449.0,33375.0,,,
2025-01-09 18:00:06+00:00,4bb26b,THY8YM,42.919830322265625,24.44132250408794,448.0,33375.0,,,
2025-01-09 18:00:07+00:00,4bb26b,THY8YM,42.91892876059322,24.443599155970983,448.0,33375.0,,,
2025-01-09 18:00:08+00:00,4bb26b,THY8YM,42.91785805912341,24.446280343191965,448.0,33375.0,,,
2025-01-09 18:00:09+00:00,4bb26b,THY8YM,42.916880462129235,24.448765345982142,447.0,33375.0,,,
2025-01-09 18:00:10+00:00,4bb26b,THY8YM,42.91608907408633,24.450792585100444,447.0,33375.0,,,
2025-01-09 18:00:11+00:00,4bb26b,THY8YM,42.91511147709216,24.453212193080358,447.0,33375.0,,,
2025-01-09 18:00:12+00:00,4bb26b,THY8YM,42.913970947265625,24.45620514625727,447.0,33375.0,,,
2025-01-09 18:00:13+00:00,4bb26b,THY8YM,42.91300964355469,24.45869623228561,447.0,33375.0,,,
2025-01-09 18:00:14+00:00,4bb26b,THY8YM,42.91203902939618,24.461190359933035,446.0,33375.0,,,
2025-01-09 18:00:15+00:00,4bb26b,THY8YM,42.911247641353285,24.46315220424107,446.0,33375.0,,,
2025-01-09 18:00:16+00:00,4bb26b,THY8YM,42.911247641353285,24.46315220424107,446.0,33375.0,,,
2025-01-09 18:00:17+00:00,4bb26b,THY8YM,42.9094786563162,24.467599051339285,446.0,33375.0,,,
2025-01-09 18:00:18+00:00,4bb26b,THY8YM,42.908035536943856,24.471261160714285,446.0,33375.0,,,
2025-01-09 18:00:19+00:00,4bb26b,THY8YM,42.90715026855469,24.473515000454217,446.0,33375.0,,,
2025-01-09 18:00:20+00:00,4bb26b,THY8YM,42.906266551906775,24.4757080078125,446.0,33375.0,,,
2025-01-09 18:00:21+00:00,4bb26b,THY8YM,42.90582275390625,24.476964196493462,446.0,33375.0,,,
2025-01-09 18:00:22+00:00,4bb26b,THY8YM,42.90582275390625,24.476964196493462,445.0,33375.0,,,
2025-01-09 18:00:23+00:00,4bb26b,THY8YM,42.90347341763771,24.482901436941965,445.0,33350.0,,,
2025-01-09 18:00:24+00:00,4bb26b,THY8YM,42.902435302734375,24.485587186591573,445.0,33350.0,,,
2025-01-09 18:00:25+00:00,4bb26b,THY8YM,42.90147167141154,24.488067626953125,444.0,33350.0,,,
2025-01-09 18:00:26+00:00,4bb26b,THY8YM,42.900494074417374,24.490487234933035,444.0,33350.0,,,
2025-01-09 18:00:27+00:00,4bb26b,THY8YM,42.90007510427701,24.49153355189732,444.0,33350.0,,,
2025-01-09 18:00:28+00:00,4bb26b,THY8YM,42.89863198490466,24.49519566127232,444.0,33325.0,,,
2025-01-09 18:00:29+00:00,4bb26b,THY8YM,42.8975830078125,24.497914868731833,444.0,33350.0,,,
2025-01-09 18:00:30+00:00,4bb26b,THY8YM,42.89672334315413,24.50010027204241,443.0,33350.0,,,
2025-01-09 18:00:31+00:00,4bb26b,THY8YM,42.89574574615995,24.50258527483259,443.0,33325.0,,,
2025-01-09 18:00:32+00:00,4bb26b,THY8YM,42.89460754394531,24.505515874818315,443.0,33300.0,,,
2025-01-09 18:00:33+00:00,4bb26b,THY8YM,42.89355779098252,24.508209228515625,443.0,33325.0,,,
2025-01-09 18:00:34+00:00,4bb26b,THY8YM,42.89268493652344,24.510434172874277,443.0,33300.0,,,
2025-01-09 18:00:35+00:00,4bb26b,THY8YM,42.89169570146981,24.51291765485491,443.0,33325.0,,,
2025-01-09 18:00:36+00:00,4bb26b,THY8YM,42.89076465671345,24.51533726283482,443.0,33325.0,,,
2025-01-09 18:00:37+00:00,4bb26b,THY8YM,42.889787059719275,24.517822265625,442.0,33300.0,,,
2025-01-09 18:00:38+00:00,4bb26b,THY8YM,42.88893127441406,24.520015272983287,442.0,33325.0,,,
2025-01-09 18:00:39+00:00,4bb26b,THY8YM,42.88787841796875,24.52269798101381,442.0,33325.0,,,
2025-01-09 18:00:40+00:00,4bb26b,THY8YM,42.88691711425781,24.525125193041426,442.0,33325.0,,,
2025-01-09 18:00:41+00:00,4bb26b,THY8YM,42.886062880693856,24.527369907924108,442.0,33300.0,,,
2025-01-09 18:00:42+00:00,4bb26b,THY8YM,42.88508528369968,24.529789515904017,442.0,33300.0,,,
2025-01-09 18:00:43+00:00,4bb26b,THY8YM,42.884061134467686,24.532470703125,441.0,33325.0,,,
2025-01-09 18:00:44+00:00,4bb26b,THY8YM,42.88308353747352,24.534955705915177,441.0,33325.0,,,
2025-01-09 18:00:45+00:00,4bb26b,THY8YM,42.88210594047934,24.53737531389509,441.0,33325.0,,,
2025-01-09 18:00:46+00:00,4bb26b,THY8YM,42.881561279296875,24.538858103197676,441.0,33300.0,,,
2025-01-09 18:00:47+00:00,4bb26b,THY8YM,42.88010419425318,24.54254150390625,441.0,33300.0,,,
2025-01-09 18:00:48+00:00,4bb26b,THY8YM,42.87908935546875,24.545181629269624,441.0,33300.0,,,
2025-01-09 18:00:49+00:00,4bb26b,THY8YM,42.878195552502646,24.54738071986607,440.0,33300.0,,,
2025-01-09 18:00:50+00:00,4bb26b,THY8YM,42.877716064453125,24.54863082530887,440.0,33300.0,,,
2025-01-09 18:00:51+00:00,4bb26b,THY8YM,42.87629699707031,24.55227164335029,440.0,33300.0,,,
2025-01-09 18:00:52+00:00,4bb26b,THY8YM,42.875821388373936,24.553462437220983,440.0,33325.0,,,
2025-01-09 18:00:53+00:00,4bb26b,THY8YM,42.874786376953125,24.556167957394624,440.0,33300.0,,,
2025-01-09 18:00:54+00:00,4bb26b,THY8YM,42.87373352050781,24.558850665425147,440.0,33300.0,,,
2025-01-09 18:00:55+00:00,4bb26b,THY8YM,42.87265583620233,24.561505998883927,440.0,33325.0,,,
