,timestamp,icao24,callsign,latitude,longitude,groundspeed,geoaltitude
3000,2024-06-07 09:22:48+00:00,34610d,,36.65245056152344,-4.468288421630859,,
3001,2024-06-07 09:22:49+00:00,34610d,,36.65180969238281,-4.467430114746094,179.0,1825.0
3002,2024-06-07 09:22:50+00:00,34610d,,36.65122856528072,-4.466585199883639,181.0,1825.0
3003,2024-06-07 09:22:51+00:00,34610d,,36.65098571777344,-4.466228485107422,183.0,1850.0
3004,2024-06-07 09:22:52+00:00,34610d,,36.65007019042969,-4.464969635009766,183.0,1850.0
3005,2024-06-07 09:22:53+00:00,34610d,VLG3VN,36.649599236957094,-4.464247683261306,186.0,1900.0
3006,2024-06-07 09:22:54+00:00,34610d,VLG3VN,36.64897155761719,-4.4634246826171875,187.0,1925.0
3007,2024-06-07 09:22:55+00:00,34610d,VLG3VN,36.64837646484375,-4.462566375732422,187.0,1925.0
3008,2024-06-07 09:22:56+00:00,34610d,VLG3VN,36.64778137207031,-4.461765289306641,191.0,1975.0
3009,2024-06-07 09:22:57+00:00,34610d,VLG3VN,36.64727783203125,-4.461021423339844,191.0,1975.0
3010,2024-06-07 09:22:58+00:00,34610d,VLG3VN,36.646619893736755,-4.46009859125661,193.0,2025.0
3011,2024-06-07 09:22:59+00:00,34610d,VLG3VN,36.646014714645126,-4.459280460438833,194.0,2025.0
3012,2024-06-07 09:23:00+00:00,34610d,VLG3VN,36.64544677734375,-4.458446502685547,196.0,2050.0
3013,2024-06-07 09:23:01+00:00,34610d,VLG3VN,36.644805908203125,-4.4574737548828125,197.0,2075.0
3014,2024-06-07 09:23:02+00:00,34610d,VLG3VN,36.6441650390625,-4.456615447998047,199.0,2100.0
3015,2024-06-07 09:23:03+00:00,34610d,VLG3VN,36.64347839355469,-4.4556427001953125,201.0,2150.0
3016,2024-06-07 09:23:04+00:00,34610d,VLG3VN,36.64312847590042,-4.455189806349722,202.0,2150.0
3017,2024-06-07 09:23:05+00:00,34610d,VLG3VN,36.64252329680879,-4.454313237616361,203.0,2175.0
3018,2024-06-07 09:23:06+00:00,34610d,VLG3VN,36.641876220703125,-4.4533538818359375,204.0,2200.0
3019,2024-06-07 09:23:07+00:00,34610d,VLG3VN,36.64126638638771,-4.452501662233999,206.0,2225.0
3020,2024-06-07 09:23:08+00:00,34610d,VLG3VN,36.64064025878906,-4.451637268066406,208.0,2250.0
3021,2024-06-07 09:23:09+00:00,34610d,VLG3VN,36.63973016253972,-4.450339459358361,209.0,2275.0
3022,2024-06-07 09:23:10+00:00,34610d,VLG3VN,36.63903187897245,-4.449287576878305,211.0,2300.0
3023,2024-06-07 09:23:11+00:00,34610d,VLG3VN,36.638426699880824,-4.4484694460604715,212.0,2325.0
3024,2024-06-07 09:23:12+00:00,34610d,VLG3VN,36.637774968551376,-4.447534439411527,212.0,2325.0
3025,2024-06-07 09:23:13+00:00,34610d,VLG3VN,36.63712323722193,-4.446599432762639,215.0,2350.0
3026,2024-06-07 09:23:14+00:00,34610d,VLG3VN,36.636566162109375,-4.44580078125,216.0,2400.0
3027,2024-06-07 09:23:15+00:00,34610d,VLG3VN,36.63587951660156,-4.444828033447266,218.0,2425.0
3028,2024-06-07 09:23:16+00:00,34610d,VLG3VN,36.635284423828125,-4.4439697265625,219.0,2450.0
3029,2024-06-07 09:23:17+00:00,34610d,VLG3VN,36.63459777832031,-4.442996978759766,220.0,2475.0
3030,2024-06-07 09:23:18+00:00,34610d,VLG3VN,36.6339111328125,-4.442081451416016,221.0,2500.0
3031,2024-06-07 09:23:19+00:00,34610d,VLG3VN,36.63322448730469,-4.441108703613281,223.0,2525.0
3032,2024-06-07 09:23:20+00:00,34610d,VLG3VN,36.632654222391416,-4.4402296999667215,224.0,2550.0
3033,2024-06-07 09:23:21+00:00,34610d,VLG3VN,36.63163007315943,-4.438768752077749,225.0,2575.0
3034,2024-06-07 09:23:22+00:00,34610d,VLG3VN,36.63125765525688,-4.438301248753305,226.0,2625.0
3035,2024-06-07 09:23:23+00:00,34610d,VLG3VN,36.6305128194518,-4.437190928357722,227.0,2675.0
3036,2024-06-07 09:23:24+00:00,34610d,VLG3VN,36.629814535884535,-4.436197483793194,228.0,2700.0
3037,2024-06-07 09:23:25+00:00,34610d,VLG3VN,36.629058837890625,-4.435157775878906,230.0,2750.0
3038,2024-06-07 09:23:26+00:00,34610d,VLG3VN,36.62873840332031,-4.434642791748047,230.0,2775.0
3039,2024-06-07 09:23:27+00:00,34610d,VLG3VN,36.62773132324219,-4.433269500732422,230.0,2800.0
3040,2024-06-07 09:23:28+00:00,34610d,VLG3VN,36.62677001953125,-4.4318389892578125,231.0,2875.0
3041,2024-06-07 09:23:29+00:00,34610d,VLG3VN,36.626312255859375,-4.431266784667969,231.0,2925.0
3042,2024-06-07 09:23:30+00:00,34610d,VLG3VN,36.62562561035156,-4.43023681640625,231.0,2950.0
3043,2024-06-07 09:23:31+00:00,34610d,VLG3VN,36.624847412109375,-4.429149627685547,232.0,3025.0
3044,2024-06-07 09:23:32+00:00,34610d,VLG3VN,36.624461028535485,-4.428600554770583,232.0,3050.0
3045,2024-06-07 09:23:33+00:00,34610d,VLG3VN,36.62342834472656,-4.427146911621094,232.0,3150.0
3046,2024-06-07 09:23:34+00:00,34610d,VLG3VN,36.62269592285156,-4.426116943359375,232.0,3200.0
3047,2024-06-07 09:23:35+00:00,34610d,VLG3VN,36.62237548828125,-4.425601959228516,232.0,3250.0
3048,2024-06-07 09:23:36+00:00,34610d,VLG3VN,36.62109375,-4.423828125,232.0,3250.0
3049,2024-06-07 09:23:37+00:00,34610d,VLG3VN,36.62109375,-4.423828125,232.0,3350.0
3050,2024-06-07 09:23:38+00:00,34610d,VLG3VN,36.61962890625,-4.421825408935547,233.0,3375.0
3051,2024-06-07 09:23:39+00:00,34610d,VLG3VN,36.61894226074219,-4.420795440673828,233.0,3450.0
3052,2024-06-07 09:23:40+00:00,34610d,VLG3VN,36.61820983886719,-4.419765472412109,233.0,3475.0
3053,2024-06-07 09:23:41+00:00,34610d,VLG3VN,36.61780405852754,-4.41925048828125,233.0,3575.0
3054,2024-06-07 09:23:42+00:00,34610d,VLG3VN,36.61710577496027,-4.4182570437167215,233.0,3625.0
3055,2024-06-07 09:23:43+00:00,34610d,VLG3VN,36.616407491393005,-4.417205161236666,234.0,3675.0
3056,2024-06-07 09:23:44+00:00,34610d,VLG3VN,36.61537170410156,-4.415760040283203,234.0,3725.0
3057,2024-06-07 09:23:45+00:00,34610d,VLG3VN,36.61463928222656,-4.414787292480469,233.0,3825.0
3058,2024-06-07 09:23:46+00:00,34610d,VLG3VN,36.614044189453125,-4.4139862060546875,233.0,3875.0
3059,2024-06-07 09:23:47+00:00,34610d,VLG3VN,36.61335754394531,-4.412956237792969,233.0,3950.0
3060,2024-06-07 09:23:48+00:00,34610d,VLG3VN,36.61253356933594,-4.411869049072266,233.0,3975.0
3061,2024-06-07 09:23:49+00:00,34610d,VLG3VN,36.61184537208686,-4.410893866356389,233.0,4050.0
3062,2024-06-07 09:23:50+00:00,34610d,VLG3VN,36.611114501953125,-4.4098663330078125,233.0,4100.0
3063,2024-06-07 09:23:51+00:00,34610d,VLG3VN,36.61033630371094,-4.408779144287109,234.0,4150.0
3064,2024-06-07 09:23:52+00:00,34610d,VLG3VN,36.60965741690943,-4.407796656831749,233.0,4225.0
3065,2024-06-07 09:23:53+00:00,34610d,VLG3VN,36.608917236328125,-4.406776428222656,233.0,4300.0
3066,2024-06-07 09:23:54+00:00,34610d,VLG3VN,36.608214297537074,-4.405809767702749,232.0,4325.0
3067,2024-06-07 09:23:55+00:00,34610d,VLG3VN,36.60788843187235,-4.405283826462721,233.0,4375.0
3068,2024-06-07 09:23:56+00:00,34610d,VLG3VN,36.60713195800781,-4.404201507568359,232.0,4475.0
3069,2024-06-07 09:23:57+00:00,34610d,VLG3VN,36.6060791015625,-4.402713775634766,232.0,4525.0
3070,2024-06-07 09:23:58+00:00,34610d,VLG3VN,36.60575866699219,-4.402141571044922,231.0,4600.0
3071,2024-06-07 09:23:59+00:00,34610d,VLG3VN,36.60484313964844,-4.4007110595703125,231.0,4675.0
3072,2024-06-07 09:24:00+00:00,34610d,VLG3VN,36.604248046875,-4.399623870849609,230.0,4725.0
3073,2024-06-07 09:24:01+00:00,34610d,VLG3VN,36.60356140136719,-4.3984222412109375,230.0,4775.0
3074,2024-06-07 09:24:02+00:00,34610d,VLG3VN,36.60327976032839,-4.397745335355694,229.0,4825.0
3075,2024-06-07 09:24:03+00:00,34610d,VLG3VN,36.602674581236755,-4.396518139128943,230.0,4875.0
3076,2024-06-07 09:24:04+00:00,34610d,VLG3VN,36.602115954382946,-4.395232504986666,229.0,4950.0
3077,2024-06-07 09:24:05+00:00,34610d,VLG3VN,36.60169698424259,-4.39418062250661,229.0,5025.0
3078,2024-06-07 09:24:06+00:00,34610d,VLG3VN,36.601226806640625,-4.393100738525391,227.0,5100.0
3079,2024-06-07 09:24:07+00:00,34610d,VLG3VN,36.60076593948623,-4.391726230053166,227.0,5150.0
3080,2024-06-07 09:24:08+00:00,34610d,VLG3VN,36.60040283203125,-4.390525817871094,226.0,5225.0
3081,2024-06-07 09:24:09+00:00,34610d,VLG3VN,36.60008239746094,-4.389438629150391,225.0,5275.0
3082,2024-06-07 09:24:10+00:00,34610d,VLG3VN,36.59980773925781,-4.3883514404296875,224.0,5350.0
3083,2024-06-07 09:24:11+00:00,34610d,VLG3VN,36.59953308105469,-4.387092590332031,222.0,5450.0
3084,2024-06-07 09:24:12+00:00,34610d,VLG3VN,36.59925842285156,-4.385890960693359,221.0,5525.0
3085,2024-06-07 09:24:13+00:00,34610d,VLG3VN,36.59889221191406,-4.384059906005859,219.0,5600.0
3086,2024-06-07 09:24:14+00:00,34610d,VLG3VN,36.5987548828125,-4.382972717285156,218.0,5700.0
3087,2024-06-07 09:24:15+00:00,34610d,VLG3VN,36.59857177734375,-4.3817138671875,217.0,5775.0
3088,2024-06-07 09:24:16+00:00,34610d,VLG3VN,36.59834289550781,-4.380397796630859,215.0,5825.0
3089,2024-06-07 09:24:17+00:00,34610d,VLG3VN,36.59825211864407,-4.379746457363694,214.0,5975.0
3090,2024-06-07 09:24:18+00:00,34610d,VLG3VN,36.59797280521716,-4.377934881981389,213.0,6075.0
3091,2024-06-07 09:24:19+00:00,34610d,VLG3VN,36.59788513183594,-4.377307891845703,213.0,6125.0
3092,2024-06-07 09:24:20+00:00,34610d,VLG3VN,36.59774004402807,-4.3760648686835,211.0,6200.0
3093,2024-06-07 09:24:21+00:00,34610d,VLG3VN,36.597564697265625,-4.374904632568359,211.0,6300.0
3094,2024-06-07 09:24:22+00:00,34610d,VLG3VN,36.597274521649894,-4.373201410821139,211.0,6350.0
3095,2024-06-07 09:24:23+00:00,34610d,VLG3VN,36.59715270996094,-4.372158050537109,211.0,6425.0
3096,2024-06-07 09:24:24+00:00,34610d,VLG3VN,36.596948655985166,-4.370922332114333,212.0,6475.0
