,index,longitude,latitude,altitude,groundspeed,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,time,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem,ei_mass_meem,ei_number_meem
0,0,-4.458446502685547,36.64544677734375,624.84,100.831111024,34610D,295.0791,1.2606021,1.7037115,110.41911986560208,66943.35107554415,0.2218068285405442,1.4714374241720267,88.2862454503216,148831.62987326024,2781.242317853452,2024-06-07 09:23:00,0.0086940605178519,0.9404035659516814,0.4051960526589045,0.7357187120860134,1.0,0.0184240492595546,0.0003679609162958,7.980266735140049e-05,3.0839551193717703e-05,1531770294383954.8,278.89624937756594,109.21008562204784,0.1059434945403859,0.0021621121334772,0.0017657249090064,1.6265901351178589,0.0324858877722209,0.0070454778773761,0.0027227081862663,1.352342481834932e+17,climb,0,GTF_corr,0,43031,1.237,3.16,3.16,0,0.3206507460676785,74.41581493663013,18.42404925955466,30.8395511937177,1531770294383954.8,30.3919967231434,856.607574388313,1743.79377421908,0.869406051785,0.0277397391444771,0.785378673278591,74.41613850344,28.3124029821657,28.06837483273218,0.86940605178519,1.102619440285266,20.67382943452199,1066013084699552.1,26.687086189374995,,
1,1,-4.399623870849609,36.604248046875,1440.18,118.32222212,34610D,290.1539,-12.254487,3.8107622,139.5428945628349,66855.06483009383,0.2505292066099411,1.324743833245168,79.48462999471008,102579.83598753504,2671.6419100154026,2024-06-07 09:24:00,0.0080546383807015,0.8517839178058632,0.4837089400015892,0.662371916622584,1.0,0.0182305856870855,0.0003850553186321,8.351006898783125e-05,3.137111519359547e-05,1523784310838265.8,251.09194615328911,98.32248730345636,0.095381555993652,0.0019465623672173,0.0015896925998942,1.4490513579248556,0.0306059795289749,0.0066377669343304,0.0024935214836843,1.2111743213872384e+17,climb,0,GTF_corr,0,43031,1.237,3.16,3.16,0,0.4086492514735346,51.28991799376752,18.230585687085597,31.371115193595468,1523784310838265.8,24.4876180130184,821.578552356614,1645.10025294802,0.80546383807,0.0252472725549882,0.595274514946204,51.2900586228358,23.5777751299553,23.38938211507036,0.8054638380701499,0.937285723662906,17.45308395014929,1019542494272473.2,21.647666762183633,31.997061597269184,1860494484385016.5
2,2,-4.322477300116361,36.58828993975106,2217.42,135.298888772,34610D,288.72867,-5.7371736,10.223558,145.63907830634687,66775.58020009912,0.2543686449985466,1.2941073679663182,77.64644207797909,107966.9958448032,3005.4719928579057,2024-06-07 09:25:00,0.0056536427838742,0.773723179826334,0.3423094915327815,0.6470536839831591,1.0,0.0183168977959464,0.0004178732896688,9.062756845529366e-05,3.160183637637858e-05,1520318057348993.5,245.28511052433592,96.04864885046014,0.0931757304935749,0.001901545520277,0.0015529288415595,1.4222419437612204,0.0324463741822034,0.007036908244732,0.0024537701577562,1.1804728798005432e+17,climb,0,GTF_corr,0,43031,1.237,3.16,3.16,0,0.4275531962324992,53.9834979224016,18.31689779594647,31.601836376378586,1520318057348993.5,25.24350046699,843.693911719833,1703.26699866799,0.565364278387,0.0265837774495838,0.634244637564878,53.9838150062378,23.8583338567186,23.724205672515033,0.56536427838742,1.0411376614943062,19.79785108880839,876830821044600.6,21.951006071668278,28.990852254186397,1769978257152380.0
3,3,-4.236222936751972,36.61300917803231,3086.1000000000004,152.275555424,34610D,282.65594,-5.027167,11.661943,152.15103563929642,66697.93375802114,0.2598008307468044,1.2521333361268114,75.12800016760869,97575.5007767543,2287.210523828943,2024-06-07 09:26:00,0.0030542816214399,0.6934403928345334,0.2616115053279639,0.6260666680634057,1.0,0.0188481705165833,0.0004356199933874,9.447643998137088e-05,3.3766942614562964e-05,1487790454281846.2,237.32935252947584,92.93333620733196,0.0901536002011304,0.0018398693918598,0.0015025600033521,1.4160253577289883,0.0327272589362236,0.0070978259987555,0.0025368428704065,1.1177472149865315e+17,climb,0,GTF_corr,0,43031,1.237,3.16,3.16,0,0.4514431324406882,48.78775038837715,18.848170516583316,33.766942614562964,1487790454281846.2,23.2982689817585,834.269336197086,1685.22216244264,0.305428162144,0.0261464659733014,0.579803307731971,48.7877829781749,22.1752074763763,22.107684382274925,0.30542816214399,0.9965165437334198,19.664860080433677,853290190003681.6,21.17414809720663,26.234537288261404,1619013540661793.0
4,4,-4.184622257313833,36.68991347490731,3749.04,174.91111096,34610D,276.65546,-3.87753,9.268916,166.0471201986012,66622.80575785354,0.2698558291343717,1.2366207482918965,74.19724489751377,91255.36862692818,2094.6824127800937,2024-06-07 09:27:00,0.0021319589428569,0.6368273221635501,0.2686130664519654,0.6183103741459481,1.0,0.0190279675944023,0.0004426726279242,9.600600201626472e-05,3.545190083408647e-05,1462476383691320.2,234.389096631246,91.78199193822454,0.0890366938770165,0.0018170753852452,0.0014839448979502,1.4118227715038238,0.0328450893835188,0.0071233808432319,0.002630433368269,1.085117183975752e+17,climb,0,GTF_corr,0,43031,1.237,3.16,3.16,0,0.4979880645262577,45.62768431346409,19.027967594402305,35.451900834086466,1462476383691320.2,22.6495543410429,830.407613491691,1677.2583010663,0.213195894286,0.0259527415491002,0.561158867394628,45.6283671970408,21.6223348247417,21.57633496446014,0.21319589428569,0.9783779802118685,19.622571931413777,854680237563480.0,20.24493927267779,24.961329213171403,1543934747547453.8
5,5,-4.146251678466797,36.78662109375,4358.64,191.887777612,34610D,271.73248,-3.3809345,8.6471,180.8822615701432,66548.60851295602,0.2755111287330276,1.2101382745867686,72.60829647520612,95893.8491270145,2666.167768617944,2024-06-07 09:28:00,0.0013023387647952,0.588129611839903,0.2265838299223821,0.6050691372933843,1.0,0.0191198476856554,0.0004524702173944,9.813088468372616e-05,3.628235539e-05,1450000000000000.0,229.3696085651761,89.81646273982997,0.0871299557702473,0.0017781623626581,0.0014521659295041,1.3882595693208528,0.0328530916907785,0.0071251163684902,0.0026344000169759,1.0528202988904886e+17,climb,0,GTF_corr,0,43031,1.237,3.16,3.16,0,0.5473718088144719,47.94692456350725,19.119847685655422,36.28235539,1450000000000000.0,23.9807845014864,846.194857627417,1722.63277345163,0.13023387648,0.027068922353717,0.610674042729461,47.9469126779094,22.5599687623178,22.530626254351645,0.13023387647952,1.0529210414984016,21.317222160813472,833012347869417.9,20.854033260455083,24.05637473229162,1487925948139879.2
6,6,-4.106899829621,36.88751220703125,5135.88,197.546666496,34610D,266.2956,-2.7179775,9.725347,192.632960463874,66476.00021648081,0.2878449766985911,1.1675470366897858,70.05282220138714,79031.20112165282,2038.6405323978831,2024-06-07 09:29:00,0.0006416318735281,0.5304583483154943,0.1597770398778528,0.5837735183448929,1.0,0.0189915421987005,0.0004702644623962,0.0001019900668733,3.628235539e-05,1450000000000000.0,221.296865334182,86.6553410631159,0.0840633866416645,0.0017155793192176,0.0014010564440277,1.3304111289757117,0.0329433527718788,0.0071446920209871,0.0025416813911832,1.0157659219201136e+17,climb,0,GTF_corr,0,43031,1.237,3.16,3.16,0,0.5888515233194277,39.51560056082641,18.99154219870056,36.28235539,1450000000000000.0,21.0349906666787,825.311004374638,1666.66088730032,0.0641631873528,0.0256879006359659,0.51796785175065,39.5165851545296,20.1638841215945,20.15095462682391,0.06416318735281,0.9546557220442883,19.42330579262221,817306740092242.0,18.188156488847017,22.409981326904585,1393359689731814.5
7,7,-4.066168602476694,36.99110412597656,5730.240000000001,208.864444264,34610D,262.36072,-1.3935978,10.899328,201.10255422872055,66405.94739427943,0.2928088542948308,1.1317845171576668,67.90707102946001,75737.1727112601,2170.201654730888,2024-06-07 09:30:00,0.0004540332073505,0.489521716698911,0.1475082932588005,0.5658922585788334,1.0,0.0187493970546303,0.0004859415005118,0.0001053900732392,3.628235539e-05,1450000000000000.0,214.51843738206415,84.00104686344204,0.081488485235352,0.0016630303109255,0.0013581414205892,1.273216637548329,0.0329988639914178,0.0071567311892545,0.0024638284845848,9.846525299271702e+16,climb,0,GTF_corr,0,43031,1.237,3.16,3.16,0,0.619334686555496,37.86858635563004,18.74939705463031,36.28235539,1450000000000000.0,20.4502658214636,825.261721496656,1669.65009881563,0.0454033207351,0.0257879941784672,0.505056698583406,37.8684590089321,19.5849547307997,19.576066546518277,0.045403320735050004,0.9544250330538764,19.323530726373203,795275595350802.5,17.68697263445767,21.179389149461574,1322715151760385.0
8,8,-4.023099858710111,37.10087585449219,6362.700000000001,215.037777592,34610D,258.16962,0.8116654,12.407049,205.7208375478123,66338.04032324997,0.296135369942972,1.0977816180931734,65.86689708559041,70339.36373320909,1882.539808898431,2024-06-07 09:31:00,0.00034891820141,0.4488094387389205,0.1520535425624175,0.5488908090465867,1.0,0.0184570434645753,0.0005034647464494,0.0001091904816645,3.628235539e-05,1450000000000000.0,208.0735278933801,81.47735169487534,0.0790402765027084,0.0016130668674022,0.0013173379417118,1.215708182385452,0.0331616606406077,0.0071920382185228,0.0023898061684959,9.55070007741061e+16,climb,0,GTF_corr,0,43031,1.237,3.16,3.16,0,0.63867944943565,35.16968186660454,18.457043464575328,36.28235538999999,1450000000000000.0,19.2264837167345,818.58603706743,1657.06509843284,0.034891820141,0.0255385294404504,0.472257036093465,35.1696333558813,18.4919432105382,18.485493285468856,0.034891820141,0.923382351894749,18.55668306680658,799678658894849.2,16.33919412841152,19.572626692025143,1233594773165395.5
9,9,-3.978862356632306,37.21408081054688,6911.34,222.239999808,34610D,254.31917,1.8419291,14.187235,210.63908350776384,66272.17342616437,0.2994751313255488,1.0710595359525523,64.26357215715315,66132.05407730187,1672.4200519177018,2024-06-07 09:32:00,0.0002727956879266,0.4157548966576384,0.1579571300436461,0.5355297679762763,1.0,0.018222742083014,0.0005179909155971,0.000112340889746,3.628235539e-05,1450000000000000.0,203.0086244444468,79.49403875839845,0.0771162865885837,0.0015738017671139,0.001285271443143,1.1710585007529648,0.0332879465812281,0.007219426874394,0.0023316337636367,9.318217962787206e+16,climb,0,GTF_corr,0,43031,1.237,3.16,3.16,0,0.6588804573547443,33.06602703865094,18.22274208301405,36.28235539,1450000000000000.0,18.2948782436675,813.114978258555,1646.99003464612,0.0272795687927,0.0253434158587517,0.447441969797688,33.0658362996868,17.6551563645346,17.650341427502745,0.02727956879266,0.8983203126272029,18.041668607361053,796258701961883.9,15.149154395041016,18.32684677372446,1163609096655680.2
