,flight_id,total_flight_distance_flown,total_contrails_formed,total_persistent_contrails_formed,mean_lifetime_contrail_altitude,mean_lifetime_rhi,mean_lifetime_n_ice_per_m,mean_lifetime_r_ice_vol,mean_lifetime_contrail_width,mean_lifetime_contrail_depth,mean_lifetime_tau_contrail,mean_lifetime_tau_cirrus,mean_contrail_lifetime,max_contrail_lifetime,mean_lifetime_rf_sw,mean_lifetime_rf_lw,mean_lifetime_rf_net,total_energy_forcing,mean_lifetime_olr,mean_lifetime_sdr,mean_lifetime_rsr
0,34610D,2448745.074085423,1885195.0638326486,519186.06919636717,10863.615069905849,1.075147567036267,393362961738.36285,7.371200946339685e-06,2685.3414925090306,250.63472169393185,0.06462063459763992,0.07830982,1.1691666666666667,2.1666666666666665,0.0,3.3627572,3.362757054920505,23362943528567.85,223.27878,0.0,0.0
