,Unnamed: 0,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_level,cocip_waypoint,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_ef,cocip_persistent_1,cocip_cocip,cocip_contrail_age,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_segment_length_km,accf_issr_nox_impact,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_segment_length_km
0,0,1,-46.394907633463504,-23.51553706799524,3924.3,e80338,SKX5563,150.732222092,-0.9923016838809744,34610D,275.88327,2.1508749,-0.7916467,155.82705704290046,73819.64826214084,0.24643485787959393,1.675263297601616,66.59902692880783,114.00496937282,2731.6900336462413,0.0003216321178116,62250.43576468452,0.0421515553502831,0.5549918910733986,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.467990893876579,57.0029281192186,17.32873822018676,103.09078781500756,1038758044860216.8,20.0850272696366,795.551102735162,1566.93585033979,0.0321632117812,0.0230160525652215,0.837631648800808,57.00248468641,36.3933670392513,36.3816655271183,0.03216321178116,1.0,1089965773250297.6,0.030360457192795412,6.862747461205578e-05,3.16,35.8,2023-08-06 03:01:00,0.00032163211781166236,0.042151580838263994,0.0,622.5043576468452,0,0.00032163211781166236,2.1508749,-0.7916467,0.042151580838263994,0.0,0.0,0.786066846644492,0.0,9537.146941901803,-0.4305476864931945,-0.9025678310550171,3.825512106332741,240.47988423702088,0.04327564335406231,inf,0.0,230.29727273433917,0.0,0.0,0.0,0 days,0.00031437224,-1.1501942e-07,40896.45,0.04210576,-283.2363,0.0,0.0,0.9999999999999999,-7.529179536227024e-13,5.7616893e-12,2.1980357e-16,0.0,0.0,0.0,7.479999999999999e-16,6.60818326533537e-14,5.008771467635666e-12,1031.2912026369463,9.537146941901803,1.5285295826759634e-11,0.00031437224,-1.1501942e-07,40896.45,0.04210576,-283.2363,0.0,0.0,0.0,-7.529179536227024e-13,5.7616893e-12,2.1980357e-16,0.0,0.0,0.0,7.479999999999999e-16,6.60818326533537e-14,5.008771467635666e-12,1031.2912026369463,9.537146941901803
1,1,2,-46.47906033497935,-23.552313335871304,4716.780000000001,e80338,SKX5563,159.992222084,-0.9923420100817008,34610D,270.59445,4.412834,-1.6215945,166.4614433816596,73753.04923521203,0.2557533397319528,1.83636890712994,64.13422995891857,121.4084814682566,3103.222981336503,0.0001935861714141,56095.647368712234,0.0353295453254493,0.5344519163243214,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.5047907736624325,60.704308295200754,17.007304256988377,97.04271195097505,912888140559798.8,21.1161332645073,817.601163987375,1629.80910916506,0.0193586171414,0.0245251832565374,0.91818445356497,60.7042407341283,37.4384339542181,37.4311877938816,0.01935861714141,1.0,1058170166033396.4,0.03522465553353626,6.66255289724731e-05,3.16,35.8,2023-08-06 03:02:00,0.0001935861714141237,0.03532958278462041,0.0,560.9564736871223,1,0.0001935861714141237,4.412834,-1.6215945,0.03532958278462041,0.0,0.0,0.7221920915682877,0.0,9596.215333846398,-0.42451417959346743,-0.9054212894139861,3.4900552336331496,239.42989763532705,0.03446123733182803,inf,0.0,229.3162952392612,0.0,0.0,0.0,0 days,0.00018941102,-3.34818e-07,49050.055,0.03367048,-283.46872,0.0,0.0,0.9999999999999999,-7.134626994985502e-13,4.839623e-12,2.367464e-16,0.0,0.0,0.0,7.479999999999999e-16,5.462482853707296e-14,4.126160164839458e-12,1030.7208682953956,9.596215333846398,1.601415463900292e-11,0.00018941102,-3.34818e-07,49050.055,0.03367048,-283.46872,0.0,0.0,0.0,-7.134626994985502e-13,4.839623e-12,2.367464e-16,0.0,0.0,0.0,7.479999999999999e-16,5.462482853707296e-14,4.126160164839458e-12,1030.7208682953956,9.596215333846398
2,2,3,-46.56394526643573,-23.588763738082665,5615.9400000000005,e80338,SKX5563,159.47777764,-0.9923747216439064,34610D,264.98743,8.588638,-0.2714049,179.72457104345574,73688.91500525312,0.2685688740883233,1.333949549493936,60.957079863355645,85.776647107324,1801.8619639507328,0.0007412823890235,49718.84686406126,0.1938991804639752,0.5079756655279637,0.7073386383731214,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.5507468940328257,42.888475240304494,16.38296305794698,89.86243833187359,791710858034027.8,16.2306732662203,769.001012919649,1523.77784003693,0.0741282389024,0.022322295147743,0.666974774746968,42.888323553662,29.8793099156028,29.85717731587259,0.07412823890235,0.8868933720472179,1501915761094031.8,0.024533056216859316,6.166476141578642e-05,3.16,35.8,2023-08-06 03:03:00,0.0007412823890235383,0.19389927833272583,0.0,497.18846864061265,2,0.0007412823890235383,8.588638,-0.2714049,0.19389927833272583,0.0,0.0,0.6536394006413844,0.0,9853.913159025033,-0.4250902117609422,-0.9051509884350993,3.1490004643181195,238.26649652684534,0.1790717266662605,inf,0.0,228.82664222057576,0.0,0.0,0.0,0 days,0.00071576424,-2.0165807e-07,58308.324,0.18298824,-283.67368,0.0,0.0,1.0,-6.687152235878871e-13,3.9724417e-12,2.2648197e-16,0.0,0.0,0.0,7.480000000000001e-16,4.392292934702002e-14,3.303726721241282e-12,1030.1555875492763,9.853913159025034,6.48703774835831e-12,0.00071576424,-2.0165807e-07,58308.324,0.18298824,-283.67368,0.0,0.0,0.0,-6.687152235878871e-13,3.9724417e-12,2.2648197e-16,0.0,0.0,0.0,7.480000000000001e-16,4.392292934702002e-14,3.303726721241282e-12,1030.1555875492763,9.853913159025034
3,3,4,-46.65137093022184,-23.626355833926453,6137.910000000001,,,172.68185170266668,-0.9923958668288212,34610D,260.99844,9.379705,-2.1696858,189.4957545517248,73627.95792538975,0.2771592646944267,1.243748907304284,59.65971503244655,78.2787833424468,1680.2087624895548,0.000779637243564,46295.246647158914,0.270716157517498,0.4971642919370546,0.7073386383731213,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.5851102846984941,39.13892066357717,16.186126191348155,86.97172318438638,733053027803917.8,15.2496111840705,760.215052843249,1507.60077633293,0.0779637243564,0.0220296110069023,0.621874453652142,39.1393916712234,28.2290256263398,28.207034371813045,0.0779637243564,0.843446863919092,1693118303942176.8,0.02296840414704406,5.9670231228348795e-05,3.16,35.8,2023-08-06 03:04:00,0.0007796372435640333,0.27071610343667396,0.0,462.95246647158916,3,0.0007796372435640333,9.379705,-2.1696858,0.27071610343667396,0.0,0.0,0.6179323606435679,0.0,10648.381250946317,-0.028444387257436043,-0.9995953765567092,2.967107330311635,237.59963981887475,0.2404287115180476,inf,0.0,228.47979148999886,0.0,0.0,0.0,0 days,0.0007618411,-1.5059587e-07,63745.21,0.26406848,-283.82532,0.0,0.0,1.0,-6.424194870334705e-13,3.493573e-12,2.2254592e-16,0.0,0.0,0.0,7.480000000000001e-16,3.803554095710767e-14,2.851153463930354e-12,1029.5726011705922,10.648381250946317,4.886921668062497e-12,0.0007618411,-1.5059587e-07,63745.21,0.26406848,-283.82532,0.0,0.0,0.0,-6.424194870334705e-13,3.493573e-12,2.2254592e-16,0.0,0.0,0.0,7.480000000000001e-16,3.803554095710767e-14,2.851153463930354e-12,1029.5726011705922,10.648381250946317
4,4,5,-46.75574200708161,-23.62904189804854,6625.59,,,185.88592576533333,-0.9924721325228912,34610D,257.07004,8.466382,-3.2165384,196.39040467329767,73568.29821035732,0.28347412288580776,1.27091633540775,58.70622490753805,78.9389882486742,1846.090959939976,0.0006181989894649,43271.52378881695,0.2876048597497055,0.4892185408961504,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6110148455756775,39.46977605057788,16.083561715331047,84.7216107648811,676797667360783.5,15.3289878389043,764.427803910359,1526.77830440767,0.0618198989465,0.0225455564493519,0.635458167703875,39.4694941243371,28.1855171386619,28.16810364545314,0.06181989894649,0.8640594191139517,1608305072534695.0,0.02356440173988415,6.131975726424492e-05,3.16,35.8,2023-08-06 03:05:00,0.0006181989894649016,0.287604916083079,0.0,432.7152378881695,4,0.0006181989894649016,8.466382,-3.2165384,0.287604916083079,0.0,0.0,0.5863989346721079,0.0,11699.443548113244,0.3434220995131197,-0.939181165465961,2.797366337222703,236.94387640536524,0.24574725958061847,inf,0.0,227.90443744681366,0.0,0.0,0.0,0 days,0.0006073314,-1.8227563e-07,68793.67,0.25554326,-283.3789,0.0,0.0,0.9999999999999998,-6.180838993377387e-13,3.0890288e-12,2.249879e-16,0.0,0.0,0.0,7.480000000000002e-16,3.30952721149955e-14,2.4709449390551836e-12,1029.530945105393,11.699443548113244,4.440048340019992e-12,0.0006073314,-1.8227563e-07,68793.67,0.25554326,-283.3789,0.0,0.0,0.0,-6.180838993377387e-13,3.0890288e-12,2.249879e-16,0.0,0.0,0.0,7.480000000000002e-16,3.30952721149955e-14,2.4709449390551836e-12,1029.530945105393,11.699443548113244
5,5,6,-46.86345418294269,-23.59291076660156,7162.8,e80338,SKX5563,199.089999828,-0.9926205650403191,34610D,252.68724,6.27715,-3.7803628,202.1271892256821,73509.59198544978,0.28826880338627553,1.185983087539066,57.78156435703007,72.783484457193,1700.8447353425547,0.0002923645392465,40127.886851424635,0.1910193382643306,0.4815130363085839,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6342935216967326,36.39142278800693,16.02093470528089,82.45353715156354,615084590368343.9,14.3682058140135,754.618171697213,1511.94885594163,0.0292364539247,0.0223163543502785,0.592991543769533,36.3917422285965,26.5720616576485,26.564295199722025,0.0292364539246499,0.8167982179895227,1937339753350812.0,0.02214581881459488,5.982389151223408e-05,3.16,35.8,2023-08-06 03:06:00,0.00029236453924656085,0.19101930109102352,0.0,401.2788685142464,5,0.00029236453924656085,6.27715,-3.7803628,0.19101930109102352,0.0,0.0,0.5532296237755385,0.0,12108.452584480177,0.3185508831008655,-0.947905762655581,2.610882413829274,236.18154706497106,0.15631246855934153,inf,0.0,226.83715571985522,0.0,0.0,0.0,0 days,0.00028762367,-2.787391e-07,74235.38,0.18439601,-282.58527,0.0,0.0,1.0,-5.919168613701732e-13,2.683298e-12,2.3242364e-16,0.0,0.0,0.0,7.480000000000001e-16,2.8168379995540944e-14,2.0913812585533717e-12,1030.0912745312264,12.108452584480178,3.2957533377901133e-12,0.00028762367,-2.787391e-07,74235.38,0.18439601,-282.58527,0.0,0.0,0.0,-5.919168613701732e-13,2.683298e-12,2.3242364e-16,0.0,0.0,0.0,7.480000000000001e-16,2.8168379995540944e-14,2.0913812585533717e-12,1030.0912745312264,12.108452584480178
6,6,7,-46.975962320963504,-23.55821228027344,7658.1,e80338,SKX5563,206.292222044,-0.9927580750780172,34610D,249.67859,3.2583733,-1.0804465,205.7883175065305,73451.81042109274,0.2926684088493322,1.252395540708852,56.13326340153813,76.6439857346724,1991.42823138281,9.08975139322577e-05,37395.86563801814,0.0742145125969053,0.4677771950128178,0.7073386383731213,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6496617124340985,38.32155045569328,15.823989739639469,78.94700436545784,560811611412665.5,14.8207508069647,768.068428970684,1548.23562137405,0.00908975139323,0.0231478509270554,0.626197770354426,38.3219928673362,27.05209102684,27.04963228251274,0.0090897513932257,0.8822287945736786,1491851524721159.8,0.02404065257769467,6.0316296557304446e-05,3.16,35.8,2023-08-06 03:07:00,9.089751393225772e-05,0.07421451237711063,0.0,373.9586563801814,6,9.089751393225772e-05,3.2583733,-1.0804465,0.07421451237711063,0.0,0.0,0.5217767657035031,0.0,12362.382706523455,0.31537134201562644,-0.948968343326195,2.447834792200877,235.47448135923602,0.05895093231546908,inf,0.0,225.8241909043269,0.0,0.0,0.0,0 days,0.00015579231,-1.9365072e-07,79443.42,0.11081078,-281.8262,0.0,0.0,1.0,-5.668532817012732e-13,2.4462275e-12,2.2586475e-16,0.0,0.0,0.0,7.48e-16,2.540572781214323e-14,1.8793740826808084e-12,1030.6293861857162,12.362382706523455,3.3950974839099373e-12,0.00015579231,-1.9365072e-07,79443.42,0.11081078,-281.8262,0.0,0.0,0.0,-5.668532817012732e-13,2.4462275e-12,2.2586475e-16,0.0,0.0,0.0,7.48e-16,2.540572781214323e-14,1.8793740826808084e-12,1030.6293861857162,12.362382706523455
7,7,8,-47.09089799360794,-23.52314758300781,8237.220000000001,e80338,SKX5563,207.321110932,-0.9928898959816465,34610D,246.06172,0.9882599,0.19556221,208.94826346253893,73395.6771576912,0.29485778651250616,1.161061103512582,54.35980032837696,70.503446841135,1754.9381842369917,4.786587934094397e-05,34394.55476608665,0.0516329789583429,0.452998336069808,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6644678274872744,35.251771281748,15.545232531633282,75.19825666085298,500348342585710.06,13.7493665231239,759.630202377922,1538.18160868152,0.00478658793409,0.0230443154768513,0.580530551756291,35.2517234205675,25.1919199916982,25.19071421601102,0.0047865879340943,0.840623117317166,1680711030470432.8,0.022512177928439694,5.837302528831267e-05,3.16,35.8,2023-08-06 03:08:00,4.786587934094397e-05,0.051632962541915656,0.0,343.9455476608665,7,4.786587934094397e-05,0.9882599,0.19556221,0.051632962541915656,0.0,0.0,0.4869541655523173,0.0,12525.288811002994,0.3164648412131288,-0.9486042400685067,2.258283318041728,234.5980982827534,0.0395717563908578,inf,0.0,224.9586427870045,0.0,0.0,0.0,0 days,4.391799e-05,-1.4630774e-07,85332.91,0.047555566,-281.52774,0.0,0.0,1.0,-5.384821418992132e-13,2.2047277e-12,2.222154e-16,0.0,0.0,0.0,7.480000000000001e-16,2.2631408653032325e-14,1.6662456359254144e-12,1031.1731771188815,12.525288811002994,2.613141120358281e-12,4.391799e-05,-1.4630774e-07,85332.91,0.047555566,-281.52774,0.0,0.0,0.0,-5.384821418992132e-13,2.2047277e-12,2.222154e-16,0.0,0.0,0.0,7.480000000000001e-16,2.2631408653032325e-14,1.6662456359254144e-12,1031.1731771188815,12.525288811002994
8,8,9,-47.207303133877815,-23.48748779296875,8747.76,e80338,SKX5563,210.407777596,-0.9930171170249033,34610D,242.07053,0.02678132,2.9780252,211.07937872131737,73341.31735736283,0.2963921072595758,1.096652479629754,53.49540233192114,66.2630300075384,1546.502207574962,4.7608095860547394e-05,31913.2970959831,0.071961947990371,0.4457950194326762,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.676755907868088,33.131634098169215,15.372118135247211,73.14757869390868,449094224440915.2,12.9710103094922,752.067806328372,1530.75478750864,0.00476080958605,0.0230053562757931,0.548326239814877,33.1315150037692,23.8347206294667,23.83358595782172,0.0047608095860547,0.8048840261772545,1969609181793722.0,0.021302137683059243,5.754968700984245e-05,3.16,35.8,2023-08-06 03:09:00,4.760809586054739e-05,0.07196203823282782,0.0,319.1329709598311,8,4.760809586054739e-05,0.02678132,2.9780252,0.07196203823282782,0.0,0.0,0.4592743625190671,0.0,12767.491119874136,0.31756288982673087,-0.9482372124130625,2.099937288006846,233.8145980138694,0.053014917750337134,inf,0.0,224.29420928715112,0.0,0.0,0.0,0 days,4.093717e-05,-3.051102e-07,90669.47,0.0594714,-281.49368,0.0,0.0,0.9999999999999999,-5.12757497855559e-13,2.045286e-12,2.3445642e-16,0.0,0.0,0.0,7.48e-16,2.090532679722113e-14,1.53252849099009e-12,1031.7252139766993,12.767491119874135,2.1480877569093842e-12,4.093717e-05,-3.051102e-07,90669.47,0.0594714,-281.49368,0.0,0.0,0.0,-5.12757497855559e-13,2.045286e-12,2.3445642e-16,0.0,0.0,0.0,7.48e-16,2.090532679722113e-14,1.53252849099009e-12,1031.7252139766993,12.767491119874135
9,9,10,-47.32590553977269,-23.451004028320312,9197.34,e80338,SKX5563,214.008888704,-0.9931400660175196,34610D,239.86867,-1.1880412,5.5283885,213.09157407885257,73287.8219550309,0.29707320082322325,1.04360144395162,51.669967157333154,62.605618180276,1341.7773213810729,4.010496081121328e-05,29850.23293677357,0.0716011523834331,0.4305830596444429,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6863359227271146,31.30295507060845,15.084859148037843,69.6365131428548,410273949048980.5,12.2851938654364,748.634014986655,1531.22456339106,0.00401049608112,0.0231154360448894,0.52180072197581,31.302809090138,22.5736914918018,22.572786211095405,0.0040104960811213,0.7889626227341506,2052518573711303.2,0.02060058984742857,5.5878338744142575e-05,3.16,35.8,2023-08-06 03:10:00,4.010496081121327e-05,0.07160112879096547,0.0,298.5023293677357,9,4.010496081121327e-05,-1.1880412,5.5283885,0.07160112879096547,0.0,0.0,0.43352749486363135,0.0,12949.242679689742,0.3186547838849259,-0.9478708396755601,1.966075382046531,233.11035076926038,0.05161139377465525,inf,0.0,223.6482455925485,0.0,0.0,0.0,0 days,3.9100556e-05,-4.2457157e-07,95156.43,0.072061814,-281.79724,0.0,0.0,1.0,-4.91114944811866e-13,1.9187891e-12,2.4366488e-16,0.0,0.0,0.0,7.480000000000001e-16,1.955142865457658e-14,1.4276741356496253e-12,1032.2881461128534,12.94924267968974,1.8415972973955918e-12,3.9100556e-05,-4.2457157e-07,95156.43,0.072061814,-281.79724,0.0,0.0,0.0,-4.91114944811866e-13,1.9187891e-12,2.4366488e-16,0.0,0.0,0.0,7.480000000000001e-16,1.955142865457658e-14,1.4276741356496253e-12,1032.2881461128534,12.94924267968974
