Unnamed: 0.1,Unnamed: 0,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_mass_meem,ei_number_meem,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_level,cocip_waypoint,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_ef,cocip_persistent_1,cocip_cocip,cocip_contrail_age,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_segment_length_km,accf_issr_nox_impact,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_segment_length_km,accf_sac_accf_contrail_cocip
0,0,1,-46.394907633463504,-23.51553706799524,3924.3,e80338,SKX5563,150.732222092,-0.9923016838809744,34610D,275.88327,2.1508749,-0.7916467,155.82705704290046,73819.64826214084,0.3040078762756183,1.35801149064939,66.59902692880783,114.0057747729534,2731.6900336462413,0.0003216321178116,62250.43576468452,0.0421515553502831,0.5549918910733986,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.467990893876579,57.0029281192186,19.32903906731299,36.28235538999999,1450000000000000.0,25.7960229023327,862.171024436095,1775.12043892162,0.0321632117812,0.0284449640646631,0.679005745324695,57.0028873864767,23.8708596636344,23.863184497066875,0.03216321178116,1.0,854215039475581.9,23.29215249050544,1460508338259713.0,0.0226831266698848,2.1384831677905947e-05,3.16,35.8,2023-08-06 03:01:00,0.0003216321178116,0.0421515808382639,0.0,622.5043576468452,0,0.0003216321178116,2.1508749,-0.7916467,0.0421515808382639,0.0,0.0,0.786066846644492,0.0,9537.146941901805,-0.4305476864931945,-0.9025678310550171,4.141961490405552,241.39814854839992,0.0432756433540623,inf,0.0,231.1259384975593,0.0,0.0,0.0,0 days,0.00031437224,-1.1501942e-07,40896.45,0.04210576,-283.2363,0.0,0.0,1.0,-7.529179536227024e-13,5.7616893e-12,2.1980357000000002e-16,0.0,0.0,0.0,7.479999999999999e-16,6.60818326533537e-14,5.008771467635666e-12,1031.2912026369463,9.537146941901804,9.257395747739346e-12,0.00031437224,-1.1501942e-07,40896.45,0.04210576,-283.2363,0.0,0.0,0.0,-7.529179536227024e-13,5.7616893e-12,2.1980357000000002e-16,0.0,0.0,0.0,7.479999999999999e-16,6.60818326533537e-14,5.008771467635666e-12,1031.2912026369463,9.537146941901804,0.0
1,1,2,-46.47906033497935,-23.552313335871304,4716.780000000001,e80338,SKX5563,159.992222084,-0.9923420100817008,34610D,270.59445,4.412834,-1.6215945,166.4614433816596,73753.04923521203,0.3110716024939949,1.509812069251964,64.13422995891857,121.4090447151692,3103.222981336503,0.0001935861714141,56095.64736871224,0.0353295453254493,0.5344519163243214,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.5047907736624325,60.704308295200754,18.970501154553418,36.28235538999999,1450000000000000.0,27.2258340924983,889.112408242019,1861.17809965334,0.0193586171414,0.0307793510005578,0.754906034625982,60.7045223575846,24.5263792148282,24.521632165940368,0.01935861714141,1.0,824270379971977.5,21.37202584431548,1352268916213319.2,0.0255879794130014,2.0635182615850194e-05,3.16,35.8,2023-08-06 03:02:00,0.0001935861714141,0.0353295827846204,0.0,560.9564736871223,1,0.0001935861714141,4.412834,-1.6215945,0.0353295827846204,0.0,0.0,0.7221920915682877,0.0,9596.215333846398,-0.4245141795934674,-0.905421289413986,3.770293053945202,240.31279933749812,0.034461237331828,inf,0.0,230.113499401655,0.0,0.0,0.0,0 days,0.00018941102,-3.34818e-07,49050.055,0.03367048,-283.46872,0.0,0.0,1.0,-7.134626994985502e-13,4.839623e-12,2.367464e-16,0.0,0.0,0.0,7.479999999999999e-16,5.4624828537072963e-14,4.126160164839458e-12,1030.7208682953956,9.596215333846398,9.564366677705391e-12,0.00018941102,-3.34818e-07,49050.055,0.03367048,-283.46872,0.0,0.0,0.0,-7.134626994985502e-13,4.839623e-12,2.367464e-16,0.0,0.0,0.0,7.479999999999999e-16,5.4624828537072963e-14,4.126160164839458e-12,1030.7208682953956,9.596215333846398,0.0
2,2,3,-46.56394526643573,-23.588763738082665,5615.9400000000005,e80338,SKX5563,159.47777764,-0.9923747216439064,34610D,264.98743,8.588638,-0.2714049,179.72457104345574,73688.91500525312,0.3321982884160331,1.07844802014101,60.957079863355645,85.7769482683682,1801.8619639507328,0.0007412823890235,49718.84686406126,0.1938991804639752,0.5079756655279637,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.5507468940328257,42.888475240304494,18.2740906442056,36.28235539,1450000000000000.0,21.1825918678063,836.836953164976,1712.45624536496,0.0741282389024,0.0269626521325716,0.539224010070505,42.8884741341841,19.9989232297779,19.98410936144794,0.07412823890235,1.0,781186771267057.1,19.439701501738945,1241824570345823.5,0.0193850960766018,1.9556606756547706e-05,3.16,35.8,2023-08-06 03:03:00,0.0007412823890235,0.1938992783327258,0.0,497.1884686406127,2,0.0007412823890235,8.588638,-0.2714049,0.1938992783327258,0.0,0.0,0.6536394006413844,0.0,9853.913159025033,-0.4250902117609422,-0.9051509884350992,3.449043204231126,239.2954615365372,0.1790717266662605,inf,0.0,229.76186981160376,0.0,0.0,0.0,0 days,0.00071576424,-2.0165807e-07,58308.324,0.18298824,-283.67368,0.0,0.0,1.0,-6.687152235878872e-13,3.9724417e-12,2.2648197e-16,0.0,0.0,0.0,7.480000000000001e-16,4.3922929347020026e-14,3.303726721241282e-12,1030.1555875492763,9.853913159025034,4.144026669311457e-12,0.00071576424,-2.0165807e-07,58308.324,0.18298824,-283.67368,0.0,0.0,0.0,-6.687152235878872e-13,3.9724417e-12,2.2648197e-16,0.0,0.0,0.0,7.480000000000001e-16,4.3922929347020026e-14,3.303726721241282e-12,1030.1555875492763,9.853913159025034,0.0
3,3,4,-46.65137093022184,-23.626355833926453,6137.910000000001,,,172.68185170266668,-0.9923958668288212,34610D,260.99844,9.379705,-2.1696858,189.4957545517248,73627.95792538975,0.3425070065372199,1.006444615490242,59.65971503244655,78.2782837366012,1680.2087624895548,0.000779637243564,46295.246647158914,0.270716157517498,0.4971642919370546,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.5851102846984941,39.13892066357717,18.05453239154851,36.28235539,1449999999999999.8,20.0092076617468,828.400821427147,1690.94955969051,0.0779637243564,0.0264504235448413,0.503222307745121,39.1391418683006,19.0251134123433,19.01029228047041,0.0779637243564,0.9657650657482314,783780685069648.6,18.56712909438852,1189926243068111.2,0.0185220981556636,1.7963728588150743e-05,3.16,35.8,2023-08-06 03:04:00,0.000779637243564,0.2707161034366739,0.0,462.9524664715892,3,0.000779637243564,9.379705,-2.1696858,0.2707161034366739,0.0,0.0,0.6179323606435679,0.0,10648.381250946317,-0.028444387257436,-0.9995953765567092,3.2620059311619576,238.66382940604092,0.2404287115180476,inf,0.0,229.45014601086797,0.0,0.0,0.0,0 days,0.0007618411,-1.5059587e-07,63745.21,0.26406848,-283.82532,0.0,0.0,1.0,-6.424194870334705e-13,3.493573e-12,2.2254592000000003e-16,0.0,0.0,0.0,7.480000000000001e-16,3.803554095710767e-14,2.851153463930354e-12,1029.5726011705922,10.648381250946317,3.188980814051117e-12,0.0007618411,-1.5059587e-07,63745.21,0.26406848,-283.82532,0.0,0.0,0.0,-6.424194870334705e-13,3.493573e-12,2.2254592000000003e-16,0.0,0.0,0.0,7.480000000000001e-16,3.803554095710767e-14,2.851153463930354e-12,1029.5726011705922,10.648381250946317,0.0
4,4,5,-46.75574200708161,-23.62904189804854,6625.59,,,185.88592576533333,-0.9924721325228912,34610D,257.07004,8.466382,-3.2165384,196.39040467329767,73568.29821035732,0.3498416504572121,1.029798808757964,58.70622490753805,78.937809758198,1846.090959939976,0.0006181989894649,43271.52378881695,0.2876048597497055,0.4892185408961504,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6110148455756775,39.46977605057788,17.9401286341218,36.28235539,1450000000000000.0,20.1604465850387,833.624395296407,1712.44096350752,0.0618198989465,0.0270506983645645,0.514899404378982,39.468904879099,19.0346067018175,19.02284679715076,0.06181989894649,0.9915121455756444,771186531052777.0,17.644057786025147,1136450858527574.8,0.0189418595776231,1.889469955221929e-05,3.16,35.8,2023-08-06 03:05:00,0.0006181989894649,0.287604916083079,0.0,432.7152378881695,4,0.0006181989894649,8.466382,-3.2165384,0.287604916083079,0.0,0.0,0.5863989346721079,0.0,11699.443548113244,0.3434220995131197,-0.939181165465961,3.0829187532510502,238.0282658160329,0.2457472595806184,inf,0.0,228.8940896990636,0.0,0.0,0.0,0 days,0.0006073314,-1.8227563e-07,68793.67,0.25554326,-283.3789,0.0,0.0,0.9999999999999998,-6.180838993377387e-13,3.0890288e-12,2.249879e-16,0.0,0.0,0.0,7.480000000000002e-16,3.30952721149955e-14,2.470944939055184e-12,1029.530945105393,11.699443548113244,2.891940252465504e-12,0.0006073314,-1.8227563e-07,68793.67,0.25554326,-283.3789,0.0,0.0,0.0,-6.180838993377387e-13,3.0890288e-12,2.249879e-16,0.0,0.0,0.0,7.480000000000002e-16,3.30952721149955e-14,2.470944939055184e-12,1029.530945105393,11.699443548113244,0.0
5,5,6,-46.86345418294269,-23.59291076660156,7162.8,e80338,SKX5563,199.089999828,-0.9926205650403191,34610D,252.68724,6.27715,-3.7803628,202.1271892256821,73509.59198544978,0.3568597701666081,0.95804447670969,57.78156435703007,72.7846779835392,1700.8447353425547,0.0002923645392465,40127.88685142464,0.1910193382643306,0.4815130363085839,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6342935216967326,36.39142278800693,17.870272427135056,36.28235538999999,1450000000000000.0,18.9750012630036,823.823342539315,1690.33385218532,0.0292364539247,0.0265456411820507,0.479022238354845,36.3923389917696,18.0452314212227,18.03995717745449,0.0292364539246499,0.9427969649975558,793913339541752.2,16.54639627974245,1073866897634632.8,0.018108796618505,1.7112118798652432e-05,3.16,35.8,2023-08-06 03:06:00,0.0002923645392465,0.1910193010910235,0.0,401.2788685142464,5,0.0002923645392465,6.27715,-3.7803628,0.1910193010910235,0.0,0.0,0.5532296237755385,0.0,12108.452584480176,0.3185508831008655,-0.947905762655581,2.88933327198926,237.3034079487705,0.1563124685593415,inf,0.0,227.8580469870688,0.0,0.0,0.0,0 days,0.00028762367,-2.787391e-07,74235.38,0.18439601,-282.58527,0.0,0.0,1.0,-5.919168613701732e-13,2.683298e-12,2.3242364e-16,0.0,0.0,0.0,7.480000000000001e-16,2.8168379995540944e-14,2.091381258553372e-12,1030.0912745312264,12.108452584480178,2.1770064955379715e-12,0.00028762367,-2.787391e-07,74235.38,0.18439601,-282.58527,0.0,0.0,0.0,-5.919168613701732e-13,2.683298e-12,2.3242364e-16,0.0,0.0,0.0,7.480000000000001e-16,2.8168379995540944e-14,2.091381258553372e-12,1030.0912745312264,12.108452584480178,0.0
6,6,7,-46.975962320963504,-23.55821228027344,7658.1,e80338,SKX5563,206.292222044,-0.9927580750780172,34610D,249.67859,3.2583733,-1.0804465,205.7883175065305,73451.81042109274,0.3576766763897702,1.024754291359394,56.13326340153813,76.6427517957236,1991.42823138281,9.08975139322577e-05,37395.86563801814,0.0742145125969053,0.4677771950128178,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6496617124340985,38.32155045569328,17.650593597284704,36.28235539,1450000000000000.0,19.5800406798749,840.216045742628,1745.32532655165,0.00908975139323,0.0280093013062531,0.512377145679697,38.3213758978618,18.293106996043,18.291444349225426,0.0090897513932257,1.0,741108728722662.2,15.43724026799165,1011686111530658.8,0.0193850367641744,1.8553273691470783e-05,3.16,35.8,2023-08-06 03:07:00,9.089751393225772e-05,0.0742145123771106,0.0,373.9586563801814,6,9.089751393225772e-05,3.2583733,-1.0804465,0.0742145123771106,0.0,0.0,0.5217767657035031,0.0,12362.382706523456,0.3153713420156264,-0.948968343326195,2.695575288640874,236.5335396620774,0.058950932315469,inf,0.0,226.78520319473543,0.0,0.0,0.0,0 days,0.00015579231,-1.9365072e-07,79443.42,0.11081078,-281.8262,0.0,0.0,1.0,-5.668532817012732e-13,2.4462275e-12,2.2586475e-16,0.0,0.0,0.0,7.48e-16,2.540572781214323e-14,1.8793740826808084e-12,1030.6293861857162,12.362382706523457,2.240014649178829e-12,0.00015579231,-1.9365072e-07,79443.42,0.11081078,-281.8262,0.0,0.0,0.0,-5.668532817012732e-13,2.4462275e-12,2.2586475e-16,0.0,0.0,0.0,7.48e-16,2.540572781214323e-14,1.8793740826808084e-12,1030.6293861857162,12.362382706523457,0.0
7,7,8,-47.09089799360794,-23.52314758300781,8237.220000000001,e80338,SKX5563,207.321110932,-0.9928898959816465,34610D,246.06172,0.9882599,0.19556221,208.94826346253893,73395.6771576912,0.3620528690023504,0.94557747721525,54.35980032837696,70.5036798637722,1754.9381842369917,4.786587934094397e-05,34394.55476608665,0.0516329789583429,0.452998336069808,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6644678274872744,35.251771281748,17.339658727394998,36.28235539,1450000000000000.0,18.2179050927106,831.573429326738,1727.26651661639,0.00478658793409,0.0276160271457286,0.472788738607625,35.2518399318861,17.1200852357487,17.119265807037173,0.0047865879340943,0.9813464730837596,731605365445679.8,14.131198790943172,938751591397439.8,0.0184507042434269,1.7463256606957215e-05,3.16,35.8,2023-08-06 03:08:00,4.786587934094397e-05,0.0516329625419156,0.0,343.9455476608665,7,4.786587934094397e-05,0.9882599,0.19556221,0.0516329625419156,0.0,0.0,0.4869541655523173,0.0,12525.288811002994,0.3164648412131288,-0.9486042400685069,2.4961486935062225,235.6882358334467,0.0395717563908578,inf,0.0,225.94821745626584,0.0,0.0,0.0,0 days,4.391799e-05,-1.4630774e-07,85332.91,0.047555566,-281.52774,0.0,0.0,1.0,-5.384821418992132e-13,2.2047277e-12,2.222154e-16,0.0,0.0,0.0,7.480000000000001e-16,2.2631408653032322e-14,1.6662456359254144e-12,1031.1731771188815,12.525288811002994,1.7442163045870932e-12,4.391799e-05,-1.4630774e-07,85332.91,0.047555566,-281.52774,0.0,0.0,0.0,-5.384821418992132e-13,2.2047277e-12,2.222154e-16,0.0,0.0,0.0,7.480000000000001e-16,2.2631408653032322e-14,1.6662456359254144e-12,1031.1731771188815,12.525288811002994,0.0
8,8,9,-47.207303133877815,-23.48748779296875,8747.76,e80338,SKX5563,210.407777596,-0.9930171170249033,34610D,242.07053,0.02678132,2.9780252,211.07937872131737,73341.31735736283,0.3652953896937889,0.889803912281918,53.49540233192114,66.2634637272052,1546.502207574962,4.7608095860547394e-05,31913.2970959831,0.071961947990371,0.4457950194326762,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.676755907868088,33.131634098169215,17.146561290735544,36.28235539,1449999999999999.8,17.2208792413939,823.887585337668,1714.13459960621,0.00476080958605,0.0273725243183169,0.444901956140959,33.1317318636026,16.2535961596806,16.252822393754077,0.0047608095860547,0.9431223817399615,751149488266858.1,13.021226656602757,876624506979728.4,0.0176756538449297,1.6204691434923195e-05,3.16,35.8,2023-08-06 03:09:00,4.760809586054739e-05,0.0719620382328278,0.0,319.1329709598311,8,4.760809586054739e-05,0.02678132,2.9780252,0.0719620382328278,0.0,0.0,0.4592743625190671,0.0,12767.491119874136,0.3175628898267308,-0.9482372124130624,2.327905652660547,234.92730059245352,0.0530149177503371,inf,0.0,225.30575629812196,0.0,0.0,0.0,0 days,4.093717e-05,-3.051102e-07,90669.47,0.0594714,-281.49368,0.0,0.0,1.0,-5.12757497855559e-13,2.045286e-12,2.3445642e-16,0.0,0.0,0.0,7.48e-16,2.090532679722113e-14,1.53252849099009e-12,1031.7252139766993,12.767491119874135,1.4462041596402593e-12,4.093717e-05,-3.051102e-07,90669.47,0.0594714,-281.49368,0.0,0.0,0.0,-5.12757497855559e-13,2.045286e-12,2.3445642e-16,0.0,0.0,0.0,7.48e-16,2.090532679722113e-14,1.53252849099009e-12,1031.7252139766993,12.767491119874135,0.0
9,9,10,-47.32590553977269,-23.451004028320312,9197.34,e80338,SKX5563,214.008888704,-0.9931400660175196,34610D,239.86867,-1.1880412,5.5283885,213.09157407885257,73287.8219550309,0.3677020560261961,0.843133805840806,51.669967157333154,62.6048129728844,1341.7773213810729,4.010496081121328e-05,29850.23293677357,0.0716011523834331,0.4305830596444429,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6863359227271146,31.30295507060845,16.826143259390456,36.28235539,1450000000000000.0,16.3408294046518,820.591131270861,1709.15433446227,0.00401049608112,0.0272912648441841,0.421566902920403,31.3024064864422,15.4469536434931,15.44633416886658,0.0040104960811213,0.9264983216612468,734244620829529.8,12.064152988268969,823032695549190.9,0.0171997520640471,1.513303153371438e-05,3.16,35.8,2023-08-06 03:10:00,4.010496081121327e-05,0.0716011287909654,0.0,298.5023293677357,9,4.010496081121327e-05,-1.1880412,5.5283885,0.0716011287909654,0.0,0.0,0.4335274948636313,0.0,12949.242679689742,0.3186547838849259,-0.94787083967556,2.185689655349382,234.24514438269176,0.0516113937746552,inf,0.0,224.6807707293172,0.0,0.0,0.0,0 days,3.9100556e-05,-4.2457157e-07,95156.43,0.072061814,-281.79724,0.0,0.0,1.0,-4.91114944811866e-13,1.9187891e-12,2.4366488e-16,0.0,0.0,0.0,7.480000000000001e-16,1.9551428654576582e-14,1.4276741356496253e-12,1032.2881461128534,12.94924267968974,1.2422214712376764e-12,3.9100556e-05,-4.2457157e-07,95156.43,0.072061814,-281.79724,0.0,0.0,0.0,-4.91114944811866e-13,1.9187891e-12,2.4366488e-16,0.0,0.0,0.0,7.480000000000001e-16,1.9551428654576582e-14,1.4276741356496253e-12,1032.2881461128534,12.94924267968974,0.0
