Unnamed: 0.1,Unnamed: 0,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_mass_meem,ei_number_meem,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_level,cocip_waypoint,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_ef,cocip_persistent_1,cocip_cocip,cocip_contrail_age,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_segment_length_km,accf_issr_nox_impact,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_segment_length_km,accf_sac_accf_contrail_cocip
0,0,0,141.68274619362572,42.55723571777344,2674.6200000000003,885974.0,TVJ571,127.067777668,0.485176334813361,34610D,275.8161,13.559059,12.75305,160.39296601491716,69648.93709372853,0.3635630797541453,0.914110425739216,67.74059422611118,89.6043345479116,1757.52313059406,0.005115519476511,73058.20758235783,0.7910877226472297,0.5645049518842599,0.8681378445674948,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,19.02285816103711,2.7561169227338738,0.4817621937379387,44.8023299382088,16.21914056928197,28.1900759853668,1571574843645128.8,28.8722788927467,841.523548887797,1369.1171195189,0.511551947651,0.023804014634911,0.457055212869608,44.8021672739558,19.200761715181,19.10303974331352,14.939187338498124,0.8418838878395503,846241895055456.5,26.112374943014693,1615348552030757.0,0.0014277007427457,1.3271036707982693e-05,3.0968000000000004,35.8,2023-11-06 01:00:00,0.005115519476511,0.7910890994841202,0.0,730.5820758235783,0,0.005115519476511,13.559059,12.75305,0.7910890994841202,5.7613635,1.5376484e-07,0.9227665614026064,672.40279955826,8181.733683333497,-0.4708636641506514,-0.8822059905615143,5.439472816895097,244.6106414920972,0.811659172997645,inf,0.0,238.9372965063587,0.0,0.0,0.0,0 days,0.004999018,2.384677e-07,26997.512,0.7913303,-143.98245,0.0,0.0,1.0,-7.349391790624266e-13,6.501596e-12,2.293194e-16,0.0,-0.0,0.0,7.48e-16,7.59438623272835e-14,5.766657149116372e-12,717.8395344463328,8.181733683333496,4.5155559702003724e-13,0.004999018,2.384677e-07,26997.512,0.7913303,-143.98245,0.0,0.0,0.0,-7.349391790624266e-13,6.501596e-12,2.293194e-16,0.0,-0.0,0.0,7.48e-16,7.59438623272835e-14,5.766657149116372e-12,717.8395344463328,8.181733683333496,0.0
1,1,1,141.59485556862572,42.52262878417969,3200.4,885974.0,TVJ571,149.703333204,0.4863243899448088,34610D,272.4418,15.2548685,14.436587,173.9516170787078,69581.19649950242,0.3804128413285699,1.008314148833098,75.81133521768999,95.3582914387306,2114.344855429817,0.0043915516493729,68339.94069049528,0.8370614793111633,0.6317611268140833,1.0,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,20.08804354132233,2.924988850451779,0.5257131183382637,47.67889017844888,19.15550261827501,36.28235539,1450000000000000.0,30.9306722898251,859.851608891217,1406.70695118882,0.439155164937,0.0249057259596215,0.504157074416549,47.6791457193653,20.2426171087691,20.1541092968449,14.952269127803822,0.924531727544507,820729547172872.0,25.60971134791376,1564140159162465.2,0.0015651708391865,1.6104983380391413e-05,3.0968000000000004,35.8,2023-11-06 01:01:00,0.0043915516493729,0.8370626678609882,0.0,683.3994069049528,1,0.0043915516493729,15.2548685,14.436587,0.8370626678609882,5.4957986,3.631544e-07,0.8738629074322868,673.9941199597388,9587.418296793368,-0.4794178129158185,-0.877586782409018,5.223303500527983,244.1262839766578,0.8312588283723101,inf,0.0,238.73202786078383,0.0,0.0,0.0,0 days,0.004298619,1.7496296e-07,32261.08,0.80537045,-144.4798,0.0,0.0,1.0000000000000002,-7.155855522049164e-13,5.834027e-12,2.2442424000000003e-16,0.0,-0.0,0.0,7.480000000000001e-16,6.751216277945975e-14,5.118441426383746e-12,718.5377450265488,9.587418296793368,4.846705118982686e-13,0.004298619,1.7496296e-07,32261.08,0.80537045,-144.4798,0.0,0.0,0.0,-7.155855522049164e-13,5.834027e-12,2.2442424000000003e-16,0.0,-0.0,0.0,7.480000000000001e-16,6.751216277945975e-14,5.118441426383746e-12,718.5377450265488,9.587418296793368,0.0
2,2,2,141.49248296564275,42.48133850097656,3832.86,885974.0,TVJ571,164.107777636,0.4875045174448486,34610D,268.2026,17.123575,16.460327,187.79674627266988,69505.38516428473,0.3964545072043327,1.109195108404716,73.4221314170203,101.2626161240426,2500.4847561947863,0.0030681374137576,62994.42896063308,0.7699737711730957,0.6118510951418358,1.0,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,21.06322193171343,3.094858430494044,0.5720233610421264,50.63147851635059,19.338003450770533,36.28235539,1450000000000000.0,32.936404598457,879.816453479507,1448.3618617062,0.306813741376,0.0261907929057091,0.554597554202358,50.6313080620213,21.1752869109002,21.110516944040427,14.96708207444343,1.0,766058935003392.4,24.811306033587407,1504832270195818.2,0.0017548747755369,1.8361515968116024e-05,3.0968000000000004,35.8,2023-11-06 01:02:00,0.0030681374137576,0.7699742195310094,0.0,629.9442896063307,2,0.0030681374137576,17.123575,16.460327,0.7699742195310094,5.195325,4.596544e-07,0.8182416998743708,675.6298904069372,9904.532106848184,-0.4803242924734069,-0.8770909725107887,4.937089978193904,243.4568657404886,0.7337703550886256,inf,0.0,236.9970288958366,0.0,0.0,0.0,0 days,0.0030088082,2.3659307e-07,38598.508,0.7304687,-145.26746,0.0,0.0,1.0000000000000002,-6.92246710975865e-13,5.0752124e-12,2.291749e-16,0.0,-0.0,0.0,7.48e-16,5.79557291024748e-14,4.382965708435915e-12,719.3697734158776,9.904532106848183,5.118861750626002e-13,0.0030088082,2.3659307e-07,38598.508,0.7304687,-145.26746,0.0,0.0,0.0,-6.92246710975865e-13,5.0752124e-12,2.291749e-16,0.0,-0.0,0.0,7.48e-16,5.79557291024748e-14,4.382965708435915e-12,719.3697734158776,9.904532106848183,0.0
3,3,3,141.3869268243963,42.43862915039063,4579.62,885974.0,TVJ571,165.136666524,0.4886882011196681,34610D,264.16476,19.908968,17.881569,202.12277487156868,69431.9630328677,0.4115292946115829,0.870375609920582,67.31623992280328,76.6351687188184,1305.7193587881234,0.0025842722891231,57124.037489563314,0.8348481252725184,0.5609686660233606,0.9654863028570972,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,17.992338509534388,2.6523536746034453,0.6203474786886829,38.31785789173152,18.26669903189776,36.07130278254585,1453170761471414.8,27.3815229866816,850.231579307454,1377.43650415478,0.258427228912,0.0240449022800973,0.435187804960291,38.3175843594092,18.0989633432825,18.052311255550155,14.951026071556257,0.8789128337489346,734715849025809.1,23.66662399512257,1437687649925777.2,0.0015086311514945,1.263599686853166e-05,3.0968000000000004,35.8,2023-11-06 01:03:00,0.0025842722891231,0.8348485914994934,0.0,571.2403748956332,3,0.0025842722891231,19.908968,17.881569,0.8348485914994934,5.0347104,1.5976092e-06,0.7533320814715169,677.2705904932567,10425.44396869136,-0.4806838213428572,-0.8768939866935046,4.589782881350267,242.5967157776641,0.7648257130129786,inf,0.0,236.50491182613757,0.0,0.0,0.0,0 days,0.0025273561,5.219797e-07,46089.496,0.7932009,-146.28427,0.0,0.0,1.0,-6.645858770088931e-13,4.3688902e-12,2.5117343e-16,0.0,-0.0,0.0,7.479999999999999e-16,4.91551324022458e-14,3.7043045356543465e-12,720.2291154061148,10.42544396869136,2.918419493004481e-13,0.0025273561,5.219797e-07,46089.496,0.7932009,-146.28427,0.0,0.0,0.0,-6.645858770088931e-13,4.3688902e-12,2.5117343e-16,0.0,-0.0,0.0,7.479999999999999e-16,4.91551324022458e-14,3.7043045356543465e-12,720.2291154061148,10.42544396869136,0.0
4,4,4,141.27568444540336,42.39354020458157,4968.240000000001,885974.0,TVJ571,186.743333172,0.4898794348727255,34610D,262.464,21.32804,17.570606,214.61340849012325,69364.6467929449,0.4223112482307071,0.839925764566848,65.44105840537928,71.4747428798692,1310.0559928084492,0.00259328123267,54249.21360051817,0.9251144053347196,0.5453421533781607,0.974418736878684,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,17.490294855447203,2.5781869749145825,0.6608139563169506,35.73726572155231,18.17536642439197,36.20295843823952,1451192824853607.2,26.5770019513279,850.755689905813,1373.59373243308,0.259328123267,0.0238702170572304,0.419962882283424,35.7373714399346,17.593592939542,17.5480858179211,14.951454670092934,0.8812450009579924,688086880357340.9,23.83760427528463,1400015618346404.0,0.0014972801184638,1.1916970988892591e-05,3.0968000000000004,35.8,2023-11-06 01:04:00,0.00259328123267,0.9251131529764812,0.0,542.4921360051817,4,0.00259328123267,21.32804,17.570606,0.9251131529764812,4.9049487,3.7412801e-06,0.7200557993133714,678.9217553571543,11784.876773848331,-0.4816600386620713,-0.8763581500482848,4.4401843040344255,242.2083166993113,0.8335136040988913,inf,0.0,236.9462590032553,0.0,0.0,0.0,0 days,0.00253948,7.136331e-07,49972.926,0.88168514,-147.39622,0.0,0.0,1.0,-6.503156344095557e-13,4.068489e-12,2.6594672e-16,0.0,-0.0,0.0,7.48e-16,4.545020295939279e-14,3.4181735566469687e-12,721.1363365157245,11.784876773848332,2.5792255466107014e-13,0.00253948,7.136331e-07,49972.926,0.88168514,-147.39622,0.0,0.0,0.0,-6.503156344095557e-13,4.068489e-12,2.6594672e-16,0.0,-0.0,0.0,7.48e-16,4.545020295939279e-14,3.4181735566469687e-12,721.1363365157245,11.784876773848332,0.0
5,5,5,141.15009654651988,42.34245300292969,5356.860000000001,885974.0,TVJ571,201.662222048,0.4910959983002216,34610D,260.72287,22.819613,15.357339,222.35191224656936,69299.20573453953,0.4304524887403121,0.863007428669638,64.92090351100762,72.2494906762114,1956.41921226326,0.0025374196660746,51492.67974234382,1.004703240177138,0.5410075292583969,1.0,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,17.61373377525417,2.597366631813792,0.6869237181435692,36.12519762917328,18.467383642985933,36.28235539,1450000000000000.0,26.9463002952821,859.09446726562,1390.82654028585,0.253741966607,0.0243619663985403,0.431503714334819,36.1247453381057,17.7121874021086,17.667357900723726,14.955242023429165,0.9208857547957732,651754079506467.8,23.342977692474904,1365985811583090.8,0.0015510188636551,1.2659464556808456e-05,3.0968000000000004,35.8,2023-11-06 01:05:00,0.0025374203938446,1.004703982142778,1.0,514.9267974234381,5,0.0025374203938446,22.819613,15.357339,1.004703982142778,4.8842816,9.261374e-06,0.6880322800743073,680.6080256826295,11776.905178293267,-0.6955962148912547,-0.7184329515194577,4.274606261200194,241.7646732017554,0.8898874239635459,inf,0.0,237.3700609847924,0.0,0.0,0.0,0 days,0.0024762445,6.553676e-07,53926.04,0.95664483,-148.34013,0.0,0.0,1.0,-6.357820111702854e-13,3.7874487e-12,2.6145543000000005e-16,0.0,-0.0,0.0,7.48e-16,4.1981123180451555e-14,3.1516667504764518e-12,722.164246726039,11.776905178293267,2.5311807226456964e-13,0.0024762445,6.553676e-07,53926.04,0.95664483,-148.34013,0.0,0.0,0.0,-6.357820111702854e-13,3.7874487e-12,2.6145543000000005e-16,0.0,-0.0,0.0,7.48e-16,4.1981123180451555e-14,3.1516667504764518e-12,722.164246726039,11.776905178293267,0.0
6,6,6,141.04739876680597,42.268826759467686,5935.9800000000005,885974.0,TVJ571,202.176666492,0.492720417872883,34610D,257.1068,23.721052,14.207628,222.1857081571461,69234.28483102852,0.4332064911556527,0.817965493904006,63.20433833775655,68.9683315915774,1519.3438694416593,0.00223975427654,47596.28928252322,1.142229249895895,0.5267028194813046,1.0,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,16.764875009604477,2.4771820509422504,0.6912203684188937,34.48441680337857,18.25752071870429,36.28235539,1450000000000000.0,25.5760873265666,853.610023285593,1384.63486259581,0.223975427654,0.024274321359755,0.408982746952003,34.4841657957887,16.8483699663821,16.810718088651335,14.959705560530114,0.8947699940270417,653195290765856.4,20.97252234793689,1323807953571158.5,0.0015040778918767,1.1773851162570802e-05,3.0968000000000004,35.8,2023-11-06 01:06:00,0.0022397555793171,1.1422309605698662,1.0,475.96289282523225,6,0.0022397555793171,23.721052,14.207628,1.1422309605698662,4.787058,3.2637505e-05,0.6449142618043866,682.8595436356596,12351.486589520808,-0.9280124073797156,-0.372549287677892,3.9693329907742,240.90524693285408,0.9763455714647372,inf,0.0,238.72791898731296,0.0,0.0,0.0,0 days,0.00207888,5.614638e-07,59817.402,1.0295303,-149.58781,0.0,0.0,1.0,-6.140611299134004e-13,3.333265e-12,2.54217e-16,0.0,-0.0,0.0,7.48e-16,3.63518673295189e-14,2.7192038709920896e-12,723.6456582137421,12.351486589520809,2.0072355084406686e-13,0.00207888,5.614638e-07,59817.402,1.0295303,-149.58781,0.0,0.0,0.0,-6.140611299134004e-13,3.333265e-12,2.54217e-16,0.0,-0.0,0.0,7.48e-16,3.63518673295189e-14,2.7192038709920896e-12,723.6456582137421,12.351486589520809,0.0
7,7,7,140.99160627885297,42.165802001953125,6385.56,885974.0,TVJ571,208.34999982,0.4949418121781694,34610D,254.02104,24.218765,14.558698,226.2376574503135,69171.08049269076,0.4352380504050109,0.67097671827739,53.02008651707378,55.821989868602,772.5054498205002,0.0017726619884202,44739.09919617161,1.1363328872024905,0.4418340543089482,0.8564513266440233,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,14.737415563140267,2.184487878094709,0.7080880599739752,27.91087834216179,15.172348247263072,31.49940535856264,1521856935871682.0,21.976146805511,828.137099319874,1327.86991957608,0.177266198842,0.0226474973124311,0.335488359138695,27.910994934301,14.8134848857912,14.787272050714469,14.950023950256773,0.7855368913286856,546163483669240.94,19.93241211310889,1270466104753124.8,0.0013516798933109,8.351363543246998e-06,3.0968000000000004,35.8,2023-11-06 01:07:00,0.0017726634991201,1.1363353806611092,1.0,447.3909919617161,7,0.0017726634991201,24.218765,14.558698,1.1363353806611092,4.6477036,5.551555e-05,0.6135641758438412,685.9384087120053,12963.734149278178,-0.9351760437679651,-0.3541832395279273,3.7429708272611335,240.2293236052242,0.9421979787884304,inf,0.0,236.97288979303204,0.0,0.0,0.0,0 days,0.0016521228,5.5668073e-07,64321.516,1.0506772,-151.6524,0.0,0.0,1.0,-5.975423516067274e-13,2.986331e-12,2.538483e-16,0.0,-0.0,0.0,7.48e-16,3.205610130936214e-14,2.388788692615536e-12,725.7139458860102,12.963734149278178,1.299901035648032e-13,0.0016521228,5.5668073e-07,64321.516,1.0506772,-151.6524,0.0,0.0,0.0,-5.975423516067274e-13,2.986331e-12,2.538483e-16,0.0,-0.0,0.0,7.48e-16,3.205610130936214e-14,2.388788692615536e-12,725.7139458860102,12.963734149278178,0.0
8,8,8,140.93600250953853,42.056781316207626,6614.160000000001,885974.0,TVJ571,221.725555364,0.4972423094923607,34610D,252.53842,25.214813,15.0375805,229.3422742835852,69118.06040617368,0.4385761854579261,1.026656310013924,61.11373436614621,84.9027804899702,2679.721695854688,0.0015756426575748,43340.51238880016,1.1279460681837317,0.509281119717885,1.0,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,18.53776062600376,2.7514552074823206,0.7199090064523327,42.45090075001799,18.156101740459253,36.28235538999999,1450000000000000.0,29.4284087847646,894.100941645496,1488.48438661454,0.157564265757,0.0275912624078461,0.513328155006962,42.4513902449851,18.6047360725687,18.5754677731609,14.969870696381047,1.0,634016311446569.1,19.53808748294179,1246522266804343.2,0.0018347951115086,1.5196612290176668e-05,3.0968000000000004,35.8,2023-11-06 01:08:00,0.0015756430202844,1.127946736733446,1.0,433.4051238880015,8,0.0015756430202844,25.214813,15.0375805,1.127946736733446,4.5460978,7.515325e-05,0.5978731240925447,689.1269046288694,12877.115418230198,-0.9398759916806336,-0.3415159150937853,3.6469024672773753,239.93146557037184,0.921651168884944,inf,0.0,236.2144072981884,0.0,0.0,0.0,0 days,0.0014778927,7.3798526e-07,66721.36,1.0315481,-153.43544,0.0,0.0,1.0,-5.888551735757928e-13,2.8453156e-12,2.6782385000000003e-16,0.0,-0.0,0.0,7.480000000000001e-16,3.0349808646089225e-14,2.2564603680006752e-12,727.9015071641508,12.8771154182302,2.5503020239421485e-13,0.0014778927,7.3798526e-07,66721.36,1.0315481,-153.43544,0.0,0.0,0.0,-5.888551735757928e-13,2.8453156e-12,2.6782385000000003e-16,0.0,-0.0,0.0,7.480000000000001e-16,3.0349808646089225e-14,2.2564603680006752e-12,727.9015071641508,12.8771154182302,0.0
9,9,9,140.88292902166194,41.94813537597656,7406.64,885974.0,TVJ571,205.7777776,0.4995401016172068,34610D,247.5026,28.6934,13.816006,232.9325379873014,69056.94667180754,0.446379172578876,0.885878251419236,58.68708619811768,73.4148144246574,2449.8846557383526,0.0009829555492455,38763.39764052093,1.0331216380345438,0.4890590516509807,1.0,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,16.655981387949584,2.4820251188590223,0.7385798822670377,36.70744784840439,17.931890678997963,36.28235539,1450000000000000.0,26.0532530228031,875.068509128395,1450.13428250698,0.0982955549246,0.0265157164914527,0.442939125709618,36.7074072123287,16.7047768010492,16.688372872326468,14.971076369732724,0.9972996227243116,609858580274501.4,17.504862454236847,1129038871494707.8,0.0016738253360892,1.4517984425986003e-05,3.0968000000000004,35.8,2023-11-06 01:09:00,0.0009829549049995,1.0331198945702298,1.0,387.6339764052093,9,0.0009829549049995,28.6934,13.816006,1.0331198945702298,3.0119991,0.00010789428,0.5456127614180291,692.3116536798203,11709.442181463151,-0.9150288307110056,-0.4033884467453792,3.306043605940989,238.8153768590041,0.8031617592296906,inf,0.0,233.36233245018897,0.0,0.0,0.0,0 days,0.00097147963,1.1002081e-06,74761.13,1.0038244,-154.94917,0.0,0.0,1.0,-5.589572527575445e-13,2.4020818e-12,2.957452e-16,0.0,-0.0,0.0,7.48e-16,2.5004365281724608e-14,1.843124621171613e-12,730.0786694626267,11.709442181463151,1.639797153159001e-13,0.00097147963,1.1002081e-06,74761.13,1.0038244,-154.94917,0.0,0.0,0.0,-5.589572527575445e-13,2.4020818e-12,2.957452e-16,0.0,-0.0,0.0,7.48e-16,2.5004365281724608e-14,1.843124621171613e-12,730.0786694626267,11.709442181463151,0.0
