,Unnamed: 0,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_level,cocip_waypoint,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_ef,cocip_persistent_1,cocip_cocip,cocip_contrail_age,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact,accf_sac_contrails_atr20
0,0,0,141.68274619362572,42.55723571777344,2674.6200000000003,885974.0,TVJ571,127.067777668,0.485176334813361,34610D,275.8161,13.559059,12.75305,160.39296601491716,69648.93709372853,0.24774620972060998,1.348106372939258,67.74059422611118,89.6039801063168,1757.52313059406,0.005115519476511,73058.20758235783,0.7910877226472297,0.5645049518842599,0.614067440896548,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.4817621937379387,44.8023299382088,15.22532566473941,102.17685254599692,1418005403382797.5,17.8874321076367,737.752052706363,1414.38241208792,0.511551947651,0.0196927353327752,0.674053186469629,44.8019900531584,34.2285200648476,34.05431455547981,0.5115519476511,0.7402631465443275,3085138683501459.5,0.019818359377866746,6.892489280330642e-05,3.16,35.8,2023-11-06 01:00:00,0.005115519476511054,0.7910890994841202,0.0,730.5820758235783,0,0.005115519476511054,13.559059,12.75305,0.7910890994841202,5.7613635,1.5376484e-07,0.9227665614026063,672.40279955826,8181.733683333497,-0.47086366415065145,-0.8822059905615143,4.516106849872301,242.40685744694755,0.811659172997645,inf,0.0,236.8564644546693,0.0,0.0,0.0,0 days,0.004999018,2.384677e-07,26997.512,0.7913303,-143.98245,0.0,0.0,1.0,-7.349391790624266e-13,6.501596e-12,2.293194e-16,0.0,-0.0,0.0,7.48e-16,7.59438623272835e-14,5.7666571491163715e-12,717.8395344463328,9.244155519191928e-12,1.9118952429534392e-13,0.0,0.004999018,2.384677e-07,26997.512,0.7913303,-143.98245,0.0,0.0,0.0,-7.349391790624266e-13,6.501596e-12,2.293194e-16,0.0,-0.0,0.0,7.48e-16,7.59438623272835e-14,5.7666571491163715e-12,717.8395344463328,9.244155519191928e-12,1.9118952429534392e-13,0.0
1,1,1,141.59485556862572,42.52262878417969,3200.4,885974.0,TVJ571,149.703333204,0.4863243899448088,34610D,272.4418,15.2548685,14.436587,173.9516170787078,69581.19649950242,0.26340082194108616,1.463479572349902,75.81133521768999,95.3579177287864,2114.344855429817,0.0043915516493729,68339.94069049528,0.8370614793111633,0.6317611268140833,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.5257131183382637,47.67889017844888,17.17316050695603,125.43902899788776,1252821995592850.5,18.9366467640376,754.148160257348,1453.1416619501,0.439155164937,0.0204882420848207,0.731739786174951,47.6789588643932,35.7151083604719,35.55894939759493,0.4391551649372899,0.8145992868516035,2304756329563471.0,0.022203309409557878,7.043562467000642e-05,3.16,35.8,2023-11-06 01:01:00,0.004391551649372981,0.8370626678609882,0.0,683.3994069049528,1,0.004391551649372981,15.2548685,14.436587,0.8370626678609882,5.4957986,3.631544e-07,0.8738629074322868,673.9941199597388,9587.418296793368,-0.4794178129158185,-0.877586782409018,4.311544338338981,241.86494659011848,0.8312588283723101,inf,0.0,236.591436922134,0.0,0.0,0.0,0 days,0.004298619,1.7496296e-07,32261.08,0.80537045,-144.4798,0.0,0.0,1.0000000000000002,-7.155855522049164e-13,5.834027e-12,2.2442424e-16,0.0,-0.0,0.0,7.480000000000001e-16,6.751216277945975e-14,5.118441426383746e-12,718.5377450265488,9.979145708244755e-12,2.0755184373432102e-13,0.0,0.004298619,1.7496296e-07,32261.08,0.80537045,-144.4798,0.0,0.0,0.0,-7.155855522049164e-13,5.834027e-12,2.2442424e-16,0.0,-0.0,0.0,7.480000000000001e-16,6.751216277945975e-14,5.118441426383746e-12,718.5377450265488,9.979145708244755e-12,2.0755184373432102e-13,0.0
2,2,2,141.49248296564275,42.48133850097656,3832.86,885974.0,TVJ571,164.107777636,0.4875045174448486,34610D,268.2026,17.123575,16.460327,187.79674627266988,69505.38516428473,0.2778156154494394,1.590730750301072,73.4221314170203,101.2620475388904,2500.4847561947863,0.0030681374137576,62994.42896063308,0.7699737711730957,0.6118510951418358,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.5720233610421264,50.63147851635059,17.336774908079015,119.42712943654014,1153635291958104.8,19.908968547255,770.086075382673,1499.56548145074,0.306813741376,0.021543405238745,0.795365375150536,50.6310237694452,36.9192041061411,36.80627738942148,0.30681374137576,0.8923187765527288,1759327492145525.5,0.025106998238551736,7.355079502921187e-05,3.16,35.8,2023-11-06 01:02:00,0.0030681374137576396,0.7699742195310094,0.0,629.9442896063307,2,0.0030681374137576396,17.123575,16.460327,0.7699742195310094,5.195325,4.596544e-07,0.8182416998743708,675.6298904069372,9904.532106848184,-0.4803242924734069,-0.8770909725107887,4.049014916379629,241.13507189216924,0.7337703550886256,inf,0.0,234.8215931808283,0.0,0.0,0.0,0 days,0.0030088082,2.3659307e-07,38598.508,0.7304687,-145.26746,0.0,0.0,1.0000000000000002,-6.92246710975865e-13,5.0752124e-12,2.291749e-16,0.0,-0.0,0.0,7.48e-16,5.79557291024748e-14,4.382965708435915e-12,719.3697734158776,1.0502937757702766e-11,2.2559870759229828e-13,0.0,0.0030088082,2.3659307e-07,38598.508,0.7304687,-145.26746,0.0,0.0,0.0,-6.92246710975865e-13,5.0752124e-12,2.291749e-16,0.0,-0.0,0.0,7.48e-16,5.79557291024748e-14,4.382965708435915e-12,719.3697734158776,1.0502937757702766e-11,2.2559870759229828e-13,0.0
3,3,3,141.3869268243963,42.43862915039063,4579.62,885974.0,TVJ571,165.136666524,0.4886882011196681,34610D,264.16476,19.908968,17.881569,202.12277487156868,69431.9630328677,0.28565756620345883,1.260125952187932,67.31623992280328,76.634772860414,1305.7193587881234,0.0025842722891231,57124.037489563314,0.8348481252725184,0.5609686660233606,0.6829257668308379,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6203474786886829,38.31785789173152,16.564566496498397,103.82744816364008,1059472021825339.6,16.4917581121442,741.244605718018,1430.47784072832,0.258427228912,0.0200665988137456,0.630062976093966,38.317386430207,31.3985933511748,31.31765999030168,0.25842722891231,0.7556134112236528,2640100508041288.0,0.020655756728436264,6.260674188014932e-05,3.16,35.8,2023-11-06 01:03:00,0.002584272289123134,0.8348485914994934,0.0,571.2403748956332,3,0.002584272289123134,19.908968,17.881569,0.8348485914994934,5.0347104,1.5976092e-06,0.7533320814715169,677.2705904932567,10425.443968691361,-0.4806838213428572,-0.8768939866935046,3.710453197397896,240.12926880917075,0.7648257130129786,inf,0.0,234.1850452567186,0.0,0.0,0.0,0 days,0.0025273561,5.219797e-07,46089.496,0.7932009,-146.28427,0.0,0.0,0.9999999999999999,-6.645858770088931e-13,4.3688902e-12,2.5117343e-16,0.0,-0.0,0.0,7.479999999999999e-16,4.91551324022458e-14,3.7043045356543465e-12,720.2291154061148,5.785128363752643e-12,1.7871207064005427e-13,0.0,0.0025273561,5.219797e-07,46089.496,0.7932009,-146.28427,0.0,0.0,0.0,-6.645858770088931e-13,4.3688902e-12,2.5117343e-16,0.0,-0.0,0.0,7.479999999999999e-16,4.91551324022458e-14,3.7043045356543465e-12,720.2291154061148,5.785128363752643e-12,1.7871207064005427e-13,0.0
4,4,4,141.27568444540336,42.39354020458157,4968.240000000001,885974.0,TVJ571,186.743333172,0.4898794348727255,34610D,262.464,21.32804,17.570606,214.61340849012325,69364.6467929449,0.29382739189376816,1.213201668499066,65.44105840537928,71.4742926194642,1310.0559928084492,0.00259328123267,54249.21360051817,0.9251144053347196,0.5453421533781607,0.6892440225490248,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6608139563169506,35.73726572155231,16.432430801710513,100.43580379052982,1021284203710341.4,15.9084035951466,739.831586506443,1427.34235948034,0.259328123267,0.0200038254403518,0.606600834249533,35.7371463097321,30.3242415336166,30.245805653448524,0.259328123267,0.7493717929314717,2591832015850901.0,0.020285184863632868,5.9973446444268025e-05,3.16,35.8,2023-11-06 01:04:00,0.0025932812326700974,0.9251131529764813,0.0,542.4921360051817,4,0.0025932812326700974,21.32804,17.570606,0.9251131529764813,4.9049487,3.7412801e-06,0.7200557993133714,678.9217553571543,11784.876773848331,-0.4816600386620713,-0.8763581500482848,3.5645150945268376,239.67044082701344,0.8335136040988913,inf,0.0,234.54122786004567,0.0,0.0,0.0,0 days,0.00253948,7.136331e-07,49972.926,0.88168514,-147.39622,0.0,0.0,1.0,-6.503156344095557e-13,4.068489e-12,2.6594672e-16,0.0,-0.0,0.0,7.48e-16,4.545020295939279e-14,3.4181735566469683e-12,721.1363365157245,5.0472792006503815e-12,1.7205723118787236e-13,0.0,0.00253948,7.136331e-07,49972.926,0.88168514,-147.39622,0.0,0.0,0.0,-6.503156344095557e-13,4.068489e-12,2.6594672e-16,0.0,-0.0,0.0,7.48e-16,4.545020295939279e-14,3.4181735566469683e-12,721.1363365157245,5.0472792006503815e-12,1.7205723118787236e-13,0.0
5,5,5,141.15009654651988,42.34245300292969,5356.860000000001,885974.0,TVJ571,201.662222048,0.4910959983002216,34610D,260.72287,22.819613,15.357339,222.35191224656936,69299.20573453953,0.3010235275987121,1.240205941511088,64.92090351100762,72.2494954271698,1956.41921226326,0.0025374196660746,51492.67974234382,1.004703240177138,0.5410075292583969,0.7073386383731213,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6869237181435692,36.12519762917328,16.556252778351336,100.39754618276164,961877230627165.2,16.0402770404087,747.307639338367,1446.8747686648,0.253741966607,0.0204323627310129,0.620102970755544,36.1247477135849,30.3490584480634,30.272245058116702,0.25374196660746,0.7829011862311176,2246104677029562.5,0.02113914447143974,5.957635191445778e-05,3.16,35.8,2023-11-06 01:05:00,0.0025374203938446902,1.0047039821427781,1.0,514.9267974234381,5,0.0025374203938446902,22.819613,15.357339,1.0047039821427781,4.8842816,9.261374e-06,0.6880322800743073,680.6080256826295,11776.905178293267,-0.6955962148912547,-0.7184329515194577,3.4180619950016613,239.19296495932204,0.8898874239635459,inf,0.0,234.91271718891727,0.0,0.0,0.0,0 days,0.0024762445,6.553676e-07,53926.04,0.95664483,-148.34013,0.0,0.0,1.0,-6.357820111702854e-13,3.7874487e-12,2.6145543e-16,0.0,-0.0,0.0,7.48e-16,4.198112318045155e-14,3.151666750476452e-12,722.164246726039,4.95761451718794e-12,1.7588699878985572e-13,0.0,0.0024762445,6.553676e-07,53926.04,0.95664483,-148.34013,0.0,0.0,0.0,-6.357820111702854e-13,3.7874487e-12,2.6145543e-16,0.0,-0.0,0.0,7.48e-16,4.198112318045155e-14,3.151666750476452e-12,722.164246726039,4.95761451718794e-12,1.7588699878985572e-13,0.0
6,6,6,141.04739876680597,42.268826759467686,5935.9800000000005,885974.0,TVJ571,202.176666492,0.492720417872883,34610D,257.1068,23.721052,14.207628,222.1857081571461,69234.28483102852,0.3019493216895672,1.179365360587708,63.20433833775655,68.9680179292104,1519.3438694416593,0.00223975427654,47596.28928252322,1.142229249895895,0.5267028194813046,0.7073386383731213,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6912203684188937,34.48441680337857,16.368107901395216,95.80660268862596,854458923829318.4,15.183483400839,742.636531051725,1445.55318053702,0.223975427654,0.0205108833033269,0.589682680293854,34.4840089646052,28.7497457604962,28.68549729525448,0.223975427654,0.7617948116087392,2401480817997051.0,0.020425293161033756,5.837033723274809e-05,3.16,35.8,2023-11-06 01:06:00,0.0022397555793171515,1.1422309605698662,1.0,475.96289282523225,6,0.0022397555793171515,23.721052,14.207628,1.1422309605698662,4.787058,3.2637505e-05,0.6449142618043866,682.8595436356596,12351.486589520808,-0.9280124073797156,-0.372549287677892,3.162800984124745,238.31568977343875,0.9763455714647373,inf,0.0,236.20058155284306,0.0,0.0,0.0,0 days,0.00207888,5.614638e-07,59817.402,1.0295303,-149.58781,0.0,0.0,0.9999999999999999,-6.140611299134004e-13,3.333265e-12,2.54217e-16,0.0,-0.0,0.0,7.48e-16,3.63518673295189e-14,2.7192038709920896e-12,723.6456582137421,3.930155072261622e-12,1.672585389308372e-13,0.0,0.00207888,5.614638e-07,59817.402,1.0295303,-149.58781,0.0,0.0,0.0,-6.140611299134004e-13,3.333265e-12,2.54217e-16,0.0,-0.0,0.0,7.48e-16,3.63518673295189e-14,2.7192038709920896e-12,723.6456582137421,3.930155072261622e-12,1.672585389308372e-13,0.0
7,7,7,140.99160627885297,42.165802001953125,6385.56,885974.0,TVJ571,208.34999982,0.4949418121781694,34610D,254.02104,24.218765,14.558698,226.2376574503135,69171.08049269076,0.2996794705033016,0.979315833746232,53.02008651707378,55.8208329273386,772.5054498205002,0.0017726619884202,44739.09919617161,1.1363328872024905,0.4418340543089482,0.6058011152212367,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7080880599739752,27.91087834216179,14.305622115948214,70.27551239832665,845221170909797.6,13.0527322453974,716.834072213925,1388.88955803642,0.177266198842,0.0193741702855941,0.489657916873116,27.9104164636693,25.2737489995743,25.22902646335785,0.17726619884202,0.6570858017905493,3129348263295348.5,0.017366673894189173,5.2269271359626695e-05,3.16,35.8,2023-11-06 01:07:00,0.0017726634991201045,1.1363353806611092,1.0,447.3909919617161,7,0.0017726634991201045,24.218765,14.558698,1.1363353806611092,4.6477036,5.551555e-05,0.6135641758438412,685.9384087120053,12963.734149278178,-0.9351760437679651,-0.35418323952792735,2.9621116922248247,237.580819696048,0.9421979787884303,inf,0.0,234.4139226153684,0.0,0.0,0.0,0 days,0.0016521228,5.5668073e-07,64321.516,1.0506772,-151.6524,0.0,0.0,1.0,-5.975423516067274e-13,2.986331e-12,2.538483e-16,0.0,-0.0,0.0,7.48e-16,3.205610130936214e-14,2.388788692615536e-12,725.7139458860102,2.4376335054134387e-12,1.3888735499455762e-13,0.0,0.0016521228,5.5668073e-07,64321.516,1.0506772,-151.6524,0.0,0.0,0.0,-5.975423516067274e-13,2.986331e-12,2.538483e-16,0.0,-0.0,0.0,7.48e-16,3.205610130936214e-14,2.388788692615536e-12,725.7139458860102,2.4376335054134387e-12,1.3888735499455762e-13,0.0
8,8,8,140.93600250953853,42.056781316207626,6614.160000000001,885974.0,TVJ571,221.725555364,0.4972423094923607,34610D,252.53842,25.214813,15.0375805,229.3422742835852,69118.06040617368,0.3114645866418366,1.45280261152594,61.11373436614621,84.9009618649372,2679.721695854688,0.0015756426575748,43340.512388800154,1.1279460681837317,0.509281119717885,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7199090064523327,42.45090075001799,16.2771844510133,90.92702273526486,763985087491654.6,17.4301504718118,777.59064967162,1545.69636987396,0.157564265757,0.0228346773620192,0.72640130576297,42.4504809324686,31.8113233765759,31.7612789506022,0.15756426575748,0.930248576682605,1388985923162960.0,0.025832729526566452,6.627552702291677e-05,3.16,35.8,2023-11-06 01:08:00,0.0015756430202844107,1.1279467367334461,1.0,433.4051238880015,8,0.0015756430202844107,25.214813,15.0375805,1.1279467367334461,4.5460978,7.515325e-05,0.5978731240925447,689.1269046288694,12877.115418230198,-0.9398759916806336,-0.3415159150937853,2.9181332171757375,237.413916581308,0.9216511688849441,inf,0.0,233.79254325952542,0.0,0.0,0.0,0 days,0.0014778927,7.3798526e-07,66721.36,1.0315481,-153.43544,0.0,0.0,1.0,-5.888551735757928e-13,2.8453156e-12,2.6782385e-16,0.0,-0.0,0.0,7.480000000000001e-16,3.034980864608922e-14,2.2564603680006752e-12,727.9015071641508,5.081078085272846e-12,2.060376286086981e-13,0.0,0.0014778927,7.3798526e-07,66721.36,1.0315481,-153.43544,0.0,0.0,0.0,-5.888551735757928e-13,2.8453156e-12,2.6782385e-16,0.0,-0.0,0.0,7.480000000000001e-16,3.034980864608922e-14,2.2564603680006752e-12,727.9015071641508,5.081078085272846e-12,2.060376286086981e-13,0.0
9,9,9,140.88292902166194,41.94813537597656,7406.64,885974.0,TVJ571,205.7777776,0.4995401016172068,34610D,247.5026,28.6934,13.816006,232.9325379873014,69056.94667180754,0.31330376433997487,1.268422680337344,58.68708619811768,73.414338846365,2449.8846557383526,0.0009829555492455,38763.39764052093,1.0331216380345438,0.4890590516509807,0.7073386383731212,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7385798822670377,36.70744784840439,16.076176280012014,85.22431542679105,656146304870411.1,15.3728976324179,760.404618410396,1518.14042543637,0.0982955549246,0.0223782741004231,0.634211340168672,36.7071694231825,28.3404938791362,28.312663789150733,0.09829555492455,0.8443685354496179,1768604143216419.8,0.022956590504334625,6.26309614239302e-05,3.16,35.8,2023-11-06 01:09:00,0.0009829549049995903,1.0331198945702298,1.0,387.6339764052093,9,0.0009829549049995903,28.6934,13.816006,1.0331198945702298,3.0119991,0.00010789428,0.5456127614180291,692.3116536798203,11709.442181463151,-0.9150288307110056,-0.4033884467453792,2.615608547736468,236.20145353547306,0.8031617592296906,inf,0.0,230.88840446404893,0.0,0.0,0.0,0 days,0.00097147963,1.1002081e-06,74761.13,1.0038244,-154.94917,0.0,0.0,1.0,-5.589572527575445e-13,2.4020818e-12,2.957452e-16,0.0,-0.0,0.0,7.48e-16,2.5004365281724608e-14,1.843124621171613e-12,730.0786694626267,3.2201591574067547e-12,1.798887192635864e-13,0.0,0.00097147963,1.1002081e-06,74761.13,1.0038244,-154.94917,0.0,0.0,0.0,-5.589572527575445e-13,2.4020818e-12,2.957452e-16,0.0,-0.0,0.0,7.48e-16,2.5004365281724608e-14,1.843124621171613e-12,730.0786694626267,3.2201591574067547e-12,1.798887192635864e-13,0.0
