engine_display,NOx,Non-CO2,CO2 Conservative,CO2 Optimistic,Total Climate Impact Conservative,Total Climate Impact Optimistic
CFM1990,0.0,0.0,0.0,0.0,0.0,0.0
CFM2000,0.2410052233568409,0.22858850258086577,0.0,0.0,0.20838196921971522,0.20838196921971522
GTF,-20.96468763376196,-20.790961646580023,-17.569528301718044,-17.569528301718044,-20.519170113287135,-20.519170113287135
GTF2035,-15.681798480518683,-16.049070207346528,-24.97161111360016,-24.97161111360016,-16.859527668069727,-16.859527668069727
GTF2035 - 20,-14.99066568268229,-15.480508578404306,-26.496280192117105,-39.09600536033852,-16.4747924213069,-17.605898652829683
GTF2035 - 100,-17.763634493335296,-18.454351676420764,-34.124425256240556,-95.60798457458665,-19.869916573908142,-25.389349602281992
GTF2035WI,-93.55343181600144,-90.72756853270896,-30.84304540207367,-30.84304540207367,-85.35356743743566,-85.35356743743566
GTF2035WI - 20,-93.80318042348976,-91.03813736429221,-32.581274217242694,-44.138053467132295,-85.79611918431839,-86.83091676178474
GTF2035WI - 100,-93.68772393404005,-91.23564393507708,-39.26880572616769,-95.95083583689782,-86.57097653941561,-91.65247622350687
