engine_display,NOx,Non-CO2,CO2 Conservative,CO2 Optimistic,Total Climate Impact Conservative,Total Climate Impact Optimistic
CFM1990,0.0,0.0,0.0,0.0,0.0,0.0
CFM2000,0.3083671915442501,0.29640342586075347,0.0,0.0,0.2755185016860491,0.2755185016860491
GTF,-23.321072560300745,-22.946213771604615,-16.29733631592075,-16.29733631592075,-22.45903636079219,-22.45903636079219
GTF2035,-16.65083676872527,-16.969264657077346,-23.799057015067902,-23.799057015067902,-17.496747712622863,-17.496747712622863
GTF2035 - 20,-17.069350324207466,-17.459420000952207,-25.6935669850303,-38.429893231421104,-18.09255404735098,-19.05215576693376
GTF2035 - 100,-18.701940672559626,-19.371819930222813,-33.08736867898321,-95.53806608413932,-20.41737770122592,-25.125091547140016
GTF2035WI,-93.92685847798532,-90.84741186913053,-29.939582333012275,-29.939582333012275,-86.25729711030263,-86.25729711030263
GTF2035WI - 20,-93.91314242857673,-90.91065975990654,-31.446053343451595,-43.197181718666144,-86.43085595656265,-87.31587709541351
GTF2035WI - 100,-94.03323131861843,-91.35082748980365,-38.265669631469216,-95.88383545777924,-87.35117467063436,-91.69426471301976
