engine_display,NOx,Contrail,Non-CO2,CO2 Conservative,CO2 Optimistic,Total Climate Impact Conservative,Total Climate Impact Optimistic
CFM1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFM2000,0.5071992073806083,-45.4841034491497,-9.242164534647353,0.0,0.0,-9.18297534982628,-9.18297534982628
GTF,-22.842225373183418,-1.1396782771916418,-27.947135135440487,-16.044694386700062,-16.044694386700062,-27.579016147040143,-27.579016147040143
GTF2035,-14.072900103723885,2.165938945220452,-20.016850312659372,-22.52972631122357,-22.52972631122357,-20.58108706209637,-20.58108706209637
GTF2035 - 20,-14.538578754334672,-3.0870435752732255,-20.64480471136672,-24.466723153234156,-37.41475988718203,-21.296191615752154,-22.104922977192494
GTF2035 - 100,-16.15083757736318,-0.9280688780801941,-23.5676720640585,-31.939062034926568,-95.46229316653836,-24.5085023043213,-28.468410881825594
GTF2035WI,-93.09695599990289,14.012799195095363,-85.80900835585534,-28.966914840281344,-28.966914840281344,-81.92675435870214,-81.92675435870214
GTF2035WI - 20,-93.68025223592865,7.674263978161912,-87.16036989551677,-30.97363254623618,-42.806125589789936,-83.30273894585709,-84.10174346829035
GTF2035WI - 100,-93.84350719880187,5.211104789688636,-88.8192368931187,-38.10787578526359,-95.87335252564209,-85.39405656275024,-89.28519156563401
